bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.48000335693359375,0.004844603835919047,1.0500030517578125,0.010711038098875959,0.4571447255605772,0.48000335693359375,0.004844603835919047,0.0013271132212684103,0.48000335693359375,,493,True,False,,0.007251858401907263,-0.025518029874803005,-0.06553977655342054,0.002636938542131011,-0.00025825976585465166,38.70494811657354,2025/06/18 15:40,"2,3b",5264.0
