bsp1_bi_amp,bsp1_bi_amp_rate,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,kdj_,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
,,0.30999755859375,0.0028690194339490746,0.39000701904296875,0.0035975187332207515,1.0,0.8717893542518438,0.30999755859375,,475,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241470E9610>,0.021025486127094352,0.029649663686839745,0.017248355119490785,0.007561802953496601,0.0002739054854554428,54.368759913035866,2025/06/18 15:53,2s,2750.0,
,,0.5400009155273438,0.0049482353992309925,1.5400009155273438,0.014310946071857964,1.0,0.3636395162768577,0.5400009155273438,,722,True,False,,<Math.KDJ.KDJ_Item object at 0x0000024149BC09B0>,0.19301534215943283,0.1751595105751278,-0.035711663168610075,0.005801684354534512,0.0016134829658774772,51.3521956986477,2025/06/20 13:51,2s,3199.0,
,,0.2760009765625,0.0025243837917478273,0.4499969482421875,0.004097586500570676,1.0,0.5333322030449967,0.2760009765625,,1162,False,False,,<Math.KDJ.KDJ_Item object at 0x0000024149E62F90>,-0.013914039904224315,0.005672467641105072,0.03917301509065878,0.0021895617410193306,5.183367396454994e-05,63.96329321425895,2025/06/23 15:03,2s,2500.0,
,,0.1797943115234375,0.0016439088141931707,0.4499969482421875,0.004097586500570676,2.0,0.39954562408870503,0.1797943115234375,,1191,False,False,,<Math.KDJ.KDJ_Item object at 0x0000024149E61970>,-0.007290528075090841,-0.0020308947220541995,0.010519266706073283,0.004151498675630763,-1.855434315892717e-05,54.70737777890533,2025/06/23 15:39,2s,6143.0,
,,0.7249984741210938,0.006391875288645699,1.9199981689453125,0.01666375758205009,1.0,0.4427079608039482,0.7249984741210938,,1534,False,False,,<Math.KDJ.KDJ_Item object at 0x0000024149716B70>,0.08267939414014902,0.10752623201339873,0.04969367574649941,0.005168672443262269,0.0009443786190528735,69.25137332952598,2025/06/24 15:01,2s,1097.0,
,,0.3600006103515625,0.0031701357704398713,1.9199981689453125,0.01666375758205009,2.0,0.322914431490356,0.3600006103515625,,1558,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241497168D0>,0.00021298037949186167,0.012784613510945064,0.025143266262906406,0.0021067228548723315,0.0001123392034969838,53.089299899237986,2025/06/24 15:35,2s,2422.0,
,,0.20999908447265625,0.0018472825818869663,1.9199981689453125,0.01666375758205009,3.0,0.3072900523726645,0.20999908447265625,,1582,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241497156D0>,0.005571861259431267,0.012269078886845364,0.013394435254828193,0.0017999985262386461,0.000107813365882309,52.168620018430026,2025/06/24 16:00,2s,3401.0,
,,0.27500152587890625,0.00241897815705339,1.9199981689453125,0.01666375758205009,4.0,0.34374826152953614,0.27500152587890625,,1638,False,False,,<Math.KDJ.KDJ_Item object at 0x000002414A5E3170>,0.014766125201182586,0.02404325823471254,0.018554266067059906,0.0076342817968710515,0.00021124933236771595,63.28032750058754,2025/06/24 17:02,2s,2447.0,
,,0.5400009155273438,0.004774966248242926,1.9199981689453125,0.01666375758205009,5.0,0.17187214394138076,0.5400009155273438,,1720,False,False,,<Math.KDJ.KDJ_Item object at 0x000002414883F170>,0.036738426276879,0.042488302307731374,0.011499752061704754,0.0019360520692257288,0.00037429364336717913,68.71744110417058,2025/06/24 18:34,2s,2048.0,
,,0.34999847412109375,0.0030861340518414013,1.9199981689453125,0.01666375758205009,6.0,0.23958308498040992,0.34999847412109375,,1778,False,False,,<Math.KDJ.KDJ_Item object at 0x000002414A6C4410>,0.036669300914261446,0.04182972707671695,0.010320852324911006,0.001758127407532994,0.0003681689322386357,65.62093486884496,2025/06/24 19:32,2s,11896.0,
,,0.20000457763671875,0.001758127407532994,0.5400009155273438,0.004774966248242926,1.0,0.12962884471382755,0.20000457763671875,,1786,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414A6C73B0>,0.03729090102925421,0.027364424362716022,-0.01985295333307638,0.004226870088526777,0.00024077862710049139,46.697921943958576,2025/06/24 19:40,2s,3914.0,
0.48000335693359375,0.004226870088526777,0.48000335693359375,0.004226870088526777,1.9199981689453125,0.01666375758205009,7.0,0.38541592160789645,0.48000335693359375,0.5051728804697038,1799,False,False,<Math.KDJ.KDJ_Item object at 0x000002414A6C4EF0>,<Math.KDJ.KDJ_Item object at 0x000002414A6C4EF0>,0.0537723171573782,0.07211554950652044,0.036686464698284474,,0.0006338892041095162,62.3662020972457,2025/06/24 19:53,"1,2s",15133.0,1
