bsp2_bi_amp,bsp2_break_bi_amp,bsp2_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
0.2299957275390625,0.4499969482421875,0.5111050829066495,0.2299957275390625,,54,False,False,,-0.0041679730646669655,-0.007580494613719679,-0.006825043098105428,-6.062613251310801e-05,54.12562849570964,2025/06/16 14:25,2,6004.0
0.274993896484375,0.5999984741210938,0.4583243263863281,0.274993896484375,,121,True,False,,0.03096568195031474,0.02036674335091959,-0.021197877198790294,0.0001631478025669768,47.68973007116278,2025/06/16 15:32,2,3617.0
0.23499298095703125,0.2449951171875,0.9591741405082213,0.23499298095703125,,475,True,False,,0.00935873463668574,-0.015859525452100343,-0.050436520177572164,-0.00012754069528696582,40.231527163354336,2025/06/17 14:59,2,4591.0
0.1399993896484375,0.6149978637695312,0.2276420747062983,0.1399993896484375,,547,False,False,,-0.05234791174682261,-0.0411825966173609,0.022330630258923415,-0.000331827635825823,47.49277345579394,2025/06/17 16:11,2,4925.0
0.20999908447265625,0.43000030517578125,0.4883696172885506,0.20999908447265625,,757,True,False,,-0.0011358888332350485,-0.016554336745130627,-0.030836895823791156,-0.00013456974736780736,39.80545744335082,2025/06/17 19:44,2,8525.0
0.46269989013671875,0.8927001953125,0.5183149870094352,0.46269989013671875,,794,False,False,,-0.056897787326152895,-0.05334490704184702,0.007105760568611744,-0.00043384482202879054,51.40821821035133,2025/06/18 13:51,2,4607.0
0.279998779296875,0.589996337890625,0.47457714788186,0.279998779296875,,1101,False,False,,-0.04601334294360703,-0.033911758798595315,0.024203168290023433,-0.0002764255517948411,50.62678129222428,2025/06/18 19:14,2,8984.0
0.9150009155273438,1.06500244140625,0.8591538197031349,0.9150009155273438,,1175,True,False,,-0.02171740812919267,-0.09495325037302393,-0.1464716844876625,-0.0007722821099243206,37.09870303212729,2025/06/20 13:58,2,6180.0
0.2350006103515625,0.5500030517578125,0.42727146622277706,0.2350006103515625,,1325,False,False,,0.004150232342882904,0.021617823874919395,0.034935183064072985,0.0001752594483617313,63.189978683542094,2025/06/20 16:37,2,1807.0
0.125,0.1916961669921875,0.6520735493114702,0.125,,1424,True,False,,0.0012082417352792464,0.0015017335815485922,0.0005869836925386914,1.2197902617215869e-05,45.65295371202492,2025/06/20 18:16,2,4622.0
0.12000274658203125,0.15000152587890625,0.8000101724225624,0.12000274658203125,,1445,False,False,,0.014016291841930022,0.015662696180058333,0.0032928086762566214,0.00012717868112958007,50.770916097589655,2025/06/20 18:37,2,7694.0
0.5633010864257812,1.2549972534179688,0.44884646949755314,0.5633010864257812,,1650,True,False,,-0.029701869782405944,-0.02879217306659143,0.0018193934316290267,-0.00023279659064780485,43.75074215447976,2025/06/23 15:46,2,2192.0
