date,equity,cash,pos,qty,buy_ret_th,sell_ret_th,no_sell_today_next,no_buy_today_next,daily_sig_dir,daily_sig_type,no_sell_today,no_buy_today
2019-10-04,113433.44334284952,0.0,1,600.3039973690173,-0.5,2.0499999999999994,0.0,0.0,,,,
2019-10-07,113487.31189203143,113487.31189203143,0,0.0,-0.5,2.0499999999999994,0.0,0.0,,,,
2019-10-08,111888.13753608418,0.0,1,603.723830659279,2.4499999999999993,-0.5,0.0,0.0,,,,
2019-10-09,112723.92661587663,112723.92661587663,0,0.0,2.499999999999999,-0.5,0.0,0.0,,,,
2019-10-10,112723.92661587663,112723.92661587663,0,0.0,2.499999999999999,-0.5,0.0,0.0,,,,
2019-10-11,112723.92661587663,112723.92661587663,0,0.0,1.6999999999999993,-0.5,0.0,0.0,,,,
2019-10-14,112723.92661587663,112723.92661587663,0,0.0,1.5499999999999994,2.499999999999999,0.0,0.0,,,,
2019-10-15,113106.14128619651,113106.14128619651,0,0.0,-0.5,2.4499999999999993,0.0,0.0,,,,
2019-10-16,113480.0057978805,0.0,1,587.3402297908001,1.0999999999999996,2.499999999999999,0.0,0.0,,,,
2019-10-17,113750.1167467996,0.0,1,588.0686385090193,-0.5,-0.5,0.0,0.0,,,,
2019-10-18,112820.96829795535,112820.96829795535,0,0.0,2.2999999999999994,-0.5,0.0,0.0,,,,
2019-10-21,112820.96829795535,112820.96829795535,0,0.0,2.2999999999999994,-0.5,0.0,0.0,,,,
2019-10-22,112820.96829795535,112820.96829795535,0,0.0,2.2999999999999994,-0.5,0.0,0.0,,,,
2019-10-23,112992.42873609814,112992.42873609814,0,0.0,1.1999999999999997,1.0999999999999996,0.0,0.0,,,,
2019-10-24,112992.42873609814,112992.42873609814,0,0.0,-0.5,1.0499999999999996,0.0,0.0,,,,
2019-10-25,113108.23526344886,113108.23526344886,0,0.0,0.9499999999999997,2.1999999999999993,0.0,0.0,,,,
2019-10-28,113108.23526344886,113108.23526344886,0,0.0,0.9499999999999997,2.1999999999999993,0.0,0.0,,,,
2019-10-29,113240.69747542987,0.0,1,577.2579776491302,-0.5,1.9999999999999996,0.0,0.0,,,,
2019-10-30,113491.75704801976,113491.75704801976,0,0.0,1.4999999999999996,2.349999999999999,0.0,0.0,,,,
2019-10-31,113422.56530465867,113422.56530465867,0,0.0,1.5999999999999996,2.3999999999999995,0.0,0.0,,,,
2019-11-01,113882.18465550321,113882.18465550321,0,0.0,1.4999999999999996,2.3999999999999995,0.0,0.0,,,,
2019-11-04,114036.14993013807,0.0,1,569.0426643220462,1.5999999999999996,1.5499999999999994,0.0,0.0,,,,
2019-11-05,114223.93400936433,114223.93400936433,0,0.0,1.5999999999999996,1.5499999999999994,0.0,0.0,,,,
2019-11-06,114063.98051337722,114063.98051337722,0,0.0,1.6999999999999993,1.1999999999999997,0.0,0.0,,,,
2019-11-07,114041.20870652686,0.0,1,569.2951712586205,1.6999999999999993,1.1999999999999997,0.0,0.0,,,,
2019-11-08,114261.74253709799,114261.74253709799,0,0.0,-0.5,1.1999999999999997,0.0,0.0,,,,
2019-11-11,114655.14469281811,114655.14469281811,0,0.0,0.8999999999999997,0.8999999999999997,0.0,0.0,,,,
2019-11-12,114683.56533529228,0.0,1,570.2529229540663,0.8499999999999996,0.8999999999999997,0.0,0.0,,,,
2019-11-13,114819.868357773,0.0,1,570.5902119851563,-0.5,0.7999999999999998,0.0,0.0,,,,
2019-11-14,114973.95216543546,114973.95216543546,0,0.0,0.8499999999999996,0.6999999999999997,0.0,0.0,,,,
2019-11-15,115098.89692662252,0.0,1,567.688764126375,0.8999999999999997,0.9999999999999996,0.0,0.0,,,,
2019-11-18,115593.99853793661,0.0,1,569.9339243562598,-0.5,-0.5,0.0,0.0,,,,
2019-11-19,115401.11019322155,0.0,1,568.8426588121533,1.2999999999999996,1.3999999999999995,0.0,0.0,,,,
2019-11-20,115943.69587935554,0.0,1,576.6334902240789,1.2999999999999996,-0.5,0.0,0.0,,,,
2019-11-21,116766.66489716702,116766.66489716702,0,0.0,1.2499999999999996,-0.5,0.0,0.0,,,,
2019-11-22,116494.67038608178,116494.67038608178,0,0.0,1.1999999999999997,-0.5,0.0,0.0,,,,
2019-11-25,116494.67038608178,116494.67038608178,0,0.0,1.1999999999999997,-0.5,0.0,0.0,,,,
2019-11-26,116494.67038608178,116494.67038608178,0,0.0,1.1999999999999997,-0.5,0.0,0.0,,,,
2019-11-27,116494.67038608178,116494.67038608178,0,0.0,1.1999999999999997,-0.5,0.0,0.0,,,,
2019-11-29,116494.67038608178,116494.67038608178,0,0.0,0.9999999999999996,-0.5,0.0,0.0,,,,
2019-12-02,116494.67038608178,116494.67038608178,0,0.0,0.9999999999999996,-0.5,0.0,0.0,,,,
2019-12-03,116589.94826724102,116589.94826724102,0,0.0,2.2999999999999994,1.3499999999999996,0.0,0.0,,,,
2019-12-04,116589.94826724102,116589.94826724102,0,0.0,1.7499999999999996,1.2999999999999996,0.0,0.0,,,,
2019-12-05,116630.13981840179,0.0,1,574.165016582493,1.6499999999999995,1.1999999999999997,0.0,0.0,,,,
2019-12-06,117347.8460891299,117347.8460891299,0,0.0,1.9499999999999993,1.6499999999999995,0.0,0.0,,,,
2019-12-09,117347.8460891299,117347.8460891299,0,0.0,1.0499999999999996,1.0499999999999996,0.0,0.0,,,,
2019-12-10,118535.34280392266,118535.34280392266,0,0.0,0.8999999999999997,1.3499999999999996,0.0,0.0,,,,
2019-12-11,118535.34280392266,118535.34280392266,0,0.0,0.8499999999999996,1.2499999999999996,0.0,0.0,,,,
2019-12-12,118535.34280392266,118535.34280392266,0,0.0,0.9499999999999997,1.7999999999999994,0.0,0.0,,,,
2019-12-13,118535.34280392266,118535.34280392266,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2019-12-16,118465.60020254592,0.0,1,566.7397034040373,1.4999999999999996,-0.5,0.0,0.0,,,,
2019-12-17,118675.29389280542,118675.29389280542,0,0.0,-0.5,-0.5,0.0,0.0,,,,
2019-12-18,118723.8565686902,118723.8565686902,0,0.0,-0.5,1.2999999999999996,0.0,0.0,,,,
2019-12-19,119169.66806806698,119169.66806806698,0,0.0,-0.5,1.3499999999999996,0.0,0.0,,,,
2019-12-20,119802.5273769159,0.0,1,565.0529543293835,0.9499999999999997,1.3999999999999995,0.0,0.0,,,,
2019-12-23,119683.86625650672,0.0,1,565.0529543293835,1.1499999999999997,1.3999999999999995,0.0,0.0,,,,
2019-12-24,119762.97367011283,0.0,1,565.0529543293835,1.1999999999999997,1.3999999999999995,0.0,0.0,,,,
2019-12-26,121045.64387644053,0.0,1,565.0529543293835,1.1999999999999997,1.3999999999999995,0.0,0.0,,,,
2019-12-27,120486.24145165444,0.0,1,565.0529543293835,1.1999999999999997,1.3999999999999995,,,,,0.0,0.0
