bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
0.6029800060643087,2.037061579769621,1.0,0.5556929286964291,,,0.6029800060643087,,475,False,False,,0.07347299248803274,0.08898063858431282,0.031015292192560162,0.015663375778264904,61.233307471139256,2001/11/26,2s,243000.0
0.8536073108568232,1.8666507716133731,1.0,0.6869624729651492,,,0.8536073108568232,,715,False,False,,0.08327389200784277,0.10973916419086471,0.052930544366043886,0.01704679439607861,58.26391240741248,2002/11/07,2s,71200.0
0.5448587156675204,1.8666507716133731,2.0,0.585703186970887,,,0.5448587156675204,,754,False,False,,-0.028484202088231454,0.01184356819518495,0.0806555405668328,0.0018514229925020824,56.363041186104624,2003/01/06,2s,116800.0
0.5465241862964438,1.8513684443193785,1.0,0.7504294947411103,,,0.5465241862964438,,1020,False,False,,0.03721427852961377,0.02652023462502484,-0.021388087809177864,0.0033830152669643817,48.64266025995228,2004/01/27,2s,183800.0
0.5421334790209311,1.8513684443193785,2.0,0.49538649831771703,,,0.5421334790209311,,1044,False,False,,-0.09906867135527551,-0.07865079926794394,0.04083574417466315,-0.010531078380700288,53.35281490690785,2004/03/02,2s,256600.0
1.240463385141629,2.3967980461982474,1.0,0.6028206337542324,,,1.240463385141629,,1347,True,False,,-0.01544078407311288,-0.07537831019856789,-0.11987505225091002,-0.008120753610865948,35.470109859447916,2005/05/13,2s,554600.0
0.529797871750791,2.3967980461982474,2.0,0.36239151212088944,,,0.529797871750791,,1355,True,False,,0.003286058966601525,0.018163299273831868,0.029754480614460684,0.001942994595115625,48.88525157690926,2005/05/25,2s,449200.0
3.2435145857648635,3.4389098894542975,1.0,0.6522419893687681,,,3.2435145857648635,,1633,False,False,,-0.031874438448203014,0.208235605312872,0.48022008752215,0.012843139268682142,64.01618322354804,2006/07/03,2s,420600.0
2.5519693481325447,3.938345901821048,1.0,0.5663049340358135,,,2.5519693481325447,,1762,True,False,,-0.18215454814381474,-0.33247114404447053,-0.3006331918013116,-0.02308521368855314,33.25272482230528,2007/01/08,2s,1502600.0
0.9686862251644346,3.938345901821048,2.0,0.26716100543024085,,,0.9686862251644346,,1786,True,False,,0.12199655745393065,0.10882920228602266,-0.02633471033581597,0.007387646569623487,50.923709557740146,2007/02/12,2s,462200.0
2.0496736316313253,3.938345901821048,3.0,0.3050107698335539,,,2.0496736316313253,,1800,True,False,,0.15559978839912306,0.0205270441209624,-0.2701454885563213,0.0013616696169246924,42.410258193820674,2007/03/05,2s,703000.0
1.5521778408908702,3.3552554900903893,1.0,0.20701340687787986,,,1.5521778408908702,,2005,False,False,,-0.06272226972039734,0.03994457593645606,0.2053336913137068,0.002465428009518318,59.33119764801497,2007/12/24,2s,194600.0
2.9539773708659016,14.87417626374698,1.0,0.15938035960067354,2.9539773708659016,0.09532587949131113,2.9539773708659016,,2287,False,False,,-0.816941216538825,-0.6595700003611533,0.3147424323553434,-0.042280931562773745,49.612778373758005,2009/02/06,"2s,3b",1107600.0
3.716877635622609,7.8424430454341625,1.0,0.6006930552176319,,,3.716877635622609,,2394,True,False,,-0.402951099926375,-0.4833226009557876,-0.1607430020588252,-0.031605897327398706,41.208850887126914,2009/07/13,2s,1079400.0
1.9523440356569495,7.8424430454341625,2.0,0.23334085813848848,1.9523440356569495,0.17602241939061544,1.9523440356569495,,2452,True,False,,0.24892570721653323,0.04887669055530708,-0.4000980333224523,0.0027711417509280337,39.17026100320284,2009/10/02,"2s,3b",502000.0
1.8556003480950807,3.8085750733065993,1.0,0.2906882796823106,,,1.8556003480950807,,2628,False,False,,-0.34789126024323486,-0.18888375732356266,0.3180150058393444,-0.009216924451162595,53.52793308838364,2010/06/16,2s,308400.0
3.3603136073504416,9.154173021474602,1.0,0.5054874296241032,,,3.3603136073504416,,2945,False,False,,-0.1979889310483721,0.03360264939362878,0.46318316088400174,0.0012250154899849568,55.355715505146456,2011/09/16,2s,533400.0
3.7410632074300416,9.940586700438722,1.0,0.3517956343426664,3.7410632074300416,0.13215474772511307,3.7410632074300416,,3007,True,False,,0.451010585563552,0.29773276402757887,-0.30655564307194627,0.009590780716171456,45.42793402632288,2011/12/14,"2s,3b",886000.0
4.115644499485349,9.940586700438722,2.0,0.2024830900933548,,,4.115644499485349,,3038,True,False,,0.45406141512138143,0.253246409978118,-0.4016300102865269,0.007697092059375112,44.14420375209778,2012/01/31,2s,2152800.0
2.743095533025638,5.234403802728906,1.0,0.18453959051260396,,,2.743095533025638,,3204,True,False,,0.25562352430064594,0.08578433044610989,-0.3396783877090721,0.002281706516492452,43.571075577657794,2012/09/26,2s,492200.0
3.5173804957007775,5.234403802728906,2.0,0.05833910538523241,,,3.5173804957007775,,3238,True,False,,-0.11747957182373896,-0.2695667003468216,-0.3041742570461653,-0.007050595067165903,39.84268131218175,2012/11/15,2s,561200.0
2.902074387368245,8.125471154159271,1.0,0.7198960306129761,,,2.902074387368245,,3701,False,False,,0.22402180087444643,0.1510609904102722,-0.14592162092834843,0.0019253178389196512,53.36642806635416,2014/09/19,2s,589300.0
7.835217788858856,20.787335510130944,1.0,0.498481921698618,,,7.835217788858856,,3783,True,False,,-0.5168088559027781,-0.9205981203585338,-0.8075785289115114,-0.011429843654514656,40.67943383825791,2015/01/16,2s,314800.0
