feature,importance
klu_open,0.1750967
feat_bsp_bi_amp,0.100474514
klu_high,0.066335425
feat_break_bi_amp_rate,0.038720015
feat_bsp2_break_bi_amp_rate,0.035447486
klu_low,0.030758318
klu_close,0.029609416
feat_bsp3_bi_amp_rate,0.027398812
feat_bsp2s_break_bi_amp,0.026455875
feat_break_bi_amp,0.024286909
feat_bsp3_zs_height,0.024053043
feat_bsp2_break_bi_amp,0.02185341
feat_bsp1_bi_klu_cnt,0.01948118
feat_level,0.018724944
feat_bsp3_bi_amp,0.016007086
feat_macd_dea,0.015895033
feat_bsp1_bi_amp_rate,0.015818134
feat_bi_klu_cnt,0.015195275
feat_ppo,0.0139729725
macd_dea,0.013332809
feat_bsp2s_break_bi_amp_rate,0.013167003
macd_dif,0.0129253715
feat_bsp2_break_bi_bi_klu_cnt,0.012919896
feat_divergence_rate,0.012775622
feat_bsp_type,0.01235462
feat_bi_amp,0.011682895
feat_bi_amp_rate,0.01011313
feat_bsp2s_bi_klu_cnt,0.010061216
feat_bsp2s_break_bi_klu_cnt,0.010035808
klu_volume,0.009853107
feat_rsi,0.008169233
feat_bsp2_bi_klu_cnt,0.007940207
feat_macd_diff,0.0077243065
feat_break_bi_klu_cnt,0.0073096273
feat_bsp2_retrace_rate,0.007305589
lower_shadow,0.0072763325
feat_zs_cnt,0.006923366
rsi,0.006518243
kdj_d,0.006451422
dmi_plus,0.0063484185
feat_volume,0.006324952
feat_macd_value,0.0061421255
high_low_spread_pct,0.005966929
feat_bsp1_bi_amp,0.005606587
feat_bsp2s_bi_amp_rate,0.005184736
feat_bsp2s_bi_amp,0.0049701966
feat_bsp2s_retrace_rate,0.0049482933
feat_bsp3_bi_klu_cnt,0.0049006757
macd_value,0.0046600844
dmi_minus,0.004329119
body_size,0.0042273114
feat_kdj_k,0.003958238
dmi_adx,0.0037961078
kdj_k,0.0037857243
feat_kdj_j,0.0033211666
feat_kdj_d,0.0033147617
upper_shadow,0.0027594406
price_change_pct,0.0026990597
feat_bsp2_bi_amp,0.0023316795
feat_bsp2s_lv,0.0
feat_bsp2_bi_amp_rate,0.0
is_buy,0.0
is_bullish_candle,0.0
is_segbsp,0.0
kdj_j,0.0
