feature,importance
feat_bsp3_bi_amp,0.25355834
klu_high,0.07200501
feat_bsp1_bi_amp_rate,0.048307016
feat_bsp2s_lv,0.04422273
feat_bsp2s_break_bi_amp,0.040036913
klu_close,0.03609775
feat_bsp2s_break_bi_klu_cnt,0.03595894
klu_open,0.03232303
feat_divergence_rate,0.031872373
feat_break_bi_amp,0.03163023
feat_bsp2_break_bi_bi_klu_cnt,0.02900406
feat_bsp3_zs_height,0.024811257
feat_bi_amp_rate,0.02161563
feat_bsp2s_break_bi_amp_rate,0.020666266
klu_low,0.016987843
feat_bsp2_break_bi_amp_rate,0.015965773
feat_break_bi_klu_cnt,0.014655
feat_zs_cnt,0.014536556
feat_bsp2_break_bi_amp,0.014249168
feat_bsp2_bi_klu_cnt,0.012665226
feat_macd_dea,0.012455884
feat_level,0.0124163
feat_bsp2s_bi_klu_cnt,0.0119497245
feat_macd_diff,0.011185505
feat_bsp2_bi_amp,0.010670137
feat_bsp2s_bi_amp,0.009339136
feat_bi_amp,0.008081316
feat_bsp1_bi_amp,0.007903615
feat_bsp2_retrace_rate,0.007395643
feat_bi_klu_cnt,0.0073764115
feat_break_bi_amp_rate,0.007351632
feat_bsp1_bi_klu_cnt,0.007312132
feat_bsp2s_bi_amp_rate,0.007303246
feat_volume,0.0068120505
feat_bsp2s_retrace_rate,0.0065996125
upper_shadow,0.006575052
feat_ppo,0.006416224
feat_kdj_d,0.0050802496
feat_macd_value,0.0048343404
dmi_adx,0.0045650597
feat_kdj_j,0.0037080585
dmi_plus,0.0033854172
dmi_minus,0.003277362
feat_rsi,0.0031746705
lower_shadow,0.002890352
feat_kdj_k,0.0027771564
price_change_pct,0.0027500892
high_low_spread_pct,0.002509374
feat_bsp3_bi_klu_cnt,0.0010831866
feat_bsp2_bi_amp_rate,0.0009168242
body_size,0.00058831647
is_bullish_candle,0.00014677558
feat_bsp3_bi_amp_rate,0.0
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
