feature,importance
macd_dif,0.07205466
klu_open,0.051008355
feat_bsp2s_break_bi_amp_rate,0.037658982
feat_level,0.0337368
feat_bsp2_bi_amp,0.03273221
feat_bsp2_break_bi_amp,0.03271335
feat_bsp2s_bi_amp,0.031206807
klu_high,0.031125043
feat_bsp3_bi_amp,0.030508336
feat_bsp_bi_amp,0.028359525
feat_bsp2s_break_bi_klu_cnt,0.028061613
feat_bsp1_bi_klu_cnt,0.026808495
feat_bsp1_bi_amp,0.026609601
high_low_spread_pct,0.025257891
feat_break_bi_amp,0.024317805
klu_low,0.024232607
macd_value,0.023219796
feat_bsp2_break_bi_bi_klu_cnt,0.02259828
klu_close,0.022092625
feat_bsp2s_break_bi_amp,0.020686315
feat_bsp1_bi_amp_rate,0.02046989
feat_ppo,0.019974766
feat_break_bi_amp_rate,0.019879803
feat_break_bi_klu_cnt,0.015997075
feat_divergence_rate,0.014634177
feat_bsp2s_bi_amp_rate,0.014374701
feat_macd_diff,0.014312788
body_size,0.01398152
feat_volume,0.013443066
feat_bsp2_break_bi_amp_rate,0.0130378
feat_kdj_j,0.012842539
feat_bsp3_zs_height,0.0126924515
feat_rsi,0.012638315
feat_bsp2s_retrace_rate,0.0112981545
feat_bsp3_bi_klu_cnt,0.0111377025
klu_volume,0.010095015
feat_bi_klu_cnt,0.009490178
feat_bsp2_retrace_rate,0.009236895
feat_bi_amp,0.008934451
kdj_k,0.008861933
feat_macd_dea,0.0088596735
rsi,0.00865181
dmi_minus,0.008618328
feat_bsp2s_bi_klu_cnt,0.008389634
feat_bi_amp_rate,0.008041928
is_bullish_candle,0.00783666
feat_macd_value,0.007825371
kdj_d,0.0075225434
dmi_adx,0.0074301944
price_change_pct,0.007265747
feat_kdj_k,0.006743222
dmi_plus,0.005453967
upper_shadow,0.0047848257
lower_shadow,0.00392985
feat_kdj_d,0.0027097524
feat_bsp2s_lv,0.0026260572
feat_zs_cnt,0.0009880952
feat_bsp3_bi_amp_rate,0.0
feat_bsp2_bi_amp_rate,0.0
feat_bsp2_bi_klu_cnt,0.0
is_buy,0.0
kdj_j,0.0
is_segbsp,0.0
macd_dea,0.0
