feature,importance
klu_low,0.41022667
feat_zs_cnt,0.1267082
klu_open,0.066861615
feat_bsp2_break_bi_amp_rate,0.059203885
feat_break_bi_amp_rate,0.046241846
feat_break_bi_amp,0.024960881
klu_high,0.022828413
feat_bsp2_break_bi_amp,0.019996842
klu_close,0.017829087
feat_bsp2_bi_klu_cnt,0.016096013
feat_divergence_rate,0.013469271
feat_bsp2s_bi_amp_rate,0.013211904
feat_break_bi_klu_cnt,0.012817964
feat_bsp2s_break_bi_amp,0.011989343
feat_bsp2_break_bi_bi_klu_cnt,0.011759615
feat_bsp2s_break_bi_amp_rate,0.009326079
feat_bsp2_retrace_rate,0.009068037
feat_bsp2_bi_amp_rate,0.008724306
feat_bsp2s_break_bi_klu_cnt,0.008525694
feat_bi_amp_rate,0.008186025
feat_bsp1_bi_klu_cnt,0.006977496
feat_bsp2_bi_amp,0.006898689
feat_kdj_k,0.005334504
dmi_minus,0.004461498
feat_bsp1_bi_amp,0.0042605973
feat_kdj_j,0.0040999125
feat_volume,0.0036553196
dmi_adx,0.0035858105
feat_bi_amp,0.0035566092
feat_macd_dea,0.0033045048
dmi_plus,0.003290053
feat_rsi,0.0031072283
feat_macd_value,0.002991379
feat_bsp3_zs_height,0.002708106
feat_macd_diff,0.0024778608
feat_level,0.0024742233
upper_shadow,0.0022567865
feat_bi_klu_cnt,0.0018538134
feat_kdj_d,0.0016541586
price_change_pct,0.001648528
high_low_spread_pct,0.0015756576
feat_bsp2s_bi_klu_cnt,0.0015395919
feat_bsp1_bi_amp_rate,0.0012384701
feat_bsp2s_bi_amp,0.0011413565
feat_bsp2s_lv,0.0008421218
lower_shadow,0.000761629
feat_ppo,0.0007526013
feat_bsp3_bi_amp_rate,0.00072963536
feat_bsp2s_retrace_rate,0.000629831
feat_bsp3_bi_amp,0.0006204484
body_size,0.00059428345
is_bullish_candle,0.0005541744
feat_bsp3_bi_klu_cnt,0.00039144594
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
