bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
1.25,0.0029867151696765576,9,7.869903564453125,0.019202380525996345,50,1.0,0.0558978753766272,1.25,2s,28,2s,buy,True,0,False,55.62607728583714,3.478867069606764,38.24367388042702,417.3800048828125,540,0.48037745876822147,0.3986074220615592,-0.16354007341332455,0.201289,,1003,0,0.0009551691895453583,51.556761614708805,2025/07/22 19:30,49986.0
1.4075927734375,0.003363262951322303,13,7.869903564453125,0.019202380525996345,50,1.0,0.07592261546992606,1.4075927734375,2s,28,2s,buy,True,0,False,32.917397506453554,5.791011912647818,23.875268975184976,417.2300109863281,544,0.36231129406963547,0.2266698873094697,-0.27128281352033157,0.226666,,1003,1,0.0005431203023844509,48.342082963742364,2025/07/22 19:50,49007.0
5.5999755859375,0.012819576856157712,6,11.39990234375,0.02683592907565213,89,1.0,0.43595804600162763,5.5999755859375,2s,28,2s,buy,True,0,False,27.885446675423676,-18.144167623597887,12.542241909083154,431.2300109863281,1002,0.13666865178816598,-0.38336575357618585,-1.0400688107287037,0.901769,,1003,2,-0.0008817730362323834,25.661344558591253,2025/07/30 19:00,56373.0
6.209991455078125,0.01421603746530069,7,11.39990234375,0.02683592907565213,89,1.0,0.4894686683513942,6.209991455078125,2s,28,2s,buy,True,1,False,23.345628007676403,-3.8932839988072203,14.26599067218186,431.7200012207031,1003,-0.004154286672795782,-0.5674460405166428,-1.126583507687694,1,0.024453111557049913,,3,-0.0013058508663890361,30.36680225739748,2025/07/30 19:05,25211.0
5.19000244140625,0.01193899966281905,17,10.84991455078125,0.02543047551334111,35,1.0,0.7354906758923297,5.19000244140625,2s,,2s,buy,True,0,False,35.23008167208801,-3.8310742974685894,22.20969634890248,429.6099853515625,1350,-0.5125842048629623,-0.6619865979546944,-0.2988047861834642,,,,4,-0.0015312119023556461,33.32131909030582,2025/08/06 15:30,24304.0
5.410003662109375,0.012445086996967338,18,10.84991455078125,0.02543047551334111,35,1.0,0.7557674457851659,5.410003662109375,2s,,2s,buy,True,0,False,28.651501111488553,-10.81998225210819,15.494339990289639,429.385009765625,1351,-0.5690580851542689,-0.7949536063194955,-0.4517910423304532,,,,5,-0.0018396998317205557,32.438325783352056,2025/08/06 15:35,23653.0
5.6199951171875,0.012928148024332347,19,10.84991455078125,0.02543047551334111,35,1.0,0.7751216493685483,5.6199951171875,2s,,2s,buy,True,0,False,23.949873329624943,-4.259893361556735,14.546617765897718,429.6358947753906,1352,-0.6292578917244109,-0.8700571180049792,-0.48159845256113654,,,,6,-0.002014360600972679,34.522115408075095,2025/08/06 15:40,32748.0
5.6300048828125,0.012951174331115624,31,10.84991455078125,0.02543047551334111,35,1.0,0.7760442156780019,5.6300048828125,2s,,2s,buy,True,0,False,37.50358860014495,24.754145288347104,33.253774162879004,429.1499938964844,1364,-0.7847377092664478,-0.7450243862431876,0.0794266460465205,,,,7,-0.0017301907580479772,36.41433848396608,2025/08/06 16:40,15380.0
6.019989013671875,0.013848287667650644,32,10.84991455078125,0.02543047551334111,35,1.0,0.8119877366185695,6.019989013671875,2s,,2s,buy,True,0,False,36.007769054076405,27.032851777665172,33.01612996193933,429.20001220703125,1365,-0.776246356552778,-0.7422809456980985,0.06793082170935882,,,,8,-0.0017242355688873745,36.98402933134564,2025/08/06 16:45,14739.0
6.239990234375,0.01435437500179893,36,10.84991455078125,0.02543047551334111,35,1.0,0.8322645065114055,6.239990234375,2s,,2s,buy,True,0,False,34.23512604602687,8.967026235820398,25.81242610929138,428.4700012207031,1369,-0.7258820505880387,-0.7069595810737042,0.037844939028669033,,,,9,-0.0016435900430734373,32.7102542459191,2025/08/06 17:05,12353.0
6.41998291015625,0.014768427310968939,37,10.84991455078125,0.02543047551334111,35,1.0,0.8488538238685905,6.41998291015625,2s,,2s,buy,True,0,False,29.699073064003873,2.4827551718658967,20.62696709995788,428.489990234375,1370,-0.7265316673596869,-0.7291301344462795,-0.00519693417318523,,,,10,-0.0016956130093399233,32.98096669278888,2025/08/06 17:10,8659.0
6.889984130859375,0.015849610697460513,38,10.84991455078125,0.02543047551334111,35,1.0,0.8921722498804602,6.889984130859375,2s,,2s,buy,True,0,False,24.750416803698485,-4.941520758133834,14.853104283087712,427.8999938964844,1371,-0.7382765910337581,-0.7852562857300427,-0.0939593893925692,,,,11,-0.0018267998960509104,29.241561464124004,2025/08/06 17:15,25404.0
7.100006103515625,0.01633274192698035,45,10.84991455078125,0.02543047551334111,35,1.0,0.9115292661660057,7.100006103515625,2s,,2s,buy,True,0,False,25.280384579352873,11.84594181908745,20.80223699259773,427.79998779296875,1378,-0.7146778614511848,-0.7067213978308473,0.015912927240675057,,,,12,-0.0016466161259093368,32.969865016017664,2025/08/06 17:50,13586.0
7.509979248046875,0.017275837674927096,46,10.84991455078125,0.02543047551334111,35,1.0,0.9493151070233173,7.509979248046875,2s,,2s,buy,True,0,False,25.749767022934446,28.566061684423893,26.688531910097595,427.8500061035156,1379,-0.7128191653782372,-0.7053843810864464,0.014869568583581572,,,,13,-0.0016438828983502375,33.75003101354979,2025/08/06 17:55,33282.0
7.91998291015625,0.01821900362502867,49,10.84991455078125,0.02543047551334111,35,1.0,0.9871037605827919,7.91998291015625,2s,,2s,buy,True,0,False,23.426487685648382,5.534174280869706,17.462383217388822,426.7900085449219,1382,-0.7229316171029511,-0.7689395389377864,-0.09201584366967075,,,,14,-0.0017935110377801928,25.96242732645807,2025/08/06 18:10,14680.0
