bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
,,,0.959991455078125,0.0047285559790934606,13,1.2450103759765625,0.006095372677359186,18,1.0,0.7791109531454904,0.959991455078125,,152,False,False,72.91983490874233,96.28702973493617,80.70889985080694,-0.013405942496239682,0.03974830738488322,0.1063084997622458,0.032116841722338654,0.0001953730037001888,63.11461010669189,2025/05/13 19:40,2s,17940.0
,,,0.7899932861328125,0.003937955653901974,9,3.2411956787109375,0.01641703559880155,8,1.0,0.26224607490054846,0.7899932861328125,,194,True,False,35.80097373199004,-16.50823479364439,18.364570890111896,-0.10665525479218592,-0.1110322290533361,-0.008753948522300353,0.017265523079700328,-0.0005544482129916974,40.314445174279456,2025/05/14 16:40,2s,7491.0
,,,0.54998779296875,0.0026346088960956565,9,1.6949920654296875,0.008045339492858903,30,1.0,0.1887867630510519,0.54998779296875,,513,False,False,64.9501758669335,94.254944840272,74.71843219137968,-0.1558135353234798,-0.11123101999311302,0.08916503066073356,0.02310022036869254,-0.0005315634752693651,46.912151405903366,2025/05/20 17:15,2s,7649.0
,,,2.300201416015625,0.011290983519070883,10,2.0200042724609375,0.010074834276613154,21,1.0,0.5445563252079194,2.300201416015625,,704,True,False,25.470851000014612,-2.3729377944688537,16.189588068520123,0.06492329648379067,-0.1515605270670335,-0.4329676471016483,0.013255874258849882,-0.0007474366765598589,34.68868241378718,2025/05/23 13:40,2s,8716.0
,,,0.3400115966796875,0.0016553632267927109,11,2.6599884033203125,0.012825402514948684,38,1.0,0.3759414885988814,0.3400115966796875,,918,False,False,44.402912388173135,63.75798420467328,50.85460299367318,-0.0238253123425399,-0.022108805168528534,0.0034330143480227338,0.008457302647548903,-0.00010753021642214278,48.264392377708525,2025/05/28 18:30,2s,15410.0
,,,1.0,0.004757034547585952,7,5.6746978759765625,0.026653035453338178,7,1.0,0.701304393420759,1.0,,1230,False,False,57.4982659818722,106.41123563217879,73.80258919864106,0.10395054076001624,0.10158609785221984,-0.004728885815592804,0.00215421176973059,0.0004819241747502392,56.64358582098575,2025/06/03 18:30,2s,13039.0
,,,1.69000244140625,0.008018611147531773,14,5.6746978759765625,0.026653035453338178,7,2.0,0.91893723262086,1.69000244140625,,1248,False,False,51.507344409794854,21.753617519653446,41.589435446414385,0.11198382021449933,0.0961941700213913,-0.031579300386216064,0.017415848441473942,0.00045577244335185443,50.671177542153494,2025/06/04 13:30,2s,29506.0
,,,0.730010986328125,0.003526282345967643,6,1.404998779296875,0.006857332146431053,13,1.0,0.003562197267534047,0.730010986328125,,1395,True,False,70.87401520088116,38.379356402404426,60.04246226805559,0.18522630462600662,0.15500266338270308,-0.06044728248660708,0.014057924522063482,0.000750301534184089,47.74076422376469,2025/06/05 19:15,2s,15095.0
,,,1.290008544921875,0.006223207037018961,33,2.1500091552734375,0.010277781586984069,21,1.0,0.716279994038452,1.290008544921875,,1477,False,False,65.94591137992441,34.63116675736643,55.50766317240509,0.16418267893654725,0.1513888028733561,-0.025587752126382313,0.0545594245992483,0.0007272369513460523,55.9947380616095,2025/06/06 19:35,2s,25917.0
,,,1.55999755859375,0.007918769332963198,25,4.540008544921875,0.022491991120345087,84,1.0,0.2753298782660133,1.55999755859375,,2026,False,False,69.77765986615626,38.93207438802597,59.495798040112824,0.11012408306402173,0.15488673243066842,0.08952529873329337,0.03807412193567763,0.0007824082360459323,57.51917655979998,2025/06/17 19:50,2s,47655.0
