date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level
2018-10-01,100000.0,100000.0,0,0.3,0.3,0.20073780712125378,FREE,0.2,0.3
2018-10-02,100000.0,100000.0,0,0.3,0.3,0.19876173483044082,FORCE_BUY,0.2,0.3
2018-10-03,100000.0,100000.0,0,0.3,0.3,0.21665405671920776,FREE,0.2,0.3
2018-10-04,100000.0,100000.0,0,0.3,0.3,0.2355064104355917,FREE,0.2,0.3
2018-10-05,100000.0,100000.0,0,0.3,0.3,0.2315556715165554,FREE,0.2,0.3
2018-10-08,100000.0,100000.0,0,0.3,0.3,0.08600361084615156,FORCE_BUY,0.2,0.3
2018-10-09,100000.0,100000.0,0,0.3,0.3,0.10529581780136132,FORCE_BUY,0.2,0.3
2018-10-10,100000.0,100000.0,0,0.3,0.3,0.3771826839535053,FORCE_SELL,0.2,0.3
2018-10-11,100000.0,100000.0,0,0.3,0.3,0.10158562970277003,FORCE_BUY,0.2,0.3
2018-10-12,100000.0,100000.0,0,0.3,0.3,0.06914250509813695,FORCE_BUY,0.2,0.3
2018-10-15,100000.0,100000.0,0,0.3,0.3,0.08884195781985271,FORCE_BUY,0.2,0.3
2018-10-16,100000.0,100000.0,0,0.3,0.3,0.045320636926211605,FORCE_BUY,0.2,0.3
2018-10-17,100000.0,100000.0,0,0.3,0.3,0.056793052167395976,FORCE_BUY,0.2,0.3
2018-10-18,100000.0,100000.0,0,0.3,0.3,0.12809080864019817,FORCE_BUY,0.2,0.3
2018-10-19,100000.0,100000.0,0,0.3,0.3,0.13885577406031194,FORCE_BUY,0.2,0.3
2018-10-22,100000.0,100000.0,0,0.3,0.3,0.07459174421741749,FORCE_BUY,0.2,0.3
2018-10-23,100000.0,100000.0,0,0.3,0.3,0.024280494763774446,FORCE_BUY,0.2,0.3
2018-10-24,100000.0,100000.0,0,0.3,0.3,0.2928686029129199,FREE,0.2,0.3
2018-10-25,100000.0,100000.0,0,0.3,0.3,0.09860411463331135,FORCE_BUY,0.2,0.3
2018-10-26,100000.0,100000.0,0,0.3,0.3,0.059218997568889764,FORCE_BUY,0.2,0.3
