bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.67999267578125,0.002584835431061504,1.410003662109375,0.005402105702288941,1.0,0.021275674739735514,0.67999267578125,,318,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149DDC470>,0.17344588493721513,0.12100631300478426,-0.10487914386486175,0.003239359497259594,0.00046083652015016996,47.3912360165094,2025/06/17 19:05,2s,3276.0
1.18499755859375,0.004501586394752145,1.410003662109375,0.005402105702288941,2.0,0.2588792935523667,1.18499755859375,,373,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149DDDD90>,-0.03641133322711084,-0.04504672967834722,-0.017270792902472756,0.022495352868714145,-0.00017140072430457546,60.86837174476442,2025/06/18 13:30,2s,18371.0
1.100006103515625,0.0041014394237480455,1.339996337890625,0.005029827406894812,1.0,0.4850713976633492,1.100006103515625,,587,True,False,<Math.KDJ.KDJ_Item object at 0x00000241481970B0>,-0.0780598640351739,-0.09883346139611149,-0.04154719472187518,0.006551853088770731,-0.0003694648089171509,40.83998409756679,2025/06/18 17:28,2s,1677.0
1.779998779296875,0.006620787572575022,1.339996337890625,0.005029827406894812,2.0,0.5074586075747569,1.779998779296875,,643,True,False,<Math.KDJ.KDJ_Item object at 0x00000241495EC2F0>,-0.023688579505029943,-0.10990501585462198,-0.17243287269918406,0.010109640226936415,-0.0004104168055466625,46.38331402654983,2025/06/18 18:25,2s,6813.0
3.069976806640625,0.011379978988267073,1.339996337890625,0.005029827406894812,3.0,0.783575121273543,3.069976806640625,,679,True,False,<Math.KDJ.KDJ_Item object at 0x00000241495EFB90>,-0.18046511046229452,-0.3956724036282253,-0.4304145863318616,0.007161503776192537,-0.0014754567041880841,32.79742571724168,2025/06/18 19:01,2s,2989.0
1.3499755859375,0.005025783327342143,1.339996337890625,0.005029827406894812,4.0,0.36566535334441685,1.3499755859375,,708,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149059C70>,-0.06191525827585542,-0.12886606542235768,-0.1339016142930045,0.004265449708914887,-0.00048089758602146615,43.09720774848595,2025/06/18 19:30,2s,6141.0
0.859893798828125,0.0032037772667005576,1.339996337890625,0.005029827406894812,5.0,0.1566421462570316,0.859893798828125,,736,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149058590>,0.006294318078507799,-0.03303464150855007,-0.07865791917411573,0.02003398293142479,-0.00012326310521244116,42.53882380080744,2025/06/18 19:59,2s,63542.0
3.589996337890625,0.013492169719858298,10.859893798828125,0.04171585782164861,1.0,0.8011139305957168,3.589996337890625,,1271,True,False,<Math.KDJ.KDJ_Item object at 0x000002414881A6F0>,-0.4352687252604979,-0.5414546424517539,-0.21237183438251195,0.014245916185420017,-0.002052072820784802,31.202189736892663,2025/06/23 16:37,2s,4367.0
1.789398193359375,0.006721264402402392,10.859893798828125,0.04171585782164861,2.0,0.6215530395636449,1.789398193359375,,1289,True,False,<Math.KDJ.KDJ_Item object at 0x000002414881B6B0>,0.26317944780514557,0.23616608983712695,-0.05402671593603725,0.036567776512174605,0.0008920012168393915,47.84581718641459,2025/06/23 16:56,2s,2481.0
2.4608154296875,0.008746170377863282,4.669921875,0.016342688963142123,1.0,0.5867380280217482,2.4608154296875,,1522,False,False,<Math.KDJ.KDJ_Item object at 0x00000241487BBCB0>,0.3178018663419412,0.4187931087201946,0.20198248475650682,0.007831002598434831,0.0014821032585269076,60.8370379912033,2025/06/24 14:22,2s,2529.0
1.302581787109375,0.004625688060668116,4.669921875,0.016342688963142123,2.0,0.3897297156001673,1.302581787109375,,1546,False,False,<Math.KDJ.KDJ_Item object at 0x00000241487B94F0>,-0.10544112322398558,-0.04734859672703351,0.11618505299390414,0.01477551348873746,-0.00016763748368934343,55.2372019218499,2025/06/24 14:46,2s,4729.0
0.30999755859375,0.0011069759646290774,1.639984130859375,0.005883984370252501,1.0,0.3841344275107464,0.30999755859375,,1728,True,False,<Math.KDJ.KDJ_Item object at 0x000002414925DD90>,0.012985736413872134,0.007591858203227275,-0.010787756421289717,0.0057286596518314635,2.7129203883549214e-05,47.88635024034667,2025/06/24 17:58,2s,3175.0
0.660003662109375,0.0023504404943065368,0.709991455078125,0.002520739351867151,1.0,0.7182892757360843,0.660003662109375,,1825,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148D241D0>,-0.019300938511253064,0.013026627532155999,0.06465513208681813,0.004938478551333363,4.63246215332174e-05,59.209928094394606,2025/06/24 19:39,2s,2645.0
