date,equity,cash,pos,buy_th,sell_th,p_day,daily_action
2016-10-03,100000.0,100000.0,0,0.3,0.3,0.26110212635531144,FORCE_BUY
2016-10-04,100000.0,100000.0,0,0.3,0.3,0.2763883221332206,FORCE_BUY
2016-10-05,100000.0,100000.0,0,0.3,0.3,0.26610393852142716,FORCE_BUY
2016-10-06,100000.0,100000.0,0,0.3,0.3,0.2675803451004455,FORCE_BUY
2016-10-07,100000.0,100000.0,0,0.3,0.3,0.2615968706746437,FORCE_BUY
2016-10-10,100000.0,100000.0,0,0.3,0.3,0.26413303445716496,FORCE_BUY
2016-10-11,100000.0,100000.0,0,0.3,0.3,0.2563145673162857,FORCE_BUY
2016-10-12,100000.0,100000.0,0,0.3,0.3,0.2499618358751158,FORCE_BUY
2016-10-13,100000.0,100000.0,0,0.3,0.3,0.2588770374845955,FORCE_BUY
2016-10-14,100000.0,100000.0,0,0.3,0.3,0.2589414213815397,FORCE_BUY
2016-10-17,100000.0,100000.0,0,0.3,0.3,0.26188058170407597,FORCE_BUY
2016-10-18,100000.0,100000.0,0,0.3,0.3,0.25441918343196174,FORCE_BUY
2016-10-19,100000.0,100000.0,0,0.3,0.3,0.25125973005402447,FORCE_BUY
2016-10-20,100000.0,100000.0,0,0.3,0.3,0.26216484868761253,FORCE_BUY
2016-10-21,100000.0,100000.0,0,0.3,0.3,0.24834730961776938,FORCE_BUY
2016-10-24,100000.0,100000.0,0,0.3,0.3,0.23417640416514027,FORCE_BUY
2016-10-25,100000.0,100000.0,0,0.3,0.3,0.2382711770812013,FORCE_BUY
2016-10-26,100000.0,100000.0,0,0.3,0.3,0.24781069678268972,FORCE_BUY
2016-10-27,100000.0,100000.0,0,0.3,0.3,0.2419396206521182,FORCE_BUY
2016-10-28,100000.0,100000.0,0,0.3,0.3,0.25463978972903706,FORCE_BUY
2016-10-31,100000.0,100000.0,0,0.3,0.3,0.270769749155585,FORCE_BUY
2016-11-01,100000.0,100000.0,0,0.3,0.3,0.26534620068652487,FORCE_BUY
2016-11-02,100000.0,100000.0,0,0.3,0.3,0.2750064004676996,FORCE_BUY
