date,chosen_action,reward_force_buy,reward_free,reward_force_sell,chosen_reward,best_action_ex_post,p_day,close
2016-11-09,FORCE_BUY,0.025082738198920124,0.013325204668176303,0.0,0.025082738198920124,FORCE_BUY,0.30278562118409336,117.65
2016-11-10,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.28529351994458513,115.75
2016-11-11,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.32452000409607257,115.8
2016-11-14,FORCE_SELL,-0.0031320689055159166,-0.0031320689055159166,0.0,0.0,FORCE_SELL,0.3044704120965294,114.63
2016-11-15,FORCE_BUY,0.016476331618864932,0.0014819980821201171,0.0,0.016476331618864932,FORCE_BUY,0.30058457839320124,116.22
2016-11-16,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.3049821596335161,116.91
2016-11-17,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.29052505865078543,117.76
2016-11-18,FORCE_BUY,0.0011078915970682284,0.0011078915970682284,0.0,0.0011078915970682284,FORCE_BUY,0.2912800523290758,117.32
2016-11-21,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.29112005790486933,118.54
2016-11-22,FREE,0.0013462347496845178,0.0026924694993690356,0.0,0.0026924694993690356,FREE,0.2806597375923299,118.9
2016-11-23,FORCE_BUY,-0.0027801179443976433,-0.0024420429957636223,0.0,-0.0027801179443976433,FORCE_SELL,0.3004705489851706,118.42
2016-11-25,FORCE_SELL,0.0002525890376357711,-8.419634587844484e-05,0.0,0.0,FORCE_BUY,0.2909023936275335,118.8
2016-11-28,FORCE_BUY,-0.0008426019548367185,-0.0008426019548367185,0.0,-0.0008426019548367185,FORCE_SELL,0.2774804190932509,118.53
2016-11-29,FORCE_SELL,0.003457872986421571,-0.0005431552152785298,0.0,0.0,FORCE_BUY,0.2647998312949085,118.94
2016-11-30,FORCE_SELL,-0.004486202810225077,-0.004486202810225077,0.0,0.0,FORCE_SELL,0.26930441534138577,117.5
2016-12-01,FORCE_SELL,-0.009944277753964852,-0.009944277753964852,0.0,0.0,FORCE_SELL,0.2745553189437374,115.47
2016-12-02,FORCE_SELL,0.0058271003652809305,0.0058271003652809305,0.0,0.0,FORCE_BUY,0.2396529381782554,115.7
2016-12-05,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,0.26785198964531326,116.6
2016-12-06,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.21504932556125753,116.88
2016-12-07,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.24369481830362497,118.36
2016-12-08,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,0.2396481756078922,118.57
2016-12-09,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,0.21279878591702914,119.5
2016-12-12,FORCE_SELL,0.0003365020610751526,0.004928800592804328,0.0,0.0,FREE,0.22309679516540867,118.96
2016-12-13,FREE,0.010819424641449296,-0.001070598411821702,0.0,-0.001070598411821702,FORCE_BUY,0.24543200129105,120.46
2016-12-14,FORCE_BUY,-0.002156244816719118,0.0011610549013104173,0.0,-0.002156244816719118,FREE,0.29120847683153167,120.21
2016-12-15,FORCE_SELL,0.0020623599754081806,0.002311939641653589,0.0,0.0,FREE,0.29815294447371576,120.4
2016-12-16,FORCE_BUY,-0.0034991252186954078,-0.00034537880063158807,0.0,-0.0034991252186954078,FORCE_SELL,0.32043672284236274,119.6
2016-12-19,FREE,0.003756260434056894,0.005176045394862158,0.0,0.005176045394862158,FREE,0.30457771334398304,120.09
2016-12-20,FORCE_BUY,0.0019935210565660963,0.0014120774150677608,0.0,0.0019935210565660963,FORCE_BUY,0.25711582760349166,120.55
2016-12-21,FREE,-0.0005811057612484728,0.0008641872820853314,0.0,0.0008641872820853314,FREE,0.26147279356388076,120.46
2016-12-22,FORCE_BUY,-0.0020783107490232214,0.0014992381727909378,0.0,-0.0020783107490232214,FREE,0.24365980512048022,120.12
2016-12-23,FORCE_BUY,0.003087707585746539,0.0007933624174349825,0.0,0.003087707585746539,FORCE_BUY,0.25764633997408354,120.2
2016-12-27,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,0.2861897335565842,120.82
2016-12-28,FORCE_SELL,-0.004815675855197624,-0.004567809273841412,0.0,0.0,FORCE_SELL,0.2864878687567911,119.88
2016-12-29,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.2829207942133461,119.71
