feature,importance
feat_bsp2s_break_bi_amp,0.14524332
klu_high,0.092804536
klu_open,0.08624064
klu_low,0.0586422
feat_break_bi_amp_rate,0.04449759
feat_bsp2s_lv,0.035659146
feat_bsp2s_break_bi_amp_rate,0.029041667
feat_divergence_rate,0.02868921
feat_bsp2s_break_bi_klu_cnt,0.028154302
feat_bsp2_bi_amp_rate,0.023858422
feat_bsp2_break_bi_bi_klu_cnt,0.023769766
klu_close,0.023475256
feat_bsp2_break_bi_amp,0.019550662
feat_bsp2_bi_klu_cnt,0.018870283
feat_bsp2s_retrace_rate,0.018864002
feat_break_bi_amp,0.018360237
feat_bsp1_bi_klu_cnt,0.017473567
feat_level,0.01655577
feat_break_bi_klu_cnt,0.01578485
feat_zs_cnt,0.015415814
feat_bi_klu_cnt,0.012634637
feat_bsp3_zs_height,0.012350859
feat_macd_dea,0.012055137
feat_ppo,0.011941294
feat_kdj_d,0.011127184
feat_bsp1_bi_amp,0.010854855
feat_rsi,0.010422168
feat_bsp1_bi_amp_rate,0.009744304
feat_bsp2_bi_amp,0.0095254835
high_low_spread_pct,0.00948822
feat_bi_amp_rate,0.008909993
feat_macd_diff,0.008261261
feat_bsp3_bi_klu_cnt,0.007832657
feat_macd_value,0.0077767423
dmi_adx,0.006742353
feat_volume,0.006607516
feat_kdj_k,0.0063189766
feat_kdj_j,0.00620613
feat_bsp2_retrace_rate,0.0061950884
feat_bsp3_bi_amp_rate,0.0059226262
lower_shadow,0.0058692805
dmi_minus,0.005785285
upper_shadow,0.0057207523
price_change_pct,0.0054659564
feat_bsp2s_bi_amp_rate,0.00531399
feat_bi_amp,0.0052030263
feat_bsp2_break_bi_amp_rate,0.0049430504
feat_bsp2s_bi_klu_cnt,0.0047880425
dmi_plus,0.0043539274
feat_bsp3_bi_amp,0.004173067
feat_bsp2s_bi_amp,0.0030907604
is_bullish_candle,0.0020066614
body_size,0.0014174815
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
