entry_idx,entry_klu_idx,entry_timestamp,direction,entry_price,predicted_profit,position_size,shares,model_used,exit_idx,exit_klu_idx,exit_timestamp,exit_price,exit_predicted_profit,actual_profit,trade_profit,trade_return_pct,model_used_exit
249,140651.0,2024-12-18 15:00:00,buy,595.09,1.511773,10000,16.804180880202992,buy_model,273,140777.0,2024-12-19 09:30:00,592.76,1.532647,2.527161076995752,-39.153741450872985,-0.3915374145087299,sell_model
