date,equity,cash,pos,buy_th,sell_th
2020-10-01,100000.0,100000.0,0,0.3,0.3
2020-10-02,100000.0,100000.0,0,0.3,0.3
2020-10-05,100000.0,100000.0,0,0.3,0.3
2020-10-06,100000.0,100000.0,0,0.3,0.3
2020-10-07,100000.0,100000.0,0,0.3,0.3
2020-10-08,100000.0,100000.0,0,0.3,0.3
2020-10-09,100000.0,100000.0,0,0.3,0.3
2020-10-12,100000.0,100000.0,0,0.3,0.3
2020-10-13,100000.0,100000.0,0,0.3,0.3
2020-10-14,100000.0,100000.0,0,0.3,0.3
2020-10-15,100000.0,100000.0,0,0.3,0.3
2020-10-16,100000.0,100000.0,0,0.3,0.3
2020-10-19,100000.0,100000.0,0,0.3,0.3
2020-10-20,100000.0,100000.0,0,0.3,0.3
2020-10-21,100000.0,100000.0,0,0.3,0.3
2020-10-22,100000.0,100000.0,0,0.3,0.3
2020-10-23,100000.0,100000.0,0,0.3,0.3
2020-10-26,100000.0,100000.0,0,0.3,0.3
2020-10-27,100000.0,100000.0,0,0.3,0.3
2020-10-28,100000.0,100000.0,0,0.3,0.3
2020-10-29,100000.0,100000.0,0,0.3,0.3
2020-10-30,100000.0,100000.0,0,0.3,0.3
2020-11-02,100000.0,100000.0,0,0.3,0.3
2020-11-03,100000.0,100000.0,0,0.3,0.3
2020-11-04,100000.0,100000.0,0,0.3,0.3
2020-11-05,100000.0,100000.0,0,0.3,0.3
2020-11-06,100000.0,100000.0,0,0.3,0.3
2020-11-09,100000.0,100000.0,0,0.3,0.3
2020-11-10,100000.0,100000.0,0,0.3,0.3
2020-11-11,100000.0,100000.0,0,-0.5,2.349999999999999
2020-11-12,100000.0,100000.0,0,-0.5,2.0499999999999994
2020-11-13,100000.0,100000.0,0,-0.5,1.9999999999999996
2020-11-16,100000.0,100000.0,0,-0.5,-0.5
2020-11-17,100000.0,100000.0,0,-0.5,-0.5
2020-11-18,100000.0,100000.0,0,-0.5,1.7499999999999996
2020-11-19,100000.0,100000.0,0,-0.5,1.5499999999999994
2020-11-20,100000.0,100000.0,0,-0.5,-0.5
2020-11-23,100000.0,100000.0,0,-0.5,-0.5
2020-11-24,100000.0,100000.0,0,0.9499999999999997,2.499999999999999
2020-11-25,100000.0,100000.0,0,-0.5,2.499999999999999
2020-11-27,100000.0,100000.0,0,-0.5,2.499999999999999
2020-11-30,100000.0,100000.0,0,-0.5,2.499999999999999
2020-12-01,100000.0,100000.0,0,-0.5,2.4499999999999993
2020-12-02,100000.0,100000.0,0,2.349999999999999,2.4499999999999993
2020-12-03,100000.0,100000.0,0,2.349999999999999,2.3999999999999995
2020-12-04,100000.0,100000.0,0,-0.5,-0.5
2020-12-07,100000.0,100000.0,0,-0.5,-0.5
2020-12-08,100000.0,100000.0,0,2.0499999999999994,1.1999999999999997
2020-12-09,100000.0,100000.0,0,2.499999999999999,-0.5
2020-12-10,100000.0,100000.0,0,2.499999999999999,-0.5
2020-12-11,100000.0,100000.0,0,2.499999999999999,-0.5
