date,equity,cash,pos,qty,has_model,snapshots,bsp_today,bsp_cum
2019-09-09,100000.0,100000.0,0,0.0,0,16799,40,16799
2019-09-10,100000.0,100000.0,0,0.0,0,16832,33,16832
2019-09-11,100000.0,100000.0,0,0.0,0,16870,38,16870
2019-09-12,100000.0,100000.0,0,0.0,0,16880,10,16880
2019-09-13,100000.0,100000.0,0,0.0,0,16918,38,16918
2019-09-16,100000.0,100000.0,0,0.0,0,16964,46,16964
2019-09-17,100000.0,100000.0,0,0.0,0,16982,18,16982
2019-09-18,100000.0,100000.0,0,0.0,0,17028,46,17028
2019-09-19,100000.0,100000.0,0,0.0,0,17096,68,17096
2019-09-20,100000.0,100000.0,0,0.0,0,17115,19,17115
2019-09-23,100000.0,100000.0,0,0.0,0,17169,54,17169
2019-09-24,100000.0,100000.0,0,0.0,0,17194,25,17194
2019-09-25,100000.0,100000.0,0,0.0,0,17252,58,17252
2019-09-26,100000.0,100000.0,0,0.0,0,17289,37,17289
2019-09-27,100000.0,100000.0,0,0.0,0,17331,42,17331
2019-09-30,100000.0,100000.0,0,0.0,0,17354,23,17354
2019-10-01,100000.0,100000.0,0,0.0,0,17388,34,17388
2019-10-02,100000.0,100000.0,0,0.0,0,17417,29,17417
2019-10-03,100000.0,100000.0,0,0.0,0,17435,18,17435
2019-10-04,100000.0,100000.0,0,0.0,0,17476,41,17476
2019-10-07,100000.0,100000.0,0,0.0,0,17508,32,17508
2019-10-08,100000.0,100000.0,0,0.0,0,17539,31,17539
2019-10-09,100000.0,100000.0,0,0.0,0,17571,32,17571
2019-10-10,100000.0,100000.0,0,0.0,0,17603,32,17603
2019-10-11,100000.0,100000.0,0,0.0,0,17647,44,17647
2019-10-14,100000.0,100000.0,0,0.0,0,17698,51,17698
2019-10-15,100000.0,100000.0,0,0.0,0,17738,40,17738
2019-10-16,100000.0,100000.0,0,0.0,0,17790,52,17790
2019-10-17,100000.0,100000.0,0,0.0,0,17808,18,17808
2019-10-18,100000.0,100000.0,0,0.0,0,17832,24,17832
2019-10-21,100000.0,100000.0,0,0.0,0,17837,5,17837
2019-10-22,100000.0,100000.0,0,0.0,0,17871,34,17871
2019-10-23,100000.0,100000.0,0,0.0,0,17920,49,17920
2019-10-24,100000.0,100000.0,0,0.0,0,17947,27,17947
2019-10-25,100000.0,100000.0,0,0.0,0,17993,46,17993
2019-10-28,100000.0,100000.0,0,0.0,0,18013,20,18013
2019-10-29,100000.0,100000.0,0,0.0,0,18043,30,18043
2019-10-30,100000.0,100000.0,0,0.0,0,18079,36,18079
2019-10-31,100000.0,100000.0,0,0.0,0,18108,29,18108
2019-11-01,100000.0,100000.0,0,0.0,0,18144,36,18144
2019-11-04,100000.0,100000.0,0,0.0,0,18183,39,18183
2019-11-05,100000.0,100000.0,0,0.0,0,18200,17,18200
2019-11-06,100000.0,100000.0,0,0.0,0,18231,31,18231
2019-11-07,100000.0,100000.0,0,0.0,0,18259,28,18259
2019-11-08,100000.0,100000.0,0,0.0,0,18313,54,18313
2019-11-11,100000.0,100000.0,0,0.0,0,18379,66,18379
2019-11-12,100000.0,100000.0,0,0.0,0,18439,60,18439
2019-11-13,100000.0,100000.0,0,0.0,0,18489,50,18489
2019-11-14,100000.0,100000.0,0,0.0,0,18544,55,18544
2019-11-15,100000.0,100000.0,0,0.0,0,18571,27,18571
2019-11-18,100000.0,100000.0,0,0.0,0,18604,33,18604
2019-11-19,100000.0,100000.0,0,0.0,0,18653,49,18653
2019-11-20,100000.0,100000.0,0,0.0,0,18692,39,18692
2019-11-21,100000.0,100000.0,0,0.0,0,18767,75,18767
2019-11-22,100000.0,100000.0,0,0.0,0,18809,42,18809
2019-11-25,100000.0,100000.0,0,0.0,0,18836,27,18836
2019-11-26,100000.0,100000.0,0,0.0,0,18861,25,18861
2019-11-27,100000.0,100000.0,0,0.0,0,18891,30,18891
2019-11-29,100000.0,100000.0,0,0.0,0,18919,28,18919
2019-12-02,100000.0,100000.0,0,0.0,0,18940,21,18940
2019-12-03,100000.0,100000.0,0,0.0,0,18996,56,18996
2019-12-04,100000.0,100000.0,0,0.0,0,19021,25,19021
2019-12-05,100000.0,100000.0,0,0.0,0,19035,14,19035
2019-12-06,100000.0,100000.0,0,0.0,0,19064,29,19064
2019-12-09,100000.0,100000.0,0,0.0,0,19096,32,19096
2019-12-10,100000.0,100000.0,0,0.0,0,19148,52,19148
2019-12-11,100000.0,100000.0,0,0.0,0,19175,27,19175
2019-12-12,100000.0,100000.0,0,0.0,0,19204,29,19204
2019-12-13,100000.0,100000.0,0,0.0,0,19224,20,19224
2019-12-16,100000.0,100000.0,0,0.0,0,19281,57,19281
2019-12-17,100000.0,100000.0,0,0.0,0,19298,17,19298
2019-12-18,100000.0,100000.0,0,0.0,0,19315,17,19315
2019-12-19,100000.0,100000.0,0,0.0,0,19353,38,19353
2019-12-20,100000.0,100000.0,0,0.0,0,19359,6,19359
2019-12-23,100000.0,100000.0,0,0.0,0,19378,19,19378
2019-12-24,100000.0,100000.0,0,0.0,0,19385,7,19385
2019-12-26,100000.0,100000.0,0,0.0,0,19443,58,19443
2019-12-27,100000.0,100000.0,0,0.0,0,19477,34,19477
2019-12-30,100000.0,100000.0,0,0.0,0,19512,35,19512
2019-12-31,100000.0,100000.0,0,0.0,0,19539,27,19539
2020-01-02,100000.0,100000.0,0,0.0,0,19619,80,19619
2020-01-03,100000.0,100000.0,0,0.0,0,19635,16,19635
2020-01-06,100000.0,100000.0,0,0.0,0,19694,59,19694
2020-01-07,100000.0,100000.0,0,0.0,0,19733,39,19733
2020-01-08,100000.0,100000.0,0,0.0,0,19777,44,19777
2020-01-09,100000.0,100000.0,0,0.0,0,19839,62,19839
2020-01-10,100000.0,100000.0,0,0.0,0,19876,37,19876
2020-01-13,100000.0,100000.0,0,0.0,0,19941,65,19941
2020-01-14,100000.0,100000.0,0,0.0,0,19983,42,19983
2020-01-15,100000.0,100000.0,0,0.0,0,20070,87,20070
2020-01-16,100000.0,100000.0,0,0.0,0,20100,30,20100
2020-01-17,100000.0,100000.0,0,0.0,0,20126,26,20126
2020-01-21,100000.0,100000.0,0,0.0,0,20150,24,20150
2020-01-22,100000.0,100000.0,0,0.0,0,20196,46,20196
2020-01-23,100000.0,100000.0,0,0.0,0,20246,50,20246
2020-01-24,100000.0,100000.0,0,0.0,0,20293,47,20293
2020-01-27,100000.0,100000.0,0,0.0,0,20343,50,20343
2020-01-28,100000.0,100000.0,0,0.0,0,20385,42,20385
2020-01-29,100000.0,100000.0,0,0.0,0,20422,37,20422
2020-01-30,100000.0,100000.0,0,0.0,0,20491,69,20491
2020-01-31,100000.0,100000.0,0,0.0,0,20526,35,20526
2020-02-03,100000.0,100000.0,0,0.0,0,20571,45,20571
2020-02-04,100000.0,100000.0,0,0.0,0,20617,46,20617
2020-02-05,100000.0,100000.0,0,0.0,0,20672,55,20672
2020-02-06,100000.0,100000.0,0,0.0,0,20711,39,20711
2020-02-07,100000.0,100000.0,0,0.0,0,20761,50,20761
2020-02-10,100000.0,100000.0,0,0.0,0,20812,51,20812
2020-02-11,100000.0,100000.0,0,0.0,0,20848,36,20848
2020-02-12,100000.0,100000.0,0,0.0,0,20877,29,20877
2020-02-13,100000.0,100000.0,0,0.0,0,20906,29,20906
2020-02-14,100000.0,100000.0,0,0.0,0,20964,58,20964
2020-02-18,100000.0,100000.0,0,0.0,0,20992,28,20992
2020-02-19,100000.0,100000.0,0,0.0,0,21031,39,21031
2020-02-20,100000.0,100000.0,0,0.0,0,21058,27,21058
2020-02-21,100000.0,100000.0,0,0.0,0,21079,21,21079
2020-02-24,100000.0,100000.0,0,0.0,0,21131,52,21131
2020-02-25,100000.0,100000.0,0,0.0,0,21176,45,21176
2020-02-26,100000.0,100000.0,0,0.0,0,21232,56,21232
2020-02-27,100000.0,100000.0,0,0.0,0,21283,51,21283
2020-02-28,100000.0,100000.0,0,0.0,0,21334,51,21334
2020-03-02,100000.0,100000.0,0,0.0,0,21381,47,21381
2020-03-03,100000.0,100000.0,0,0.0,0,21451,70,21451
2020-03-04,100000.0,100000.0,0,0.0,0,21483,32,21483
2020-03-05,100000.0,100000.0,0,0.0,0,21484,1,21484
2020-03-06,100000.0,100000.0,0,0.0,0,21532,48,21532
2020-03-09,100000.0,100000.0,0,0.0,0,21589,57,21589
2020-03-10,100000.0,100000.0,0,0.0,0,21641,52,21641
2020-03-11,100000.0,100000.0,0,0.0,0,21657,16,21657
2020-03-12,100000.0,100000.0,0,0.0,0,21716,59,21716
2020-03-13,100000.0,100000.0,0,0.0,0,21753,37,21753
2020-03-16,100000.0,100000.0,0,0.0,0,21766,13,21766
2020-03-17,100000.0,100000.0,0,0.0,0,21837,71,21837
2020-03-18,100000.0,100000.0,0,0.0,0,21873,36,21873
2020-03-19,100000.0,100000.0,0,0.0,0,21929,56,21929
2020-03-20,100000.0,100000.0,0,0.0,0,21962,33,21962
2020-03-23,100000.0,100000.0,0,0.0,0,22024,62,22024
2020-03-24,100000.0,100000.0,0,0.0,0,22077,53,22077
2020-03-25,100000.0,100000.0,0,0.0,0,22123,46,22123
2020-03-26,100000.0,100000.0,0,0.0,0,22141,18,22141
2020-03-27,100000.0,100000.0,0,0.0,0,22197,56,22197
2020-03-30,100000.0,100000.0,0,0.0,0,22256,59,22256
2020-03-31,100000.0,100000.0,0,0.0,0,22290,34,22290
2020-04-01,100000.0,100000.0,0,0.0,0,22325,35,22325
2020-04-02,100000.0,100000.0,0,0.0,0,22359,34,22359
2020-04-03,100000.0,100000.0,0,0.0,0,22400,41,22400
2020-04-06,100000.0,100000.0,0,0.0,0,22443,43,22443
2020-04-07,100000.0,100000.0,0,0.0,0,22484,41,22484
2020-04-08,100000.0,100000.0,0,0.0,0,22510,26,22510
2020-04-09,100000.0,100000.0,0,0.0,0,22553,43,22553
2020-04-13,100000.0,100000.0,0,0.0,0,22598,45,22598
2020-04-14,100000.0,100000.0,0,0.0,0,22653,55,22653
2020-04-15,100000.0,100000.0,0,0.0,0,22715,62,22715
2020-04-16,100000.0,100000.0,0,0.0,0,22756,41,22756
2020-04-17,100000.0,100000.0,0,0.0,0,22786,30,22786
2020-04-20,100000.0,100000.0,0,0.0,0,22815,29,22815
2020-04-21,100000.0,100000.0,0,0.0,0,22865,50,22865
2020-04-22,100000.0,100000.0,0,0.0,0,22921,56,22921
2020-04-23,100000.0,100000.0,0,0.0,0,22966,45,22966
2020-04-24,100000.0,100000.0,0,0.0,0,23030,64,23030
2020-04-27,100000.0,100000.0,0,0.0,0,23088,58,23088
2020-04-28,100000.0,100000.0,0,0.0,0,23130,42,23130
2020-04-29,100000.0,100000.0,0,0.0,0,23177,47,23177
2020-04-30,100000.0,100000.0,0,0.0,0,23211,34,23211
2020-05-01,100000.0,100000.0,0,0.0,0,23245,34,23245
2020-05-04,100000.0,100000.0,0,0.0,0,23290,45,23290
2020-05-05,100000.0,100000.0,0,0.0,0,23332,42,23332
2020-05-06,100000.0,100000.0,0,0.0,0,23380,48,23380
2020-05-07,100000.0,100000.0,0,0.0,0,23417,37,23417
2020-05-08,100000.0,100000.0,0,0.0,0,23472,55,23472
2020-05-11,100000.0,100000.0,0,0.0,0,23512,40,23512
2020-05-12,100000.0,100000.0,0,0.0,0,23561,49,23561
2020-05-13,100000.0,100000.0,0,0.0,0,23601,40,23601
2020-05-14,100000.0,100000.0,0,0.0,0,23666,65,23666
2020-05-15,100000.0,100000.0,0,0.0,0,23712,46,23712
2020-05-18,100000.0,100000.0,0,0.0,0,23759,47,23759
2020-05-19,100000.0,100000.0,0,0.0,0,23808,49,23808
2020-05-20,100000.0,100000.0,0,0.0,0,23865,57,23865
2020-05-21,100000.0,100000.0,0,0.0,0,23913,48,23913
2020-05-22,100000.0,100000.0,0,0.0,0,23938,25,23938
2020-05-26,100000.0,100000.0,0,0.0,0,23987,49,23987
2020-05-27,100000.0,100000.0,0,0.0,0,24029,42,24029
2020-05-28,100000.0,100000.0,0,0.0,0,24088,59,24088
2020-05-29,100000.0,100000.0,0,0.0,0,24133,45,24133
2020-06-01,100000.0,100000.0,0,0.0,0,24154,21,24154
2020-06-02,100000.0,100000.0,0,0.0,0,24231,77,24231
2020-06-03,100000.0,100000.0,0,0.0,0,24265,34,24265
2020-06-04,100000.0,100000.0,0,0.0,0,24324,59,24324
2020-06-05,100000.0,100000.0,0,0.0,0,24332,8,24332
2020-06-08,100000.0,100000.0,0,0.0,0,24391,59,24391
2020-06-09,100000.0,100000.0,0,0.0,0,24434,43,24434
2020-06-10,100000.0,100000.0,0,0.0,0,24471,37,24471
2020-06-11,100000.0,100000.0,0,0.0,0,24517,46,24517
2020-06-12,100000.0,100000.0,0,0.0,0,24552,35,24552
2020-06-15,100000.0,100000.0,0,0.0,0,24580,28,24580
2020-06-16,100000.0,100000.0,0,0.0,0,24645,65,24645
2020-06-17,100000.0,100000.0,0,0.0,0,24676,31,24676
2020-06-18,100000.0,100000.0,0,0.0,0,24739,63,24739
2020-06-19,100000.0,100000.0,0,0.0,0,24763,24,24763
2020-06-22,100000.0,100000.0,0,0.0,0,24822,59,24822
2020-06-23,100000.0,100000.0,0,0.0,0,24846,24,24846
2020-06-24,100000.0,100000.0,0,0.0,0,24877,31,24877
2020-06-25,100000.0,100000.0,0,0.0,0,24934,57,24934
2020-06-26,100000.0,100000.0,0,0.0,0,24994,60,24994
2020-06-29,100000.0,100000.0,0,0.0,0,25035,41,25035
2020-06-30,100000.0,100000.0,0,0.0,0,25068,33,25068
2020-07-01,100000.0,100000.0,0,0.0,0,25116,48,25116
2020-07-02,100000.0,100000.0,0,0.0,0,25162,46,25162
2020-07-06,100000.0,100000.0,0,0.0,0,25201,39,25201
2020-07-07,100000.0,100000.0,0,0.0,0,25247,46,25247
2020-07-08,100000.0,100000.0,0,0.0,0,25318,71,25318
2020-07-09,100000.0,100000.0,0,0.0,0,25350,32,25350
2020-07-10,100000.0,100000.0,0,0.0,0,25396,46,25396
2020-07-13,100000.0,100000.0,0,0.0,0,25451,55,25451
2020-07-14,100000.0,100000.0,0,0.0,0,25500,49,25500
2020-07-15,100000.0,100000.0,0,0.0,0,25530,30,25530
2020-07-16,100000.0,100000.0,0,0.0,0,25569,39,25569
2020-07-17,100000.0,100000.0,0,0.0,0,25591,22,25591
2020-07-20,100000.0,100000.0,0,0.0,0,25664,73,25664
2020-07-21,100000.0,100000.0,0,0.0,0,25719,55,25719
2020-07-22,100000.0,100000.0,0,0.0,0,25742,23,25742
2020-07-23,100000.0,100000.0,0,0.0,0,25791,49,25791
2020-07-24,100000.0,100000.0,0,0.0,0,25830,39,25830
2020-07-27,100000.0,100000.0,0,0.0,0,25879,49,25879
2020-07-28,100000.0,100000.0,0,0.0,0,25911,32,25911
2020-07-29,100000.0,100000.0,0,0.0,0,25951,40,25951
2020-07-30,100000.0,100000.0,0,0.0,0,26016,65,26016
2020-07-31,100000.0,100000.0,0,0.0,0,26052,36,26052
2020-08-03,100000.0,100000.0,0,0.0,0,26090,38,26090
2020-08-04,100000.0,100000.0,0,0.0,0,26133,43,26133
2020-08-05,100000.0,100000.0,0,0.0,0,26175,42,26175
2020-08-06,100000.0,100000.0,0,0.0,0,26233,58,26233
2020-08-07,100000.0,100000.0,0,0.0,0,26260,27,26260
2020-08-10,100000.0,100000.0,0,0.0,0,26294,34,26294
2020-08-11,100000.0,100000.0,0,0.0,0,26340,46,26340
2020-08-12,100000.0,100000.0,0,0.0,0,26386,46,26386
2020-08-13,100000.0,100000.0,0,0.0,0,26443,57,26443
2020-08-14,100000.0,100000.0,0,0.0,0,26470,27,26470
2020-08-17,100000.0,100000.0,0,0.0,0,26501,31,26501
2020-08-18,100000.0,100000.0,0,0.0,0,26543,42,26543
2020-08-19,100000.0,100000.0,0,0.0,0,26577,34,26577
2020-08-20,100000.0,100000.0,0,0.0,0,26609,32,26609
2020-08-21,100000.0,100000.0,0,0.0,0,26652,43,26652
2020-08-24,100000.0,100000.0,0,0.0,0,26695,43,26695
2020-08-25,100000.0,100000.0,0,0.0,0,26753,58,26753
2020-08-26,100000.0,100000.0,0,0.0,0,26809,56,26809
2020-08-27,100000.0,100000.0,0,0.0,0,26831,22,26831
2020-08-28,100000.0,100000.0,0,0.0,0,26881,50,26881
2020-08-31,100000.0,100000.0,0,0.0,0,26925,44,26925
2020-09-01,100000.0,100000.0,0,0.0,0,26951,26,26951
2020-09-02,100000.0,100000.0,0,0.0,0,26974,23,26974
2020-09-03,100000.0,100000.0,0,0.0,0,27032,58,27032
2020-09-04,100000.0,100000.0,0,0.0,0,27082,50,27082
2020-09-08,100000.0,100000.0,0,0.0,0,27125,43,27125
2020-09-09,100000.0,100000.0,0,0.0,0,27173,48,27173
2020-09-10,100000.0,100000.0,0,0.0,0,27233,60,27233
2020-09-11,100000.0,100000.0,0,0.0,0,27271,38,27271
2020-09-14,100000.0,100000.0,0,0.0,0,27317,46,27317
2020-09-15,100000.0,100000.0,0,0.0,0,27371,54,27371
2020-09-16,100000.0,100000.0,0,0.0,0,27410,39,27410
2020-09-17,100000.0,100000.0,0,0.0,0,27451,41,27451
2020-09-18,100000.0,100000.0,0,0.0,0,27477,26,27477
2020-09-21,100000.0,100000.0,0,0.0,0,27541,64,27541
2020-09-22,100000.0,100000.0,0,0.0,0,27599,58,27599
2020-09-23,100000.0,100000.0,0,0.0,0,27630,31,27630
2020-09-24,100000.0,100000.0,0,0.0,0,27679,49,27679
2020-09-25,100000.0,100000.0,0,0.0,0,27734,55,27734
2020-09-28,100000.0,100000.0,0,0.0,0,27747,13,27747
2020-09-29,100000.0,100000.0,0,0.0,0,27776,29,27776
2020-09-30,100000.0,100000.0,0,0.0,0,27831,55,27831
2020-10-01,100000.0,100000.0,0,0.0,0,27874,43,27874
2020-10-02,100000.0,100000.0,0,0.0,0,27902,28,27902
2020-10-05,100000.0,100000.0,0,0.0,0,27971,69,27971
2020-10-06,100000.0,100000.0,0,0.0,0,28020,49,28020
2020-10-07,100000.0,100000.0,0,0.0,0,28064,44,28064
2020-10-08,100000.0,100000.0,0,0.0,0,28090,26,28090
2020-10-09,100000.0,100000.0,0,0.0,0,28126,36,28126
2020-10-12,100000.0,100000.0,0,0.0,0,28194,68,28194
2020-10-13,100000.0,100000.0,0,0.0,0,28228,34,28228
2020-10-14,100000.0,100000.0,0,0.0,0,28269,41,28269
2020-10-15,100000.0,100000.0,0,0.0,0,28343,74,28343
2020-10-16,100000.0,100000.0,0,0.0,0,28376,33,28376
2020-10-19,100000.0,100000.0,0,0.0,0,28423,47,28423
2020-10-20,100000.0,100000.0,0,0.0,0,28470,47,28470
2020-10-21,100000.0,100000.0,0,0.0,0,28535,65,28535
2020-10-22,100000.0,100000.0,0,0.0,0,28563,28,28563
2020-10-23,100000.0,100000.0,0,0.0,0,28599,36,28599
2020-10-26,100000.0,100000.0,0,0.0,0,28630,31,28630
2020-10-27,100000.0,100000.0,0,0.0,0,28670,40,28670
2020-10-28,100000.0,100000.0,0,0.0,0,28715,45,28715
2020-10-29,100000.0,100000.0,0,0.0,0,28771,56,28771
2020-10-30,100000.0,100000.0,0,0.0,0,28819,48,28819
2020-11-02,100000.0,100000.0,0,0.0,0,28872,53,28872
2020-11-03,100000.0,100000.0,0,0.0,0,28907,35,28907
2020-11-04,100000.0,100000.0,0,0.0,0,28956,49,28956
2020-11-05,100000.0,100000.0,0,0.0,0,28988,32,28988
2020-11-06,100000.0,100000.0,0,0.0,0,29046,58,29046
2020-11-09,100000.0,100000.0,0,0.0,0,29051,5,29051
2020-11-10,100000.0,100000.0,0,0.0,0,29082,31,29082
2020-11-11,100000.0,100000.0,0,0.0,0,29124,42,29124
2020-11-12,100000.0,100000.0,0,0.0,0,29158,34,29158
2020-11-13,100000.0,100000.0,0,0.0,0,29208,50,29208
2020-11-16,100000.0,100000.0,0,0.0,0,29256,48,29256
2020-11-17,100000.0,100000.0,0,0.0,0,29304,48,29304
2020-11-18,100000.0,100000.0,0,0.0,0,29347,43,29347
2020-11-19,100000.0,100000.0,0,0.0,0,29376,29,29376
2020-11-20,100000.0,100000.0,0,0.0,0,29407,31,29407
2020-11-23,100000.0,100000.0,0,0.0,0,29443,36,29443
2020-11-24,100000.0,100000.0,0,0.0,0,29475,32,29475
2020-11-25,100000.0,100000.0,0,0.0,0,29504,29,29504
2020-11-27,100000.0,100000.0,0,0.0,0,29528,24,29528
2020-11-30,100000.0,100000.0,0,0.0,0,29584,56,29584
2020-12-01,100000.0,100000.0,0,0.0,0,29621,37,29621
2020-12-02,100000.0,100000.0,0,0.0,0,29681,60,29681
2020-12-03,100000.0,100000.0,0,0.0,0,29719,38,29719
2020-12-04,100000.0,100000.0,0,0.0,0,29759,40,29759
2020-12-07,100000.0,100000.0,0,0.0,0,29800,41,29800
2020-12-08,100000.0,100000.0,0,0.0,0,29838,38,29838
2020-12-09,100000.0,100000.0,0,0.0,0,29876,38,29876
2020-12-10,100000.0,100000.0,0,0.0,0,29909,33,29909
2020-12-11,100000.0,100000.0,0,0.0,0,29947,38,29947
2020-12-14,100000.0,100000.0,0,0.0,0,29966,19,29966
2020-12-15,100000.0,100000.0,0,0.0,0,30024,58,30024
2020-12-16,100000.0,100000.0,0,0.0,0,30048,24,30048
2020-12-17,100000.0,100000.0,0,0.0,0,30075,27,30075
2020-12-18,100000.0,100000.0,0,0.0,0,30113,38,30113
2020-12-21,100000.0,100000.0,0,0.0,0,30155,42,30155
2020-12-22,100000.0,100000.0,0,0.0,0,30200,45,30200
2020-12-23,100000.0,100000.0,0,0.0,0,30249,49,30249
2020-12-24,100000.0,100000.0,0,0.0,0,30267,18,30267
2020-12-28,100000.0,100000.0,0,0.0,0,30324,57,30324
2020-12-29,100000.0,100000.0,0,0.0,0,30367,43,30367
2020-12-30,100000.0,100000.0,0,0.0,0,30416,49,30416
2020-12-31,100000.0,100000.0,0,0.0,0,30445,29,30445
2021-01-04,100000.0,100000.0,0,0.0,0,30487,42,30487
2021-01-05,100604.1222459133,0.0,1,323.06002455256186,1,30544,57,30544
2021-01-06,99983.84699877237,0.0,1,323.06002455256186,1,30572,28,30572
2021-01-07,101964.20494927958,0.0,1,323.06002455256186,1,30600,28,30600
2021-01-08,103133.68223815985,0.0,1,323.06002455256186,1,30642,42,30642
2021-01-11,101876.97874265039,0.0,1,323.06002455256186,1,30696,54,30696
2021-01-12,101502.22911416941,0.0,1,323.06002455256186,1,30730,34,30730
2021-01-13,102319.5709762874,0.0,1,323.06002455256186,1,30765,35,30765
2021-01-14,101731.60173160172,101731.60173160172,0,0.0,1,30810,45,30810
2021-01-15,101731.60173160172,101731.60173160172,0,0.0,1,30858,48,30858
2021-01-19,101731.60173160172,101731.60173160172,0,0.0,1,30908,50,30908
2021-01-20,101731.60173160172,101731.60173160172,0,0.0,1,30974,66,30974
2021-01-21,101731.60173160172,101731.60173160172,0,0.0,1,31005,31,31005
2021-01-22,101731.60173160172,101731.60173160172,0,0.0,1,31049,44,31049
2021-01-25,101946.31070659577,0.0,1,311.1724275276106,1,31099,50,31099
2021-01-26,102798.92315802144,0.0,1,311.1724275276106,1,31142,43,31142
2021-01-27,98703.89401175808,0.0,1,311.1724275276106,1,31193,51,31193
2021-01-28,99568.95336028484,0.0,1,311.1724275276106,1,31235,42,31235
2021-01-29,97611.67879113616,0.0,1,311.1724275276106,1,31281,46,31281
2021-02-01,100524.25271279461,0.0,1,311.1724275276106,1,31333,52,31333
2021-02-02,102593.5493558532,0.0,1,311.1724275276106,1,31373,40,31373
2021-02-03,101784.50104428142,0.0,1,311.1724275276106,1,31416,43,31416
2021-02-04,102718.01832686426,0.0,1,311.1724275276106,1,31452,36,31452
2021-02-05,103172.33007105456,0.0,1,311.1724275276106,1,31488,36,31488
2021-02-08,103691.98802502568,0.0,1,311.1724275276106,1,31533,45,31533
2021-02-09,103800.89837466033,0.0,1,311.1724275276106,1,31564,31,31564
2021-02-10,103284.3521449645,0.0,1,311.1724275276106,1,31592,28,31592
2021-02-11,104087.17700798574,0.0,1,311.1724275276106,1,31644,52,31644
2021-02-12,104787.31496992287,0.0,1,311.1724275276106,1,31678,34,31678
2021-02-16,104046.72459240715,0.0,1,311.1724275276106,1,31725,47,31725
2021-02-17,104031.16597103077,0.0,1,311.1724275276106,1,31768,43,31768
2021-02-18,103337.25145764419,0.0,1,311.1724275276106,1,31818,50,31818
2021-02-19,102988.73833881329,0.0,1,311.1724275276106,1,31866,48,31866
2021-02-22,100169.51614541313,0.0,1,311.1724275276106,1,31903,37,31903
2021-02-23,99886.34923636299,0.0,1,311.1724275276106,1,31940,37,31940
2021-02-24,101015.90514828822,0.0,1,311.1724275276106,1,31996,56,31996
2021-02-25,96905.31738064848,0.0,1,311.1724275276106,1,32052,56,32052
2021-02-26,97708.14224366972,0.0,1,311.1724275276106,1,32097,45,32097
2021-03-01,101050.13411531626,0.0,1,311.1724275276106,1,32149,52,32149
2021-03-02,99503.60715050403,0.0,1,311.1724275276106,1,32202,53,32202
2021-03-03,95931.34768248707,0.0,1,311.1724275276106,1,32263,61,32263
2021-03-04,93613.11309740636,0.0,1,311.1724275276106,1,32298,35,32298
2021-03-05,96174.0621759586,0.0,1,311.1724275276106,1,32334,36,32334
2021-03-08,93834.04552095097,0.0,1,311.1724275276106,1,32382,48,32382
2021-03-09,97017.33945455842,0.0,1,311.1724275276106,1,32411,29,32411
2021-03-10,96634.59736869947,0.0,1,311.1724275276106,1,32454,43,32454
2021-03-11,99288.89817550998,0.0,1,311.1724275276106,1,32495,41,32495
2021-03-12,98252.6628746003,0.0,1,311.1724275276106,1,32510,15,32510
2021-03-15,99123.97678892035,0.0,1,311.1724275276106,1,32568,58,32568
2021-03-16,99833.44992368329,0.0,1,311.1724275276106,1,32616,48,32616
2021-03-17,100402.89546605884,0.0,1,311.1724275276106,1,32658,42,32658
2021-03-18,97116.91463136727,0.0,1,311.1724275276106,1,32697,39,32697
2021-03-19,97340.95877918715,0.0,1,311.1724275276106,1,32720,23,32720
2021-03-22,99270.22782985833,0.0,1,311.1724275276106,1,32741,21,32741
2021-03-23,98828.36298276913,0.0,1,311.1724275276106,1,32768,27,32768
2021-03-24,97104.46773426616,97104.46773426616,0,0.0,1,32815,47,32815
2021-03-25,96902.61962416935,0.0,1,310.53555399509486,1,32866,51,32866
2021-03-26,98082.65472935072,0.0,1,310.53555399509486,1,32909,43,32909
2021-03-29,98259.65999512792,0.0,1,310.53555399509486,1,32957,48,32957
2021-03-30,97623.06210943797,0.0,1,310.53555399509486,1,33010,53,33010
2021-03-31,99318.58623425118,0.0,1,310.53555399509486,1,33051,41,33051
2021-04-01,101017.21571460436,0.0,1,310.53555399509486,1,33101,50,33101
2021-04-05,103060.53965989208,0.0,1,310.53555399509486,1,33144,43,33144
2021-04-06,102892.85046073473,0.0,1,310.53555399509486,1,33193,49,33193
2021-04-07,103234.43957012934,0.0,1,310.53555399509486,1,33242,49,33242
2021-04-08,104464.16036394991,0.0,1,310.53555399509486,1,33273,31,33273
2021-04-09,104476.58178610972,0.0,1,310.53555399509486,1,33312,39,33312
2021-04-12,104594.58529662785,0.0,1,310.53555399509486,1,33355,43,33355
2021-04-13,105712.5132910102,0.0,1,310.53555399509486,1,33391,36,33391
2021-04-14,104526.26747474894,0.0,1,310.53555399509486,1,33440,49,33440
2021-04-15,106026.15420054524,0.0,1,310.53555399509486,1,33482,42,33482
2021-04-16,106122.42022228372,0.0,1,310.53555399509486,1,33512,30,33512
2021-04-19,105336.76527067611,0.0,1,310.53555399509486,1,33546,34,33546
2021-04-20,104044.93736605653,0.0,1,310.53555399509486,1,33604,58,33604
2021-04-21,105094.54753855996,0.0,1,310.53555399509486,1,33658,54,33658
2021-04-22,104166.04623211462,0.0,1,310.53555399509486,1,33701,43,33701
