bsp1_bi_amp,bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
,1.5977290755997586,2.950585298047887,1.0,0.7330702910556062,,,1.5977290755997586,,493,True,False,,-0.10145410323839303,-0.18127013532790492,-0.15963206417902379,-0.018666810118477966,37.482831988195215,2006/08/03,2s,254028606.0
,0.43923376161427363,2.950585298047887,2.0,0.658387720607694,,,0.43923376161427363,,508,True,False,,-0.11490533887090497,-0.10184243037581098,0.026125816990187983,-0.010761633436393223,41.98781263023557,2006/08/24,2s,139822131.0
,1.004988026978113,1.6004520514756901,1.0,0.2764543613168428,,,1.004988026978113,,978,False,False,,-0.13917021769302348,-0.12935478575544046,0.01963086387516605,-0.009536426891741284,47.053197758695035,2008/07/09,2s,166782808.0
,2.266729480542085,2.315008559376299,1.0,0.5491974221256624,,,2.266729480542085,,1145,True,False,,-0.029032166658012816,-0.1908381302279114,-0.3236119271397972,-0.02338854001597608,32.305516174536166,2009/03/09,2s,259822241.0
,1.4395144742082522,2.6505016193170743,1.0,0.7041571111838508,,,1.4395144742082522,,1423,False,False,,0.11956679984623615,0.1839146780859071,0.12869575647934192,0.0130614200975147,71.95040389049156,2010/04/15,2s,271485795.0
,1.9292573703335325,3.82484191417106,1.0,0.9509324743596901,,,1.9292573703335325,,1795,True,False,,-0.10713633809430918,-0.18806051653628408,-0.1618483568839498,-0.014363971778152396,37.188037659387085,2011/10/04,2s,166975528.0
,1.1797886182916546,2.6170750943143943,1.0,0.6934723017819533,,,1.1797886182916546,,1951,False,False,,-0.0760639670436666,-0.012009810103950969,0.12810831387943125,-0.0007900588313062994,55.068139316578154,2012/05/17,2s,134654835.0
,1.231778880165269,5.503397252946591,1.0,0.5476194499949287,,,1.231778880165269,,2468,False,False,,0.2182287855142287,0.2977283567784994,0.15899914252854142,0.010983556471998994,59.888370733925726,2014/06/10,2s,27034019.0
,2.9899693252088113,5.503397252946591,2.0,0.8723168870794348,,,2.9899693252088113,,2497,False,False,,0.3779568898145251,0.40370150012415706,0.051489220619263976,0.014150935629819459,62.78034663571265,2014/07/22,2s,33983045.0
,1.3552040052005623,5.503397252946591,3.0,0.7614422996277551,,,1.3552040052005623,,2517,False,False,,-0.027666928188199054,0.01958961241243884,0.09451308120127579,0.0006867443493606888,58.62596542486034,2014/08/19,2s,19573592.0
,2.484869304878334,1.6699610982823714,1.0,0.7990502386243595,,,2.484869304878334,,2688,False,False,,-0.16911133547845944,-0.04641750875288153,0.24538765345115582,-0.0017235527185584106,64.07169038743189,2015/04/24,2s,98650102.0
,1.1484229786985019,1.6699610982823714,2.0,0.043456722864432376,,,1.1484229786985019,,2708,False,False,,-0.08755277579139711,-0.036416639290283825,0.10227227300222658,-0.0013616704474452108,51.58659617136594,2015/05/22,2s,23524000.0
,1.0303769371816713,1.6699610982823714,3.0,0.030064191490114335,,,1.0303769371816713,,2728,False,False,,-0.07050248104554467,-0.03568856259792952,0.0696278368952303,-0.0013429546721560098,53.60084149132042,2015/06/22,2s,25006000.0
,3.0578237267177677,8.078482554160722,1.0,0.5491913901525345,3.0578237267177677,0.049465286506283276,3.0578237267177677,,2796,True,False,,0.04121662361796632,-0.0919900996033789,-0.26641344644269044,-0.0029774297057921354,39.36157066221226,2015/09/28,"2s,3b",62554000.0
,2.5215028572341964,6.303033834602594,1.0,0.6046043046586019,,,2.5215028572341964,,2965,False,False,,-0.12133605251447517,0.07350043765356418,0.38967298033607867,0.0020576397609823795,60.06059868678407,2016/05/31,2s,42590000.0
,4.430663123230822,6.285938630150348,1.0,0.4919102412186361,,,4.430663123230822,,3082,True,False,,-0.09094175197560532,-0.3460327539080694,-0.5101820038649282,-0.008962417357680783,31.610021739842878,2016/11/14,2s,73088000.0
,1.6884631964562047,6.285938630150348,2.0,0.1529263646056146,,,1.6884631964562047,,3114,True,False,,0.23847386524669273,0.14928541357729586,-0.17837690333879375,0.003840112227970324,42.74509932914541,2016/12/30,2s,35400000.0
,2.760085662711944,5.642702689863512,1.0,0.34305101418008366,,,2.760085662711944,,3467,True,False,,0.3372188214482363,0.2731867687193983,-0.128064105457676,0.005151544344539445,47.7434913180433,2018/05/29,2s,37302000.0
,4.596974439250793,5.642702689863512,2.0,0.003214100028771895,,,4.596974439250793,,3491,True,False,,0.6433003563266485,0.3175648286488837,-0.6514710553555296,0.00569115665110223,52.076421348968914,2018/07/02,2s,24346000.0
,3.1338720214738203,4.25718997141017,1.0,0.253590269770948,,,3.1338720214738203,,3555,False,False,,-0.3110010700027617,-0.09608159596328392,0.4298389480789556,-0.0016262616201536471,54.56583392535315,2018/10/02,2s,33758000.0
,14.404367990208144,17.08891191072638,1.0,0.8515454523880039,,,14.404367990208144,,4514,True,False,,-0.3929718850053495,-1.1992362127767962,-1.6125286555428933,-0.010730262700797839,38.398445478053446,2022/07/26,2s,36626600.0
,11.670615084222831,18.132224445605843,1.0,0.3223682789796092,,,11.670615084222831,,4808,True,False,,1.3060485425866748,0.13196124122481478,-2.34817460272372,0.0009918701696087673,38.68968738956475,2023/09/26,2s,20378800.0
,20.796392109375475,18.132224445605843,2.0,0.6913379764721838,,,20.796392109375475,,4831,True,False,,0.25797606378095567,-1.684351194032189,-3.884654515626289,-0.012581013545142865,31.025868617366825,2023/10/27,2s,37367700.0
,11.630865980117107,18.132224445605843,3.0,0.25603107781950984,,,11.630865980117107,,4856,True,False,,0.7841721715832702,0.1975332758604793,-1.1732777914455819,0.0014723033748822423,39.56695867357132,2023/12/04,2s,24117100.0
,25.54928408415853,44.75423688269072,1.0,0.21067651330633494,,,25.54928408415853,,5204,False,False,,-3.6081118413796993,-2.047765759947765,3.120692162863868,-0.012826072930820307,54.02632264798315,2025/04/25,2s,35148100.0
33.13446923801615,33.13446923801615,44.75423688269072,2.0,0.5325899168765816,,,33.13446923801615,0.959604144023597,5235,False,False,,2.789056021039767,3.482535067597155,1.3869580931147762,0.020590151178149645,66.80834563936872,2025/06/10,"1p,2s",32878200.0
