side,seen_idx,exec_px,qty,fee,reason,signal_ts,signal_dir,bsp_type,pred_ret,ret_th,daily_no_sell,daily_no_buy,daily_sig_dir,daily_sig_type,pnl,entry_px,entry_idx
sell,41763,184.2,586.6261048361558,0.0,CLOSE_LONG pred_ret=2.31%,2019/08/28 09:00,sell,2s,2.3128902912139893,-0.5,0,0,,,111.45895991886827,184.01,41744.0
buy,41770,183.26,589.6351004628392,0.0,OPEN_LONG pred_ret=2.74%,2019/08/28 09:35,buy,1,2.7356393337249756,2.1999999999999993,0,0,,,,,
sell,41774,184.065,589.6351004628392,0.0,CLOSE_LONG pred_ret=2.55%,2019/08/28 09:55,sell,2s,2.546518087387085,-0.5,0,0,,,474.65625587258955,183.26,41770.0
buy,41857,184.69,587.6397464220721,0.0,OPEN_LONG pred_ret=2.24%,2019/08/28 16:50,buy,2s,2.240061044692993,2.1999999999999993,0,0,,,,,
sell,41863,185.0,587.6397464220721,0.0,CLOSE_LONG pred_ret=1.81%,2019/08/28 17:35,sell,2,1.811221957206726,-0.5,0,0,,,182.1683213908437,184.69,41857.0
buy,41880,184.87,588.0529728354159,0.0,OPEN_LONG pred_ret=2.39%,2019/08/28 19:05,buy,2s,2.394723415374756,2.1999999999999993,0,0,,,,,
sell,41893,186.88,588.0529728354159,0.0,CLOSE_LONG pred_ret=3.83%,2019/08/29 04:15,sell,1,3.8287665843963623,-0.5,0,0,,,1181.9864753991806,184.87,41880.0
buy,42254,185.62,592.0447126574858,0.0,OPEN_LONG pred_ret=2.10%,2019/09/03 04:00,buy,1,2.0974743366241455,1.3999999999999995,0,0,,,,,
sell,42284,185.77,592.0447126574858,0.0,CLOSE_LONG pred_ret=2.45%,2019/09/03 06:35,sell,3a,2.446396827697754,-0.5,0,0,,,88.80670689862623,185.62,42254.0
buy,42317,186.26,590.4872021388444,0.0,OPEN_LONG pred_ret=1.53%,2019/09/03 09:20,buy,2,1.5257301330566406,1.3999999999999995,0,0,,,,,
sell,42323,187.11,590.4872021388444,0.0,CLOSE_LONG pred_ret=1.78%,2019/09/03 09:50,sell,1p,1.7788200378417969,-0.5,0,0,,,501.91412181803116,186.26,42317.0
buy,42325,185.63,595.1950675655831,0.0,OPEN_LONG pred_ret=1.45%,2019/09/03 10:00,buy,2,1.453116774559021,1.3999999999999995,0,0,,,,,
sell,42440,188.35,595.1950675655831,0.0,CLOSE_LONG pred_ret=3.79%,2019/09/04 04:00,sell,1p,3.786824941635132,-0.5,0,0,,,1618.9305837783854,185.63,42325.0
buy,43038,191.61,585.0685818901809,0.0,OPEN_LONG pred_ret=1.05%,2019/09/09 10:00,buy,1,1.0531529188156128,-0.5,0,0,,,,,
sell,43048,191.94,585.0685818901809,0.0,CLOSE_LONG pred_ret=3.32%,2019/09/09 10:50,sell,2s,3.319186210632324,1.7999999999999994,0,0,,,193.07263202375037,191.61,43038.0
buy,43059,191.725,585.7246765314974,0.0,OPEN_LONG pred_ret=1.08%,2019/09/09 11:45,buy,2,1.0813997983932495,-0.5,0,0,,,,,
sell,43074,191.0,585.7246765314974,0.0,CLOSE_LONG pred_ret=2.98%,2019/09/09 13:00,sell,3a,2.9782044887542725,1.7999999999999994,0,0,,,-424.65039048533225,191.725,43059.0
buy,43080,190.6,586.9538993573767,0.0,OPEN_LONG pred_ret=0.80%,2019/09/09 13:30,buy,2,0.8001811504364014,-0.5,0,0,,,,,
sell,43176,190.56,586.9538993573767,0.0,CLOSE_LONG pred_ret=2.43%,2019/09/10 06:15,sell,1p,2.426140546798706,-0.5,0,0,,,-23.4781559742904,190.6,43080.0
buy,43941,191.31,584.6528412604762,0.0,OPEN_LONG pred_ret=2.34%,2019/09/16 08:45,buy,2,2.3404431343078613,2.2999999999999994,0,0,,,,,
sell,43958,191.85,584.6528412604762,0.0,CLOSE_LONG pred_ret=2.34%,2019/09/16 10:10,sell,1p,2.3374226093292236,2.2999999999999994,0,0,,,315.7125342806525,191.31,43941.0
buy,44061,191.64,585.2935065530284,0.0,OPEN_LONG pred_ret=1.91%,2019/09/17 04:00,buy,2,1.9052931070327759,-0.5,0,0,,,,,
sell,44099,191.77,585.2935065530284,0.0,CLOSE_LONG pred_ret=1.62%,2019/09/17 07:40,sell,1,1.620431900024414,0.7499999999999998,0,0,,,76.08815585190766,191.64,44061.0
buy,44345,190.65,588.7318948422462,0.0,OPEN_LONG pred_ret=1.96%,2019/09/18 14:10,buy,1p,1.9646824598312378,1.8999999999999995,0,0,,,,,
sell,44454,192.39,588.7318948422462,0.0,CLOSE_LONG pred_ret=1.50%,2019/09/19 07:50,sell,1,1.5002896785736084,0.7999999999999998,0,0,,,1024.393497025497,190.65,44345.0
buy,44697,190.6995,593.9508454332588,0.0,OPEN_LONG pred_ret=2.44%,2019/09/20 13:10,buy,1,2.4407882690429688,2.1999999999999993,0,0,,,,,
sell,45204,187.97,593.9508454332588,0.0,CLOSE_LONG pred_ret=0.39%,2019/09/25 08:55,sell,1p,0.39100825786590576,-0.5,0,0,,,-1621.188832610081,190.6995,44697.0
buy,45600,186.9321,597.248628866255,0.0,OPEN_LONG pred_ret=2.25%,2019/09/27 12:55,buy,1p,2.2465391159057617,2.1999999999999993,0,0,,,,,
sell,45742,188.11,597.248628866255,0.0,CLOSE_LONG pred_ret=1.20%,2019/09/30 10:15,sell,2s,1.2045581340789795,0.7999999999999998,0,0,,,703.4991599415752,186.9321,45600.0
buy,45780,188.83,594.9713476461961,0.0,OPEN_LONG pred_ret=1.72%,2019/09/30 13:25,buy,2,1.7168936729431152,1.5999999999999996,0,0,,,,,
sell,45812,189.12,594.9713476461961,0.0,CLOSE_LONG pred_ret=0.91%,2019/09/30 16:05,sell,1p,0.9117136597633362,0.7999999999999998,0,0,,,172.54169081739215,188.83,45780.0
buy,45958,187.44,600.3039973690173,0.0,OPEN_LONG pred_ret=1.01%,2019/10/01 13:05,buy,1p,1.0093024969100952,0.7999999999999998,0,0,,,,,
sell,46663,189.25,600.3039973690173,0.0,CLOSE_LONG pred_ret=2.34%,2019/10/07 11:00,sell,1,2.34462571144104,2.0499999999999994,0,0,,,1086.5502352379228,187.44,45958.0
buy,46680,189.0,601.0980502755901,0.0,OPEN_LONG pred_ret=0.51%,2019/10/07 12:25,buy,3a,0.5077610015869141,-0.5,0,0,,,,,
sell,46714,188.8,601.0980502755901,0.0,CLOSE_LONG pred_ret=2.13%,2019/10/07 15:15,sell,2,2.1253538131713867,2.0499999999999994,0,0,,,-120.21961005511119,189.0,46680.0
buy,46772,188.23,602.9183015036468,0.0,OPEN_LONG pred_ret=1.29%,2019/10/08 04:55,buy,1p,1.2912408113479614,-0.5,0,0,,,,,
sell,46776,188.18,602.9183015036468,0.0,CLOSE_LONG pred_ret=2.69%,2019/10/08 05:15,sell,2s,2.6944057941436768,2.0499999999999994,0,0,,,-30.14591507517206,188.23,46772.0
buy,46777,188.01,603.4634645867575,0.0,OPEN_LONG pred_ret=1.36%,2019/10/08 05:20,buy,1p,1.361509084701538,-0.5,0,0,,,,,
sell,46926,185.5,603.4634645867575,0.0,CLOSE_LONG pred_ret=2.99%,2019/10/08 18:00,sell,3a,2.9945762157440186,2.0499999999999994,0,0,,,-1514.693296112756,188.01,46777.0
buy,46934,185.42,603.723830659279,0.0,OPEN_LONG pred_ret=2.55%,2019/10/08 18:50,buy,2,2.5482490062713623,-0.5,0,0,,,,,
sell,47040,187.34,603.723830659279,0.0,CLOSE_LONG pred_ret=2.85%,2019/10/09 11:50,sell,1,2.850693702697754,-0.5,0,0,,,1159.1497548658253,185.42,46934.0
buy,47115,185.66,609.1868061817803,0.0,OPEN_LONG pred_ret=2.61%,2019/10/09 18:20,buy,2s,2.6079118251800537,2.4499999999999993,0,0,,,,,
sell,47129,185.04,609.1868061817803,0.0,CLOSE_LONG pred_ret=2.76%,2019/10/09 19:30,sell,2,2.7554590702056885,-0.5,0,0,,,-377.69581983270655,185.66,47115.0
buy,47729,191.7,588.0225697228828,0.0,OPEN_LONG pred_ret=1.62%,2019/10/15 07:50,buy,2s,1.6170706748962402,1.5499999999999994,0,0,,,,,
sell,47756,192.35,588.0225697228828,0.0,CLOSE_LONG pred_ret=3.13%,2019/10/15 10:05,sell,2,3.1319313049316406,2.499999999999999,0,0,,,382.2146703198772,191.7,47729.0
buy,47921,192.98,586.1029188838041,0.0,OPEN_LONG pred_ret=1.46%,2019/10/16 09:20,buy,1,1.4575085639953613,-0.5,0,0,,,,,
sell,47936,193.1721,586.1029188838041,0.0,CLOSE_LONG pred_ret=2.64%,2019/10/16 10:35,sell,2s,2.6359848976135254,2.4499999999999993,0,0,,,112.59037071758499,192.98,47921.0
buy,47946,193.02,586.5647687126417,0.0,OPEN_LONG pred_ret=1.30%,2019/10/16 11:25,buy,2,1.3031975030899048,-0.5,0,0,,,,,
sell,47987,193.045,586.5647687126417,0.0,CLOSE_LONG pred_ret=2.56%,2019/10/16 14:50,sell,2s,2.5579705238342285,2.4499999999999993,0,0,,,14.664119217802705,193.02,47946.0
buy,47991,192.83,587.2187718515371,0.0,OPEN_LONG pred_ret=0.87%,2019/10/16 15:10,buy,2s,0.8709315061569214,-0.5,0,0,,,,,
sell,48003,193.43,587.2187718515371,0.0,CLOSE_LONG pred_ret=3.12%,2019/10/16 16:10,sell,2s,3.1238977909088135,2.4499999999999993,0,0,,,352.33126311091894,192.83,47991.0
buy,48025,193.39,587.3402297908001,0.0,OPEN_LONG pred_ret=1.22%,2019/10/16 18:15,buy,3a,1.2244517803192139,-0.5,0,0,,,,,
sell,48052,193.76,587.3402297908001,0.0,CLOSE_LONG pred_ret=3.29%,2019/10/17 04:40,sell,2s,3.290644645690918,2.499999999999999,0,0,,,217.3158850225987,193.39,48025.0
buy,48177,193.52,588.0686385090193,0.0,OPEN_LONG pred_ret=1.12%,2019/10/17 15:20,buy,2,1.1199958324432373,1.0999999999999996,0,0,,,,,
sell,48368,191.85,588.0686385090193,0.0,CLOSE_LONG pred_ret=3.26%,2019/10/18 16:50,sell,1p,3.262035608291626,-0.5,0,0,,,-982.0746263100715,193.52,48177.0
buy,48792,190.82,591.2428901475492,0.0,OPEN_LONG pred_ret=2.63%,2019/10/23 07:20,buy,1,2.6346795558929443,2.2999999999999994,0,0,,,,,
sell,48800,191.11,591.2428901475492,0.0,CLOSE_LONG pred_ret=0.82%,2019/10/23 08:00,sell,3a,0.8168067336082458,-0.5,0,0,,,171.4604381428014,190.82,48792.0
buy,49232,195.14,579.0326367536032,0.0,OPEN_LONG pred_ret=0.78%,2019/10/25 14:05,buy,3a,0.7803120613098145,-0.5,0,0,,,,,
sell,49242,195.34,579.0326367536032,0.0,CLOSE_LONG pred_ret=3.02%,2019/10/25 14:55,sell,2,3.018214225769043,1.0499999999999996,0,0,,,115.80652735073052,195.14,49232.0
buy,49510,196.89,574.4742509190354,0.0,OPEN_LONG pred_ret=2.41%,2019/10/29 07:25,buy,2s,2.413926362991333,0.9499999999999997,0,0,,,,,
sell,49521,197.11,574.4742509190354,0.0,CLOSE_LONG pred_ret=2.53%,2019/10/29 08:20,sell,2,2.526156425476074,2.1999999999999993,0,0,,,126.38433520220346,196.89,49510.0
buy,49541,196.775,575.4522657789407,0.0,OPEN_LONG pred_ret=2.31%,2019/10/29 10:00,buy,2s,2.3084018230438232,0.9499999999999997,0,0,,,,,
sell,49550,197.17,575.4522657789407,0.0,CLOSE_LONG pred_ret=2.46%,2019/10/29 10:45,sell,2s,2.4602694511413574,2.1999999999999993,0,0,,,227.30364498267113,196.775,49541.0
buy,49555,196.59,577.150024129578,0.0,OPEN_LONG pred_ret=2.16%,2019/10/29 11:10,buy,1,2.162564754486084,0.9499999999999997,0,0,,,,,
sell,49569,196.78,577.150024129578,0.0,CLOSE_LONG pred_ret=2.65%,2019/10/29 12:20,sell,2s,2.6533820629119873,2.1999999999999993,0,0,,,109.65850458461851,196.59,49555.0
buy,49575,196.7432,577.2579776491302,0.0,OPEN_LONG pred_ret=2.28%,2019/10/29 12:50,buy,1,2.2822701930999756,0.9499999999999997,0,0,,,,,
sell,49605,196.4154,577.2579776491302,0.0,CLOSE_LONG pred_ret=3.12%,2019/10/29 15:20,sell,3a,3.1158230304718018,1.9999999999999996,0,0,,,-189.22516507338275,196.7432,49575.0
buy,49702,196.42,577.2444587269371,0.0,OPEN_LONG pred_ret=2.31%,2019/10/30 09:25,buy,2,2.311965227127075,-0.5,0,0,,,,,
sell,49767,196.6,577.2444587269371,0.0,CLOSE_LONG pred_ret=2.32%,2019/10/30 14:50,sell,1,2.319471597671509,1.9999999999999996,0,0,,,103.90400257085261,196.42,49702.0
buy,49782,197.42,574.8468269968383,0.0,OPEN_LONG pred_ret=1.62%,2019/10/30 16:05,buy,3a,1.617906093597412,-0.5,0,0,,,,,
sell,49783,197.26,574.8468269968383,0.0,CLOSE_LONG pred_ret=2.34%,2019/10/30 16:10,sell,1,2.3442370891571045,1.9999999999999996,0,0,,,-91.97549231949218,197.42,49782.0
buy,49806,197.77,573.3644389614012,0.0,OPEN_LONG pred_ret=2.02%,2019/10/30 18:05,buy,3a,2.0213968753814697,-0.5,0,0,,,,,
sell,49827,197.94,573.3644389614012,0.0,CLOSE_LONG pred_ret=3.38%,2019/10/30 19:55,sell,2,3.3816511631011963,1.9999999999999996,0,0,,,97.47195462343103,197.77,49806.0
buy,49899,196.83,576.5978613423754,0.0,OPEN_LONG pred_ret=1.76%,2019/10/31 10:00,buy,1p,1.7557201385498047,1.4999999999999996,0,0,,,,,
sell,49966,196.71,576.5978613423754,0.0,CLOSE_LONG pred_ret=2.53%,2019/10/31 15:35,sell,1,2.5254108905792236,2.349999999999999,0,0,,,-69.19174336108767,196.83,49899.0
buy,50034,197.42,574.5241885556615,0.0,OPEN_LONG pred_ret=1.96%,2019/11/01 07:15,buy,3a,1.9592413902282715,1.5999999999999996,0,0,,,,,
sell,50109,198.22,574.5241885556615,0.0,CLOSE_LONG pred_ret=2.45%,2019/11/01 13:30,sell,2,2.450409173965454,2.3999999999999995,0,0,,,459.6193508445357,197.42,50034.0
buy,50223,199.91,569.6672735506138,0.0,OPEN_LONG pred_ret=2.11%,2019/11/04 08:00,buy,1p,2.1139605045318604,1.4999999999999996,0,0,,,,,
sell,50292,200.29,569.6672735506138,0.0,CLOSE_LONG pred_ret=2.61%,2019/11/04 13:45,sell,1,2.606088876724243,2.3999999999999995,0,0,,,216.47356394923065,199.91,50223.0
buy,50308,200.13,570.1227113348946,0.0,OPEN_LONG pred_ret=1.82%,2019/11/04 15:05,buy,2s,1.8193362951278687,1.4999999999999996,0,0,,,,,
sell,50339,200.21,570.1227113348946,0.0,CLOSE_LONG pred_ret=2.70%,2019/11/04 17:55,sell,2,2.703223705291748,2.3999999999999995,0,0,,,45.6098169067987,200.13,50308.0
buy,50359,200.59,569.0426643220462,0.0,OPEN_LONG pred_ret=1.72%,2019/11/04 19:35,buy,3a,1.7202972173690796,1.4999999999999996,0,0,,,,,
sell,50370,200.73,569.0426643220462,0.0,CLOSE_LONG pred_ret=1.62%,2019/11/05 04:35,sell,2,1.6196264028549194,1.5499999999999994,0,0,,,79.66597300507871,200.59,50359.0
buy,50571,199.95,571.2624856682387,0.0,OPEN_LONG pred_ret=2.24%,2019/11/06 06:50,buy,2,2.237861156463623,1.5999999999999996,0,0,,,,,
sell,50627,199.67,571.2624856682387,0.0,CLOSE_LONG pred_ret=1.56%,2019/11/06 11:30,sell,2,1.5619844198226929,1.5499999999999994,0,0,,,-159.9534959871075,199.95,50571.0
buy,50909,200.36,569.2951712586205,0.0,OPEN_LONG pred_ret=2.14%,2019/11/07 19:40,buy,1,2.1441166400909424,1.6999999999999993,0,0,,,,,
sell,50927,200.23,569.2951712586205,0.0,CLOSE_LONG pred_ret=1.23%,2019/11/08 05:40,sell,3a,1.2264761924743652,1.1999999999999997,0,0,,,-74.00837226363426,200.36,50909.0
buy,50951,200.27,569.1814657268366,0.0,OPEN_LONG pred_ret=2.20%,2019/11/08 07:55,buy,2,2.202224016189575,1.6999999999999993,0,0,,,,,
sell,50971,200.35,569.1814657268366,0.0,CLOSE_LONG pred_ret=1.38%,2019/11/08 09:35,sell,3a,1.3797364234924316,1.1999999999999997,0,0,,,45.53451725813787,200.27,50951.0
buy,50993,200.42,568.9826696855189,0.0,OPEN_LONG pred_ret=1.93%,2019/11/08 11:25,buy,2,1.9311946630477905,1.6999999999999993,0,0,,,,,
sell,51002,200.7925,568.9826696855189,0.0,CLOSE_LONG pred_ret=1.28%,2019/11/08 12:10,sell,2s,1.2755486965179443,1.1999999999999997,0,0,,,211.94604445785708,200.42,50993.0
buy,51014,200.6749,569.3161063133931,0.0,OPEN_LONG pred_ret=1.77%,2019/11/08 13:10,buy,2s,1.768465280532837,1.6999999999999993,0,0,,,,,
sell,51037,200.7,569.3161063133931,0.0,CLOSE_LONG pred_ret=1.57%,2019/11/08 15:05,sell,2,1.5742522478103638,1.1999999999999997,0,0,,,14.289834268455111,200.6749,51014.0
buy,51084,200.37,570.2537432604581,0.0,OPEN_LONG pred_ret=1.75%,2019/11/11 04:00,buy,2s,1.7499364614486694,-0.5,0,0,,,,,
sell,51108,200.17,570.2537432604581,0.0,CLOSE_LONG pred_ret=1.30%,2019/11/11 06:20,sell,2,1.297446846961975,1.1999999999999997,0,0,,,-114.05074865210135,200.37,51084.0
buy,51146,200.23,570.0828636490331,0.0,OPEN_LONG pred_ret=2.05%,2019/11/11 09:30,buy,2s,2.0478386878967285,-0.5,0,0,,,,,
sell,51155,200.5201,570.0828636490331,0.0,CLOSE_LONG pred_ret=1.23%,2019/11/11 10:15,sell,2s,1.2285778522491455,1.1999999999999997,0,0,,,165.38103874459807,200.23,51146.0
buy,51168,200.53,570.0547191302572,0.0,OPEN_LONG pred_ret=2.25%,2019/11/11 11:20,buy,2,2.2540831565856934,-0.5,0,0,,,,,
sell,51187,200.855,570.0547191302572,0.0,CLOSE_LONG pred_ret=1.58%,2019/11/11 12:55,sell,1p,1.5763565301895142,1.1999999999999997,0,0,,,185.26778371732712,200.53,51168.0
buy,51218,200.805,570.1966614920336,0.0,OPEN_LONG pred_ret=1.90%,2019/11/11 15:30,buy,2s,1.9044820070266724,-0.5,0,0,,,,,
sell,51236,201.08,570.1966614920336,0.0,CLOSE_LONG pred_ret=1.50%,2019/11/11 17:20,sell,1,1.4952526092529297,1.1999999999999997,0,0,,,156.80408191031248,200.805,51218.0
buy,51246,200.91,570.6791334070883,0.0,OPEN_LONG pred_ret=1.92%,2019/11/11 18:15,buy,3a,1.9238042831420898,-0.5,0,0,,,,,
sell,51259,200.91,570.6791334070883,0.0,CLOSE_LONG pred_ret=1.28%,2019/11/11 19:45,sell,2,1.2804465293884277,1.1999999999999997,0,0,,,0.0,200.91,51246.0
buy,51284,201.19,569.8849082599439,0.0,OPEN_LONG pred_ret=0.95%,2019/11/12 06:55,buy,3a,0.9546802639961243,0.8999999999999997,0,0,,,,,
sell,51315,201.44,569.8849082599439,0.0,CLOSE_LONG pred_ret=1.08%,2019/11/12 09:35,sell,1p,1.0824295282363892,0.8999999999999997,0,0,,,142.47122706498598,201.19,51284.0
buy,51370,201.31,570.2529229540663,0.0,OPEN_LONG pred_ret=1.39%,2019/11/12 14:10,buy,1p,1.3902360200881958,0.8999999999999997,0,0,,,,,
sell,51450,200.61,570.2529229540663,0.0,CLOSE_LONG pred_ret=1.09%,2019/11/13 05:20,sell,3a,1.088621735572815,0.8999999999999997,0,0,,,-399.17704606783997,201.31,51370.0
buy,51497,200.84,569.5998748945193,0.0,OPEN_LONG pred_ret=1.06%,2019/11/13 09:25,buy,2,1.0647960901260376,0.8499999999999996,0,0,,,,,
sell,51499,201.19,569.5998748945193,0.0,CLOSE_LONG pred_ret=0.97%,2019/11/13 09:35,sell,3a,0.9693557620048523,0.8999999999999997,0,0,,,199.3599562130785,200.84,51497.0
buy,51518,201.36,569.1189850517894,0.0,OPEN_LONG pred_ret=1.05%,2019/11/13 11:10,buy,2,1.0471197366714478,0.8499999999999996,0,0,,,,,
sell,51536,201.65,569.1189850517894,0.0,CLOSE_LONG pred_ret=1.17%,2019/11/13 12:40,sell,1p,1.17445969581604,0.8999999999999997,0,0,,,165.0445056650144,201.36,51518.0
buy,51551,201.19,570.4202163909406,0.0,OPEN_LONG pred_ret=1.00%,2019/11/13 13:55,buy,2s,0.9978716373443604,0.8499999999999996,0,0,,,,,
sell,51563,201.39,570.4202163909406,0.0,CLOSE_LONG pred_ret=1.32%,2019/11/13 14:55,sell,2,1.317581295967102,0.8999999999999997,0,0,,,114.08404327818164,201.19,51551.0
buy,51571,201.33,570.5902119851563,0.0,OPEN_LONG pred_ret=0.95%,2019/11/13 15:35,buy,2s,0.9465408325195312,0.8499999999999996,0,0,,,,,
sell,51689,201.37,570.5902119851563,0.0,CLOSE_LONG pred_ret=0.84%,2019/11/14 10:00,sell,2s,0.8394855260848999,0.7999999999999998,0,0,,,22.823608479401713,201.33,51571.0
buy,51695,200.95,571.7827867004277,0.0,OPEN_LONG pred_ret=1.31%,2019/11/14 10:30,buy,2,1.3087351322174072,-0.5,0,0,,,,,
sell,51719,200.81,571.7827867004277,0.0,CLOSE_LONG pred_ret=1.21%,2019/11/14 12:30,sell,3a,1.2126542329788208,0.7999999999999998,0,0,,,-80.04959013805207,200.95,51695.0
buy,51737,200.98,571.2991411947104,0.0,OPEN_LONG pred_ret=1.21%,2019/11/14 14:00,buy,2,1.2141960859298706,-0.5,0,0,,,,,
sell,51743,201.25,571.2991411947104,0.0,CLOSE_LONG pred_ret=0.94%,2019/11/14 14:30,sell,2s,0.9380006194114685,0.7999999999999998,0,0,,,154.25076812257765,200.98,51737.0
buy,51936,202.43,567.9689382277106,0.0,OPEN_LONG pred_ret=1.12%,2019/11/15 15:10,buy,1p,1.121657371520996,0.8499999999999996,0,0,,,,,
sell,51944,202.62,567.9689382277106,0.0,CLOSE_LONG pred_ret=1.08%,2019/11/15 15:50,sell,2s,1.081979513168335,0.6999999999999997,0,0,,,107.91409826326372,202.43,51936.0
buy,51960,202.72,567.688764126375,0.0,OPEN_LONG pred_ret=1.20%,2019/11/15 17:15,buy,2,1.2028098106384277,0.8499999999999996,0,0,,,,,
sell,51976,203.08,567.688764126375,0.0,CLOSE_LONG pred_ret=1.05%,2019/11/18 04:00,sell,1p,1.0508111715316772,0.9999999999999996,0,0,,,204.36795508550273,202.72,51960.0
buy,52039,202.28,569.9339243562598,0.0,OPEN_LONG pred_ret=1.25%,2019/11/18 09:30,buy,1p,1.2525641918182373,0.8999999999999997,0,0,,,,,
sell,52162,203.78,569.9339243562598,0.0,CLOSE_LONG pred_ret=1.26%,2019/11/19 04:35,sell,1,1.2642520666122437,-0.5,0,0,,,854.9008865343897,202.28,52039.0
buy,52180,203.96,569.4309428580046,0.0,OPEN_LONG pred_ret=1.20%,2019/11/19 06:25,buy,3a,1.1956067085266113,-0.5,0,0,,,,,
sell,52238,203.06,569.4309428580046,0.0,CLOSE_LONG pred_ret=1.22%,2019/11/19 11:20,sell,2,1.2156692743301392,-0.5,0,0,,,-512.4878485722074,203.96,52180.0
buy,52294,203.27,568.8426588121533,0.0,OPEN_LONG pred_ret=1.27%,2019/11/19 16:00,buy,2,1.2715939283370972,-0.5,0,0,,,,,
sell,52419,203.4285,568.8426588121533,0.0,CLOSE_LONG pred_ret=1.47%,2019/11/20 10:50,sell,1p,1.4666589498519897,1.3999999999999995,0,0,,,90.16156142172838,203.27,52294.0
buy,52448,200.68,576.6334902240789,0.0,OPEN_LONG pred_ret=1.41%,2019/11/20 13:15,buy,1p,1.4132790565490723,1.2999999999999996,0,0,,,,,
sell,52527,201.74,576.6334902240789,0.0,CLOSE_LONG pred_ret=0.99%,2019/11/21 04:10,sell,2,0.9934570789337158,-0.5,0,0,,,611.2314996375248,200.68,52448.0
buy,52588,201.45,577.4635905574867,0.0,OPEN_LONG pred_ret=1.30%,2019/11/21 09:40,buy,1,1.3042162656784058,1.2999999999999996,0,0,,,,,
sell,52594,201.93,577.4635905574867,0.0,CLOSE_LONG pred_ret=0.97%,2019/11/21 10:10,sell,2s,0.9673748016357422,-0.5,0,0,,,277.1825234676041,201.45,52588.0
buy,52615,201.12,579.7892941590756,0.0,OPEN_LONG pred_ret=1.34%,2019/11/21 11:55,buy,2s,1.3423393964767456,1.2999999999999996,0,0,,,,,
sell,52621,201.395,579.7892941590756,0.0,CLOSE_LONG pred_ret=0.98%,2019/11/21 12:25,sell,3a,0.9766997694969177,-0.5,0,0,,,159.44205589374909,201.12,52615.0
buy,52767,201.77,578.7117257132726,0.0,OPEN_LONG pred_ret=1.40%,2019/11/22 10:05,buy,2s,1.4010413885116577,1.2499999999999996,0,0,,,,,
sell,52783,201.3,578.7117257132726,0.0,CLOSE_LONG pred_ret=1.21%,2019/11/22 11:25,sell,3a,1.211972951889038,-0.5,0,0,,,-271.99451108523743,201.77,52767.0
buy,53737,202.1,576.4209321429083,0.0,OPEN_LONG pred_ret=1.87%,2019/12/03 05:15,buy,1,1.86874258518219,0.9999999999999996,0,0,,,,,
sell,53753,202.08,576.4209321429083,0.0,CLOSE_LONG pred_ret=0.99%,2019/12/03 06:35,sell,3a,0.9949429035186768,-0.5,0,0,,,-11.528418642847681,202.1,53737.0
buy,53764,201.91,576.9062551009803,0.0,OPEN_LONG pred_ret=1.81%,2019/12/03 07:30,buy,2,1.8090837001800537,0.9999999999999996,0,0,,,,,
sell,53770,201.48,576.9062551009803,0.0,CLOSE_LONG pred_ret=1.11%,2019/12/03 08:00,sell,2s,1.105405569076538,-0.5,0,0,,,-248.06968969342546,201.91,53764.0
buy,53775,200.94,578.4566152968324,0.0,OPEN_LONG pred_ret=2.05%,2019/12/03 08:25,buy,1,2.05039119720459,0.9999999999999996,0,0,,,,,
sell,53797,200.4466,578.4566152968324,0.0,CLOSE_LONG pred_ret=0.52%,2019/12/03 10:15,sell,3a,0.5203331708908081,-0.5,0,0,,,-285.4104939874619,200.94,53775.0
buy,53806,199.75,580.4739012954095,0.0,OPEN_LONG pred_ret=2.18%,2019/12/03 11:00,buy,2,2.183631181716919,0.9999999999999996,0,0,,,,,
sell,53830,200.4131,580.4739012954095,0.0,CLOSE_LONG pred_ret=0.41%,2019/12/03 13:00,sell,1p,0.4093528091907501,-0.5,0,0,,,384.9122439489778,199.75,53806.0
buy,53845,200.44,580.3959989408653,0.0,OPEN_LONG pred_ret=1.63%,2019/12/03 14:15,buy,2s,1.6255911588668823,0.9999999999999996,0,0,,,,,
sell,53856,200.88,580.3959989408653,0.0,CLOSE_LONG pred_ret=0.75%,2019/12/03 15:10,sell,1,0.7497125864028931,-0.5,0,0,,,255.37423953397942,200.44,53845.0
buy,54136,203.06,574.165016582493,0.0,OPEN_LONG pred_ret=1.79%,2019/12/05 08:05,buy,2,1.788702368736267,1.7499999999999996,0,0,,,,,
sell,54313,204.38,574.165016582493,0.0,CLOSE_LONG pred_ret=1.53%,2019/12/06 08:50,sell,1p,1.5253584384918213,1.1999999999999997,0,0,,,757.8978218888868,203.06,54136.0
buy,54632,202.58,579.2666901428073,0.0,OPEN_LONG pred_ret=1.35%,2019/12/10 06:25,buy,1p,1.3535308837890625,1.0499999999999996,0,0,,,,,
sell,54678,204.63,579.2666901428073,0.0,CLOSE_LONG pred_ret=2.53%,2019/12/10 10:20,sell,1p,2.5255184173583984,1.0499999999999996,0,0,,,1187.496714792745,202.58,54632.0
buy,55454,209.288,566.3742919036097,0.0,OPEN_LONG pred_ret=0.63%,2019/12/16 14:25,buy,1p,0.6294239163398743,-0.5,0,0,,,,,
sell,55468,209.38,566.3742919036097,0.0,CLOSE_LONG pred_ret=3.62%,2019/12/16 15:35,sell,2s,3.616881847381592,-0.5,0,0,,,52.10643485512333,209.288,55454.0
