date,equity,cash,pos,qty,entry_px,decision_date,result_date,buy_th,sell_th,p_day,p_day_source_date,daily_gate_mode,daily_reward_mode,direct_gate_confidence,direct_gate_prob_force_buy,direct_gate_prob_free,direct_gate_prob_force_sell,daily_action,daily_buy_level,daily_sell_level,decision_extreme_base_dir,decision_extreme_region,decision_extreme_label,decision_extreme_window_end_date,decision_extreme_ref_high,decision_extreme_ref_low,decision_extreme_future_max_high,decision_extreme_future_min_low
2012-03-14,100000.0,100000.0,0,0.0,,2012-03-13,2012-03-14,0.3,0.3,0.18791212189262171,2012-03-13,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-03-20,140.13,138.09,141.28,139.48
2012-03-15,100000.0,100000.0,0,0.0,,2012-03-14,2012-03-15,0.3,0.3,0.17770229297970008,2012-03-14,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-03-21,140.45,139.48,141.28,139.64
2012-03-16,100000.0,100000.0,0,0.0,,2012-03-15,2012-03-16,0.3,0.3,0.17752799991227106,2012-03-15,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-03-22,140.78,139.76,141.28,138.74
2012-03-19,100000.0,100000.0,0,0.0,,2012-03-16,2012-03-19,0.3,0.3,0.17481657605108158,2012-03-16,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-03-23,140.48,140.0,141.28,138.55
2012-03-20,100000.0,100000.0,0,0.0,,2012-03-19,2012-03-20,0.3,0.3,0.18901630642720144,2012-03-19,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-03-26,141.28,140.11,141.61,138.55
2012-03-21,100000.0,100000.0,0,0.0,,2012-03-20,2012-03-21,0.3,0.3,0.19655202181509587,2012-03-20,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-03-27,140.61,139.64,141.83,138.55
2012-03-22,100000.0,100000.0,0,0.0,,2012-03-21,2012-03-22,0.3,0.3,0.19107199961768906,2012-03-21,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-03-28,140.65,139.92,141.83,138.55
2012-03-23,100000.0,100000.0,0,0.0,,2012-03-22,2012-03-23,0.3,0.3,0.19843190772687805,2012-03-22,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-03-29,139.55,138.74,141.83,138.55
2012-03-26,100000.0,100000.0,0,0.0,,2012-03-23,2012-03-26,0.3,0.3,0.21148054912104172,2012-03-23,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-03-30,139.81,138.55,141.83,139.09
2012-03-27,99773.81962114788,0.0,1,706.8136839129206,141.48,2012-03-26,2012-03-27,1.1400000000000015,1.7500000000000018,0.19458968306279903,2012-03-26,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-04-02,141.61,140.6,142.21,139.09
2012-03-28,99335.59513712185,0.0,1,706.8136839129206,141.48,2012-03-27,2012-03-28,1.1150000000000015,1.7100000000000017,0.19466829107323325,2012-03-27,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-04-03,141.83,141.08,142.21,139.09
2012-03-29,99095.27848459146,0.0,1,706.8136839129206,141.48,2012-03-28,2012-03-29,1.1050000000000013,1.3700000000000017,0.218799859317339,2012-03-28,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-04-04,141.32,139.64,142.21,139.09
2012-03-30,99568.79541643462,99568.79541643462,0,0.0,,2012-03-29,2012-03-30,1.0600000000000014,1.595000000000002,0.2178761885641416,2012-03-29,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-04-05,140.49,139.09,142.21,139.26
2012-04-02,100369.36990640595,0.0,1,708.4729999746309,140.54,2012-03-30,2012-04-02,1.0600000000000014,1.595000000000002,0.20161707418190655,2012-03-30,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_broken,0.0,2012-04-09,141.05,140.05,142.21,137.84
2012-04-03,100418.96301640419,100418.96301640419,0,0.0,,2012-04-02,2012-04-03,1.0600000000000014,1.595000000000002,0.22360222847601022,2012-04-02,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_held,1.0,2012-04-10,142.21,140.36,141.88,135.76
2012-04-04,100053.90726661186,0.0,1,715.7955878281003,140.29,2012-04-03,2012-04-04,2.1700000000000026,-0.5,0.20937589059538872,2012-04-03,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_held,1.0,2012-04-11,141.88,140.43,140.34,135.76
2012-04-05,100282.96185471685,100282.96185471685,0,0.0,,2012-04-04,2012-04-05,2.0950000000000024,0.8100000000000012,0.21481421593760794,2012-04-04,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_held,1.0,2012-04-12,140.34,139.34,140.2,135.76
2012-04-09,100072.78581267112,0.0,1,724.7449725714883,138.37,2012-04-05,2012-04-09,1.9150000000000023,0.5000000000000009,0.21477061974956788,2012-04-05,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_held,1.0,2012-04-13,140.2,139.26,139.84,135.76
2012-04-10,98927.68875600815,0.0,1,724.7449725714883,138.37,2012-04-09,2012-04-10,2.2600000000000025,0.5000000000000009,0.23792087502030512,2012-04-09,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,sell,sell_high_held,1.0,2012-04-16,139.84,137.84,138.9,135.76
2012-04-11,99311.80359147105,0.0,1,724.7449725714883,138.37,2012-04-10,2012-04-11,2.2600000000000025,0.5000000000000009,0.24001300111489568,2012-04-10,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,buy,buy_low_held,1.0,2012-04-17,138.34,135.76,139.36,136.58
2012-04-12,100761.22600532747,0.0,1,724.6402445546743,138.66,2012-04-11,2012-04-12,2.2600000000000025,0.5000000000000009,0.22411448669401837,2012-04-11,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,buy,buy_low_broken,0.0,2012-04-18,137.54,136.75,139.36,136.58
2012-04-13,100435.13789527785,100435.13789527785,0,0.0,,2012-04-12,2012-04-13,1.4250000000000016,0.5000000000000009,0.2253272164528142,2012-04-12,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,buy,buy_low_broken,0.0,2012-04-19,138.9,137.03,139.36,136.58
2012-04-16,100910.94588943987,0.0,1,736.8989768470854,137.21,2012-04-13,2012-04-16,1.5000000000000018,-0.5,0.21632329316021537,2012-04-13,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,buy,buy_low_broken,0.0,2012-04-20,138.82,137.01,139.36,136.58
2012-04-17,102414.21980220791,0.0,1,736.8989768470854,137.21,2012-04-16,2012-04-17,1.640000000000002,1.4050000000000016,0.19888769106320958,2012-04-16,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,buy,buy_low_broken,0.0,2012-04-23,138.04,136.58,139.36,135.94
2012-04-18,102038.40132401591,0.0,1,736.8989768470854,137.21,2012-04-17,2012-04-18,1.640000000000002,1.4050000000000016,0.18614359782342263,2012-04-17,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,buy,buy_low_broken,0.0,2012-04-24,139.36,137.7,139.15,135.94
2012-04-19,101692.05880489778,0.0,1,736.8989768470854,137.21,2012-04-18,2012-04-19,1.2700000000000016,1.0500000000000014,0.20544607026991066,2012-04-18,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,buy,buy_low_broken,0.0,2012-04-25,139.08,138.38,139.25,135.94
2012-04-20,101756.8491202404,0.0,1,740.2651616487734,138.259,2012-04-19,2012-04-20,1.2350000000000017,1.0450000000000013,0.23057257836831144,2012-04-19,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,buy,buy_low_broken,0.0,2012-04-26,139.15,137.07,140.32,135.94
2012-04-23,101342.30712232193,0.0,1,740.3733717294122,136.82,2012-04-20,2012-04-23,1.2350000000000017,1.0450000000000013,0.21091580336452534,2012-04-20,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,buy,buy_low_broken,0.0,2012-04-27,138.83,137.87,140.79,135.94
2012-04-24,102260.37010326641,102260.37010326641,0,0.0,,2012-04-23,2012-04-24,1.2350000000000017,1.0450000000000013,0.2139415685875874,2012-04-23,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,buy,buy_low_held,1.0,2012-04-30,136.91,135.94,140.79,136.8
2012-04-25,102260.37010326641,102260.37010326641,0,0.0,,2012-04-24,2012-04-25,1.0150000000000015,0.9700000000000013,0.21236260106827767,2012-04-24,threshold,counterfactual_5m,,,,,FREE,0.2,0.3,buy,buy_low_held,1.0,2012-05-01,137.66,136.8,141.66,138.53
2012-04-26,102260.37010326641,102260.37010326641,0,0.0,,2012-04-25,2012-04-26,1.0150000000000015,1.0350000000000015,0.19652472044695346,2012-04-25,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,buy,buy_low_held,1.0,2012-05-02,139.25,138.53,141.66,138.81
2012-04-27,102296.79280240565,0.0,1,728.4539827843455,140.38,2012-04-26,2012-04-27,0.8100000000000012,1.2800000000000016,0.1299218864889543,2012-04-26,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-05-03,140.32,138.81,141.66,138.99
2012-04-30,102034.54936860327,0.0,1,728.4539827843455,140.38,2012-04-27,2012-04-30,0.7000000000000011,0.6750000000000012,0.1266559011887167,2012-04-27,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-05-04,140.79,139.8,141.66,136.92
2012-05-01,102471.62175827388,0.0,1,728.4539827843455,140.38,2012-04-30,2012-05-01,0.9250000000000012,1.6250000000000018,0.1275033598366093,2012-04-30,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_broken,0.0,2012-05-07,140.21,139.49,141.66,136.46
2012-05-02,102202.09378464369,0.0,1,728.4539827843455,140.38,2012-05-01,2012-05-02,0.6900000000000011,0.5400000000000009,0.14124826446284505,2012-05-01,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_held,1.0,2012-05-08,141.66,139.63,140.46,134.92
2012-05-03,101393.50986375305,0.0,1,728.4539827843455,140.38,2012-05-02,2012-05-03,1.3350000000000017,0.8700000000000012,0.13905780565882528,2012-05-02,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_held,1.0,2012-05-09,140.46,139.46,140.45,134.49
2012-05-04,99419.39957040746,0.0,1,728.4539827843455,140.38,2012-05-03,2012-05-04,2.000000000000002,-0.5,0.15481203370656246,2012-05-03,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_held,1.0,2012-05-10,140.45,138.99,139.3,134.49
2012-05-07,100002.16275663495,0.0,1,728.4539827843455,140.38,2012-05-04,2012-05-07,1.4650000000000016,1.8300000000000018,0.17659164833057436,2012-05-04,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_held,1.0,2012-05-11,139.3,136.92,137.56,134.49
2012-05-08,99288.2778535063,0.0,1,728.4539827843455,140.38,2012-05-07,2012-05-08,1.4600000000000017,1.7450000000000019,0.15579371984193502,2012-05-07,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.3,sell,sell_high_held,1.0,2012-05-14,137.56,136.46,136.87,133.91
2012-05-09,98661.80742831175,98661.80742831175,0,0.0,,2012-05-08,2012-05-09,1.965000000000002,-0.5,0.22595512314691155,2012-05-08,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.225,buy,buy_low_broken,0.0,2012-05-15,136.77,134.92,136.87,133.13
2012-05-10,98661.80742831175,98661.80742831175,0,0.0,,2012-05-09,2012-05-10,-0.5,-0.5,0.23637510821010801,2012-05-09,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.23,buy,buy_low_broken,0.0,2012-05-16,136.61,134.49,136.87,132.8
2012-05-11,98199.13101156121,98199.13101156121,0,0.0,,2012-05-10,2012-05-11,1.9700000000000024,-0.5,0.22091309161694625,2012-05-10,threshold,counterfactual_5m,,,,,FREE,0.2,0.23,buy,buy_low_broken,0.0,2012-05-17,136.85,135.71,136.87,130.79
2012-05-14,98147.96278786902,0.0,1,730.9746241741939,134.34,2012-05-11,2012-05-14,1.9700000000000024,-0.5,0.22031835202593172,2012-05-11,threshold,counterfactual_5m,,,,,FREE,0.2,0.23,buy,buy_low_broken,0.0,2012-05-18,136.87,135.11,135.61,129.55
2012-05-15,98498.83060747263,98498.83060747263,0,0.0,,2012-05-14,2012-05-15,1.7700000000000022,1.3450000000000015,0.2300219001594079,2012-05-14,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.23,buy,buy_low_broken,0.0,2012-05-21,135.61,133.91,134.81,129.55
2012-05-16,98498.83060747263,98498.83060747263,0,0.0,,2012-05-15,2012-05-16,1.7700000000000022,1.4100000000000017,0.2309078545533909,2012-05-15,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.23,buy,buy_low_broken,0.0,2012-05-22,134.81,133.13,134.55,129.55
2012-05-17,98498.83060747263,98498.83060747263,0,0.0,,2012-05-16,2012-05-17,1.720000000000002,-0.5,0.2339814791327759,2012-05-16,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.23,buy,buy_low_broken,0.0,2012-05-23,134.55,132.8,133.23,129.55
2012-05-18,98498.83060747263,98498.83060747263,0,0.0,,2012-05-17,2012-05-18,1.9350000000000023,-0.5,0.2507732742599821,2012-05-17,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.23,buy,buy_low_broken,0.0,2012-05-24,133.02,130.79,133.23,129.55
2012-05-21,98498.83060747263,98498.83060747263,0,0.0,,2012-05-18,2012-05-21,-0.5,-0.5,0.2538257437594534,2012-05-18,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.23,buy,buy_low_held,1.0,2012-05-25,131.6,129.55,133.23,129.95
2012-05-22,98498.83060747263,98498.83060747263,0,0.0,,2012-05-21,2012-05-22,-0.5,-0.5,0.23583438626496758,2012-05-21,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.23,buy,buy_low_held,1.0,2012-05-29,132.02,129.95,133.93,129.99
2012-05-23,98724.51821475767,98724.51821475767,0,0.0,,2012-05-22,2012-05-23,0.8650000000000011,1.1100000000000014,0.22220848183318173,2012-05-22,threshold,counterfactual_5m,,,,,FREE,0.2,0.23,buy,buy_low_broken,0.0,2012-05-30,133.23,131.34,133.93,129.99
2012-05-24,98724.51821475767,98724.51821475767,0,0.0,,2012-05-23,2012-05-24,0.8650000000000011,1.2250000000000014,0.21565069939323708,2012-05-23,threshold,counterfactual_5m,,,,,FREE,0.2,0.23,buy,buy_low_held,1.0,2012-05-31,132.46,129.99,133.93,130.34
2012-05-25,98567.75338432213,0.0,1,746.4991925501525,132.25,2012-05-24,2012-05-25,0.9750000000000014,-0.5,0.19567751795328284,2012-05-24,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.23,buy,buy_low_broken,0.0,2012-06-01,132.84,131.42,133.93,128.16
2012-05-29,99702.43215699837,0.0,1,746.4991925501525,132.25,2012-05-25,2012-05-29,0.8600000000000012,-0.5,0.19594655739354372,2012-05-25,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.23,buy,buy_low_broken,0.0,2012-06-04,132.85,131.78,133.93,127.14
2012-05-30,98291.34622147278,0.0,1,747.6901431726211,131.63,2012-05-29,2012-05-30,1.2650000000000015,2.190000000000002,0.2124356563519029,2012-05-29,threshold,counterfactual_5m,,,,,FREE,0.2,0.23,buy,buy_low_broken,0.0,2012-06-05,133.93,131.17,133.69,127.14
2012-05-31,98186.6696014286,0.0,1,747.6901431726211,131.63,2012-05-30,2012-05-31,2.1450000000000022,2.0200000000000022,0.2092807595782232,2012-05-30,threshold,counterfactual_5m,,,,,FREE,0.2,0.23,buy,buy_low_broken,0.0,2012-06-06,133.69,131.49,132.45,127.14
2012-06-01,95711.81522752722,0.0,1,747.6901431726211,131.63,2012-05-31,2012-06-01,2.3250000000000024,2.0100000000000025,0.20583204399122126,2012-05-31,threshold,counterfactual_5m,,,,,FREE,0.2,0.23,buy,buy_low_broken,0.0,2012-06-07,132.45,130.34,133.53,127.14
2012-06-04,95816.4918475714,0.0,1,747.6901431726211,131.63,2012-06-01,2012-06-04,2.3250000000000024,2.0100000000000025,0.2407963927182167,2012-06-01,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.23,buy,buy_low_broken,0.0,2012-06-08,131.5,128.16,133.53,127.14
2012-06-05,96788.48903369579,96788.48903369579,0,0.0,,2012-06-04,2012-06-05,2.3250000000000024,2.0100000000000025,0.22964761186248217,2012-06-04,threshold,counterfactual_5m,,,,,FREE,0.2,0.23,buy,buy_low_held,1.0,2012-06-11,128.74,127.14,134.25,127.78
2012-06-06,96788.48903369579,96788.48903369579,0,0.0,,2012-06-05,2012-06-06,1.3750000000000018,2.4800000000000026,0.2333106507463707,2012-06-05,threshold,counterfactual_5m,,,,,FORCE_SELL,0.2,0.23,buy,buy_low_held,1.0,2012-06-12,129.26,127.78,134.25,129.93
2012-06-07,96788.48903369579,96788.48903369579,0,0.0,,2012-06-06,2012-06-07,1.1750000000000016,2.4950000000000028,0.22835115464118969,2012-06-06,threshold,counterfactual_5m,,,,,FREE,0.2,0.23,buy,buy_low_held,1.0,2012-06-13,132.03,129.93,134.25,131.16
2012-06-08,98417.72630054374,0.0,1,737.2114329628745,131.29,2012-06-07,2012-06-08,1.3050000000000015,1.8950000000000022,0.2145634637071584,2012-06-07,threshold,counterfactual_5m,,,,,FREE,0.2,0.23,buy,buy_low_broken,0.0,2012-06-14,133.53,131.78,134.25,131.16
2012-06-11,96810.60537668467,0.0,1,737.2114329628745,131.29,2012-06-08,2012-06-11,1.7550000000000021,-0.5,0.19487410735052402,2012-06-08,threshold,counterfactual_5m,,,,,FORCE_BUY,0.2,0.23,buy,buy_low_broken,0.0,2012-06-15,133.13,131.29,134.26,131.16
2012-06-12,97134.97840718833,97134.97840718833,0,0.0,,2012-06-11,2012-06-12,1.4300000000000017,2.4450000000000025,0.20513126807017604,2012-06-11,threshold,counterfactual_5m,,,,,FREE,0.2,0.23,buy,buy_low_broken,0.0,2012-06-18,134.25,131.28,134.73,131.16
2012-06-13,96674.24179827004,0.0,1,731.3279506639689,132.82,2012-06-12,2012-06-13,1.4150000000000018,2.4950000000000028,0.20508884997005158,2012-06-12,threshold,counterfactual_5m,,,,,FORCE_BUY,0.21,0.23,buy,buy_low_held,1.0,2012-06-19,133.01,131.16,136.25,131.62
2012-06-14,97858.99307834568,0.0,1,731.3279506639689,132.82,2012-06-13,2012-06-14,1.0550000000000015,0.8250000000000011,0.21388491001523888,2012-06-13,threshold,counterfactual_5m,,,,,FREE,0.21,0.23,buy,buy_low_held,1.0,2012-06-20,133.36,131.62,136.25,131.98
2012-06-15,98487.93511591668,0.0,1,731.3279506639689,132.82,2012-06-14,2012-06-15,0.680000000000001,-0.5,0.21053091940619742,2012-06-14,threshold,counterfactual_5m,,,,,FREE,0.21,0.23,buy,buy_low_held,1.0,2012-06-21,134.0,131.98,136.25,132.33
2012-06-18,98553.75463147643,0.0,1,731.3279506639689,132.82,2012-06-15,2012-06-18,1.4750000000000019,1.0400000000000014,0.20093971820566525,2012-06-15,threshold,counterfactual_5m,,,,,FORCE_BUY,0.21,0.23,buy,buy_low_broken,0.0,2012-06-22,134.26,133.1,136.25,132.33
2012-06-19,99124.19043299434,0.0,1,731.3279506639689,132.82,2012-06-18,2012-06-19,1.5650000000000017,1.4550000000000018,0.1877465513582353,2012-06-18,threshold,counterfactual_5m,,,,,FORCE_BUY,0.21,0.23,buy,buy_low_broken,0.0,2012-06-25,134.73,133.28,136.25,130.85
2012-06-20,99094.93731496778,0.0,1,731.3279506639689,132.82,2012-06-19,2012-06-20,1.3050000000000015,1.4500000000000017,0.18894106852682216,2012-06-19,threshold,counterfactual_5m,,,,,FORCE_BUY,0.21,0.23,buy,buy_low_broken,0.0,2012-06-26,136.25,134.37,136.1,130.85
2012-06-21,97010.65265557547,0.0,1,731.3279506639689,132.82,2012-06-20,2012-06-21,1.2500000000000016,-0.5,0.18234254042740716,2012-06-20,threshold,counterfactual_5m,,,,,FORCE_BUY,0.21,0.23,buy,buy_low_broken,0.0,2012-06-27,136.1,134.27,135.78,130.85
2012-06-22,97354.37679238754,0.0,1,731.3279506639689,132.82,2012-06-21,2012-06-22,1.4750000000000019,-0.5,0.20125315119280984,2012-06-21,threshold,counterfactual_5m,,,,,FORCE_BUY,0.21,0.23,buy,buy_low_broken,0.0,2012-06-28,135.78,132.33,133.71,130.85
2012-06-25,96059.92631971231,0.0,1,731.3279506639689,132.82,2012-06-22,2012-06-25,2.490000000000003,2.125000000000002,0.18677712765080803,2012-06-22,threshold,counterfactual_5m,,,,,FORCE_BUY,0.21,0.23,buy,buy_low_broken,0.0,2012-06-29,133.71,132.62,136.27,130.85
2012-06-26,96756.4637797681,96756.4637797681,0,0.0,,2012-06-25,2012-06-26,2.4700000000000024,-0.5,0.2129745640507048,2012-06-25,threshold,counterfactual_5m,,,,,FREE,0.21,0.23,buy,buy_low_held,1.0,2012-07-02,132.1,130.85,136.65,130.93
