bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
0.884979248046875,0.003148551844213837,14,10.94989013671875,0.03762848844233247,69,1.0,0.17442016019799,0.884979248046875,0.003148551844213837,14,0.005915740346964231,0.884979248046875,"2s,3b",,3b,sell,False,0,False,50.492371145954756,101.33560696712244,67.44011641967732,281.94500732421875,678,-0.26323284235756916,-0.15391889481185217,0.218627895091434,,,,0,-0.0005463891165899205,54.6777230434364,2025/07/24 18:00,20497.0
