bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
1.5499992370605469,0.02738998467717206,19,1.75,0.029940119369674965,38,1.0,0.8228563581194196,1.5499992370605469,,460,False,False,82.63657176478372,83.60883894704702,82.96066082553816,0.07950784792831442,0.17642845254399475,0.19384120923136067,0.01719986258166431,0.0030745792230321583,66.45252711012633,2025/07/01 16:00,2s,279192.0
