bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,kdj_,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.3199920654296875,0.002098171116354899,0.28900146484375,0.0019014380453457836,1.0,0.31140443505807813,,,,0.3199920654296875,,349,True,False,,<Math.KDJ.KDJ_Item object at 0x0000024149BC1790>,0.023706045873841033,0.0028959856902872616,-0.04162012036710754,0.004270936895047526,1.9003242672478067e-05,38.323647888737106,2025/06/17 19:46,2s,22164.0
0.3050079345703125,0.002006301245293889,1.6199951171875,0.01059928785660332,1.0,0.6851876271569588,,,,0.3050079345703125,,448,False,False,,<Math.KDJ.KDJ_Item object at 0x000002414A39D490>,0.014253819471820608,0.022374073901715974,0.016240508859790732,0.006367762154817858,0.00014704527835094163,51.9899195453638,2025/06/18 14:58,2s,9457.0
0.375,0.0024797486187126175,1.2100067138671875,0.008050074735684188,1.0,0.5537144226282803,,,,0.375,,631,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241486E7470>,-0.019675918772903176,-0.035873290350423304,-0.032394743155040255,0.0044414858590429845,-0.00023746063963595972,45.738682212744806,2025/06/18 18:24,2s,6435.0
0.6100006103515625,0.004057743650113829,1.100006103515625,0.0072598077646408386,1.0,0.4727285337772229,,,,0.6100006103515625,,690,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241486E5D90>,-0.05064801300661413,-0.0018690658859554787,0.0975578942413173,0.004438837671315135,-1.2400449861256014e-05,55.80367002782484,2025/06/18 19:24,2s,9942.0
0.5099945068359375,0.0033938543444188953,1.100006103515625,0.0072598077646408386,2.0,0.3272714662227771,0.5099945068359375,0.0033938543444188953,0.002485913058184891,0.5099945068359375,,703,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149737350>,<Math.KDJ.KDJ_Item object at 0x0000024149737350>,-0.03288414467677157,-0.009414123328667756,0.046940042696207634,0.013993902556267165,-6.248772879109316e-05,54.971379387652505,2025/06/18 19:37,"2s,3b",7056.0
0.2115020751953125,0.0014132029718758232,0.2400054931640625,0.001606570012347781,1.0,0.7500158942081505,,,,0.2115020751953125,,923,True,False,,<Math.KDJ.KDJ_Item object at 0x0000024148195670>,0.006819850337262202,0.004528916931604954,-0.004581866811314497,0.0016059250456002463,3.0280265559413674e-05,44.616417477232595,2025/06/20 17:05,2s,2907.0
0.4199981689453125,0.002818212255153412,0.725006103515625,0.004843383604054767,1.0,0.6689607273645662,,,,0.4199981689453125,,1000,False,False,,<Math.KDJ.KDJ_Item object at 0x000002414925E270>,0.038973138454064346,0.06000564877760439,0.04206502064708009,0.003880908952146415,0.00040198996148221085,66.10254600172568,2025/06/20 18:24,2s,2979.0
0.3899993896484375,0.0026197313255867157,0.725006103515625,0.004843383604054767,2.0,0.40689060066506716,,,,0.3899993896484375,,1047,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241494396D0>,-0.016775711702753944,0.0034459566359146265,0.04044333667733714,0.0029477904248283796,2.310568948770598e-05,54.198685301349876,2025/06/20 19:13,2s,3487.0
0.135589599609375,0.0009040512299766539,1.125,0.007559975932107873,1.0,0.08052571614583333,,,,0.135589599609375,,1363,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414A6974D0>,0.048909636904565165,0.03948686029605142,-0.018845553217027494,0.0025732665607829087,0.00026350744852883366,52.68898823966505,2025/06/23 18:18,2s,3958.0
0.4099884033203125,0.002729071523531678,1.125,0.007559975932107873,2.0,0.10221354166666667,,,,0.4099884033203125,,1399,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414A694230>,-0.035702858095525966,-0.04918264435266906,-0.026959572514286184,0.002636423670819192,-0.00032795609973313355,41.260359481599394,2025/06/23 18:54,2s,3629.0
