feature,importance
feat_bsp2s_break_bi_amp_rate,0.21437196
feat_level,0.073520295
feat_bsp2s_break_bi_amp,0.050735842
klu_high,0.04686631
klu_open,0.04606071
feat_bsp2s_break_bi_klu_cnt,0.038539443
feat_bsp2_bi_amp_rate,0.034307465
klu_low,0.033767983
feat_zs_cnt,0.029996207
feat_bsp2s_lv,0.025471825
feat_break_bi_amp,0.022504194
feat_bsp2s_retrace_rate,0.021295713
feat_break_bi_amp_rate,0.020293491
klu_close,0.019421982
feat_break_bi_klu_cnt,0.017979857
feat_divergence_rate,0.017772164
feat_bsp2_break_bi_bi_klu_cnt,0.017228162
feat_bsp1_bi_klu_cnt,0.01491077
feat_bsp1_bi_amp_rate,0.014332189
feat_bsp2_break_bi_amp,0.012685935
feat_macd_dea,0.012527668
feat_volume,0.010695844
feat_bsp2_bi_amp,0.010531696
feat_bsp2_break_bi_amp_rate,0.009819354
feat_bi_klu_cnt,0.0095120985
feat_ppo,0.009500804
feat_macd_diff,0.009438284
high_low_spread_pct,0.008862252
feat_bsp1_bi_amp,0.008860869
feat_macd_value,0.008521068
feat_bi_amp_rate,0.0076923403
feat_bsp2s_bi_amp,0.007671624
feat_bsp3_bi_klu_cnt,0.0071513597
feat_bi_amp,0.00709992
feat_rsi,0.007074469
feat_kdj_k,0.0070288633
feat_bsp2_bi_klu_cnt,0.006973195
dmi_adx,0.006946542
feat_bsp3_zs_height,0.0067684283
feat_bsp2_retrace_rate,0.006762525
upper_shadow,0.0067199576
price_change_pct,0.0062739453
feat_bsp3_bi_amp_rate,0.006223445
feat_bsp2s_bi_klu_cnt,0.0059687393
feat_kdj_d,0.0058180443
feat_kdj_j,0.0057255924
feat_bsp3_bi_amp,0.005515143
dmi_plus,0.0054435055
dmi_minus,0.004445117
lower_shadow,0.0033181193
feat_bsp2s_bi_amp_rate,0.0014545906
body_size,0.0012966399
is_bullish_candle,0.00029546366
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
