feature,importance
klu_open,0.12294224
klu_high,0.11210211
klu_low,0.076272376
feat_bsp2s_bi_amp,0.0456774
feat_bsp2s_break_bi_amp_rate,0.0348396
feat_bsp3_bi_klu_cnt,0.03398031
klu_close,0.033246264
feat_level,0.02955965
feat_divergence_rate,0.027284548
feat_bsp2s_break_bi_amp,0.0252378
feat_bsp2s_break_bi_klu_cnt,0.022456612
feat_bsp2_break_bi_amp,0.021747503
feat_bsp2_bi_klu_cnt,0.019915698
feat_bsp3_zs_height,0.01840307
feat_macd_diff,0.018359248
feat_break_bi_amp,0.018083015
feat_rsi,0.017497996
feat_bsp2s_retrace_rate,0.017186228
feat_zs_cnt,0.017073799
feat_bsp2s_bi_amp_rate,0.01564912
feat_bsp1_bi_klu_cnt,0.015450605
feat_break_bi_klu_cnt,0.012714684
feat_bi_amp_rate,0.012439805
feat_bsp2_bi_amp_rate,0.012371975
feat_bsp2_break_bi_bi_klu_cnt,0.012336961
feat_macd_dea,0.012045265
feat_ppo,0.012036339
feat_break_bi_amp_rate,0.01198293
high_low_spread_pct,0.011251596
feat_kdj_d,0.011046791
feat_bsp2_break_bi_amp_rate,0.01067215
feat_volume,0.010669381
dmi_plus,0.010440487
feat_bsp1_bi_amp_rate,0.009547219
feat_bsp2s_lv,0.00949768
feat_bi_klu_cnt,0.00812317
feat_bi_amp,0.0080951955
feat_bsp1_bi_amp,0.007937073
feat_macd_value,0.007764191
feat_bsp2_bi_amp,0.007199485
feat_bsp2_retrace_rate,0.0069286926
feat_kdj_k,0.00646221
dmi_minus,0.006434108
dmi_adx,0.006181995
upper_shadow,0.0058717253
lower_shadow,0.004630459
feat_bsp3_bi_amp,0.004368674
price_change_pct,0.0043206313
feat_kdj_j,0.0042304634
feat_bsp2s_bi_klu_cnt,0.0036979145
feat_bsp3_bi_amp_rate,0.0036352817
body_size,0.0015123275
is_bullish_candle,0.0005879562
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
