feature,importance
feat_bsp2s_break_bi_klu_cnt,0.10873242
klu_low,0.071178444
feat_zs_cnt,0.06856909
feat_bsp2s_break_bi_amp_rate,0.053417776
klu_open,0.05226666
feat_bsp2s_break_bi_amp,0.036999147
feat_bsp2_bi_klu_cnt,0.035487182
klu_high,0.0332637
feat_break_bi_amp,0.03077748
feat_divergence_rate,0.02553869
klu_close,0.02412462
feat_bi_klu_cnt,0.023007467
feat_bi_amp,0.022071622
feat_bsp1_bi_klu_cnt,0.02192144
feat_bsp2_break_bi_bi_klu_cnt,0.01981626
feat_ppo,0.01952042
feat_bsp2s_bi_klu_cnt,0.01943301
feat_bsp2_break_bi_amp,0.018755026
feat_break_bi_amp_rate,0.017680483
feat_bsp3_zs_height,0.017030872
feat_bsp2s_lv,0.015213499
feat_macd_dea,0.01483784
feat_break_bi_klu_cnt,0.014284571
feat_bsp2s_retrace_rate,0.013541184
feat_bsp3_bi_klu_cnt,0.013288679
feat_bsp1_bi_amp,0.012545161
feat_bsp2_break_bi_amp_rate,0.012077324
feat_macd_value,0.010867997
feat_volume,0.010292646
feat_bsp1_bi_amp_rate,0.010272419
feat_rsi,0.01010302
feat_kdj_k,0.009456163
feat_macd_diff,0.00918793
lower_shadow,0.009155087
high_low_spread_pct,0.008956179
feat_bsp2s_bi_amp,0.008507619
feat_bsp2_retrace_rate,0.008079734
feat_kdj_d,0.008006449
dmi_plus,0.007761995
feat_bi_amp_rate,0.00765631
feat_kdj_j,0.0074644512
feat_bsp2_bi_amp_rate,0.0074287164
upper_shadow,0.007331869
feat_bsp2_bi_amp,0.006655512
dmi_adx,0.0066070957
feat_bsp3_bi_amp,0.0062306975
price_change_pct,0.0060610906
dmi_minus,0.0051279985
feat_bsp2s_bi_amp_rate,0.004356612
feat_level,0.0040890486
feat_bsp3_bi_amp_rate,0.0022660168
body_size,0.0016193271
is_bullish_candle,0.001077886
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
