bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.10000038146972656,0.003207196295412698,0.0020770261670922724,0.10000038146972656,,896,False,False,76.99370375323673,95.66995137287012,83.21911962644786,-0.0017074292655106607,0.005018732302964679,0.013452323136950679,0.012468071880943886,0.0001606498922659295,57.988794214940384,2025/06/23 16:11,3b,10297.0
