date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level,QQQ,Return %,QQQ %,date,Return %,QQQ %,date,Return %,QQQ %,date,Return %,QQQ %
7/1/2020,162558.0658,0,1,-0.5,1.75,0.284902544,FORCE_BUY,0.33,0.37,250.49,62.56%,17.82%,7/1/2020,62.56%,17.82%,7/6/2023,35.36%,38.94%,,,
7/2/2020,163094.6789,0,1,1.25,2.15,0.34715392,FREE,0.33,0.37,252.19,63.09%,18.62%,7/2/2020,63.09%,18.62%,7/7/2023,34.74%,38.48%,,,
7/6/2020,167616.1155,0,1,1.25,2.15,0.172890978,FORCE_BUY,0.33,0.37,258.39,67.62%,21.53%,7/6/2020,67.62%,21.53%,7/10/2023,34.78%,38.52%,,,
7/7/2020,166259.6845,0,1,-0.5,-0.5,0.232186904,FORCE_BUY,0.33,0.37,256.61,66.26%,20.70%,7/7/2020,66.26%,20.70%,7/11/2023,35.44%,39.21%,,,
7/8/2020,168313.7086,0,1,-0.5,2.25,0.175101532,FORCE_BUY,0.33,0.37,259.99,68.31%,22.28%,7/8/2020,68.31%,22.28%,7/12/2023,37.30%,40.96%,,,
7/9/2020,169450.527,0,1,-0.5,2.2,0.183863816,FORCE_BUY,0.33,0.37,262.18,69.45%,23.31%,7/9/2020,69.45%,23.31%,7/13/2023,39.49%,43.36%,,,
7/10/2020,170845.7131,0,1,-0.5,2.2,0.125341349,FORCE_BUY,0.33,0.37,263.97,70.85%,24.16%,7/10/2020,70.85%,24.16%,7/14/2023,39.32%,43.33%,,,
7/13/2020,167771.1362,0,1,-0.5,-0.5,0.261056182,FORCE_BUY,0.33,0.37,258.54,67.77%,21.60%,7/13/2020,67.77%,21.60%,7/17/2023,40.38%,44.67%,,,
7/14/2020,168888.577,0,1,-0.5,-0.5,0.163285691,FORCE_BUY,0.33,0.37,260.37,68.89%,22.46%,7/14/2020,68.89%,22.46%,7/18/2023,41.66%,45.85%,,,
7/15/2020,167809.8914,0,1,2.5,-0.5,0.165720671,FORCE_BUY,0.33,0.37,260.9,67.81%,22.71%,7/15/2020,67.81%,22.71%,7/19/2023,40.75%,45.81%,,,
7/16/2020,166530.9707,0,1,2.3,1.25,0.13604097,FORCE_BUY,0.33,0.37,259.12,66.53%,21.88%,7/16/2020,66.53%,21.88%,7/20/2023,39.84%,42.45%,,,
7/17/2020,167557.9828,0,1,2.3,2.25,0.146427477,FORCE_BUY,0.33,0.37,259.42,67.56%,22.02%,7/17/2020,67.56%,22.02%,7/21/2023,40.41%,42.03%,,,
7/20/2020,172557.3999,0,1,2.3,2.25,0.177250291,FORCE_BUY,0.33,0.37,266.78,72.56%,25.48%,7/20/2020,72.56%,25.48%,7/24/2023,40.65%,42.25%,,,
7/21/2020,171323.6936,0,1,2.5,-0.5,0.210936423,FORCE_BUY,0.33,0.37,264,71.32%,24.17%,7/21/2020,71.32%,24.17%,7/25/2023,41.27%,43.22%,,,
7/22/2020,170561.5085,0,1,2.3,2.1,0.154308135,FORCE_BUY,0.33,0.37,264.93,70.56%,24.61%,7/22/2020,70.56%,24.61%,7/26/2023,41.46%,42.74%,,,
7/23/2020,166782.8793,0,1,2.45,-0.5,0.210459573,FORCE_BUY,0.33,0.37,258.01,66.78%,21.35%,7/23/2020,66.78%,21.35%,7/27/2023,42.62%,42.40%,,,
7/24/2020,164761.1512,0,1,2.05,2.4,0.133795911,FORCE_BUY,0.33,0.355,255.56,64.76%,20.20%,7/24/2020,64.76%,20.20%,7/28/2023,42.62%,44.99%,,,
7/27/2020,168559.158,0,1,2.05,2.4,0.130006275,FORCE_BUY,0.33,0.355,260.12,68.56%,22.35%,7/27/2020,68.56%,22.35%,7/31/2023,42.62%,45.07%,,,
7/28/2020,166472.838,0,1,2.3,2.4,0.172828675,FORCE_BUY,0.2,0.255,256.81,66.47%,20.79%,7/28/2020,66.47%,20.79%,8/1/2023,41.96%,44.73%,,,
7/29/2020,168294.331,0,1,-0.5,1.15,0.141166521,FORCE_BUY,0.2,0.255,259.77,68.29%,22.18%,7/29/2020,68.29%,22.18%,8/2/2023,40.93%,41.56%,,,
7/30/2020,171840.4292,0,1,-0.5,2.45,0.150303593,FORCE_BUY,0.2,0.255,261.13,71.84%,22.82%,7/30/2020,71.84%,22.82%,8/3/2023,42.57%,41.33%,,,
7/31/2020,171782.2964,0,1,1,2.35,0.157911188,FORCE_BUY,0.33,0.355,265.79,71.78%,25.01%,7/31/2020,71.78%,25.01%,8/4/2023,42.57%,40.67%,,,
8/3/2020,173926.7492,0,1,1,2.35,0.172184576,FORCE_BUY,0.315,0.335,269.38,73.93%,26.70%,8/3/2020,73.93%,26.70%,8/7/2023,43.79%,41.86%,,,
8/4/2020,174546.832,0,1,2.05,-0.5,0.142346383,FORCE_BUY,0.315,0.335,270.38,74.55%,27.17%,8/4/2020,74.55%,27.17%,8/8/2023,42.56%,40.65%,,,
8/5/2020,174779.363,0,1,-0.5,-0.5,0.153766289,FORCE_BUY,0.315,0.335,271.05,74.78%,27.49%,8/5/2020,74.78%,27.49%,8/9/2023,43.09%,39.11%,,,
8/6/2020,177311.3675,0,1,-0.5,-0.5,0.211127321,FORCE_BUY,0.315,0.335,274.64,77.31%,29.18%,8/6/2020,77.31%,29.18%,8/10/2023,43.09%,39.36%,,,
8/7/2020,176678.3664,176678.3664,0,1.95,-0.5,0.238576172,FORCE_SELL,0.18,0.2,271.47,76.68%,27.68%,8/7/2020,76.68%,27.68%,8/11/2023,42.86%,38.48%,,,
8/10/2020,176163.3071,0,1,2.15,1.6,0.194071926,FORCE_BUY,0.2,0.25,270.31,76.16%,27.14%,8/10/2020,76.16%,27.14%,8/14/2023,44.80%,40.03%,,,
8/11/2020,176984.7941,176984.7941,0,2.35,1.15,0.294503876,FORCE_SELL,0.2,0.25,265.19,76.98%,24.73%,8/11/2020,76.98%,24.73%,8/15/2023,43.68%,38.54%,,,
8/12/2020,176984.7941,176984.7941,0,2.5,2.05,0.204712021,FREE,0.185,0.21,271.86,76.98%,27.87%,8/12/2020,76.98%,27.87%,8/16/2023,43.68%,37.08%,,,
8/13/2020,176984.7941,176984.7941,0,2.5,2.05,0.22584069,FORCE_SELL,0.185,0.21,272.48,76.98%,28.16%,8/13/2020,76.98%,28.16%,8/17/2023,43.68%,35.58%,,,
8/14/2020,177167.172,0,1,-0.5,2.35,0.183638167,FORCE_BUY,0.185,0.21,272.16,77.17%,28.01%,8/14/2020,77.17%,28.01%,8/18/2023,44.67%,35.41%,,,
8/17/2020,179642.3016,0,1,-0.5,2.35,0.151563062,FORCE_BUY,0.185,0.21,275.32,79.64%,29.50%,8/17/2020,79.64%,29.50%,8/21/2023,46.54%,37.59%,,,
8/18/2020,181400.9464,0,1,-0.5,2.35,0.149879397,FORCE_BUY,0.185,0.21,277.97,81.40%,30.74%,8/18/2020,81.40%,30.74%,8/22/2023,47.51%,37.39%,,,
8/19/2020,181453.0544,181453.0544,0,2.3,-0.5,0.220534895,FORCE_SELL,0.185,0.21,276.1,81.45%,29.86%,8/19/2020,81.45%,29.86%,8/23/2023,47.69%,39.56%,,,
8/20/2020,183807.8742,183807.8742,0,2.35,2.35,0.155302331,FREE,0.155,0.18,279.93,83.81%,31.66%,8/20/2020,83.81%,31.66%,8/24/2023,47.69%,36.58%,,,
8/21/2020,186382.769,0,1,1.65,2.35,0.139968414,FORCE_BUY,0.155,0.18,281.87,86.38%,32.58%,8/21/2020,86.38%,32.58%,8/25/2023,48.71%,37.64%,,,
8/24/2020,188590.8691,188590.8691,0,1.65,2.35,0.179502164,FREE,0.155,0.18,283.63,88.59%,33.40%,8/24/2020,88.59%,33.40%,8/28/2023,50.04%,38.67%,,,
8/25/2020,190276.4825,0,1,1.9,2.1,0.130576056,FORCE_BUY,0.155,0.18,285.86,90.28%,34.45%,8/25/2020,90.28%,34.45%,8/29/2023,50.01%,41.70%,,,
8/26/2020,190316.9798,190316.9798,0,2.35,2.4,0.164452246,FREE,0.155,0.18,291.96,90.32%,37.32%,8/26/2020,90.32%,37.32%,8/30/2023,50.01%,42.49%,,,
8/27/2020,190316.9798,190316.9798,0,-0.5,0.95,0.204368421,FORCE_SELL,0.165,0.19,291.05,90.32%,36.89%,8/27/2020,90.32%,36.89%,8/31/2023,49.73%,42.92%,,,
8/28/2020,191211.5904,0,1,2.4,2.35,0.164842043,FORCE_BUY,0.165,0.19,292.53,91.21%,37.59%,8/28/2020,91.21%,37.59%,9/1/2023,49.48%,42.77%,,,
8/31/2020,192439.2312,192439.2312,0,2.4,2.35,0.221647722,FORCE_SELL,0.165,0.19,294.88,92.44%,38.70%,8/31/2020,92.44%,38.70%,9/5/2023,49.61%,42.95%,,,
9/1/2020,194843.2675,0,1,-0.5,2.4,0.153685427,FORCE_BUY,0.165,0.19,299.92,94.84%,41.07%,9/1/2020,94.84%,41.07%,9/6/2023,48.38%,41.69%,,,
9/2/2020,195341.0562,195341.0562,0,-0.5,2.4,0.175039579,FREE,0.165,0.19,302.76,95.34%,42.40%,9/2/2020,95.34%,42.40%,9/7/2023,47.41%,40.68%,,,
9/3/2020,195341.0562,195341.0562,0,2.1,-0.5,0.37901392,FORCE_SELL,0.165,0.19,287.41,95.34%,35.18%,9/3/2020,95.34%,35.18%,9/8/2023,47.79%,40.87%,,,
9/4/2020,195341.0562,195341.0562,0,-0.5,-0.5,0.261732583,FORCE_SELL,0.165,0.19,283.58,95.34%,33.38%,9/4/2020,95.34%,33.38%,9/11/2023,47.79%,42.53%,,,
9/8/2020,191190.4651,0,1,-0.5,-0.5,0.189831054,FREE,0.165,0.19,269.95,91.19%,26.97%,9/8/2020,91.19%,26.97%,9/12/2023,47.79%,40.95%,,,
9/9/2020,198197.1853,0,1,-0.5,-0.5,0.150888636,FORCE_BUY,0.155,0.18,277.88,98.20%,30.70%,9/9/2020,98.20%,30.70%,9/13/2023,48.68%,41.49%,,,
9/10/2020,196287.5524,196287.5524,0,-0.5,-0.5,0.18905554,FORCE_SELL,0.155,0.18,272.34,96.29%,28.09%,9/10/2020,96.29%,28.09%,9/14/2023,49.70%,42.65%,,,
9/11/2020,192204.7599,0,1,2,-0.5,0.154164926,FORCE_BUY,0.155,0.18,270.45,92.20%,27.20%,9/11/2020,92.20%,27.20%,9/15/2023,49.57%,40.20%,,,
9/14/2020,196394.4318,0,1,1.65,-0.5,0.142836536,FORCE_BUY,0.155,0.18,275.16,96.39%,29.42%,9/14/2020,96.39%,29.42%,9/18/2023,49.57%,40.15%,,,
9/15/2020,198774.2794,0,1,2,-0.5,0.135625094,FORCE_BUY,0.155,0.18,279.06,98.77%,31.25%,9/15/2020,98.77%,31.25%,9/19/2023,49.21%,39.85%,,,
9/16/2020,200320.4678,200320.4678,0,2.4,-0.5,0.181066263,FORCE_SELL,0.155,0.18,274.61,100.32%,29.16%,9/16/2020,100.32%,29.16%,9/20/2023,46.61%,37.83%,,,
9/17/2020,200209.4254,0,1,2.45,-0.5,0.138472663,FORCE_BUY,0.155,0.18,270.32,100.21%,27.14%,9/17/2020,100.21%,27.14%,9/21/2023,44.32%,35.31%,,,
9/18/2020,197462.977,0,1,2.45,-0.5,0.147703523,FORCE_BUY,0.155,0.18,266.87,97.46%,25.52%,9/18/2020,97.46%,25.52%,9/22/2023,44.32%,35.33%,,,
9/21/2020,198921.3337,0,1,2.15,-0.5,0.116854025,FORCE_BUY,0.165,0.19,267.51,98.92%,25.82%,9/21/2020,98.92%,25.82%,9/25/2023,45.01%,35.97%,,,
9/22/2020,200912.6939,0,1,-0.5,-0.5,0.129384585,FORCE_BUY,0.18,0.205,272.48,100.91%,28.16%,9/22/2020,100.91%,28.16%,9/26/2023,44.38%,33.93%,,,
9/23/2020,194264.9563,0,1,-0.5,-0.5,0.176216682,FORCE_BUY,0.18,0.205,264.16,94.26%,24.25%,9/23/2020,94.26%,24.25%,9/27/2023,44.38%,34.24%,,,
9/24/2020,199045.5777,199045.5777,0,2.3,-0.5,0.154998577,FREE,0.15,0.175,265.39,99.05%,24.82%,9/24/2020,99.05%,24.82%,9/28/2023,44.38%,35.36%,,,
9/25/2020,201200.3507,201200.3507,0,2.25,-0.5,0.159483078,FREE,0.15,0.175,271.56,101.20%,27.73%,9/25/2020,101.20%,27.73%,9/29/2023,44.38%,35.46%,,,
9/28/2020,203037.7968,0,1,2.25,-0.5,0.131240694,FORCE_BUY,0.15,0.175,277.2,103.04%,30.38%,9/28/2020,103.04%,30.38%,10/2/2023,44.38%,36.59%,,,
9/29/2020,202291.6392,202291.6392,0,-0.5,-0.5,0.160071004,FREE,0.15,0.175,275.95,102.29%,29.79%,9/29/2020,102.29%,29.79%,10/3/2023,44.38%,34.20%,,,
9/30/2020,202291.6392,202291.6392,0,-0.5,-0.5,0.194812374,FORCE_SELL,0.15,0.175,277.84,102.29%,30.68%,9/30/2020,102.29%,30.68%,10/4/2023,44.38%,36.02%,,,
10/1/2020,202801.7872,0,1,-0.5,-0.5,0.159249836,FORCE_BUY,0.18,0.205,282.25,102.80%,32.75%,10/1/2020,102.80%,32.75%,10/5/2023,44.38%,35.62%,,,
10/2/2020,199087.0476,199087.0476,0,2.15,-0.5,0.238051198,FORCE_SELL,0.18,0.205,274.31,99.09%,29.02%,10/2/2020,99.09%,29.02%,10/6/2023,46.94%,37.89%,,,
10/5/2020,200894.3116,0,1,2.15,-0.5,0.156088966,FORCE_BUY,0.18,0.205,280.16,100.89%,31.77%,10/5/2020,100.89%,31.77%,10/9/2023,47.40%,38.60%,,,
10/6/2020,201470.332,201470.332,0,-0.5,2.15,0.219758616,FORCE_SELL,0.18,0.205,275.16,101.47%,29.42%,10/6/2020,101.47%,29.42%,10/10/2023,48.27%,39.36%,,,
10/7/2020,203464.1546,0,1,-0.5,2.45,0.149296773,FORCE_BUY,0.18,0.205,279.92,103.46%,31.66%,10/7/2020,103.46%,31.66%,10/11/2023,49.52%,40.36%,,,
10/8/2020,204805.4534,0,1,-0.5,2.45,0.166157762,FORCE_BUY,0.18,0.205,281.41,104.81%,32.36%,10/8/2020,104.81%,32.36%,10/12/2023,48.77%,39.87%,,,
10/9/2020,207517.052,0,1,-0.5,2.45,0.119214767,FORCE_BUY,0.18,0.205,285.71,107.52%,34.38%,10/9/2020,107.52%,34.38%,10/13/2023,47.93%,38.11%,,,
10/12/2020,209705.6371,209705.6371,0,-0.5,2.45,0.185080792,FREE,0.18,0.205,294.53,109.71%,38.53%,10/12/2020,109.71%,38.53%,10/16/2023,49.58%,39.67%,,,
10/13/2020,209705.6371,209705.6371,0,2.3,-0.5,0.205007855,FORCE_SELL,0.18,0.205,294.52,109.71%,38.53%,10/13/2020,109.71%,38.53%,10/17/2023,48.82%,39.22%,,,
10/14/2020,209705.6371,209705.6371,0,2.15,2.45,0.213864583,FORCE_SELL,0.18,0.205,292.06,109.71%,37.37%,10/14/2020,109.71%,37.37%,10/18/2023,47.84%,37.39%,,,
10/15/2020,211144.0669,0,1,2.5,-0.5,0.137228529,FORCE_BUY,0.18,0.205,290.1,111.14%,36.45%,10/15/2020,111.14%,36.45%,10/19/2023,48.48%,36.10%,,,
10/16/2020,210824.4158,210824.4158,0,2.4,-0.5,0.230796005,FORCE_SELL,0.18,0.205,288.51,110.82%,35.70%,10/16/2020,110.82%,35.70%,10/20/2023,48.48%,34.07%,,,
10/19/2020,210824.4158,210824.4158,0,1.85,-0.5,0.270117134,FORCE_SELL,0.18,0.205,283.8,110.82%,33.48%,10/19/2020,110.82%,33.48%,10/23/2023,48.48%,34.48%,,,
10/20/2020,210824.4158,210824.4158,0,2.25,2.15,0.218562576,FORCE_SELL,0.18,0.205,284.41,110.82%,33.77%,10/20/2020,110.82%,33.77%,10/24/2023,48.48%,35.79%,,,
10/21/2020,210824.4158,210824.4158,0,1.05,2.15,0.211534977,FORCE_SELL,0.18,0.205,284.19,110.82%,33.67%,10/21/2020,110.82%,33.67%,10/25/2023,48.48%,32.46%,,,
10/22/2020,210531.9437,210531.9437,0,1.8,2.2,0.167676955,FREE,0.15,0.175,284.18,110.53%,33.66%,10/22/2020,110.53%,33.66%,10/26/2023,48.48%,29.94%,,,
10/23/2020,212635.9202,0,1,1.65,-0.5,0.125011204,FORCE_BUY,0.15,0.17,284.74,112.64%,33.93%,10/23/2020,112.64%,33.93%,10/27/2023,48.48%,30.56%,,,
10/26/2020,212725.4511,212725.4511,0,1.6,-0.5,0.254178426,FORCE_SELL,0.15,0.175,280.47,112.73%,31.92%,10/26/2020,112.73%,31.92%,10/30/2023,48.48%,32.03%,,,
10/27/2020,212725.4511,212725.4511,0,1.6,-0.5,0.160408243,FREE,0.15,0.175,282.66,112.73%,32.95%,10/27/2020,112.73%,32.95%,10/31/2023,49.81%,32.66%,,,
10/28/2020,212725.4511,212725.4511,0,-0.5,-0.5,0.278794916,FORCE_SELL,0.15,0.175,271.64,112.73%,27.76%,10/28/2020,112.73%,27.76%,11/1/2023,49.81%,34.97%,,,
10/29/2020,212725.4511,212725.4511,0,1.95,2.2,0.24631469,FORCE_SELL,0.15,0.175,276.39,112.73%,30.00%,10/29/2020,112.73%,30.00%,11/2/2023,49.29%,37.42%,,,
10/30/2020,212725.4511,212725.4511,0,1.35,1.8,0.195385583,FORCE_SELL,0.15,0.175,269.38,112.73%,26.70%,10/30/2020,112.73%,26.70%,11/3/2023,51.80%,39.03%,,,
11/2/2020,212725.4511,212725.4511,0,2.4,2.5,0.185881189,FORCE_SELL,0.15,0.175,269.98,112.73%,26.98%,11/2/2020,112.73%,26.98%,11/6/2023,51.97%,39.60%,,,
11/3/2020,213292.0515,213292.0515,0,2,-0.5,0.168075439,FREE,0.15,0.175,274.65,113.29%,29.18%,11/3/2020,113.29%,29.18%,11/7/2023,53.59%,40.92%,,,
11/4/2020,213292.0515,213292.0515,0,-0.5,-0.5,0.234319881,FORCE_SELL,0.15,0.175,286.91,113.29%,34.95%,11/4/2020,113.29%,34.95%,11/8/2023,53.53%,41.01%,,,
11/5/2020,213292.0515,213292.0515,0,-0.5,-0.5,0.182038275,FORCE_SELL,0.15,0.175,294.39,113.29%,38.46%,11/5/2020,113.29%,38.46%,11/9/2023,52.35%,39.92%,,,
11/6/2020,215964.7212,215964.7212,0,-0.5,-0.5,0.170851455,FREE,0.15,0.175,294.61,115.96%,38.57%,11/6/2020,115.96%,38.57%,11/10/2023,55.91%,43.07%,,,
11/9/2020,215964.7212,215964.7212,0,-0.5,-0.5,0.302810108,FORCE_SELL,0.15,0.175,288.59,115.96%,35.74%,11/9/2020,115.96%,35.74%,11/13/2023,55.71%,42.62%,,,
11/10/2020,215964.7212,215964.7212,0,-0.5,-0.5,0.190082257,FORCE_SELL,0.15,0.175,283.42,115.96%,33.31%,11/10/2020,115.96%,33.31%,11/14/2023,59.15%,45.69%,,,
11/11/2020,215964.7212,215964.7212,0,1.9,-0.5,0.18637494,FORCE_SELL,0.15,0.175,289.76,115.96%,36.29%,11/11/2020,115.96%,36.29%,11/15/2023,58.86%,45.80%,,,
11/12/2020,215964.7212,215964.7212,0,1.95,2.35,0.236015894,FORCE_SELL,0.15,0.175,288.4,115.96%,35.65%,11/12/2020,115.96%,35.65%,11/16/2023,59.11%,45.93%,,,
11/13/2020,216344.4819,216344.4819,0,-0.5,2.1,0.16383624,FREE,0.15,0.175,290.93,116.34%,36.84%,11/13/2020,116.34%,36.84%,11/17/2023,59.03%,45.96%,,,
11/16/2020,217424.6876,0,1,-0.5,-0.5,0.145755291,FORCE_BUY,0.15,0.175,293.2,117.42%,37.91%,11/16/2020,117.42%,37.91%,11/20/2023,61.28%,47.74%,,,
11/17/2020,217343.3022,217343.3022,0,2.25,2.2,0.195355073,FORCE_SELL,0.15,0.175,292.27,117.34%,37.47%,11/17/2020,117.34%,37.47%,11/21/2023,59.93%,46.88%,,,
11/18/2020,217343.3022,217343.3022,0,2.4,2.2,0.22438424,FORCE_SELL,0.15,0.175,290.11,117.34%,36.45%,11/18/2020,117.34%,36.45%,11/22/2023,60.84%,47.48%,,,
11/19/2020,219946.7131,0,1,-0.5,-0.5,0.136867683,FORCE_BUY,0.18,0.205,292.38,119.95%,37.52%,11/19/2020,119.95%,37.52%,11/24/2023,60.50%,47.27%,,,
11/20/2020,220557.9487,220557.9487,0,-0.5,1.85,0.233138662,FORCE_SELL,0.18,0.205,290.38,120.56%,36.58%,11/20/2020,120.56%,36.58%,11/27/2023,60.45%,47.15%,,,
11/23/2020,221573.3463,221573.3463,0,-0.5,1.85,0.191311122,FREE,0.18,0.205,290.39,121.57%,36.58%,11/23/2020,121.57%,36.58%,11/28/2023,61.08%,47.53%,,,
11/24/2020,224129.0842,224129.0842,0,2.2,2.2,0.182217724,FREE,0.18,0.205,294.47,124.13%,38.50%,11/24/2020,124.13%,38.50%,11/29/2023,60.97%,47.39%,,,
11/25/2020,224129.0842,224129.0842,0,-0.5,1.35,0.146274199,FORCE_BUY,0.17,0.205,296.28,124.13%,39.35%,11/25/2020,124.13%,39.35%,11/30/2023,60.12%,47.02%,,,
11/27/2020,224129.0842,224129.0842,0,-0.5,1.35,0.188765988,FREE,0.17,0.205,299.01,124.13%,40.64%,11/27/2020,124.13%,40.64%,12/1/2023,61.13%,47.44%,,,
11/30/2020,224431.6314,224431.6314,0,-0.5,-0.5,0.18142451,FREE,0.17,0.205,299.62,124.43%,40.92%,11/30/2020,124.43%,40.92%,12/4/2023,59.01%,46.07%,,,
12/1/2020,225261.3232,225261.3232,0,-0.5,-0.5,0.200148098,FREE,0.17,0.215,303.46,125.26%,42.73%,12/1/2020,125.26%,42.73%,12/5/2023,60.24%,46.43%,,,
12/2/2020,224552.0808,0,1,2.45,-0.5,0.187913992,FREE,0.17,0.215,303.85,124.55%,42.91%,12/2/2020,124.55%,42.91%,12/6/2023,58.77%,45.59%,,,
12/3/2020,225350.3418,225350.3418,0,1.95,-0.5,0.212376851,FREE,0.17,0.215,304.28,125.35%,43.12%,12/3/2020,125.35%,43.12%,12/7/2023,60.95%,47.62%,,,
12/4/2020,225609.1866,0,1,1.95,2.15,0.182169646,FORCE_BUY,0.19,0.215,305.52,125.61%,43.70%,12/4/2020,125.61%,43.70%,12/8/2023,61.86%,48.28%,,,
12/7/2020,226807.2686,0,1,1.95,2.15,0.164381272,FORCE_BUY,0.19,0.215,307.25,126.81%,44.51%,12/7/2020,126.81%,44.51%,12/11/2023,63.32%,49.55%,,,
12/8/2020,228301.1733,0,1,-0.5,1.9,0.17488326,FORCE_BUY,0.19,0.215,308.29,128.30%,45.00%,12/8/2020,128.30%,45.00%,12/12/2023,64.70%,50.74%,,,
12/9/2020,227953.5816,227953.5816,0,2.2,1.55,0.374507524,FORCE_SELL,0.19,0.215,301.31,127.95%,41.72%,12/9/2020,127.95%,41.72%,12/13/2023,67.33%,52.65%,,,
12/10/2020,227953.5816,227953.5816,0,2.35,-0.5,0.23764311,FORCE_SELL,0.19,0.215,302.52,127.95%,42.29%,12/10/2020,127.95%,42.29%,12/14/2023,66.37%,52.52%,,,
12/11/2020,228841.0032,0,1,2.35,-0.5,0.179619597,FORCE_BUY,0.19,0.215,301.85,128.84%,41.97%,12/11/2020,128.84%,41.97%,12/15/2023,67.29%,53.26%,,,
12/14/2020,231761.1512,231761.1512,0,2.35,-0.5,0.27264801,FORCE_SELL,0.19,0.215,304.04,131.76%,43.00%,12/14/2020,131.76%,43.00%,12/18/2023,67.72%,53.92%,,,
12/15/2020,233709.2355,0,1,-0.5,2.05,0.160373943,FORCE_BUY,0.175,0.205,307.29,133.71%,44.53%,12/15/2020,133.71%,44.53%,12/19/2023,68.86%,54.70%,,,
12/16/2020,235284.4443,0,1,-0.5,-0.5,0.163350778,FORCE_BUY,0.175,0.205,308.98,135.28%,45.33%,12/16/2020,135.28%,45.33%,12/20/2023,68.32%,52.40%,,,
12/17/2020,236372.632,0,1,-0.5,1.35,0.133372861,FORCE_BUY,0.175,0.205,311,136.37%,46.28%,12/17/2020,136.37%,46.28%,12/21/2023,68.42%,54.18%,,,
12/18/2020,237431.5455,237431.5455,0,0.8,1.05,0.190725468,FREE,0.175,0.205,310.06,137.43%,45.84%,12/18/2020,137.43%,45.84%,12/22/2023,68.79%,54.41%,,,
12/21/2020,237431.5455,237431.5455,0,2.35,-0.5,0.25124598,FORCE_SELL,0.175,0.205,308.92,137.43%,45.30%,12/21/2020,137.43%,45.30%,12/26/2023,69.90%,55.35%,,,
12/22/2020,237431.5455,237431.5455,0,2.25,2.25,0.179685579,FREE,0.175,0.205,309.76,137.43%,45.69%,12/22/2020,137.43%,45.69%,12/27/2023,70.32%,55.59%,,,
12/23/2020,237431.5455,237431.5455,0,-0.5,-0.5,0.235935509,FORCE_SELL,0.175,0.205,308.2,137.43%,44.96%,12/23/2020,137.43%,44.96%,12/28/2023,70.23%,55.51%,,,
12/24/2020,237431.5455,237431.5455,0,1.8,2.4,0.1468642,FORCE_BUY,0.175,0.205,309.56,137.43%,45.60%,12/24/2020,137.43%,45.60%,12/29/2023,69.14%,54.84%,,,
12/28/2020,237431.5455,237431.5455,0,1.8,2.4,0.138235211,FORCE_BUY,0.175,0.205,312.68,137.43%,47.07%,12/28/2020,137.43%,47.07%,1/2/2024,66.40%,52.22%,,,
12/29/2020,237431.5455,237431.5455,0,-0.5,2.3,0.184359964,FORCE_BUY,0.19,0.265,312.96,137.43%,47.20%,12/29/2020,137.43%,47.20%,1/3/2024,64.90%,50.61%,,,
12/30/2020,237295.0789,237295.0789,0,1.15,-0.5,0.190819914,FREE,0.19,0.265,312.97,137.30%,47.20%,12/30/2020,137.30%,47.20%,1/4/2024,65.02%,49.83%,,,
12/31/2020,237848.3026,0,1,1.65,1.35,0.161116358,FORCE_BUY,0.19,0.265,313.74,137.85%,47.57%,12/31/2020,137.85%,47.57%,1/5/2024,65.02%,50.01%,,,
1/4/2021,238962.3284,238962.3284,0,1.65,1.75,0.382587466,FORCE_SELL,0.19,0.265,309.31,138.96%,45.48%,1/4/2021,138.96%,45.48%,1/8/2024,65.02%,53.11%,,,
1/5/2021,240134.4306,0,1,1.7,1.9,0.185944849,FORCE_BUY,0.19,0.265,311.86,140.13%,46.68%,1/5/2021,140.13%,46.68%,1/9/2024,65.02%,53.41%,,,
1/6/2021,235885.5602,235885.5602,0,1.6,2.45,0.287546877,FORCE_SELL,0.19,0.265,307.54,135.89%,44.65%,1/6/2021,135.89%,44.65%,1/10/2024,65.02%,54.45%,,,
1/7/2021,235885.5602,235885.5602,0,1.6,2.45,0.182143667,FORCE_BUY,0.19,0.265,314.98,135.89%,48.15%,1/7/2021,135.89%,48.15%,1/11/2024,65.02%,54.78%,,,
1/8/2021,235885.5602,235885.5602,0,1.6,2.45,0.144826763,FORCE_BUY,0.19,0.265,319.03,135.89%,50.05%,1/8/2021,135.89%,50.05%,1/12/2024,65.02%,54.85%,,,
1/11/2021,236315.1308,236315.1308,0,2,-0.5,0.215452412,FREE,0.19,0.265,314.42,136.32%,47.89%,1/11/2021,136.32%,47.89%,1/16/2024,65.02%,54.84%,,,
1/12/2021,237883.1867,237883.1867,0,1.5,1.6,0.190011583,FREE,0.19,0.265,313.92,137.88%,47.65%,1/12/2021,137.88%,47.65%,1/17/2024,65.02%,53.97%,,,
1/13/2021,239920.9085,0,1,1.75,-0.5,0.174829586,FORCE_BUY,0.19,0.265,316.04,139.92%,48.65%,1/13/2021,139.92%,48.65%,1/18/2024,65.02%,56.15%,,,
1/14/2021,237970.1647,0,1,2.1,-0.5,0.256081142,FREE,0.19,0.265,314.35,137.97%,47.85%,1/14/2021,137.97%,47.85%,1/19/2024,65.02%,59.25%,,,
1/15/2021,238295.7674,238295.7674,0,2.45,-0.5,0.247289791,FORCE_SELL,0.19,0.24,311.86,138.30%,46.68%,1/15/2021,138.30%,46.68%,1/22/2024,65.61%,59.46%,,,
