bsp1_bi_amp,bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
1.5913753024535353,,,,,1.5913753024535353,2.080560370649813,46,False,False,,0.17689677233758605,0.21864284944282764,0.08349215421048317,0.07047799069329573,71.09224640187645,2000/03/09,1p,9001600.0
0.6965806572795288,,,,,0.6965806572795288,0.8708281153477374,249,True,False,,-0.04524414978914322,-0.07162024691767943,-0.05275219425707242,-0.04490145251183656,38.409613872286954,2000/12/27,1p,29808000.0
1.5970385161396363,,,,,1.5970385161396363,1.2220881523928817,348,False,False,,0.18756118538285851,0.18632858676873543,-0.0024651972282461743,0.06533509203796141,72.38962284176452,2001/05/21,1p,17068800.0
0.8748600525454862,,,,,0.8748600525454862,0.303377055249814,434,True,False,,-0.09137850923525077,-0.10570052586850132,-0.028644033266501084,-0.058312715815031196,33.740081032836244,2001/09/27,1p,25136800.0
0.603476130139204,,,,,0.603476130139204,0.7322921385617248,644,False,False,,-0.006516683313173055,0.02483935190337716,0.06271207043310043,0.008354513586955792,61.06865970942418,2002/07/30,1p,19005600.0
0.6759662670408408,,,,,0.6759662670408408,2.5404600784297022,668,True,False,,-0.027272443301138382,-0.07417112954677352,-0.09379737249127026,-0.0259474141361553,35.01397883660776,2002/09/03,1p,24795600.0
0.8789369300075238,,,,,0.8789369300075238,3.057190364483973,813,True,False,,-0.07985851617852263,-0.11853914901751228,-0.0773612656779793,-0.03064946804378666,37.50497335156313,2003/04/01,1p,24668000.0
0.8118842444934882,,,,,0.8118842444934882,0.5005341960329086,859,False,False,,0.060723858104055284,0.08438094996260848,0.047314183717106384,0.02053221377882995,63.074160509886,2003/06/06,1p,35907600.0
0.4739003910432191,,,,,0.4739003910432191,0.4759400782556132,889,True,False,,-0.015258721481126735,-0.03304578369329558,-0.035574124424337696,-0.008082815709510565,40.40972569593617,2003/07/21,1p,12835200.0
2.25624330204219,,,,,2.25624330204219,0.5069440797346138,1237,False,False,,0.33944669526403703,0.3958439806838854,0.11279457083969668,0.035104229676953466,72.73434389172542,2004/12/06,1p,6176800.0
1.409921300478377,,,,,1.409921300478377,5.889270559154618,1335,True,False,,-0.2028691783808041,-0.2430203539804605,-0.08030235119931284,-0.03356836374493469,32.538219633668234,2005/04/27,1p,21841600.0
0.7973883597702667,,,,,0.7973883597702667,0.7314301923246158,1593,False,False,,0.026016470971910167,0.087456558478471,0.12288017501312168,0.014400426370549252,66.21695575189796,2006/05/05,1p,14099100.0
0.52917306673615,,,,,0.52917306673615,0.23300225414010026,1635,True,False,,-0.06371800065882513,-0.07493386329865626,-0.02243172527966225,-0.013222157855228431,37.174139769215664,2006/07/06,1p,18744700.0
0.6669070013941703,,,,,0.6669070013941703,4.957673465015715e-07,1708,False,False,,0.2090118017567817,0.20792632604861705,-0.002170951416329281,0.027609610046056554,67.86276442140563,2006/10/18,1p,10295000.0
1.2069559154487042,,,,,1.2069559154487042,0.34734288670477215,2014,True,False,,-0.16444434905927044,-0.1840798320908359,-0.03927096606313091,-0.03054699661944511,33.88661025770061,2008/01/08,1p,22429800.0
1.5549041001157313,,,,,1.5549041001157313,1.3668844848064865,2176,False,False,,0.18661939548809584,0.17181691863999315,-0.02960495369620536,0.022110870316169966,64.78417562534011,2008/08/28,1p,17808300.0
2.2471807835701894,,,,,2.2471807835701894,0.1512165535267588,2235,True,False,,-0.3908366733555176,-0.41782471280245215,-0.05397607889386913,-0.08660530673648609,27.534327150546744,2008/11/20,1p,25577200.0
0.9169960292123367,,,,,0.9169960292123367,1.4256816384779163,2857,False,False,,0.1254167145332277,0.13645589483983933,0.02207836061322327,0.019665044205246056,72.63510972694682,2011/05/12,1p,35000000.0
0.6451596720121593,,,,,0.6451596720121593,0.3213254287644053,3081,False,False,,0.0835255154921254,0.09695842376956954,0.02686581655488826,0.014745903333443852,66.23526520069936,2012/04/02,1p,6396200.0
0.8263831357596203,,,,,0.8263831357596203,0.32527108892889295,3159,True,False,,-0.11874079861010345,-0.1244460812597783,-0.011410565299349695,-0.024595586870037437,35.856626797009866,2012/07/24,1p,5993600.0
1.8933574728856977,,,,,1.8933574728856977,1.6681902531742547,3545,True,False,,-0.09710968205721875,-0.2214448308822874,-0.2486702976501373,-0.02681564982390599,31.895486383766354,2014/02/06,1p,7224800.0
1.2351539185976677,,,,,1.2351539185976677,1.436934434589135,4036,True,False,,0.0060560981351583335,-0.08472273178113188,-0.18155765983258043,-0.01074864824453542,29.183368780090987,2016/01/20,1p,11773500.0
2.813462644820344,,,,,2.813462644820344,0.4915057430948457,4216,False,False,,0.2508618858488504,0.21503433298990515,-0.07165510571789047,0.017751205216030852,67.6244405555281,2016/10/05,1p,7580700.0
1.0893690647821135,,,,,1.0893690647821135,0.41619465051986393,4257,True,False,,-0.0334134186872609,-0.07508038323386579,-0.08333392909320977,-0.006244399995284993,38.52501988309099,2016/12/02,1p,9205000.0
