bsp1_bi_amp,bsp1_bi_amp_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
3.850006103515625,0.011875403943714367,3.850006103515625,2.5793913547418774,225,True,False,12.033454394446409,2.4475290181525757,8.838145935681798,-0.3373694482966136,-0.5989702221276616,-0.523201547662096,0.014484108139395645,-0.001857568283150142,21.980086945638092,2025/06/18 17:33,1,274020.0,1
2.27001953125,0.007029447814496063,2.27001953125,0.27415138899314573,286,False,False,65.68565689684263,98.06664652450442,76.47932010606323,0.10531194907856416,0.16269343054574392,0.11476296293435953,0.015713455342330825,0.000502219211757238,61.54516514103492,2025/06/18 18:34,1,378838.0,1
5.610015869140625,0.017514332714870677,5.610015869140625,0.49752053077176805,568,False,False,86.2814408376174,92.51806856344012,88.36031674622497,0.49409784458236655,0.5373952588851694,0.08659482860560563,0.010953630268582206,0.001656155770388439,75.513973047023,2025/06/20 16:55,1,692441.0,1
1.569091796875,0.00485665288996634,1.569091796875,0.09043750147123232,679,False,False,42.95244319779993,67.9083312070269,51.271072534208926,0.20462260905711394,0.18543934875128798,-0.03836652061165191,0.009179055982672144,0.0005726293662095786,61.188578915424834,2025/06/20 18:46,1,183082.0,1
2.799896240234375,0.008683733845597312,2.799896240234375,0.8029056278618116,746,True,False,13.06464655984703,16.82933127690916,14.319541465534407,-0.29921326417503136,-0.455198443940958,-0.31197035953185326,0.0840969409008655,-0.0014175385351800013,33.32488508797147,2025/06/20 19:53,1,345772.0,1
5.739990234375,0.01631930757992134,5.739990234375,0.9810299015046013,856,False,False,84.35243081777439,106.27745049124738,91.66077070893206,0.5757753711480065,0.7916165586285047,0.4316823749609964,0.013567589131825403,0.002232695978087999,68.01591146089663,2025/06/23 15:19,1,1317919.0,1
6.050018310546875,0.01734523658910757,6.050018310546875,0.5343073338803982,985,False,False,91.36068574268248,99.06650963946106,93.92929370827534,0.6960489315625448,1.0727553684492932,0.7534128737734969,0.009292359425425008,0.0030530028379966434,80.0669715894945,2025/06/23 17:37,1,511339.0,1
6.038482666015625,0.01713149290282307,6.038482666015625,1.1676168967343878,1104,True,False,13.566425105722047,7.199248478781421,11.444032896741838,-0.6221343044827783,-0.7774711425262808,-0.310673676087005,0.009958117170092774,-0.0022294462125988786,25.6032237727715,2025/06/23 19:37,1,439092.0,1
6.19000244140625,0.017857664813232036,6.19000244140625,0.5326869735873538,1187,True,False,15.966017274010204,9.487332889529416,13.806455812516607,-1.1148151607824037,-1.3240553214285455,-0.41848032129228363,0.012983147921686969,-0.0038522326196116243,33.14680255508485,2025/06/24 14:31,1,540842.0,1
3.350006103515625,0.009817730764700458,3.350006103515625,0.47598637347448136,1249,False,False,67.63875723237267,99.08879947451777,78.12210464642104,0.30248475847263,0.3679248511004971,0.1308801852557342,0.007952000155878157,0.0010714804808637263,62.6884728578299,2025/06/24 15:39,1,218833.0,1
2.1099853515625,0.00614654322729435,2.1099853515625,0.6005948241955742,1387,True,False,25.48482832497548,19.82276327930981,23.597473309753592,-0.1774100917327595,-0.2523159140222333,-0.14981164457894758,0.004953459733606072,-0.0007373259853241689,37.97359983611618,2025/06/24 17:59,1,278495.0,1
1.57989501953125,0.004617819466896514,1.57989501953125,0.40479823875831655,1447,False,False,57.22574559648717,76.92417426107392,63.79188848468276,0.0778078265581225,0.1122339501754368,0.0688522472346286,0.006575250368717453,0.00032752094335837615,62.5869419091344,2025/06/24 19:00,1,329749.0,1
