date,equity,cash,pos,buy_th,sell_th,p_day,daily_action
2019-01-02,100598.52364168385,0.0,1,-0.5,-0.5,0.3149813313513515,FORCE_BUY
2019-01-03,101023.79097889792,0.0,1,-0.5,-0.5,0.3686897139293066,FREE
2019-01-04,102477.12755035747,102477.12755035747,0,-0.5,-0.5,0.38818311792254767,FORCE_SELL
2019-01-07,102477.12755035747,102477.12755035747,0,-0.5,-0.5,0.39484742303792286,FORCE_SELL
2019-01-08,102908.86794813612,0.0,1,-0.5,-0.5,0.3904579714262406,FORCE_BUY
2019-01-09,103140.84464302736,0.0,1,-0.5,-0.5,0.44475471178632625,FREE
2019-01-10,103347.76732057917,103347.76732057917,0,-0.5,-0.5,0.36786726868154557,FREE
2019-01-11,103341.33662134946,0.0,1,2.2999999999999994,-0.5,0.3566127934656948,FORCE_BUY
2019-01-14,102228.8256546106,102228.8256546106,0,1.2999999999999996,2.3999999999999995,0.43009054564084653,FORCE_SELL
2019-01-15,102825.85859904457,102825.85859904457,0,1.7499999999999996,2.2999999999999994,0.4261774273443481,FREE
2019-01-16,102421.13197233249,0.0,1,1.2999999999999996,2.0499999999999994,0.46293105237369375,FORCE_BUY
2019-01-17,102946.01181634974,102946.01181634974,0,1.5499999999999994,2.2999999999999994,0.45293517819217444,FORCE_SELL
2019-01-18,102946.01181634974,102946.01181634974,0,2.0999999999999996,2.2499999999999996,0.38651682684202204,FREE
2019-01-22,102946.01181634974,102946.01181634974,0,2.0999999999999996,2.2499999999999996,0.39918545379951426,FORCE_SELL
2019-01-23,102948.99437366685,0.0,1,2.499999999999999,2.2499999999999996,0.4081003204336293,FORCE_BUY
2019-01-24,103152.06210589626,103152.06210589626,0,2.1499999999999995,1.7499999999999996,0.3619909089008128,FREE
2019-01-25,103152.06210589626,103152.06210589626,0,2.1499999999999995,1.7499999999999996,0.43105439473378854,FORCE_BUY
2019-01-28,103152.06210589626,103152.06210589626,0,2.349999999999999,-0.5,0.3747692840695071,FORCE_SELL
2019-01-29,103552.81717883966,0.0,1,2.2499999999999996,2.4499999999999993,0.4205844922634196,FORCE_BUY
2019-01-30,104247.2894038131,104247.2894038131,0,1.6499999999999995,2.499999999999999,0.47411848630411413,FREE
2019-01-31,104247.2894038131,104247.2894038131,0,1.1999999999999997,-0.5,0.44892068994155787,FORCE_SELL
2019-02-01,104365.78057985238,0.0,1,0.9499999999999997,-0.5,0.4654496594604125,FORCE_BUY
2019-02-04,104720.66325827342,0.0,1,2.2999999999999994,-0.5,0.4434973204252517,FREE
2019-02-05,105291.99711766417,105291.99711766417,0,1.9999999999999996,-0.5,0.4052009312321813,FREE
2019-02-06,105384.93462247557,0.0,1,2.0999999999999996,-0.5,0.45524828216217955,FORCE_BUY
2019-02-07,104040.43871953728,104040.43871953728,0,2.1499999999999995,-0.5,0.41013933426735566,FORCE_SELL
2019-02-08,104736.19517622395,0.0,1,2.349999999999999,2.499999999999999,0.2754137238507271,FORCE_BUY
2019-02-11,105077.55558231242,0.0,1,2.0999999999999996,2.3999999999999995,0.3737640162321676,FREE
2019-02-12,106758.89610662345,0.0,1,2.0999999999999996,2.349999999999999,0.3626017232620677,FORCE_BUY
2019-02-13,106839.84953927546,106839.84953927546,0,2.0999999999999996,2.349999999999999,0.4081795120426008,FORCE_SELL
2019-02-14,106839.84953927546,106839.84953927546,0,0.6999999999999997,-0.5,0.3178468549838078,FORCE_SELL
2019-02-15,106839.84953927546,106839.84953927546,0,0.4999999999999998,-0.5,0.24851299851036424,FREE
2019-02-19,107263.29826391675,0.0,1,1.1499999999999997,1.9499999999999993,0.2522502766635331,FORCE_BUY
2019-02-20,107462.56825198325,107462.56825198325,0,-0.5,1.7999999999999994,0.2770621825339795,FORCE_SELL
2019-02-21,107325.3751378132,0.0,1,1.1499999999999997,1.9999999999999996,0.27420811607958395,FREE
2019-02-22,108082.87065085975,108082.87065085975,0,1.2499999999999996,2.2999999999999994,0.20460657348265346,FREE
2019-02-25,108082.87065085975,108082.87065085975,0,1.1499999999999997,-0.5,0.3767187645641888,FORCE_SELL
2019-02-26,108483.15441462661,0.0,1,1.1999999999999997,-0.5,0.30475435779146925,FORCE_BUY
2019-02-27,108445.4113704143,108445.4113704143,0,1.1499999999999997,2.4499999999999993,0.3170739998133987,FREE
2019-02-28,108445.4113704143,108445.4113704143,0,1.2499999999999996,-0.5,0.3420007303585371,FORCE_SELL
2019-03-01,108819.46855249106,0.0,1,0.5999999999999996,1.8999999999999995,0.3113218070165209,FORCE_BUY
2019-03-04,108507.75423409377,0.0,1,0.5999999999999996,1.8999999999999995,0.41856714582507,FORCE_BUY
2019-03-05,108875.57712980255,108875.57712980255,0,1.4999999999999996,2.4499999999999993,0.2873600690021793,FORCE_SELL
2019-03-06,108875.57712980255,108875.57712980255,0,0.7999999999999998,1.2499999999999996,0.4317244423963684,FORCE_BUY
