bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
0.4499969482421875,0.00961943052553776,33,0.4499969482421875,1p,8,1p,buy,0.2707757872744462,True,0,False,22.090756209271323,-10.64790089828719,11.177870506751818,46.33000183105469,121,-0.04303566547093326,-0.062087329790664114,-0.03810332863946171,0.749997,,884,0,-0.001334125133484583,31.747726043874096,2025/07/15 17:05,451760.0
0.48999786376953125,0.010474516386400302,34,0.48999786376953125,1p,8,1p,buy,0.3282957237076467,True,0,False,17.390256466253618,-10.812741991852587,7.989256980218216,46.29499816894531,122,-0.04881035085606135,-0.07190909239657373,-0.046197483081024754,0.816665,,884,1,-0.001545771534767998,29.93848079824393,2025/07/15 17:10,386421.0
0.5399971008300781,0.011543332939740502,35,0.5399971008300781,1p,8,1p,buy,0.3282957237076467,True,0,False,15.683635979062855,5.443913055918291,12.270395004681333,46.314998626708984,123,-0.054486130804992615,-0.07718925060071768,-0.04540623959145014,0.899997,,884,2,-0.0016598162863156716,32.312078593799825,2025/07/15 17:15,883631.0
0.5749969482421875,0.012291512681626239,42,0.5749969482421875,1p,8,1p,buy,0.3282957237076467,True,0,False,27.19901640952771,7.73451002040283,20.71084761315275,46.21500015258789,130,-0.07172081115678071,-0.08245893111777036,-0.021476239921979307,0.958331,,884,3,-0.001776189881524402,30.697563866429263,2025/07/15 17:50,460224.0
0.5999984741210938,0.012825961731034317,43,0.5999984741210938,1p,8,1p,buy,0.3282957237076467,True,0,False,24.290636960923944,6.840360269301364,18.473878063716416,46.21500015258789,131,-0.07467551704947285,-0.08649434062024142,-0.023637647141537127,1.0,,884,4,-0.0018637371404195558,30.697563866429263,2025/07/15 17:55,391405.0
0.6299972534179688,0.013467235353943246,44,0.6299972534179688,1p,8,1p,buy,0.3282957237076467,True,0,False,23.67205845798437,19.960587440346927,22.434901452105223,46.23500061035156,132,-0.0771553771672247,-0.0870748176382321,-0.019838880942014803,1,,884,5,-0.0018767664543828957,33.28378589095901,2025/07/15 18:00,575762.0
0.6800003051757812,0.0145361334527594,65,0.6800003051757812,1p,8,1p,buy,0.3282957237076467,True,0,False,42.64249302902,14.558015689796747,33.28100058261225,46.185001373291016,153,-0.030957772484326018,-0.03450615970147908,-0.007096774434306119,1,,884,6,-0.0007451811649393991,38.215294606941036,2025/07/15 19:45,1538548.0
0.779998779296875,0.016673766559439803,66,0.779998779296875,1p,8,1p,buy,0.3282957237076467,True,0,False,36.10895950438987,-3.0922416433909206,23.04189245512961,46.0099983215332,154,-0.03532398832667512,-0.052788851696071504,-0.03492972673879277,1,,884,7,-0.0011405464054513282,28.64918793154419,2025/07/15 19:50,1830653.0
0.8299980163574219,0.017742583112780003,67,0.8299980163574219,1p,8,1p,buy,0.3282957237076467,True,0,False,33.48595666797973,17.747939649518884,28.239950995159447,46.119998931884766,155,-0.039806458323566184,-0.05773633831113045,-0.03585975997512854,1,,884,8,-0.0012477680663960434,38.98752741748004,2025/07/15 19:55,4095400.0
0.9399986267089844,0.020094028457414016,68,0.9399986267089844,1p,8,1p,buy,0.3282957237076467,True,0,False,38.603592500108334,69.30940749288001,48.83886416436556,46.335201263427734,156,-0.040602661205802776,-0.043787472734749144,-0.006369623057892737,1,,884,9,-0.0009462161511008774,53.25692676326308,2025/07/16 13:30,6577194.0
1.0900001525878906,0.023300559662910572,79,1.0900001525878906,1p,8,1p,buy,0.5652809468304598,True,0,False,20.739590862880842,-7.635142143388094,11.281346527457863,45.71670150756836,167,-0.07723537061901749,-0.11700828736965008,-0.07954583350126518,1,,884,10,-0.0025367547953276423,31.398380809787454,2025/07/16 14:25,1041883.0
1.1749992370605469,0.02511755595813651,80,1.1749992370605469,1p,8,1p,buy,0.6377358766403657,True,0,False,17.94626854259948,1.1863346209113175,12.359623902036759,45.69499969482422,168,-0.08845307398967274,-0.13332388747229373,-0.08974162696524199,1,,884,11,-0.0028924773879215092,30.798293501206757,2025/07/16 14:30,1027288.0
1.2549972534179688,0.026827646134385638,81,1.2549972534179688,1p,8,1p,buy,0.7833801629803863,True,0,False,14.88036924525258,-3.515026538828792,8.74857065055879,45.53499984741211,169,-0.10223264421091205,-0.15735092509586934,-0.11023656176991459,1,,884,12,-0.003416812513928386,26.740540474641037,2025/07/16 14:35,563724.0
1.30999755859375,0.028003368806702646,82,1.30999755859375,1p,8,1p,buy,0.7833801629803863,True,0,False,14.728908707093352,13.820145478137984,14.425987630774896,45.6349983215332,170,-0.11506716897520235,-0.16640526803236355,-0.10267619811432241,1,,884,13,-0.0036158490472497423,32.70789144713815,2025/07/16 14:40,645369.0
1.3400001525878906,0.028644723975087532,84,1.3400001525878906,1p,8,1p,buy,0.7833801629803863,True,0,False,15.457424668505684,10.357863728029344,13.757571021680237,45.45500183105469,172,-0.13833375036492063,-0.1871417235965609,-0.09761594646328053,1,,884,14,-0.004072396563220315,28.42139504007922,2025/07/16 14:50,717365.0
1.4099998474121094,0.030141083458859002,85,1.4099998474121094,1p,8,1p,buy,0.7833801629803863,True,0,False,13.362187783821618,0.7907664757172341,9.17171401445349,45.369998931884766,173,-0.15164987959287896,-0.20491439650471222,-0.10652903382366652,1,,884,15,-0.004463347774892609,26.50749651230838,2025/07/16 14:55,988744.0
1.4499969482421875,0.03099608777424559,86,1.4499969482421875,1p,8,1p,buy,0.7833801629803863,True,0,False,11.451313930345616,-0.013929190510374667,7.629566223393619,45.36000061035156,174,-0.1647801507625101,-0.21730123544103463,-0.10504216935704908,1,,884,16,-0.0047373595031292605,26.28329866852117,2025/07/16 15:00,1243190.0
1.654998779296875,0.03537834165205915,89,1.654998779296875,1p,8,1p,buy,0.7833801629803863,True,0,False,11.49225049907312,8.588236663447674,10.52424588719797,45.17499923706055,177,-0.1943848598636863,-0.2364792922618406,-0.0841888647963086,1,,884,17,-0.005167963436503705,26.15818851742243,2025/07/16 15:15,1599208.0
0.15539932250976562,0.0032411727034970246,8,0.15539932250976562,1p,8,1p,buy,0.10885251025773972,True,0,False,43.79423872952597,18.34091887782941,35.30979877896045,47.834999084472656,540,-0.02807943905692506,-0.031353559992403746,-0.006548241870957372,0.259,,884,18,-0.0006543896642422161,39.01404528058573,2025/07/22 19:30,478361.0
0.18040084838867188,0.003762630982180273,12,0.18040084838867188,1p,8,1p,buy,0.139887294069513,True,0,False,37.76551404496213,22.13088082202792,32.553969637317394,47.78499984741211,544,-0.03064937874326019,-0.03485697962481993,-0.008415201763119474,0.300669,,884,19,-0.0007278315484066173,36.487212928661215,2025/07/22 19:50,727197.0
0.337799072265625,0.006905442722849317,6,0.337799072265625,1p,8,1p,buy,0.8035842911260556,True,0,False,29.407590866403712,-15.612366521650124,14.400938403719099,48.584999084472656,685,-0.015441792636317443,-0.042690054811778566,-0.05449652435092225,0.563,,884,20,-0.0008750254208648669,27.49581127797515,2025/07/24 18:35,410224.0
0.3828010559082031,0.007825393800198822,7,0.3828010559082031,1p,8,1p,buy,0.9249610909025285,True,0,False,23.385798619336395,-12.744954863067498,11.342214125201764,48.55500030517578,686,-0.023282781623202402,-0.05464673757074223,-0.06272791189507966,0.638003,,884,21,-0.0011204986720471702,25.781013642459925,2025/07/24 18:40,349401.0
