bsp1_bi_amp,bsp1_bi_amp_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
0.1900005340576172,0.006751973638191004,0.1900005340576172,1.0500797876282348,1637,False,False,,0.02433091167847149,0.031414054261567514,0.014166285166192047,0.005471256161769556,0.0011118373313060482,76.92587359020827,2025/06/24 15:42,1,53743.0,2
