bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,kdj_,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.44000244140625,0.0036672981254823613,0.910003662109375,0.007640668965307394,1.0,0.5164827794359301,0.44000244140625,0.0036672981254823613,0.0016777500140319165,0.44000244140625,,412,True,False,<Math.KDJ.KDJ_Item object at 0x00000241490C25D0>,<Math.KDJ.KDJ_Item object at 0x00000241490C25D0>,-0.0003209412518691668,-0.043169382984743265,-0.08569688346574819,0.0032206971162943993,-0.00036034618201779005,36.19342412417376,2025/06/18 14:40,"2s,3b",3520.0
0.375,0.0031269542668942497,0.910003662109375,0.007640668965307394,2.0,0.5054914651732118,,,,0.375,,426,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241490C1EB0>,-0.026742568300856563,-0.04744840413107454,-0.04141167166043595,0.0020075103106908907,-0.0003962474020500068,37.01273106611028,2025/06/18 14:58,2s,109.0
0.3899993896484375,0.0032556923505114126,0.910003662109375,0.007640668965307394,3.0,0.6703276434488078,,,,0.3899993896484375,,465,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241490C16D0>,-0.043036791193175494,-0.0489319634403671,-0.01179034449438321,0.0015912463114210182,-0.00040925330597313604,33.187270744022655,2025/06/18 15:58,2s,1800.0
0.26999664306640625,0.002257685854455212,0.910003662109375,0.007640668965307394,4.0,0.7582413897179651,,,,0.26999664306640625,,498,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414841DD90>,-0.029185355603409246,-0.03393982612166724,-0.009508941036515985,0.0021790323239646047,-0.0002841317181652979,40.87308446478556,2025/06/18 16:39,2s,745.0
0.3000030517578125,0.0025088062147855085,0.910003662109375,0.007640668965307394,5.0,0.8021982628525437,,,,0.3000030517578125,,547,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414841DAF0>,-0.022872136869727167,-0.03691228174911032,-0.028080289758766308,0.005449375691909592,-0.00030915951871706126,33.64404211844467,2025/06/18 17:35,2s,785.0
0.5500030517578125,0.004606390659372011,0.6299972534179688,0.0053159838162332475,1.0,0.4603209203754163,,,,0.5500030517578125,,750,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414915E750>,-0.008946431267642729,-0.03751026117745937,-0.05712765981963328,0.005637342680245812,-0.00031499686063176204,35.71918335453415,2025/06/20 14:50,2s,1542.0
0.1999969482421875,0.0016820600981965305,0.6999969482421875,0.005856735005880673,1.0,0.4,,,,0.1999969482421875,,858,False,False,,<Math.KDJ.KDJ_Item object at 0x000002414834C770>,-0.0037372044839743745,0.00680593138118013,0.02108627173030901,0.004534012782919381,5.717909675676761e-05,56.450507159945836,2025/06/20 17:02,2s,232.0
0.2599945068359375,0.002186297602078439,0.37000274658203125,0.0031208059564877396,1.0,0.7297152401179454,,,,0.2599945068359375,,973,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414A5E3A10>,-0.021961626142585,-0.02900371040958305,-0.014084168533996098,0.011124217546655296,-0.0002442406491514076,39.743476880581156,2025/06/20 19:16,2s,3289.0
0.44000244140625,0.0036309823427806746,1.1650009155273438,0.0095566295655892,1.0,0.7553684045082155,,,,0.44000244140625,,1389,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241486CE9F0>,0.031712512065965995,0.049647665075994496,0.035870306020057,0.0027956253873272635,0.00040891661949234566,61.04114603051958,2025/06/24 14:46,2s,1075.0
0.1699981689453125,0.001401699955939743,1.1650009155273438,0.0095566295655892,2.0,0.6094407952900804,,,,0.1699981689453125,,1410,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241486CF230>,-0.008807118534297265,-0.0053432423122501405,0.00692775244409425,0.002017250912669092,-4.4013080227464666e-05,53.49809937053163,2025/06/24 15:17,2s,872.0
0.2947998046875,0.002432241246103158,1.1650009155273438,0.0095566295655892,3.0,0.6521915664149732,,,,0.2947998046875,,1422,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241486CCC50>,-0.007587352364279572,0.015246674785998948,0.04566805430055704,0.002755565982062919,0.00012560047661579034,58.481354932551625,2025/06/24 15:35,2s,792.0
0.19499969482421875,0.0016093731139420926,1.1650009155273438,0.0095566295655892,4.0,0.53219078055521,,,,0.19499969482421875,,1432,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241486CF1D0>,-0.024643706377401178,-0.03543694655390084,-0.021586480352999322,0.005273561193389183,-0.00029206943296019303,51.83530524220237,2025/06/24 15:53,2s,568.0
