side,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx
buy,91478,150.37,665.0262685376072,0.0,FORCE_BUY->first acceptable 5m signal,2019-01-02 04:00:00,0.1745355339760342,4.254106521606445,-0.5,FORCE_BUY,,,
sell,91691,150.92,665.0262685376072,0.0,5m SELL signal,2019-01-03 05:45:00,0.23086406781684424,5.232144832611084,2.499999999999999,FREE,365.7644476956726,150.37,91478.0
buy,91696,150.6,666.4393389621226,0.0,5m BUY signal,2019-01-03 06:10:00,0.23086406781684424,3.6955912113189697,-0.5,FREE,,,
sell,91707,151.48,666.4393389621226,0.0,5m SELL signal,2019-01-03 07:05:00,0.23086406781684424,5.669931411743164,2.499999999999999,FREE,586.4666182866649,150.6,91696.0
buy,91744,150.83,669.311350964545,0.0,5m BUY signal,2019-01-03 10:10:00,0.23086406781684424,4.087289333343506,-0.5,FREE,,,
sell,91754,151.25,669.311350964545,0.0,5m SELL signal,2019-01-03 11:00:00,0.23086406781684424,2.7873082160949707,2.499999999999999,FREE,281.11076740510055,150.83,91744.0
buy,91804,149.76,675.9704983532815,0.0,5m BUY signal,2019-01-03 15:10:00,0.23086406781684424,6.078876495361328,-0.5,FREE,,,
sell,92234,158.94,675.9704983532815,0.0,5m SELL signal,2019-01-08 04:00:00,0.21960057228822683,5.478569030761719,-0.5,FREE,6205.409174883129,149.76,91804.0
buy,92274,159.03,675.5879457226346,0.0,5m BUY signal,2019-01-08 07:40:00,0.21960057228822683,3.6583824157714844,-0.5,FREE,,,
sell,92288,159.38,675.5879457226346,0.0,5m SELL signal,2019-01-08 08:50:00,0.21960057228822683,4.8212056159973145,-0.5,FREE,236.45578100291826,159.03,92274.0
buy,92449,159.87,673.5172752190748,0.0,5m BUY signal,2019-01-09 06:30:00,0.2686449996581216,2.6482176780700684,-0.5,FREE,,,
sell,92454,160.04,673.5172752190748,0.0,5m SELL signal,2019-01-09 06:55:00,0.2686449996581216,7.00496244430542,-0.5,FREE,114.4979367872343,159.87,92449.0
buy,92479,160.08,673.3489800478555,0.0,5m BUY signal,2019-01-09 09:00:00,0.2686449996581216,3.3715856075286865,-0.5,FREE,,,
sell,92618,159.6,673.3489800478555,0.0,5m SELL signal,2019-01-10 04:40:00,0.2315555160454417,4.426260471343994,-0.5,FREE,-323.2075104229829,160.08,92479.0
buy,92633,159.5,673.7711424177916,0.0,5m BUY signal,2019-01-10 05:55:00,0.2315555160454417,2.7649221420288086,-0.5,FREE,,,
sell,92658,159.8,673.7711424177916,0.0,5m SELL signal,2019-01-10 08:00:00,0.2315555160454417,5.765862464904785,-0.5,FREE,202.13134272534512,159.5,92633.0
buy,92668,159.6,674.6154671576635,0.0,5m BUY signal,2019-01-10 08:50:00,0.2315555160454417,3.0437161922454834,-0.5,FREE,,,
sell,92686,159.89,674.6154671576635,0.0,5m SELL signal,2019-01-10 10:20:00,0.2315555160454417,5.020293235778809,-0.5,FREE,195.63848547571703,159.6,92668.0
buy,92813,160.71,671.1733373395482,0.0,5m BUY signal,2019-01-11 05:35:00,0.2160598503522482,2.8294737339019775,-0.5,FREE,,,
sell,92935,160.77,671.1733373395482,0.0,5m SELL signal,2019-01-11 15:55:00,0.2160598503522482,5.430999755859375,-0.5,FREE,40.27040024037442,160.71,92813.0
buy,92952,160.75,671.2568425759201,0.0,5m BUY signal,2019-01-11 17:20:00,0.2160598503522482,3.9282710552215576,-0.5,FREE,,,
sell,93003,158.97,671.2568425759201,0.0,5m SELL signal,2019-01-14 06:30:00,0.2531725229805961,5.054344654083252,-0.5,FREE,-1194.8371797851387,160.75,92952.0
buy,93039,158.73,672.2717839368363,0.0,5m BUY signal,2019-01-14 09:30:00,0.2531725229805961,3.044732093811035,2.4499999999999993,FREE,,,
sell,93048,159.4399,672.2717839368363,0.0,5m SELL signal,2019-01-14 10:15:00,0.2531725229805961,6.485602378845215,-0.5,FREE,477.24573941676323,158.73,93039.0
buy,93114,159.37,672.566643682693,0.0,5m BUY signal,2019-01-14 15:45:00,0.2531725229805961,3.245682716369629,2.4499999999999993,FREE,,,
sell,93149,159.37,672.566643682693,0.0,5m SELL signal,2019-01-14 19:00:00,0.2531725229805961,6.318971633911133,-0.5,FREE,0.0,159.37,93114.0
buy,93170,159.68,671.2609343919763,0.0,5m BUY signal,2019-01-15 04:50:00,0.23383033593350902,1.6960456371307373,1.2499999999999996,FREE,,,
sell,93179,159.92,671.2609343919763,0.0,5m SELL signal,2019-01-15 05:50:00,0.23383033593350902,2.5894815921783447,2.499999999999999,FREE,161.10262425406134,159.68,93170.0
buy,93191,159.78,671.8490964323748,0.0,5m BUY signal,2019-01-15 06:50:00,0.23383033593350902,1.6851677894592285,1.2499999999999996,FREE,,,
sell,93223,160.42,671.8490964323748,0.0,5m SELL signal,2019-01-15 09:30:00,0.23383033593350902,2.6725761890411377,2.499999999999999,FREE,429.9834217167107,159.78,93191.0
