side,signal_idx,exec_idx,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx,entry_signal_idx
buy,59476,59477,59477,406.18,246.1962676645822,0.0,5m BUY signal,2024-01-02 06:25:00,0.25319650891408396,1.5529773235321045,1.5499999999999994,FREE,,,,
sell,59830,59831,59831,399.08,246.1962676645822,0.0,5m SELL signal,2024-01-04 04:05:00,0.2641286759207714,0.5193420648574829,-0.5,FREE,-1747.9935004185393,406.18,59477.0,59476.0
buy,60119,60120,60120,396.56,247.7607587744136,0.0,5m BUY signal,2024-01-05 12:30:00,0.24948530076574915,2.265109062194824,2.1999999999999993,FREE,,,,
sell,60344,60345,60345,404.71,247.7607587744136,0.0,5m SELL signal,2024-01-08 15:40:00,0.23496392708696243,0.98375004529953,0.9499999999999997,FREE,2019.2501840114653,396.56,60120.0,60119.0
buy,60659,60660,60660,405.47,247.29636393220932,0.0,5m BUY signal,2024-01-10 10:00:00,0.2143036783991544,1.2534129619598389,1.2499999999999996,FREE,,,,
sell,60667,60668,60668,407.18,247.29636393220932,0.0,5m SELL signal,2024-01-10 10:40:00,0.2143036783991544,3.1454920768737793,-0.5,FREE,422.87678232407285,405.47,60660.0,60659.0
buy,60836,60837,60837,408.32,246.60593031425597,0.0,5m BUY signal,2024-01-11 08:50:00,0.2482211660306027,1.457392692565918,1.0499999999999996,FREE,,,,
sell,60842,60843,60843,409.48,246.60593031425597,0.0,5m SELL signal,2024-01-11 09:20:00,0.2482211660306027,2.9146196842193604,-0.5,FREE,286.0628791645431,408.32,60837.0,60836.0
buy,60851,60852,60852,406.28,248.5482828223923,0.0,5m BUY signal,2024-01-11 10:05:00,0.2482211660306027,1.3235995769500732,1.0499999999999996,FREE,,,,
sell,60857,60858,60858,407.73,248.5482828223923,0.0,5m SELL signal,2024-01-11 10:35:00,0.2482211660306027,2.9785077571868896,-0.5,FREE,360.39501009248016,406.28,60852.0,60851.0
buy,60976,60977,60977,408.92,247.82498130483717,0.0,5m BUY signal,2024-01-12 04:35:00,0.2175252316873129,1.407541036605835,0.8999999999999997,FREE,,,,
sell,61024,61025,61025,409.45,247.82498130483717,0.0,5m SELL signal,2024-01-12 08:35:00,0.2175252316873129,3.035749673843384,2.499999999999999,FREE,131.34724009155693,408.92,60977.0,60976.0
buy,61044,61045,61045,408.86,248.1826018570307,0.0,5m BUY signal,2024-01-12 10:15:00,0.2175252316873129,1.4715205430984497,0.8999999999999997,FREE,,,,
sell,61055,61056,61056,409.78,248.1826018570307,0.0,5m SELL signal,2024-01-12 11:10:00,0.2175252316873129,2.9797780513763428,2.499999999999999,FREE,228.32799370845808,408.86,61045.0,61044.0
buy,61060,61061,61061,408.9601,248.68016852737964,0.0,5m BUY signal,2024-01-12 11:35:00,0.2175252316873129,1.6049219369888306,0.8999999999999997,FREE,,,,
sell,61069,61070,61070,408.83,248.68016852737964,0.0,5m SELL signal,2024-01-12 12:20:00,0.2175252316873129,2.9427103996276855,2.499999999999999,FREE,-32.353289925418856,408.9601,61061.0,61060.0
buy,61101,61102,61102,408.9089,248.63218506383356,0.0,5m BUY signal,2024-01-12 15:00:00,0.2175252316873129,1.6329357624053955,0.8999999999999997,FREE,,,,
sell,61110,61111,61111,409.55,248.63218506383356,0.0,5m SELL signal,2024-01-12 15:45:00,0.2175252316873129,3.0505309104919434,2.499999999999999,FREE,159.3980938444223,408.9089,61102.0,61101.0
buy,61116,61117,61117,409.26,248.8083648362729,0.0,5m BUY signal,2024-01-12 16:15:00,0.2175252316873129,1.5990415811538696,0.8999999999999997,FREE,,,,
sell,61126,61127,61127,409.201,248.8083648362729,0.0,5m SELL signal,2024-01-12 17:10:00,0.2175252316873129,3.2261204719543457,2.499999999999999,FREE,-14.679693525332407,409.26,61117.0,61116.0
buy,61146,61147,61147,406.42,250.5108796303521,0.0,5m BUY signal,2024-01-12 19:55:00,0.2175252316873129,1.4607057571411133,0.8999999999999997,FREE,,,,
sell,61913,61914,61914,423.43,250.5108796303521,0.0,5m SELL signal,2024-01-22 04:00:00,0.20739072460129002,2.7642109394073486,2.1499999999999995,FREE,4261.190062512287,406.42,61147.0,61146.0
buy,62105,62106,62106,421.39,251.72363312342483,0.0,5m BUY signal,2024-01-23 04:00:00,0.24025528382737113,2.8721632957458496,1.7499999999999996,FREE,,,,
sell,62130,62131,62131,421.71,251.72363312342483,0.0,5m SELL signal,2024-01-23 06:05:00,0.24025528382737113,3.1333320140838623,2.1499999999999995,FREE,80.55156259949423,421.39,62106.0,62105.0
buy,62165,62166,62166,422.65,251.16378403993727,0.0,5m BUY signal,2024-01-23 09:00:00,0.24025528382737113,2.7178285121917725,1.7499999999999996,FREE,,,,
sell,62234,62235,62235,422.5,251.16378403993727,0.0,5m SELL signal,2024-01-23 14:45:00,0.24025528382737113,3.2506935596466064,2.1499999999999995,FREE,-37.674567605984876,422.65,62166.0,62165.0
buy,62381,62382,62382,427.9401,247.9709163896384,0.0,5m BUY signal,2024-01-24 11:05:00,0.2524258083904267,2.9719574451446533,-0.5,FREE,,,,
sell,62388,62389,62389,427.82,247.9709163896384,0.0,5m SELL signal,2024-01-24 11:40:00,0.2524258083904267,3.20656156539917,-0.5,FREE,-29.781307058390475,427.9401,62382.0,62381.0
buy,62679,62680,62680,422.76,250.9388718180885,0.0,5m BUY signal,2024-01-26 04:05:00,0.2715967940571857,3.0662026405334473,-0.5,FREE,,,,
sell,62713,62714,62714,424.32,250.9388718180885,0.0,5m SELL signal,2024-01-26 06:55:00,0.2715967940571857,3.257967233657837,-0.5,FREE,391.4646400362186,422.76,62680.0,62679.0
buy,63084,63085,63085,427.84,248.87430368794716,0.0,5m BUY signal,2024-01-30 06:05:00,0.26139528947219076,1.5091453790664673,-0.5,FREE,,,,
sell,63262,63263,63263,420.37,248.87430368794716,0.0,FORCE_SELL->first acceptable 5m signal,2024-01-31 04:55:00,0.3164515496115516,1.1138935089111328,-0.5,FORCE_SELL,-1859.091048548958,427.84,63085.0,63084.0
buy,63515,63516,63516,419.08,249.64038140999892,0.0,5m BUY signal,2024-02-01 10:00:00,0.2537670749851265,2.283052444458008,1.9999999999999996,FREE,,,,
sell,63533,63534,63534,418.92,249.64038140999892,0.0,5m SELL signal,2024-02-01 11:30:00,0.2537670749851265,1.6463284492492676,0.9999999999999996,FREE,-39.94246102559188,419.08,63516.0,63515.0
buy,63687,63688,63688,426.13,245.41653622199036,0.0,5m BUY signal,2024-02-02 08:25:00,0.2501774415075737,1.7938809394836426,1.7499999999999996,FREE,,,,
