feature,coef,abs_coef
k_range_over_atr,3.5717478339097157,3.5717478339097157
vix_slope40,1.2674204418114752,1.2674204418114752
vix_range_over_atr,1.0692444417182694,1.0692444417182694
k_above_ma_100,0.9734147712445361,0.9734147712445361
k_close_pos,-0.9129287392380626,0.9129287392380626
vix_vol_40,0.896900882398009,0.896900882398009
vix_atr_14,-0.8501337904487521,0.8501337904487521
k_ret1,0.820587996979436,0.820587996979436
vix_ret1,0.6710965865221754,0.6710965865221754
vix_vol_20,-0.630609987252199,0.630609987252199
k_atr_14,0.6055249755065641,0.6055249755065641
ctx_days_since_last_bsp,-0.537021163443682,0.537021163443682
vix_level,-0.5212302495139838,0.5212302495139838
vix_above_ma_100,-0.5010397354976758,0.5010397354976758
k_gap,0.43174636572373615,0.43174636572373615
k_vol_40,0.4261863636767298,0.4261863636767298
ctx_days_since_last_sell,0.37730769588958946,0.37730769588958946
k_above_ma_20,0.367748380666307,0.367748380666307
dp_minK,-0.3421202031769922,0.3421202031769922
bd_sell,-0.32550060757463495,0.32550060757463495
ctx_last_dir_sell,-0.32550060757463495,0.32550060757463495
vix_gap,0.31915223856259217,0.31915223856259217
k_vol_5,-0.3133007040982398,0.3133007040982398
p,-0.29069200865572686,0.29069200865572686
rg_down,-0.28983787005727724,0.28983787005727724
ctx_days_since_last_buy,0.25324505676123005,0.25324505676123005
ctx_density_sell,-0.25030329323176,0.25030329323176
vix_above_ma_50,0.24100710359075556,0.24100710359075556
k_ret_20,-0.23403233760754624,0.23403233760754624
k_vol_20,0.20881657881673799,0.20881657881673799
ctx_has_bsp,-0.19511911150841668,0.19511911150841668
k_above_ma_50,0.19411870465381645,0.19411870465381645
ctx_density_total,-0.17825866170235,0.17825866170235
vix_vol_5,0.15956285228960504,0.15956285228960504
k_ret_10,-0.1503920265420786,0.1503920265420786
vix_close_pos,0.14630478707121877,0.14630478707121877
k_ret_40,-0.13287293380558723,0.13287293380558723
vix_ret_40,-0.13047314307768942,0.13047314307768942
bd_buy,0.1303814960662094,0.1303814960662094
ctx_last_dir_buy,0.1303814960662094,0.1303814960662094
vix_ret_5,-0.11665573890815985,0.11665573890815985
rg_unknown,0.11443467828256247,0.11443467828256247
vix_ret_20,-0.11208865057732341,0.11208865057732341
ctx_density_buy,0.09858739051393604,0.09858739051393604
k_ret_5,-0.09826973172810775,0.09826973172810775
dp_maxK,-0.05785686673614399,0.05785686673614399
k_slope40,-0.05304765459109317,0.05304765459109317
vix_above_ma_20,-0.049159668103555335,0.049159668103555335
vix_vol_10,0.0419485377522454,0.0419485377522454
k_vol_10,0.03765358626259252,0.03765358626259252
rg_up,-0.019715919733705307,0.019715919733705307
vix_ret_10,-0.012491138184928138,0.012491138184928138
ctx_density_imb,-0.008066059844411902,0.008066059844411902
bd_none,0.0,0.0
