date,equity,cash,pos,buy_th,sell_th,p_day,daily_action
2012-03-08,104710.47044588003,0.0,1,1.3999999999999995,1.5499999999999994,0.1775981546057673,FREE
2012-03-09,105358.23085692785,0.0,1,1.9999999999999996,1.4999999999999996,0.1721860896870059,FREE
2012-03-12,105471.58892886121,0.0,1,1.5999999999999996,-0.5,0.18354616460284065,FORCE_BUY
2012-03-13,105957.40923714709,105957.40923714709,0,-0.5,-0.5,0.1973893187141004,FORCE_SELL
2012-03-14,105992.62326261467,105992.62326261467,0,-0.5,-0.5,0.19755358149463506,FREE
2012-03-15,105992.62326261467,105992.62326261467,0,-0.5,-0.5,0.16172810073902175,FORCE_BUY
2012-03-16,105992.62326261467,105992.62326261467,0,-0.5,-0.5,0.17013918903166347,FORCE_SELL
2012-03-19,105992.62326261467,105992.62326261467,0,-0.5,-0.5,0.1716609075678908,FORCE_SELL
2012-03-20,106916.51447830924,0.0,1,-0.5,1.6999999999999993,0.17184989087266278,FORCE_BUY
2012-03-21,106996.16027276566,0.0,1,-0.5,1.6999999999999993,0.17627538557875477,FREE
2012-03-22,106900.58531941795,0.0,1,2.2499999999999996,0.7499999999999998,0.1898194290521976,FORCE_SELL
2012-03-23,106709.43541272251,0.0,1,2.2499999999999996,0.34999999999999987,0.18216775661049991,FORCE_BUY
2012-03-26,108668.72195635065,0.0,1,2.2499999999999996,0.34999999999999987,0.18652683883897378,FORCE_BUY
2012-03-27,108684.65111524194,108684.65111524194,0,2.2499999999999996,0.34999999999999987,0.20011236613557445,FORCE_SELL
2012-03-28,108869.50262567977,108869.50262567977,0,2.2499999999999996,0.34999999999999987,0.20202562752788303,FREE
2012-03-29,108869.50262567977,108869.50262567977,0,2.1999999999999993,0.7999999999999998,0.18106114986760866,FORCE_SELL
2012-03-30,108869.50262567977,108869.50262567977,0,2.1999999999999993,-0.5,0.19832173389719288,FORCE_BUY
2012-04-02,110079.8810272401,0.0,1,-0.5,2.1499999999999995,0.19207689954601945,FORCE_BUY
2012-04-03,109983.05075511528,0.0,1,1.7499999999999996,1.0999999999999996,0.19993212522592044,FREE
2012-04-04,108530.59667324288,0.0,1,2.0999999999999996,1.1999999999999997,0.19328092024415597,FREE
2012-04-05,109353.65398630392,109353.65398630392,0,2.1999999999999993,1.3499999999999996,0.18804053743291438,FORCE_SELL
2012-04-09,109353.65398630392,109353.65398630392,0,2.1999999999999993,1.3499999999999996,0.16588963087274863,FORCE_BUY
2012-04-10,109353.65398630392,109353.65398630392,0,2.1999999999999993,1.3499999999999996,0.17068066288139835,FORCE_SELL
2012-04-11,109370.0981447981,0.0,1,2.2999999999999994,1.5999999999999996,0.1612558580401787,FREE
2012-04-12,110521.18923939076,0.0,1,2.1499999999999995,1.1499999999999997,0.1548870418361762,FORCE_BUY
2012-04-13,108778.10843900758,0.0,1,1.8999999999999995,1.9499999999999993,0.17323453868758587,FORCE_SELL
2012-04-16,107561.24071043817,0.0,1,1.8499999999999996,1.8999999999999995,0.16155945610210373,FREE
2012-04-17,108827.44091449013,108827.44091449013,0,1.4999999999999996,1.8999999999999995,0.1482953892542906,FORCE_SELL
2012-04-18,108631.09009642158,0.0,1,1.9499999999999993,-0.5,0.15102217285106498,FORCE_BUY
2012-04-19,107862.04939231978,107862.04939231978,0,2.0999999999999996,2.0499999999999994,0.16902689728183162,FREE
2012-04-20,107484.73728037706,0.0,1,2.4499999999999993,2.499999999999999,0.15777705175355816,FORCE_BUY
2012-04-23,106877.75692638227,0.0,1,1.9499999999999993,1.9499999999999993,0.14114541938110178,FORCE_SELL
2012-04-24,107681.59577356456,0.0,1,2.0499999999999994,1.4999999999999996,0.14209251801229653,FREE
2012-04-25,107927.66889004895,107927.66889004895,0,2.4499999999999993,2.349999999999999,0.1455236834791707,FORCE_SELL
2012-04-26,107927.66889004895,107927.66889004895,0,2.4499999999999993,2.349999999999999,0.13469108805552946,FORCE_BUY
2012-04-27,107927.66889004895,107927.66889004895,0,-0.5,2.0499999999999994,0.1497490943766007,FREE
2012-04-30,107927.66889004895,107927.66889004895,0,-0.5,-0.5,0.16155342804949,FORCE_SELL
2012-05-01,108073.21114656836,0.0,1,-0.5,-0.5,0.16830718250938928,FORCE_BUY
2012-05-02,108745.45000379634,108745.45000379634,0,-0.5,-0.5,0.15768752353735227,FREE
2012-05-03,107319.28016768099,0.0,1,2.4499999999999993,-0.5,0.17885846123122126,FORCE_BUY
2012-05-04,104418.32106921906,0.0,1,-0.5,-0.5,0.1866813659702906,FREE
2012-05-07,105163.81893809754,0.0,1,-0.5,2.3999999999999995,0.1523869745135581,FORCE_BUY
2012-05-08,104434.52754462945,104434.52754462945,0,-0.5,2.1999999999999993,0.16497269838887108,FORCE_SELL
2012-05-09,104190.76517577143,0.0,1,-0.5,1.5499999999999994,0.17155921103547223,FREE
2012-05-10,104044.40699150704,0.0,1,-0.5,-0.5,0.16208026752008964,FORCE_BUY
2012-05-11,104223.28921671909,104223.28921671909,0,-0.5,-0.5,0.17347896457515408,FORCE_SELL
2012-05-14,104354.44956180855,0.0,1,-0.5,-0.5,0.28460623725547396,FREE
2012-05-15,104993.85624411971,104993.85624411971,0,1.3999999999999995,1.0999999999999996,0.3196674275811526,FORCE_SELL
2012-05-16,104512.68970949906,0.0,1,1.7999999999999994,-0.5,0.2683832441407388,FORCE_BUY
2012-05-17,102422.10407631968,0.0,1,2.349999999999999,-0.5,0.2872270345482227,FORCE_BUY
2012-05-18,100812.68497776096,0.0,1,2.2999999999999994,1.5999999999999996,0.2779622484207359,FREE
2012-05-21,102322.55237950162,102322.55237950162,0,2.2999999999999994,1.5999999999999996,0.20556864825977494,FORCE_SELL
2012-05-22,102322.55237950162,102322.55237950162,0,1.4999999999999996,-0.5,0.23749430001368896,FORCE_BUY
2012-05-23,102868.49443827581,0.0,1,1.4499999999999995,-0.5,0.20024696788395083,FREE
2012-05-24,103761.4214113777,103761.4214113777,0,1.2999999999999996,-0.5,0.18460266973211337,FORCE_SELL
2012-05-25,103477.87468834387,0.0,1,1.2999999999999996,-0.5,0.16225243152182034,FORCE_BUY
2012-05-29,104111.68501041949,104111.68501041949,0,1.2999999999999996,-0.5,0.18131643809020706,FORCE_SELL
2012-05-30,104640.428262332,0.0,1,1.2999999999999996,-0.5,0.2242615622254365,FREE
2012-05-31,104270.19837784,0.0,1,2.4499999999999993,2.499999999999999,0.206631810162905,FORCE_BUY
2012-06-01,103294.13777327017,103294.13777327017,0,2.2999999999999994,2.499999999999999,0.24678948398174802,FORCE_SELL
2012-06-04,103294.13777327017,103294.13777327017,0,2.2999999999999994,2.499999999999999,0.22462040756405055,FORCE_SELL
2012-06-05,104386.60301025891,104386.60301025891,0,2.2499999999999996,2.3999999999999995,0.21946902110922162,FREE
2012-06-06,104386.60301025891,104386.60301025891,0,2.2499999999999996,2.3999999999999995,0.250642219050418,FORCE_BUY
2012-06-07,104436.83717917626,0.0,1,2.2499999999999996,2.3999999999999995,0.2829636019076538,FREE
2012-06-08,104118.6874426997,104118.6874426997,0,2.2499999999999996,2.1499999999999995,0.20898426777665577,FORCE_SELL
2012-06-11,101943.71248741621,0.0,1,-0.5,2.0999999999999996,0.32935449377834325,FORCE_BUY
2012-06-12,103465.0698478287,103465.0698478287,0,-0.5,1.8499999999999996,0.2274161799400841,FREE
2012-06-13,103465.0698478287,103465.0698478287,0,-0.5,1.5999999999999996,0.3387946169737399,FORCE_SELL
2012-06-14,104291.58819810183,0.0,1,-0.5,1.3999999999999995,0.25578714606580816,FORCE_BUY
2012-06-15,105527.19138840916,0.0,1,-0.5,2.4499999999999993,0.2580984018104362,FORCE_BUY
2012-06-18,105042.96851653195,105042.96851653195,0,1.5999999999999996,2.349999999999999,0.2093154060756642,FORCE_SELL
2012-06-19,105124.81592849745,0.0,1,1.7499999999999996,2.499999999999999,0.21443106406220913,FREE
2012-06-20,105206.66334046295,0.0,1,0.6999999999999997,2.0999999999999996,0.21157875460728678,FORCE_BUY
2012-06-21,102767.61046389084,0.0,1,1.2499999999999996,-0.5,0.235375911858163,FORCE_SELL
2012-06-22,103504.2371715804,0.0,1,1.1499999999999997,-0.5,0.1754620756972666,FORCE_BUY
2012-06-25,101932.76686184268,101932.76686184268,0,2.3999999999999995,-0.5,0.1926337083428007,FREE
2012-06-26,101932.76686184268,101932.76686184268,0,2.1499999999999995,2.0499999999999994,0.20882299551306818,FORCE_SELL
2012-06-27,101932.76686184268,101932.76686184268,0,1.9999999999999996,1.8499999999999996,0.21873366206436584,FORCE_SELL
2012-06-28,101003.73460870468,0.0,1,2.499999999999999,1.6499999999999995,0.22409467243689826,FREE
2012-06-29,104589.47312958818,0.0,1,-0.5,2.3999999999999995,0.2703345945985897,FORCE_BUY
2012-07-02,104719.86362125666,0.0,1,-0.5,2.3999999999999995,0.22846466697686163,FORCE_SELL
2012-07-03,105208.82796501351,105208.82796501351,0,-0.5,2.3999999999999995,0.26199572307665936,FREE
2012-07-05,105208.82796501351,105208.82796501351,0,-0.5,2.3999999999999995,0.21016687767248407,FORCE_BUY
2012-07-06,105208.82796501351,105208.82796501351,0,-0.5,2.3999999999999995,0.24274909939433928,FORCE_SELL
2012-07-09,105340.45203467796,105340.45203467796,0,1.7999999999999994,-0.5,0.22342436851859526,FREE
2012-07-10,103960.66130164929,0.0,1,2.1499999999999995,-0.5,0.3112374220636735,FORCE_BUY
2012-07-11,104437.01762614728,104437.01762614728,0,2.349999999999999,-0.5,0.2539798885604663,FORCE_SELL
2012-07-12,104136.81540365117,104136.81540365117,0,2.499999999999999,1.0999999999999996,0.23875937999363273,FREE
2012-07-13,104136.81540365117,104136.81540365117,0,-0.5,1.6499999999999995,0.23327516899850673,FORCE_BUY
2012-07-16,104136.81540365117,104136.81540365117,0,-0.5,1.6499999999999995,0.20448499221544994,FORCE_SELL
2012-07-17,105145.33367741396,105145.33367741396,0,1.0999999999999996,2.2499999999999996,0.240080649416376,FREE
2012-07-18,105998.73477028974,0.0,1,0.8999999999999997,2.1499999999999995,0.24464330133632872,FREE
2012-07-19,106933.72825247892,0.0,1,1.5499999999999994,2.499999999999999,0.2310421733824436,FORCE_BUY
2012-07-20,105375.4057821636,0.0,1,1.5499999999999994,2.499999999999999,0.22364551055721257,FREE
2012-07-23,103882.69688954578,0.0,1,2.2999999999999994,-0.5,0.20515295743392944,FORCE_SELL
2012-07-24,102416.32277342223,0.0,1,2.2999999999999994,-0.5,0.2310190038508093,FREE
2012-07-25,103524.86778567091,0.0,1,-0.5,-0.5,0.2199031844593374,FREE
2012-07-26,104749.23093352765,0.0,1,2.349999999999999,1.2499999999999996,0.21428735590958325,FORCE_BUY
2012-07-27,104898.13996502374,104898.13996502374,0,-0.5,0.9999999999999996,0.22542213768829264,FORCE_SELL
2012-07-30,104776.87043905263,0.0,1,2.1999999999999993,-0.5,0.20475477484637136,FORCE_BUY
2012-07-31,105164.25992956967,0.0,1,2.2499999999999996,-0.5,0.2269551841197978,FREE
2012-08-01,105781.24956633418,105781.24956633418,0,2.0499999999999994,-0.5,0.2257584398891985,FORCE_SELL
2012-08-02,105781.24956633418,105781.24956633418,0,2.3999999999999995,-0.5,0.24126146398967643,FREE
2012-08-03,105781.24956633418,105781.24956633418,0,2.3999999999999995,-0.5,0.2192151759660463,FORCE_BUY
2012-08-06,105781.24956633418,105781.24956633418,0,2.3999999999999995,-0.5,0.19869227376319654,FREE
2012-08-07,105781.24956633418,105781.24956633418,0,1.7999999999999994,2.1999999999999993,0.21403447122138167,FORCE_SELL
2012-08-08,105781.24956633418,105781.24956633418,0,1.6999999999999993,2.2499999999999996,0.21678939639439124,FORCE_SELL
2012-08-09,106131.09735503823,0.0,1,1.1499999999999997,2.349999999999999,0.2044810084790798,FORCE_BUY
2012-08-10,106131.09735503823,106131.09735503823,0,1.1499999999999997,2.3999999999999995,0.20422516613380556,FREE
2012-08-13,106131.09735503823,106131.09735503823,0,1.1499999999999997,2.3999999999999995,0.2219274549611953,FORCE_SELL
2012-08-14,106051.90686305564,0.0,1,1.1499999999999997,2.3999999999999995,0.2318058926145905,FORCE_BUY
2012-08-15,106701.26889731272,0.0,1,0.6999999999999997,1.0499999999999996,0.21412458203201132,FORCE_SELL
2012-08-16,106670.32605359846,0.0,1,0.7499999999999998,2.499999999999999,0.20986322217414424,FREE
2012-08-17,107093.99460367895,0.0,1,0.7499999999999998,2.499999999999999,0.20282984332292744,FORCE_BUY
2012-08-20,107329.36602039034,0.0,1,-0.5,0.6499999999999997,0.19904185363644,FORCE_SELL
2012-08-21,106905.69747030984,0.0,1,1.4499999999999995,1.0499999999999996,0.23374742553159686,FORCE_BUY
2012-08-22,107431.36030096527,107431.36030096527,0,2.2499999999999996,1.2999999999999996,0.2090034384485074,FORCE_SELL
2012-08-23,107431.36030096527,107431.36030096527,0,-0.5,0.7999999999999998,0.23086948793638853,FREE
2012-08-24,108461.45890246441,0.0,1,0.9999999999999996,1.0499999999999996,0.21963670273975633,FORCE_BUY
2012-08-27,108477.30657325672,0.0,1,0.8999999999999997,-0.5,0.21676641122828097,FORCE_BUY
2012-08-28,108461.45890246441,108461.45890246441,0,1.1499999999999997,0.8499999999999996,0.21921552801875177,FORCE_SELL
2012-08-29,108826.49305243594,108826.49305243594,0,1.3999999999999995,1.0499999999999996,0.2054588468293813,FREE
2012-08-30,108826.49305243594,108826.49305243594,0,1.3999999999999995,1.0499999999999996,0.20717291384803002,FORCE_BUY
2012-08-31,108826.49305243594,108826.49305243594,0,0.8999999999999997,1.7499999999999996,0.21919465592581008,FORCE_SELL
2012-09-04,108842.47344789152,0.0,1,0.6499999999999997,1.6499999999999995,0.21453011728740326,FORCE_BUY
2012-09-05,108746.5910751581,0.0,1,0.7499999999999998,1.1999999999999997,0.20690391272345718,FREE
2012-09-06,109385.80689338093,109385.80689338093,0,-0.5,1.9499999999999993,0.23571324254420933,FORCE_SELL
2012-09-07,109385.80689338093,109385.80689338093,0,-0.5,1.9499999999999993,0.19468898508518084,FORCE_BUY
2012-09-10,109385.80689338093,109385.80689338093,0,2.1499999999999995,0.7999999999999998,0.24370736294949347,FORCE_SELL
2012-09-11,109385.80689338093,109385.80689338093,0,1.5499999999999994,1.1499999999999997,0.21842581944771758,FREE
2012-09-12,109833.25796613691,0.0,1,0.8499999999999996,1.6999999999999993,0.2031233856372955,FORCE_BUY
2012-09-13,110728.35983789574,110728.35983789574,0,1.8999999999999995,1.6999999999999993,0.26296446103825655,FREE
2012-09-14,110728.35983789574,110728.35983789574,0,1.1999999999999997,2.349999999999999,0.26381789169656494,FORCE_SELL
2012-09-17,110728.35983789574,110728.35983789574,0,1.1999999999999997,2.349999999999999,0.2577160993865099,FORCE_SELL
2012-09-18,111314.30796632855,0.0,1,1.1999999999999997,2.349999999999999,0.214891883469612,FORCE_BUY
2012-09-19,111440.99945355725,0.0,1,1.1999999999999997,2.349999999999999,0.22802660921500117,FREE
2012-09-20,111440.99945355725,0.0,1,-0.5,1.4499999999999995,0.22576419547797558,FORCE_SELL
2012-09-21,111155.94360729263,0.0,1,1.8999999999999995,-0.5,0.2510457439546809,FORCE_BUY
2012-09-24,110641.36677336674,110641.36677336674,0,2.0499999999999994,-0.5,0.22482547865274402,FREE
2012-09-25,110641.36677336674,110641.36677336674,0,2.349999999999999,1.0999999999999996,0.3123510396111899,FORCE_SELL
2012-09-26,110641.36677336674,110641.36677336674,0,1.8499999999999996,1.8499999999999996,0.2626583268541985,FORCE_BUY
2012-09-27,110915.78105900626,0.0,1,1.8499999999999996,1.8499999999999996,0.2387022044032806,FREE
2012-09-28,109825.54210092408,0.0,1,2.1999999999999993,2.499999999999999,0.2477504821745032,FORCE_SELL
2012-10-01,109761.41039750747,0.0,1,1.9999999999999996,-0.5,0.28325192604858895,FREE
2012-10-02,110066.03598873633,0.0,1,1.9999999999999996,-0.5,0.2456570007457077,FORCE_BUY
2012-10-03,110322.56280240271,110322.56280240271,0,2.2499999999999996,-0.5,0.2259289175560358,FORCE_SELL
2012-10-04,110322.56280240271,110322.56280240271,0,0.6999999999999997,-0.5,0.1917610318308931,FORCE_SELL
2012-10-05,109863.41365469054,109863.41365469054,0,0.7999999999999998,-0.5,0.2645166895281011,FREE
2012-10-08,109863.41365469054,109863.41365469054,0,1.4499999999999995,-0.5,0.1999798824703163,FORCE_SELL
2012-10-09,108344.71352475806,0.0,1,2.2499999999999996,-0.5,0.2515578945883049,FORCE_BUY
2012-10-10,108571.00907082258,108571.00907082258,0,2.1499999999999995,-0.5,0.22589849189229494,FREE
2012-10-11,108571.00907082258,108571.00907082258,0,1.4999999999999996,1.3499999999999996,0.24838733701416085,FORCE_SELL
2012-10-12,108408.35587371275,0.0,1,1.9999999999999996,-0.5,0.2361791823810686,FORCE_BUY
2012-10-15,108586.90002807125,108586.90002807125,0,1.4499999999999995,1.9999999999999996,0.20354571269387112,FREE
2012-10-16,108586.90002807125,108586.90002807125,0,1.4499999999999995,2.2499999999999996,0.20390245949113775,FORCE_BUY
2012-10-17,108586.90002807125,108586.90002807125,0,1.4499999999999995,2.2499999999999996,0.20042566363340497,FORCE_SELL
2012-10-18,108088.49998352428,0.0,1,2.1999999999999993,-0.5,0.2279867123012913,FREE
2012-10-19,105387.49329049555,0.0,1,2.499999999999999,-0.5,0.2650327934430569,FORCE_BUY
2012-10-22,106464.68048354867,0.0,1,2.499999999999999,-0.5,0.18866858191704197,FORCE_BUY
2012-10-23,105387.49329049555,0.0,1,2.499999999999999,-0.5,0.22896456614185037,FORCE_SELL
2012-10-24,105837.661072667,105837.661072667,0,2.1499999999999995,-0.5,0.2759140615343157,FREE
2012-10-25,104998.32015825818,0.0,1,1.8499999999999996,1.7999999999999994,0.22746468688968488,FORCE_BUY
2012-10-26,104982.17898682726,104982.17898682726,0,1.7499999999999996,1.3999999999999995,0.2384280800881562,FORCE_SELL
2012-10-31,103726.3689612384,0.0,1,2.0999999999999996,-0.5,0.2299271316080278,FREE
2012-11-01,105792.56747822414,0.0,1,1.6499999999999995,-0.5,0.23039737417940356,FORCE_BUY
2012-11-02,105872.6526920608,105872.6526920608,0,1.4999999999999996,-0.5,0.30043728725789504,FORCE_SELL
2012-11-05,106556.43731655204,106556.43731655204,0,0.44999999999999973,2.499999999999999,0.2103872100607929,FREE
2012-11-06,106556.43731655204,106556.43731655204,0,1.1499999999999997,-0.5,0.2136398587108529,FORCE_SELL
2012-11-07,104798.67112895656,0.0,1,2.3999999999999995,-0.5,0.29780141900025925,FORCE_BUY
2012-11-08,104749.84429041223,104749.84429041223,0,1.9999999999999996,-0.5,0.2952094172736179,FORCE_SELL
2012-11-09,105480.85034097183,0.0,1,1.6499999999999995,-0.5,0.29285448444138945,FREE
2012-11-12,105248.25750670287,0.0,1,1.6499999999999995,-0.5,0.3073247378329625,FORCE_BUY
2012-11-13,105015.66467243391,105015.66467243391,0,2.349999999999999,1.8999999999999995,0.2801147432794415,FORCE_SELL
2012-11-14,103437.35615418028,0.0,1,-0.5,1.8999999999999995,0.3084932029879263,FORCE_BUY
2012-11-15,103055.0146638302,0.0,1,2.3999999999999995,1.8499999999999996,0.22318115248408787,FREE
2012-11-16,103437.50059851925,103437.50059851925,0,-0.5,2.3999999999999995,0.2087073718626545,FORCE_SELL
2012-11-19,103698.33590341701,0.0,1,-0.5,2.3999999999999995,0.22622421991367106,FORCE_BUY
2012-11-20,103584.22045752424,103584.22045752424,0,-0.5,2.3999999999999995,0.22991354152207677,FREE
2012-11-21,103584.22045752424,103584.22045752424,0,-0.5,2.3999999999999995,0.22153627790755373,FORCE_SELL
2012-11-23,103969.11305560143,103969.11305560143,0,-0.5,2.3999999999999995,0.20244046027825788,FREE
2012-11-26,103969.11305560143,103969.11305560143,0,-0.5,2.3999999999999995,0.17997453871268645,FORCE_BUY
2012-11-27,103969.11305560143,103969.11305560143,0,2.2999999999999994,-0.5,0.22757758175728404,FORCE_SELL
2012-11-28,105629.90999181838,0.0,1,-0.5,2.499999999999999,0.19539529627159968,FORCE_BUY
2012-11-29,106178.01188448005,0.0,1,-0.5,2.499999999999999,0.20208742744138428,FREE
2012-11-30,106420.05902403433,106420.05902403433,0,-0.5,-0.5,0.19631813861216782,FORCE_SELL
2012-12-03,105566.76656892482,0.0,1,2.2999999999999994,-0.5,0.2392520887668411,FORCE_BUY
2012-12-04,105872.66386415277,105872.66386415277,0,2.499999999999999,2.2499999999999996,0.21190496994888694,FORCE_SELL
2012-12-05,105872.66386415277,105872.66386415277,0,1.7499999999999996,1.8499999999999996,0.20838503621743557,FREE
2012-12-06,107051.75617632896,0.0,1,0.6499999999999997,1.6999999999999993,0.20424829356813204,FORCE_BUY
2012-12-07,107428.41066494076,107428.41066494076,0,0.7999999999999998,1.6999999999999993,0.21398187699573348,FORCE_SELL
2012-12-10,108192.55275409913,0.0,1,2.0499999999999994,0.9999999999999996,0.19573958476230927,FREE
2012-12-11,109803.8958551505,0.0,1,2.0499999999999994,1.2499999999999996,0.20245725879995105,FORCE_BUY
2012-12-12,109255.70696510212,0.0,1,2.0499999999999994,1.2499999999999996,0.2251209911703138,FORCE_BUY
2012-12-13,109196.84807686001,109196.84807686001,0,1.5499999999999994,-0.5,0.25452595801475525,FREE
2012-12-14,109196.84807686001,109196.84807686001,0,1.8999999999999995,-0.5,0.2240102297753304,FORCE_SELL
2012-12-17,111349.59562509987,0.0,1,-0.5,2.2499999999999996,0.2159248006245289,FORCE_BUY
2012-12-18,112094.41819745282,112094.41819745282,0,-0.5,-0.5,0.2333119244254104,FREE
2012-12-19,112094.41819745282,112094.41819745282,0,1.2999999999999996,-0.5,0.22854797781983702,FORCE_SELL
2012-12-20,112094.41819745282,112094.41819745282,0,0.8999999999999997,-0.5,0.20923259314570286,FREE
2012-12-21,112680.66803881773,0.0,1,2.499999999999999,1.4999999999999996,0.21894166738328033,FORCE_BUY
2012-12-24,112042.69027027357,0.0,1,2.499999999999999,1.4999999999999996,0.20913084599232243,FORCE_SELL
2012-12-26,111249.52872019159,0.0,1,2.499999999999999,1.4999999999999996,0.20633617992567577,FORCE_BUY
2012-12-27,111111.5875810469,0.0,1,2.2499999999999996,1.7499999999999996,0.19356598367459887,FREE
2012-12-28,109714.93354720694,0.0,1,2.349999999999999,1.4499999999999995,0.2735397350488137,FORCE_SELL
2012-12-31,112335.81519095603,0.0,1,2.349999999999999,1.4499999999999995,0.21201826623842657,FORCE_BUY
2013-01-02,112939.30767471403,112939.30767471403,0,2.349999999999999,1.4499999999999995,0.275445215939216,FORCE_SELL
2013-01-03,112939.30767471403,112939.30767471403,0,2.349999999999999,1.4499999999999995,0.2953063805174567,FREE
2013-01-04,112939.30767471403,112939.30767471403,0,-0.5,-0.5,0.2321641162273755,FORCE_BUY
