date,chosen_action,reward_force_buy,reward_free,reward_force_sell,chosen_reward,best_action_ex_post,oracle_equity,p_day,close
2012-01-03,FORCE_BUY,0.003173483779971721,0.0037018409917601094,0.0,0.003173483779971721,FREE,100370.18409917603,0.242041881665375,56.9
2012-01-04,FREE,0.00598170302603803,0.0020988539874833745,-0.0007037297677692739,0.0020988539874833745,FORCE_BUY,100970.56873312607,0.23740916937489454,57.14
2012-01-05,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100970.56873312607,0.23072523638520281,57.61
2012-01-06,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,100970.56873312607,0.24175774478783765,57.81
2012-01-09,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100970.56873312607,0.22405359849552112,57.62
2012-01-10,FORCE_SELL,-0.0046463603510581986,-0.0031005995087221776,0.0,0.0,FORCE_SELL,100970.56873312607,0.2319851197982793,58.04
2012-01-11,FORCE_BUY,0.005536332179930734,0.0029411764705882435,0.0,0.005536332179930734,FORCE_BUY,101529.57534202917,0.2297802693910621,58.16
2012-01-12,FREE,0.003256770654782252,0.0001714089818306146,0.0001714089818306146,0.0001714089818306146,FORCE_BUY,101860.2338835956,0.22562492044925786,58.39
2012-01-13,FORCE_SELL,-0.0025698132602364394,-0.007880760664725062,0.0,0.0,FORCE_SELL,101860.2338835956,0.22526059474919927,58.18
2012-01-17,FORCE_SELL,0.003414717432132468,0.0022195663308861545,0.0,0.0,FORCE_BUY,102208.057799879,0.2337566535503773,58.71
2012-01-18,FORCE_BUY,0.01122639904745715,0.00428644327266546,0.0,0.01122639904745715,FORCE_BUY,103355.48624260601,0.226839667645212,59.49
2012-01-19,FORCE_SELL,0.0016801075268817137,-0.002839505257748389,0.0008400537634408569,0.0008400537634408569,FORCE_BUY,103529.13457298673,0.22834938129948953,59.86
2012-01-20,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,103529.13457298673,0.2234743602342103,59.77
2012-01-23,FORCE_BUY,0.0021790144150184497,0.008057937359012812,0.0,0.0021790144150184497,FREE,104363.36585420866,0.22075337014503418,59.79
2012-01-24,FORCE_SELL,0.011209636941609412,0.015260805999089383,-0.001020578885728521,-0.001020578885728521,FREE,105956.03493392172,0.2155992341670371,59.68
2012-01-25,FREE,0.0018254231662793506,0.0010106207840527154,0.0,0.0010106207840527154,FORCE_BUY,106149.4495346972,0.23236727299675866,60.43
2012-01-26,FORCE_SELL,-0.002487562189054672,-0.0028170460661184945,0.0038142620232172676,0.0038142620232172676,FORCE_SELL,106554.33134884281,0.2420810506834212,60.22
2012-01-27,FORCE_BUY,0.005161505161504997,0.005011481056257101,0.0,0.005161505161504997,FORCE_BUY,107104.31208008058,0.20992464670788236,60.4
