date,equity,cash,pos,buy_th,sell_th,p_day,daily_action
2011-06-01,100000.0,100000.0,0,0.3,0.3,0.20390485579453968,FORCE_BUY
2011-06-02,100000.0,100000.0,0,0.3,0.3,0.23847828415105332,FORCE_BUY
2011-06-03,100000.0,100000.0,0,0.3,0.3,0.1949210263847466,FORCE_BUY
2011-06-06,100000.0,100000.0,0,0.3,0.3,0.189747518161021,FORCE_BUY
2011-06-07,100000.0,100000.0,0,0.3,0.3,0.20327685619675426,FORCE_BUY
2011-06-08,100000.0,100000.0,0,0.3,0.3,0.20015456861471584,FORCE_BUY
2011-06-09,100000.0,100000.0,0,0.3,0.3,0.2695922965532721,FORCE_BUY
2011-06-10,100000.0,100000.0,0,0.3,0.3,0.19409208338554929,FORCE_BUY
2011-06-13,100000.0,100000.0,0,0.3,0.3,0.19029988084357588,FORCE_BUY
2011-06-14,100000.0,100000.0,0,0.3,0.3,0.29389579202933513,FORCE_BUY
2011-06-15,100000.0,100000.0,0,0.3,0.3,0.2262495889866144,FORCE_BUY
2011-06-16,100000.0,100000.0,0,0.3,0.3,0.24734728321244356,FORCE_BUY
2011-06-17,100000.0,100000.0,0,0.3,0.3,0.23346282364003001,FORCE_BUY
2011-06-20,100000.0,100000.0,0,0.3,0.3,0.3116502570276843,FORCE_BUY
2011-06-21,100000.0,100000.0,0,0.3,0.3,0.32195139918750915,FORCE_BUY
2011-06-22,100000.0,100000.0,0,0.3,0.3,0.2406169800830816,FORCE_BUY
2011-06-23,100000.0,100000.0,0,0.3,0.3,0.2850442277775549,FORCE_BUY
2011-06-24,100000.0,100000.0,0,0.3,0.3,0.26103243341849935,FORCE_BUY
2011-06-27,100000.0,100000.0,0,0.3,0.3,0.22557040909782908,FORCE_BUY
2011-06-28,100000.0,100000.0,0,0.3,0.3,0.197861295422017,FORCE_BUY
2011-06-29,100000.0,100000.0,0,0.3,0.3,0.19074554944789798,FORCE_BUY
2011-06-30,100000.0,100000.0,0,0.3,0.3,0.21141969145471654,FORCE_BUY
2011-07-01,100000.0,100000.0,0,0.3,0.3,0.21037893888026019,FORCE_BUY
2011-07-05,100000.0,100000.0,0,0.3,0.3,0.18510916741312813,FORCE_BUY
2011-07-06,100000.0,100000.0,0,0.3,0.3,0.21044756147957408,FORCE_BUY
2011-07-07,100000.0,100000.0,0,0.3,0.3,0.21001383707883525,FORCE_BUY
2011-07-08,100000.0,100000.0,0,0.3,0.3,0.21580266211998253,FORCE_BUY
2011-07-11,100000.0,100000.0,0,0.3,0.3,0.25078583501699014,FORCE_BUY
2011-07-12,100000.0,100000.0,0,0.3,0.3,0.2322021740450787,FORCE_BUY
2011-07-13,100000.0,100000.0,0,0.3,0.3,0.23138651814847833,FORCE_BUY
2011-07-14,100000.0,100000.0,0,0.3,0.3,0.2434643882309041,FORCE_BUY
2011-07-15,100000.0,100000.0,0,0.3,0.3,0.2123296008083804,FORCE_BUY
2011-07-18,100000.0,100000.0,0,1.5999999999999996,1.9499999999999993,0.2306897969861279,FORCE_BUY
2011-07-19,100000.0,100000.0,0,1.5999999999999996,2.4499999999999993,0.2104167800284764,FORCE_BUY
2011-07-20,100000.0,100000.0,0,0.9999999999999996,-0.5,0.23539924515248814,FORCE_BUY
2011-07-21,100000.0,100000.0,0,-0.5,-0.5,0.21171824963329985,FORCE_BUY
2011-07-22,100000.0,100000.0,0,-0.5,-0.5,0.19733508953336085,FORCE_BUY
2011-07-25,100000.0,100000.0,0,1.3999999999999995,1.8999999999999995,0.24236527284271844,FORCE_BUY
2011-07-26,100000.0,100000.0,0,1.3999999999999995,1.8999999999999995,0.23917516557022642,FORCE_BUY
2011-07-27,100000.0,100000.0,0,1.6499999999999995,-0.5,0.26708786096466014,FREE
2011-07-28,100000.0,100000.0,0,1.5999999999999996,1.2499999999999996,0.23051921987662435,FORCE_SELL
2011-07-29,100000.0,100000.0,0,1.4999999999999996,-0.5,0.23028736791832274,FORCE_BUY
2011-08-01,100000.0,100000.0,0,2.0999999999999996,0.5999999999999996,0.23017930777573647,FREE
2011-08-02,100000.0,100000.0,0,2.0999999999999996,0.34999999999999987,0.24073714621152983,FORCE_SELL
2011-08-03,100000.0,100000.0,0,-0.5,0.34999999999999987,0.21070993167746024,FORCE_SELL
2011-08-04,100000.0,100000.0,0,-0.5,-0.5,0.2763028424798055,FORCE_SELL
2011-08-05,100000.0,100000.0,0,-0.5,-0.5,0.19778325003765532,FORCE_SELL
2011-08-08,100000.0,100000.0,0,-0.5,-0.5,0.20217909341705845,FORCE_SELL
2011-08-09,100000.0,100000.0,0,-0.5,-0.5,0.19023246811903224,FREE
2011-08-10,100000.0,100000.0,0,-0.5,-0.5,0.2354712948474367,FORCE_BUY
2011-08-11,100000.0,100000.0,0,-0.5,-0.5,0.22080307368726437,FORCE_BUY
2011-08-12,100000.0,100000.0,0,-0.5,-0.5,0.2241911929441702,FORCE_BUY
2011-08-15,100000.0,100000.0,0,2.3999999999999995,-0.5,0.21222317538040628,FORCE_BUY
2011-08-16,100000.0,100000.0,0,2.499999999999999,-0.5,0.26163543683021456,FORCE_SELL
