date,chosen_action,reward_force_buy,reward_free,reward_force_sell,chosen_reward,best_action_ex_post,p_day,close
2011-07-19,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.2104167800284764,58.85
2011-07-20,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.23539924515248814,58.6
2011-07-21,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.21171824963329985,58.99
2011-07-22,FORCE_BUY,0.008824028508399789,0.005943676977704454,0.0,0.008824028508399789,FORCE_BUY,0.19733508953336085,59.6
2011-07-25,FORCE_BUY,0.0055696202531646125,0.0018973002626407832,0.0,0.0055696202531646125,FORCE_BUY,0.24236527284271844,59.48
2011-07-26,FORCE_BUY,0.0,0.005228648285137897,0.0,0.0,FREE,0.23917516557022642,59.63
2011-07-27,FREE,-0.023608768971332173,-0.023608768971332173,0.0,-0.023608768971332173,FORCE_SELL,0.26708786096466014,58.09
2011-07-28,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,0.23051921987662435,58.19
2011-07-29,FORCE_BUY,0.008154059680777282,0.008154059680777282,0.0,0.008154059680777282,FORCE_BUY,0.23028736791832274,58.0
2011-08-01,FREE,-0.007032445537234162,-0.010288793380555725,0.0,-0.010288793380555725,FORCE_SELL,0.23017930777573647,57.73
2011-08-02,FORCE_SELL,-0.010902057323720802,-0.010902057323720802,0.0,0.0,FORCE_SELL,0.24073714621152983,56.27
2011-08-03,FORCE_SELL,0.0060208960510006,0.009066100984732766,0.0,0.0,FREE,0.21070993167746024,56.81
2011-08-04,FORCE_SELL,-0.03866619368570406,-0.03866619368570406,0.0,0.0,FORCE_SELL,0.2763028424798055,54.17
2011-08-05,FORCE_SELL,-0.0018587360594794155,0.012286096321553487,0.0,0.0,FREE,0.19778325003765532,53.83
2011-08-08,FORCE_SELL,-0.061840120663650015,-0.061840120663650015,0.0,0.0,FORCE_SELL,0.20217909341705845,50.59
2011-08-09,FREE,0.07053607416364364,0.03317154555743385,0.0,0.03317154555743385,FORCE_BUY,0.19023246811903224,53.03
2011-08-10,FORCE_BUY,0.00430275767651081,0.00724554927747944,0.0,0.00430275767651081,FREE,0.2354712948474367,50.86
2011-08-11,FORCE_BUY,0.031116297160637914,0.00031722439546734676,0.0,0.031116297160637914,FORCE_BUY,0.22080307368726437,53.1
2011-08-12,FORCE_BUY,0.002008505290559988,0.0008868539786674955,0.0,0.002008505290559988,FORCE_BUY,0.2241911929441702,53.57
2011-08-15,FORCE_BUY,0.009131569139023632,0.0007505271756064031,0.0,0.009131569139023632,FORCE_BUY,0.21222317538040628,54.36
2011-08-16,FORCE_SELL,-0.0018611576400519698,-0.004915369216604595,0.0,0.0,FORCE_SELL,0.26163543683021456,53.9
2011-08-17,FREE,-0.012960562858729827,-0.007721134251313342,0.0,-0.007721134251313342,FORCE_SELL,0.2531955444993775,53.58
2011-08-18,FORCE_SELL,-0.035213934115865125,-0.03263232002519653,0.0,0.0,FORCE_SELL,0.25993902325652646,50.95
2011-08-19,FORCE_SELL,-0.0033730158730159747,0.004658720858302258,0.0,0.0,FREE,0.2748208879440353,50.03
2011-08-22,FREE,-0.015695507161075074,-0.0013991086912446189,0.0,-0.0013991086912446189,FORCE_SELL,0.28930505534127116,50.21
2011-08-23,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,0.337455059645473,52.28
2011-08-24,FORCE_SELL,-0.0011503067484661005,-0.012539698917810748,0.0,0.0,FORCE_SELL,0.3495978828619363,52.69
2011-08-25,FORCE_SELL,0.0015033136420420487,0.011202118642968708,0.0,0.0,FREE,0.3304238206503525,51.83
2011-08-26,FREE,0.027204321821339108,-0.003856032728875143,0.0,-0.003856032728875143,FORCE_BUY,0.31227613807249727,53.13
2011-08-29,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.3185610681804845,54.61
2011-08-30,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,0.3418187931306156,54.97
2011-08-31,FORCE_SELL,0.006383366770016437,0.0021885828925771057,0.0,0.0,FORCE_BUY,0.3615745411328155,55.06
2011-09-01,FORCE_SELL,-0.007109004739336524,-0.001870944720063999,0.0,0.0,FORCE_SELL,0.3578002611035855,54.56
2011-09-02,FREE,-0.016798966217463605,-0.015321024039662007,0.0,-0.015321024039662007,FORCE_SELL,0.35032892174824176,53.28
2011-09-06,FORCE_SELL,0.023987718288236357,0.010938399539435777,0.0,0.0,FORCE_BUY,0.19098968439289088,53.29
2011-09-07,FORCE_BUY,0.020491803278688457,0.004657228017883754,0.0,0.020491803278688457,FORCE_BUY,0.198509851572673,54.64
2011-09-08,FREE,-0.0005519779208830733,-0.0005519779208830733,0.0,-0.0005519779208830733,FORCE_SELL,0.19819008979325012,54.39
2011-09-09,FORCE_BUY,-0.01847745750184782,-0.011194173972825083,0.0,-0.01847745750184782,FORCE_SELL,0.1908012773323452,53.18
2011-09-12,FORCE_BUY,0.01979638009049784,0.009238310708898934,0.0,0.01979638009049784,FORCE_BUY,0.1936363334119127,53.86
2011-09-13,FORCE_BUY,0.018860877684407168,0.0011204481792717706,0.0,0.018860877684407168,FORCE_BUY,0.21277258130984586,54.58
2011-09-14,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,0.20513458203862925,55.36
2011-09-15,FORCE_BUY,0.0,0.0,0.0,0.0,FORCE_BUY,0.21837734959045496,56.18
2011-09-16,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,0.23878957663341918,56.59
2011-09-19,FORCE_BUY,0.01293800539083546,0.007130642747371748,0.0,0.01293800539083546,FORCE_BUY,0.23341343640966913,56.61
2011-09-20,FORCE_BUY,-0.010504201680672122,-0.00945191476472668,0.0,-0.010504201680672122,FORCE_SELL,0.2381292183228586,56.36
2011-09-21,FORCE_SELL,-0.01967736216982812,-0.009323077237500837,0.0,0.0,FORCE_SELL,0.21883171111388242,55.38
2011-09-22,FREE,-0.01374381528312253,-0.0051951466385067036,0.0,-0.0051951466385067036,FORCE_SELL,0.20115154891195441,53.58
2011-09-23,FREE,0.020358152686145187,0.028120028832058306,0.0,0.028120028832058306,FREE,0.23817889892502767,54.15
2011-09-26,FREE,0.004594743613306491,-0.011569599277120287,0.0,-0.011569599277120287,FORCE_BUY,0.28436457033713863,54.78
2011-09-27,FORCE_SELL,-0.011993769748948106,-0.011993769748948106,0.0,0.0,FORCE_SELL,0.28916802130062713,55.35
2011-09-28,FORCE_SELL,-0.0047566776436151125,-0.0047566776436151125,0.0,0.0,FORCE_SELL,0.2807108050709722,54.53
2011-09-29,FREE,-0.020141535111595003,-0.019200941580247453,0.0,-0.019200941580247453,FORCE_SELL,0.3054919452534512,53.88
2011-09-30,FORCE_SELL,-0.02207257762813315,-0.0039047557259112363,0.0,0.0,FORCE_SELL,0.32938801421709174,52.49
2011-10-03,FREE,-0.026809651474530693,-0.026809651474530693,0.0,-0.026809651474530693,FORCE_SELL,0.30926547976492963,51.14
2011-10-04,FORCE_BUY,0.032245301681503476,0.014817285005417217,0.0,0.032245301681503476,FORCE_BUY,0.2820655818736228,52.19
2011-10-05,FORCE_BUY,0.014748132541658706,0.00232330971078336,0.0,0.014748132541658706,FORCE_BUY,0.33580482635278236,53.53
2011-10-06,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,0.32898862571521553,54.43
2011-10-07,FORCE_SELL,0.002961317786414875,0.0018497980400687083,0.0,0.0,FORCE_BUY,0.311551560735386,54.07
2011-10-10,FORCE_SELL,0.0067959627373908,0.013516716264461428,0.0,0.0,FREE,0.3462079379050019,55.94
2011-10-11,FREE,-0.0001781895937277295,-0.0001781895937277295,0.0,-0.0001781895937277295,FORCE_SELL,0.3888302885845138,56.32
