bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.375,0.0024797486187126175,1.2100067138671875,0.008050074735684188,1.0,0.5537144226282803,,,,0.375,,268,True,False,34.853267183716284,18.242670012286865,29.316401459906476,-0.01967591899546298,-0.035873290501768906,-0.03239474301261185,0.0044414858590429845,-0.00023746064063754306,45.73868204140578,2025/06/18 18:24,2s,6435.0
0.6100006103515625,0.004057743650113829,1.100006103515625,0.0072598077646408386,1.0,0.4727285337772229,,,,0.6100006103515625,,327,False,False,72.67126293957065,93.12841564622511,79.4903138417888,-0.050648013008941985,-0.001869065887490251,0.09755789424290347,0.004438837671315135,-1.2400449871438443e-05,55.803670025004216,2025/06/18 19:24,2s,9942.0
0.5099945068359375,0.0033938543444188953,1.100006103515625,0.0072598077646408386,2.0,0.3272714662227771,0.5099945068359375,0.0033938543444188953,0.002485913058184891,0.5099945068359375,,340,False,False,67.25038961132228,107.60414009597224,80.70163977287227,-0.032884144677602624,-0.009414123329207769,0.04694004269678971,0.013993902556267165,-6.248772879467736e-05,54.97137938660408,2025/06/18 19:37,"2s,3b",7056.0
0.2115020751953125,0.0014132029718758232,0.2400054931640625,0.001606570012347781,1.0,0.7500158942081505,,,,0.2115020751953125,,560,True,False,65.73953260437595,14.590281445729119,48.689782218160346,0.006819850337262202,0.004528916931604954,-0.004581866811314497,0.0016059250456002463,3.0280265559413674e-05,44.616417477232595,2025/06/20 17:05,2s,2907.0
0.4199981689453125,0.002818212255153412,0.725006103515625,0.004843383604054767,1.0,0.6689607273645662,,,,0.4199981689453125,,637,False,False,85.59444242677847,92.54755644767482,87.91214710041059,0.038973138454064346,0.06000564877760439,0.04206502064708009,0.003880908952146415,0.00040198996148221085,66.10254600172568,2025/06/20 18:24,2s,2979.0
0.3899993896484375,0.0026197313255867157,0.725006103515625,0.004843383604054767,2.0,0.40689060066506716,,,,0.3899993896484375,,684,False,False,76.37517827821361,72.53961013484809,75.09665556375843,-0.016775711702753944,0.0034459566359146265,0.04044333667733714,0.0029477904248283796,2.310568948770598e-05,54.198685301349876,2025/06/20 19:13,2s,3487.0
0.135589599609375,0.0009040512299766539,1.125,0.007559975932107873,1.0,0.08052571614583333,,,,0.135589599609375,,1000,True,False,55.74605245376026,3.4783633675925216,38.32348942503768,0.048909636904565165,0.03948686029605142,-0.018845553217027494,0.0025732665607829087,0.00026350744852883366,52.68898823966505,2025/06/23 18:18,2s,3958.0
0.4099884033203125,0.002729071523531678,1.125,0.007559975932107873,2.0,0.10221354166666667,,,,0.4099884033203125,,1036,True,False,26.664230829483266,53.43826930509037,35.5889103213523,-0.035702858095525966,-0.04918264435266906,-0.026959572514286184,0.002636423670819192,-0.00032795609973313355,41.260359481599394,2025/06/23 18:54,2s,3629.0
0.8899993896484375,0.005924245589825902,2.1399993896484375,0.014046598647291127,1.0,0.4252283471304199,,,,0.8899993896484375,,1158,False,False,82.12269650903283,104.29127744417292,89.51222348741287,0.011798367309688848,0.08347831822180751,0.14335990182423733,0.002183707263878511,0.0005537755897676486,63.62636753848581,2025/06/24 14:27,2s,6321.0
0.3899993896484375,0.002586374474520938,2.1399993896484375,0.014046598647291127,2.0,0.4532645974601952,,,,0.3899993896484375,,1174,False,False,67.80834227650041,100.3606473259718,78.6591106263242,0.06310448182304021,0.07785897194941072,0.029508980252741013,0.00654842097061164,0.0005159899687196476,59.65141620892297,2025/06/24 14:43,2s,6463.0
0.654998779296875,0.004361134354148574,2.1399993896484375,0.014046598647291127,3.0,0.29672648969318416,,,,0.654998779296875,,1213,False,False,83.32588238013784,91.95282040550529,86.20152838859366,-0.02510772432365573,0.03132318033877368,0.11286180932485881,0.002287123987611294,0.00020803506625992875,64.07433695915614,2025/06/24 15:25,2s,4296.0
0.2100067138671875,0.0013953934476225083,2.1399993896484375,0.014046598647291127,4.0,0.2336449264511897,,,,0.2100067138671875,,1240,False,False,49.00239413109121,87.7184670338001,61.907751765327504,-0.012012352928197217,-0.012768306557717324,-0.0015119072590402127,0.002322381314600659,-8.476776116772223e-05,50.276531984489985,2025/06/24 15:56,2s,1450.0
0.350006103515625,0.002322381314600659,0.654998779296875,0.004361134354148574,1.0,0.7404603270745003,,,,0.350006103515625,,1274,True,False,15.353289416810387,18.193054277719583,16.29987770378012,-0.03729503730776072,-0.06152805717960064,-0.04846603974367983,0.0029256160421465695,-0.0004086391838994762,41.515510324764314,2025/06/24 16:30,2s,7074.0
0.4398956298828125,0.0029256160421465695,2.1399993896484375,0.014046598647291127,5.0,0.2756493900047773,,,,0.4398956298828125,,1301,False,False,81.51143585183738,88.66403824964948,83.89563665110808,0.017247018259192302,0.044721199601923445,0.054948362685462285,0.0015908411585273923,0.00029696943582724464,59.20481048468828,2025/06/24 16:58,2s,2772.0
0.239898681640625,0.0015908411585273923,0.654998779296875,0.004361134354148574,2.0,0.4351209057447701,,,,0.239898681640625,,1312,True,False,26.388466823093225,46.426718091860806,33.06788391268242,0.029540468078973602,0.022457216085399523,-0.014166503987148159,0.0015940853948981971,0.0001490845043552095,55.50810267438113,2025/06/24 17:09,2s,11040.0
0.2400054931640625,0.0015940853948981971,2.1399993896484375,0.014046598647291127,6.0,0.2756993019458527,,,,0.2400054931640625,,1340,False,False,53.03240610433706,91.15434279460398,65.73971833442603,0.009445207300953322,0.014573036469386125,0.010255658336865606,0.0015251705761578998,9.670269792924498e-05,62.40321061226609,2025/06/24 17:37,2s,7340.0
0.2299957275390625,0.0015251705761578998,0.654998779296875,0.004361134354148574,3.0,0.4198387923403066,,,,0.2299957275390625,,1353,True,False,27.326857131522328,52.579114036660265,35.74427609990164,-0.0032925484237416743,-0.011024497297171365,-0.01546389774685938,0.007504745759826246,-7.316280337047465e-05,53.043040281894676,2025/06/24 17:50,2s,9288.0
1.1299896240234375,0.007504745759826246,2.1399993896484375,0.014046598647291127,7.0,0.6962573174470755,,,,1.1299896240234375,,1389,False,False,84.95115484584122,90.43883802085878,86.78038257084707,0.15009903111304537,0.14883082506915457,-0.002536412087781603,0.0013183714717570068,0.0009831693931484139,82.14441202432184,2025/06/24 18:26,2s,7052.0
