feature,importance
klu_open,0.15041438
klu_high,0.114838004
feat_level,0.078791045
feat_bsp2s_lv,0.06721982
klu_low,0.038142394
feat_bsp2s_break_bi_klu_cnt,0.033880252
feat_break_bi_amp_rate,0.032362346
feat_bsp2s_break_bi_amp,0.028789217
feat_bsp2s_break_bi_amp_rate,0.026916308
klu_close,0.022641197
feat_macd_dea,0.022031873
feat_bsp2s_bi_amp,0.020344814
feat_break_bi_amp,0.019111287
feat_volume,0.018623
feat_bsp2_break_bi_amp,0.018562833
feat_bi_amp_rate,0.01754224
feat_bsp2s_bi_amp_rate,0.017283278
feat_break_bi_klu_cnt,0.016430972
feat_bsp3_zs_height,0.015349574
feat_divergence_rate,0.014324963
feat_bsp1_bi_amp_rate,0.013514932
feat_bsp2_break_bi_bi_klu_cnt,0.013033279
feat_bi_amp,0.012859689
feat_bsp1_bi_amp,0.012635063
feat_macd_value,0.010955331
feat_bsp2_break_bi_amp_rate,0.01025875
feat_kdj_d,0.009434447
feat_bsp2_bi_klu_cnt,0.009225799
feat_bsp1_bi_klu_cnt,0.009196389
feat_ppo,0.008978607
feat_macd_diff,0.008838408
feat_bsp2s_retrace_rate,0.008786536
feat_rsi,0.008630992
dmi_minus,0.008193473
high_low_spread_pct,0.0074263443
feat_bi_klu_cnt,0.0071633956
feat_kdj_k,0.006552709
dmi_adx,0.006465665
dmi_plus,0.006394219
feat_bsp2_retrace_rate,0.006115896
feat_bsp2_bi_amp_rate,0.005491759
upper_shadow,0.005285299
feat_zs_cnt,0.004783362
price_change_pct,0.004683082
feat_kdj_j,0.004531784
lower_shadow,0.004204748
feat_bsp2_bi_amp,0.004050427
feat_bsp3_bi_amp,0.0021403884
feat_bsp3_bi_klu_cnt,0.0021300514
feat_bsp2s_bi_klu_cnt,0.0018021234
body_size,0.0014269542
is_bullish_candle,0.0008576447
feat_bsp3_bi_amp_rate,0.00035261418
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
