bsp2_bi_amp,bsp2_break_bi_amp,bsp2_retrace_rate,bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
2.5678484439081473,11.697890586821973,0.2195138024970849,,,,,2.5678484439081473,0.054129388786912265,2.5678484439081473,,477,True,False,,1.3305887467295194,1.1179364995273886,-0.42530449440426166,0.03128304053197356,55.167131354776096,2001/11/28,"2,3b",1064200.0
7.696735711044312,24.009292018452008,0.3205732057875381,,,,,7.696735711044312,0.041716076727210005,7.696735711044312,,1530,True,False,,0.11155463302695494,-0.22754317192925555,-0.678195609912421,-0.0027361444893696427,41.27103712681617,2006/02/03,"2,3b",1579700.0
4.528802325803298,11.578211098772186,0.3911487091717956,,,,,4.528802325803298,0.02745762960015786,4.528802325803298,,1612,False,False,,-1.2392194566671364,-1.2601253236192491,-0.041811733904225434,-0.013644628879079634,47.62259521843328,2006/06/02,"2,3b",1157600.0
,,,5.058755665063956,14.354968484885916,3.0,0.24996888857348126,5.058755665063956,0.05405468294349066,5.058755665063956,,1954,False,False,,-0.672864778136565,-0.4021640763322125,0.5414014036087049,-0.0045376530223215595,48.43879310050185,2007/10/11,"2s,3b",1993000.0
12.643676682818587,35.67771662335532,0.3543858149975268,,,,,12.643676682818587,0.04717084223994513,12.643676682818587,,2223,False,False,,-4.158567435644997,-2.975342531127559,2.366449809034876,-0.053047081897141135,52.1331277976349,2008/11/04,"2,3b",3169500.0
,,,3.342041583405006,6.122855898609629,1.0,0.11282839389293953,3.342041583405006,0.04036578838120546,3.342041583405006,,3616,True,False,,0.8510667132121379,0.8758524291367706,0.04957143184926549,0.007404338853015157,52.078103542578155,2014/05/20,"2s,3b",1968400.0
,,,30.49565165047784,19.604382174060333,1.0,0.1258143283084154,30.49565165047784,0.013763537310181125,30.49565165047784,,3997,False,False,,1.877325602685287,2.020038978992517,0.2854267526144598,0.014604204169443141,65.95765482500661,2015/11/20,"2s,3b",1252800.0
14.897994472003518,33.165640213458516,0.4491996649580115,,,,,14.897994472003518,0.07535668260578333,14.897994472003518,,4430,True,False,,-0.8338840734196225,-1.547248371030605,-1.4267285952219653,-0.008360885270863283,37.88045962072803,2017/08/11,"2,3b",1136600.0
41.443140816600874,92.59697103890849,0.44756475672607915,,,,,41.443140816600874,0.07574269604220422,41.443140816600874,,5774,False,False,,2.9771736304753436,2.522979021534411,-0.9083892178818651,0.015385481316537417,58.25073121793042,2022/12/13,"2,3b",2754300.0
22.859585263874067,56.30720907572447,0.4059797251384182,,,,,22.859585263874067,0.13394002273336095,22.859585263874067,,5965,True,False,,-1.293300314862505,-2.0318962965826586,-1.477191963440307,-0.008183767352043847,39.335514598860605,2023/09/19,"2,3b",2217600.0
