side,signal_idx,exec_idx,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx,entry_signal_idx
buy,248955,248956,248956,474.22,210.8725907806503,0.0,FORCE_BUY->first acceptable 5m signal,2024-01-02 06:10:00,0.20973909498448826,1.5004783868789673,1.4999999999999996,FORCE_BUY,,,,
sell,266663,266664,266664,530.9,210.8725907806503,0.0,FORCE_SELL->first acceptable 5m signal,2024-05-16 10:40:00,0.47771118318853184,1.3828632831573486,1.2499999999999996,FORCE_SELL,11952.258445447249,474.22,248956.0,248955.0
buy,266780,266781,266781,528.18,211.95853391920795,0.0,FORCE_BUY->first acceptable 5m signal,2024-05-17 04:30:00,0.20934436547142873,1.7938898801803589,-0.5,FORCE_BUY,,,,
sell,294383,294384,294384,604.95,211.95853391920795,0.0,5m SELL signal,2024-12-18 04:00:00,0.27162385944465384,0.6975926756858826,-0.5,FREE,16272.056648977614,528.18,266781.0,266780.0
buy,294500,294501,294501,601.23,213.26998834792818,0.0,5m BUY signal,2024-12-18 14:05:00,0.27162385944465384,1.698198676109314,1.3499999999999996,FREE,,,,
sell,308322,308323,308323,513.12,213.26998834792818,0.0,5m SELL signal,2025-04-08 04:00:00,0.2615016186239445,7.344237327575684,-0.5,FREE,-18791.218673335956,601.23,294501.0,294500.0
buy,308378,308379,308379,516.51,211.87023759673366,0.0,5m BUY signal,2025-04-08 08:40:00,0.2615016186239445,3.705781936645508,-0.5,FREE,,,,
sell,308383,308384,308384,519.38,211.87023759673366,0.0,5m SELL signal,2025-04-08 09:05:00,0.2615016186239445,6.260943412780762,-0.5,FREE,608.0675819026266,516.51,308379.0,308378.0
buy,308773,308774,308774,531.295,207.1187645338118,0.0,FORCE_BUY->first acceptable 5m signal,2025-04-10 09:35:00,0.24550354528354676,4.030487060546875,-0.5,FORCE_BUY,,,,
sell,332711,332712,332712,672.12,207.1187645338118,0.0,5m SELL signal,2025-10-10 08:00:00,0.2543755647523766,2.131772041320801,-0.5,FREE,29167.500015474056,531.295,308774.0,308773.0
buy,332792,332793,332793,657.68,211.66625717440942,0.0,5m BUY signal,2025-10-10 14:45:00,0.2543755647523766,1.923801302909851,1.3499999999999996,FREE,,,,
sell,338270,338271,338271,673.1,211.66625717440942,0.0,5m SELL signal,2025-11-20 08:45:00,0.26366894992600376,2.565255641937256,2.3999999999999995,FREE,3263.8936856294085,657.68,332793.0,332792.0
buy,338331,338332,338332,654.36,217.72809723102725,0.0,5m BUY signal,2025-11-20 13:50:00,0.26366894992600376,2.7103867530822754,2.1999999999999993,FREE,,,,
sell,338344,338345,338345,658.12,217.72809723102725,0.0,5m SELL signal,2025-11-20 14:55:00,0.26366894992600376,4.690773963928223,2.3999999999999995,FREE,818.6576455886604,654.36,338332.0,338331.0
buy,338352,338353,338353,653.95,219.11646968374285,0.0,5m BUY signal,2025-11-20 15:35:00,0.26366894992600376,2.2601470947265625,2.1999999999999993,FREE,,,,
sell,341248,341249,341249,684.22,219.11646968374285,0.0,5m SELL signal,2025-12-15 04:00:00,0.26555675691483477,2.033437490463257,1.8999999999999995,FREE,6632.655537326892,653.95,338353.0,338352.0
buy,341431,341432,341432,679.75,220.55736798383307,0.0,5m BUY signal,2025-12-15 19:15:00,0.26555675691483477,1.7642111778259277,1.6999999999999993,FREE,,,,
sell,341460,341461,341461,679.88,220.55736798383307,0.0,5m SELL signal,2025-12-16 05:40:00,0.26298214720980123,2.531834125518799,1.8999999999999995,FREE,28.672457837897298,679.75,341432.0,341431.0
buy,341505,341506,341506,679.22,220.77168420371666,0.0,5m BUY signal,2025-12-16 09:25:00,0.26298214720980123,1.7474371194839478,1.6999999999999993,FREE,,,,
sell,341523,341524,341524,678.99,220.77168420371666,0.0,5m SELL signal,2025-12-16 10:55:00,0.26298214720980123,2.2784433364868164,1.8999999999999995,FREE,-50.77748736685885,679.22,341506.0,341505.0
buy,341529,341530,341530,677.14,221.37484989438164,0.0,5m BUY signal,2025-12-16 11:25:00,0.26298214720980123,2.088107109069824,1.6999999999999993,FREE,,,,
sell,341579,341580,341580,680.085,221.37484989438164,0.0,5m SELL signal,2025-12-16 15:35:00,0.26298214720980123,2.406376838684082,1.8999999999999995,FREE,651.948932938965,677.14,341530.0,341529.0
buy,341620,341621,341621,677.14,222.33764773964106,0.0,5m BUY signal,2025-12-16 19:00:00,0.26298214720980123,1.725704550743103,1.6999999999999993,FREE,,,,
sell,341632,341633,341633,679.88,222.33764773964106,0.0,5m SELL signal,2025-12-17 04:00:00,0.2863897671082846,1.490746259689331,1.4499999999999995,FREE,609.2051548066186,677.14,341621.0,341620.0
buy,341711,341712,341712,676.95,223.29997776087916,0.0,5m BUY signal,2025-12-17 10:35:00,0.2863897671082846,1.6464999914169312,1.2999999999999996,FREE,,,,
sell,341762,341763,341763,673.12,223.29997776087916,0.0,5m SELL signal,2025-12-17 14:50:00,0.2863897671082846,1.5268645286560059,1.4499999999999995,FREE,-855.2389148241763,676.95,341712.0,341711.0
buy,341769,341770,341770,672.53,223.4958753221462,0.0,5m BUY signal,2025-12-17 15:25:00,0.2863897671082846,1.589277982711792,1.2999999999999996,FREE,,,,
sell,341878,341879,341879,675.71,223.4958753221462,0.0,5m SELL signal,2025-12-18 08:30:00,0.26064550261809283,1.9019092321395874,1.2999999999999996,FREE,710.7168835244391,672.53,341770.0,341769.0
buy,342064,342065,342065,675.23,223.6547515867592,0.0,FORCE_BUY->first acceptable 5m signal,2025-12-19 08:00:00,0.24947087232252185,2.2192718982696533,2.0499999999999994,FORCE_BUY,,,,
sell,342403,342404,342404,685.23,223.6547515867592,0.0,5m SELL signal,2025-12-23 04:15:00,0.2511998292052951,1.5453732013702393,1.4499999999999995,FREE,2236.547515867592,675.23,342065.0,342064.0
buy,342435,342436,342436,684.76,223.80826191628455,0.0,5m BUY signal,2025-12-23 07:05:00,0.2511998292052951,0.6711086630821228,0.5999999999999996,FREE,,,,
sell,342481,342482,342482,686.33,223.80826191628455,0.0,5m SELL signal,2025-12-23 10:55:00,0.2511998292052951,1.468671202659607,1.4499999999999995,FREE,351.3789712085779,684.76,342436.0,342435.0
buy,342653,342654,342654,688.05,223.2487819213772,0.0,FORCE_BUY->first acceptable 5m signal,2025-12-24 09:15:00,0.20551352888627852,0.7170753479003906,0.6999999999999997,FORCE_BUY,,,,
sell,345810,345811,345811,678.5,223.2487819213772,0.0,5m SELL signal,2026-01-20 19:40:00,0.26807361136694263,0.6233364939689636,-0.5,FREE,-2132.025867349142,688.05,342654.0,342653.0
buy,346206,346207,346207,687.47,220.33586706860578,0.0,5m BUY signal,2026-01-23 04:40:00,0.2652067505620234,0.8800447583198547,-0.5,FREE,,,,
sell,346389,346390,346390,689.44,220.33586706860578,0.0,5m SELL signal,2026-01-26 04:00:00,0.261117384315286,0.8696666955947876,0.5999999999999996,FREE,434.0616581251594,687.47,346207.0,346206.0
buy,346396,346397,346397,687.93,220.8195022629913,0.0,5m BUY signal,2026-01-26 04:35:00,0.261117384315286,1.1728966236114502,0.8999999999999997,FREE,,,,
sell,346448,346449,346449,689.9502,220.8195022629913,0.0,5m SELL signal,2026-01-26 09:00:00,0.261117384315286,0.9792079329490662,0.5999999999999996,FREE,446.09955847170505,687.93,346397.0,346396.0
buy,346860,346861,346861,695.775,218.9708738460728,0.0,FORCE_BUY->first acceptable 5m signal,2026-01-28 11:20:00,0.23378839394777293,0.9678570032119751,0.8999999999999997,FORCE_BUY,,,,
sell,346964,346965,346965,697.47,218.9708738460728,0.0,5m SELL signal,2026-01-29 04:00:00,0.2679330051923323,2.367401361465454,-0.5,FREE,371.15563116910437,695.775,346861.0,346860.0
buy,347157,347158,347158,689.02,221.6562877440719,0.0,FORCE_BUY->first acceptable 5m signal,2026-01-30 04:05:00,0.24495035589831773,1.5224523544311523,1.4999999999999996,FORCE_BUY,,,,
sell,347414,347415,347415,691.95,221.6562877440719,0.0,FORCE_SELL->first acceptable 5m signal,2026-02-02 09:35:00,0.4688842830402824,2.6190345287323,2.1499999999999995,FORCE_SELL,649.4529230901447,689.02,347158.0,347157.0
buy,347546,347547,347547,696.61,220.17350928713418,0.0,5m BUY signal,2026-02-03 04:35:00,0.30684299940803866,0.8221204280853271,-0.5,FREE,,,,
sell,347588,347589,347589,697.29,220.17350928713418,0.0,5m SELL signal,2026-02-03 09:30:00,0.30684299940803866,1.931517481803894,1.8999999999999995,FREE,149.71798631524024,696.61,347547.0,347546.0
buy,347606,347607,347607,695.74,220.6640214603527,0.0,5m BUY signal,2026-02-03 09:35:00,0.30684299940803866,0.6889578104019165,-0.5,FREE,,,,
sell,347622,347623,347623,693.14,220.6640214603527,0.0,5m SELL signal,2026-02-03 10:55:00,0.30684299940803866,1.9395804405212402,1.8999999999999995,FREE,-573.726455796922,695.74,347607.0,347606.0
buy,347626,347627,347627,691.84,221.0786595672827,0.0,5m BUY signal,2026-02-03 11:15:00,0.30684299940803866,0.5945654511451721,-0.5,FREE,,,,
sell,347731,347732,347732,690.31,221.0786595672827,0.0,5m SELL signal,2026-02-04 04:00:00,0.3023372482749128,0.7721458077430725,-0.5,FREE,-338.2503491379616,691.84,347627.0,347626.0
buy,347833,347834,347834,683.63,223.23890040795592,0.0,5m BUY signal,2026-02-04 12:30:00,0.3023372482749128,2.115488290786743,1.9999999999999996,FREE,,,,
sell,347882,347883,347883,689.13,223.23890040795592,0.0,5m SELL signal,2026-02-04 16:35:00,0.3023372482749128,2.9431464672088623,-0.5,FREE,1227.8139522437575,683.63,347834.0,347833.0
buy,347997,347998,347998,676.86,227.2857362499404,0.0,5m BUY signal,2026-02-05 10:10:00,0.30902161770895625,2.1723179817199707,2.0499999999999994,FREE,,,,
sell,348013,348014,348014,680.36,227.2857362499404,0.0,5m SELL signal,2026-02-05 11:30:00,0.30902161770895625,4.098215579986572,1.3499999999999996,FREE,795.5000768747915,676.86,347998.0,347997.0
buy,348073,348074,348074,674.91,229.12110283594774,0.0,5m BUY signal,2026-02-05 16:30:00,0.30902161770895625,2.3500194549560547,2.0499999999999994,FREE,,,,
sell,348138,348139,348139,680.75,229.12110283594774,0.0,5m SELL signal,2026-02-06 05:55:00,0.27993132339899945,1.9380255937576294,-0.5,FREE,1338.067240561942,674.91,348074.0,348073.0
buy,348161,348162,348162,680.58,229.17833429658734,0.0,5m BUY signal,2026-02-06 07:50:00,0.27993132339899945,2.1860811710357666,1.9999999999999996,FREE,,,,
sell,348182,348183,348183,684.7,229.17833429658734,0.0,5m SELL signal,2026-02-06 09:35:00,0.27993132339899945,2.981529951095581,-0.5,FREE,944.2147373019409,680.58,348162.0,348161.0
buy,348641,348642,348642,692.33,226.65261579430813,0.0,5m BUY signal,2026-02-10 15:50:00,0.2804844762130346,1.4627326726913452,1.2499999999999996,FREE,,,,
sell,348746,348747,348747,695.25,226.65261579430813,0.0,5m SELL signal,2026-02-11 08:35:00,0.2881399313615885,4.156736850738525,1.3999999999999995,FREE,661.8256381193705,692.33,348642.0,348641.0
buy,348764,348765,348765,692.66,227.50011712960577,0.0,5m BUY signal,2026-02-11 10:05:00,0.2881399313615885,0.7507390975952148,0.7499999999999998,FREE,,,,
sell,348774,348775,348775,692.33,227.50011712960577,0.0,5m SELL signal,2026-02-11 10:55:00,0.2881399313615885,2.5218586921691895,1.3999999999999995,FREE,-75.07503865275335,692.66,348765.0,348764.0
buy,348866,348867,348867,691.75,227.69086533045171,0.0,5m BUY signal,2026-02-11 18:35:00,0.2881399313615885,1.2968637943267822,0.7499999999999998,FREE,,,,
sell,348871,348872,348872,691.84,227.69086533045171,0.0,5m SELL signal,2026-02-11 19:00:00,0.2881399313615885,3.459193706512451,1.3999999999999995,FREE,20.492177879747903,691.75,348867.0,348866.0
buy,348945,348946,348946,694.24,226.90373396839666,0.0,5m BUY signal,2026-02-12 09:10:00,0.2901391209276731,0.7857486605644226,0.7499999999999998,FREE,,,,
sell,348984,348985,348985,684.1,226.90373396839666,0.0,5m SELL signal,2026-02-12 12:25:00,0.2901391209276731,2.893775701522827,2.3999999999999995,FREE,-2300.803862439539,694.24,348946.0,348945.0
buy,348991,348992,348992,683.16,227.21594415331717,0.0,5m BUY signal,2026-02-12 13:00:00,0.2901391209276731,1.339404582977295,0.7499999999999998,FREE,,,,
sell,349007,349008,349008,685.18,227.21594415331717,0.0,5m SELL signal,2026-02-12 14:20:00,0.2901391209276731,3.1476449966430664,2.3999999999999995,FREE,458.97620718969654,683.16,348992.0,348991.0
