date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level,SPY,Return %,SPY %
11/16/2020,142394.8813,0,1,-0.5,-0.5,0.140817011,FORCE_BUY,0.17,0.195,362.57,42.39%,12.65%
11/17/2020,141650.9452,0,1,2.35,-0.5,0.154483492,FORCE_BUY,0.17,0.195,360.62,41.65%,12.04%
11/18/2020,141906.7962,141906.7962,0,-0.5,-0.5,0.201964858,FORCE_SELL,0.17,0.195,356.28,41.91%,10.69%
11/19/2020,142178.955,0,1,-0.5,-0.5,0.145485061,FORCE_BUY,0.17,0.195,357.78,42.18%,11.16%
11/20/2020,142819.8179,142819.8179,0,-0.5,-0.5,0.188924417,FREE,0.17,0.195,355.33,42.82%,10.40%
11/23/2020,144241.6723,0,1,-0.5,-0.5,0.162277847,FORCE_BUY,0.17,0.195,357.46,44.24%,11.06%
11/24/2020,146498.7115,0,1,-0.5,2.5,0.162682154,FORCE_BUY,0.17,0.195,363.22,46.50%,12.85%
11/25/2020,145856.0979,0,1,-0.5,-0.5,0.139618734,FORCE_BUY,0.17,0.195,362.66,45.86%,12.68%
11/27/2020,146044.894,0,1,-0.5,-0.5,0.143210374,FORCE_BUY,0.17,0.195,363.67,46.04%,12.99%
11/30/2020,146317.9877,0,1,-0.5,2.1,0.153008603,FORCE_BUY,0.17,0.195,362.06,46.32%,12.49%
12/1/2020,146354.0186,0,1,2.05,-0.5,0.177270358,FREE,0.17,0.195,366.02,46.35%,13.72%
12/2/2020,146866.9509,0,1,1.25,2,0.153468806,FORCE_BUY,0.17,0.195,366.79,46.87%,13.96%
12/3/2020,147179.5191,0,1,1.25,2.3,0.168520334,FORCE_BUY,0.17,0.195,366.69,47.18%,13.93%
12/4/2020,147956.9321,0,1,-0.5,2.2,0.142743306,FORCE_BUY,0.17,0.195,369.85,47.96%,14.91%
12/7/2020,147580.2475,0,1,-0.5,2.2,0.157408352,FORCE_BUY,0.17,0.195,369.09,47.58%,14.67%
12/8/2020,148670.2287,0,1,-0.5,2.3,0.1591331,FORCE_BUY,0.17,0.195,370.17,48.67%,15.01%
12/9/2020,147159.4827,147159.4827,0,1.35,1.65,0.228264921,FORCE_SELL,0.17,0.195,366.85,47.16%,13.98%
12/10/2020,147619.2072,0,1,1.2,-0.5,0.192257933,FREE,0.17,0.195,366.73,47.62%,13.94%
12/11/2020,147849.0158,0,1,1.35,-0.5,0.176014888,FREE,0.17,0.195,366.3,47.85%,13.81%
12/14/2020,148648.6363,148648.6363,0,1.9,-0.5,0.267989076,FORCE_SELL,0.17,0.195,364.66,48.65%,13.30%
12/15/2020,148648.6363,148648.6363,0,1.85,2.3,0.177429592,FREE,0.17,0.195,369.59,48.65%,14.83%
12/16/2020,148769.1524,0,1,-0.5,1.75,0.169891753,FORCE_BUY,0.17,0.195,370.17,48.77%,15.01%
12/17/2020,149351.6472,0,1,-0.5,-0.5,0.143229366,FORCE_BUY,0.17,0.195,372.24,49.35%,15.65%
12/18/2020,149022.2363,149022.2363,0,1.5,-0.5,0.209125968,FORCE_SELL,0.17,0.195,369.18,49.02%,14.70%
12/21/2020,149022.2363,149022.2363,0,2.1,-0.5,0.417964083,FORCE_SELL,0.17,0.195,367.86,49.02%,14.29%
12/22/2020,148600.2521,0,1,2.2,-0.5,0.179477004,FREE,0.17,0.195,367.24,48.60%,14.10%
12/23/2020,149763.9253,149763.9253,0,2.2,1.5,0.213963054,FORCE_SELL,0.17,0.195,367.57,49.76%,14.20%
12/24/2020,149763.9253,149763.9253,0,1.7,1.9,0.14574565,FORCE_BUY,0.17,0.195,369,49.76%,14.65%
12/28/2020,149763.9253,149763.9253,0,1.7,1.9,0.153558805,FORCE_BUY,0.17,0.195,372.17,49.76%,15.63%
12/29/2020,149763.9253,149763.9253,0,1.65,-0.5,0.201503374,FORCE_SELL,0.17,0.195,371.46,49.76%,15.41%
12/30/2020,149884.5664,149884.5664,0,2.3,2.2,0.192395122,FREE,0.17,0.195,371.99,49.88%,15.58%
12/31/2020,149884.5664,149884.5664,0,1.65,2.45,0.166389682,FORCE_BUY,0.17,0.195,373.88,49.88%,16.16%
1/4/2021,149884.5664,149884.5664,0,2.5,2.3,0.265754957,FORCE_SELL,0.17,0.195,368.79,49.88%,14.58%
1/5/2021,149884.5664,149884.5664,0,2.5,2.45,0.19753708,FORCE_SELL,0.17,0.195,371.33,49.88%,15.37%
1/6/2021,149884.5664,149884.5664,0,2.5,2.45,0.231129697,FORCE_SELL,0.17,0.195,373.55,49.88%,16.06%
1/7/2021,149884.5664,149884.5664,0,2.5,2.45,0.169909944,FORCE_BUY,0.17,0.195,379.1,49.88%,17.78%
1/8/2021,149884.5664,149884.5664,0,2.5,2.45,0.154473119,FORCE_BUY,0.17,0.195,381.26,49.88%,18.46%
1/11/2021,150277.007,150277.007,0,1.6,-0.5,0.190938248,FREE,0.17,0.195,378.69,50.28%,17.66%
1/12/2021,150531.5711,150531.5711,0,1.3,2.15,0.178476893,FREE,0.17,0.195,378.77,50.53%,17.68%
1/13/2021,151229.3887,151229.3887,0,1.55,2.4,0.177348341,FREE,0.17,0.195,379.79,51.23%,18.00%
1/14/2021,151229.3887,151229.3887,0,1.45,-0.5,0.211459642,FORCE_SELL,0.17,0.195,378.46,51.23%,17.59%
1/15/2021,150149.8787,150149.8787,0,2,-0.5,0.187526817,FREE,0.17,0.195,375.7,50.15%,16.73%
1/19/2021,150630.3901,0,1,2,-0.5,0.16194971,FORCE_BUY,0.17,0.195,378.65,50.63%,17.64%
1/20/2021,150789.2368,150789.2368,0,2,-0.5,0.177976837,FREE,0.17,0.195,383.89,50.79%,19.27%
1/21/2021,150789.2368,150789.2368,0,2,-0.5,0.158941322,FORCE_BUY,0.17,0.195,384.24,50.79%,19.38%
1/22/2021,150919.5953,150919.5953,0,0.85,-0.5,0.170274787,FREE,0.17,0.195,382.88,50.92%,18.96%
1/25/2021,151134.7118,151134.7118,0,2.4,-0.5,0.183710606,FREE,0.17,0.195,384.39,51.13%,19.43%
1/26/2021,151356.8298,0,1,2.45,1.6,0.187877266,FREE,0.17,0.195,383.79,51.36%,19.24%
1/27/2021,147508.0069,147508.0069,0,2.5,-0.5,0.268214611,FORCE_SELL,0.17,0.195,374.41,47.51%,16.33%
1/28/2021,147508.0069,147508.0069,0,-0.5,-0.5,0.241999398,FORCE_SELL,0.17,0.195,377.63,47.51%,17.33%
1/29/2021,147508.0069,147508.0069,0,-0.5,1.95,0.24336838,FORCE_SELL,0.17,0.195,370.07,47.51%,14.98%
2/1/2021,147508.0069,147508.0069,0,-0.5,-0.5,0.207579747,FORCE_SELL,0.17,0.195,376.23,47.51%,16.89%
2/2/2021,148292.8511,148292.8511,0,-0.5,-0.5,0.202920425,FREE,0.17,0.245,381.55,48.29%,18.55%
2/3/2021,149175.7347,0,1,-0.5,-0.5,0.189595848,FREE,0.17,0.245,381.85,49.18%,18.64%
2/4/2021,150592.0342,0,1,-0.5,-0.5,0.15314423,FORCE_BUY,0.17,0.245,386.19,50.59%,19.99%
2/5/2021,151458.2007,0,1,0.75,-0.5,0.150351815,FORCE_BUY,0.165,0.245,387.71,51.46%,20.46%
2/8/2021,152359.4822,0,1,0.75,-0.5,0.135248607,FORCE_BUY,0.165,0.245,390.51,52.36%,21.33%
2/9/2021,152429.7119,0,1,1.45,2.05,0.147708933,FORCE_BUY,0.165,0.245,390.25,52.43%,21.25%
2/10/2021,151863.9725,0,1,1.25,1.85,0.164155719,FORCE_BUY,0.165,0.245,390.08,51.86%,21.20%
2/11/2021,152339.9739,0,1,1.6,-0.5,0.151343633,FORCE_BUY,0.165,0.245,390.71,52.34%,21.39%
2/12/2021,153373.9115,0,1,1.6,-0.5,0.125674369,FORCE_BUY,0.165,0.245,392.64,53.37%,21.99%
2/16/2021,152737.9424,0,1,1.9,-0.5,0.153104429,FORCE_BUY,0.165,0.245,392.3,52.74%,21.89%
2/17/2021,153370.0099,0,1,1.9,-0.5,0.135367055,FORCE_BUY,0.165,0.245,392.39,53.37%,21.91%
2/18/2021,152339.9739,0,1,1.9,1.45,0.144799465,FORCE_BUY,0.165,0.245,390.72,52.34%,21.39%
2/19/2021,152788.6638,152788.6638,0,1.85,1.6,0.174607498,FREE,0.165,0.245,390.03,52.79%,21.18%
2/22/2021,152788.6638,152788.6638,0,1.85,1.6,0.177632536,FREE,0.165,0.245,387.03,52.79%,20.25%
2/23/2021,152959.3088,152959.3088,0,2.25,-0.5,0.210553076,FREE,0.165,0.245,387.5,52.96%,20.39%
2/24/2021,152959.3088,152959.3088,0,2.4,2.4,0.180298961,FREE,0.165,0.245,391.77,52.96%,21.72%
2/25/2021,152959.3088,152959.3088,0,2.45,1.55,0.292320122,FORCE_SELL,0.165,0.245,382.33,52.96%,18.79%
2/26/2021,152959.3088,152959.3088,0,2.35,1.25,0.228392844,FREE,0.13,0.245,380.36,52.96%,18.18%
3/1/2021,153139.8983,153139.8983,0,2.35,1.25,0.228872094,FREE,0.13,0.245,389.58,53.14%,21.04%
3/2/2021,154094.4235,154094.4235,0,2.05,2.2,0.201067745,FREE,0.13,0.245,386.54,54.09%,20.10%
3/3/2021,154309.7163,0,1,2.45,2.3,0.229700874,FREE,0.13,0.245,381.42,54.31%,18.50%
3/4/2021,151490.1641,0,1,2.25,-0.5,0.26581672,FORCE_SELL,0.13,0.245,376.7,51.49%,17.04%
3/5/2021,151636.481,151636.481,0,2,-0.5,0.236289498,FREE,0.13,0.245,383.63,51.64%,19.19%
3/8/2021,151592.6738,151592.6738,0,1.55,2.5,0.233773111,FREE,0.13,0.235,381.72,51.59%,18.60%
3/9/2021,151338.7301,151338.7301,0,1.35,2.5,0.206378172,FREE,0.13,0.235,387.17,51.34%,20.29%
3/10/2021,152308.7003,152308.7003,0,0.5,-0.5,0.185036795,FREE,0.13,0.235,389.58,52.31%,21.04%
3/11/2021,152387.3847,152387.3847,0,0.55,-0.5,0.182479286,FREE,0.13,0.235,393.53,52.39%,22.27%
3/12/2021,153338.0465,153338.0465,0,-0.5,-0.5,0.155090431,FREE,0.13,0.235,394.06,53.34%,22.43%
3/15/2021,153730.2154,0,1,2.25,1.65,0.151549748,FORCE_BUY,0.165,0.235,396.41,53.73%,23.16%
3/16/2021,154301.8022,154301.8022,0,1.85,1.7,0.175223309,FREE,0.13,0.235,395.91,54.30%,23.01%
3/17/2021,155325.2206,155325.2206,0,1.65,-0.5,0.156833451,FREE,0.13,0.235,397.26,55.33%,23.43%
3/18/2021,153709.1291,0,1,1.8,-0.5,0.226063712,FREE,0.165,0.23,391.48,53.71%,21.63%
3/19/2021,152661.8077,152661.8077,0,1.7,-0.5,0.183067809,FREE,0.165,0.215,389.48,52.66%,21.01%
3/22/2021,153133.5321,153133.5321,0,1.7,-0.5,0.178146442,FREE,0.165,0.215,392.59,53.13%,21.98%
3/23/2021,153133.5321,153133.5321,0,1.45,1.8,0.208643885,FREE,0.185,0.215,389.5,53.13%,21.02%
3/24/2021,153133.5321,153133.5321,0,1.4,-0.5,0.229003376,FORCE_SELL,0.185,0.215,387.52,53.13%,20.40%
3/25/2021,153380.0763,153380.0763,0,2.25,2.5,0.198765213,FREE,0.185,0.215,389.7,53.38%,21.08%
3/26/2021,153380.0763,153380.0763,0,-0.5,2.5,0.194547689,FREE,0.185,0.215,395.98,53.38%,23.03%
3/29/2021,154318.7882,0,1,2.2,1.85,0.174725482,FORCE_BUY,0.185,0.215,395.78,54.32%,22.97%
3/30/2021,153711.1573,0,1,1,1.55,0.158916332,FORCE_BUY,0.185,0.215,394.73,53.71%,22.64%
3/31/2021,154109.3146,0,1,1.05,2.35,0.187718793,FREE,0.185,0.215,396.33,54.11%,23.14%
4/1/2021,155865.5018,0,1,0.65,2.4,0.142723521,FORCE_BUY,0.185,0.215,400.61,55.87%,24.47%
4/5/2021,158033.5382,0,1,0.65,2.4,0.166034951,FORCE_BUY,0.185,0.215,406.36,58.03%,26.25%
4/6/2021,158029.6529,0,1,0.65,2.4,0.169426186,FORCE_BUY,0.185,0.215,406.12,58.03%,26.18%
4/7/2021,158383.2215,0,1,2.25,1.9,0.156133725,FORCE_BUY,0.185,0.215,406.59,58.38%,26.33%
4/8/2021,159113.6711,0,1,2.15,1.5,0.13554011,FORCE_BUY,0.185,0.215,408.52,59.11%,26.92%
4/9/2021,159564.374,0,1,2.1,1.75,0.155460978,FORCE_BUY,0.185,0.215,411.49,59.56%,27.85%
4/12/2021,159949.0256,0,1,1.45,0.9,0.141595677,FORCE_BUY,0.185,0.215,411.64,59.95%,27.89%
4/13/2021,160325.9065,0,1,1.9,1.2,0.158775498,FORCE_BUY,0.185,0.215,412.86,60.33%,28.27%
4/14/2021,160007.3062,0,1,2.1,1.2,0.204546727,FREE,0.185,0.215,411.45,60.01%,27.84%
4/15/2021,161561.4542,0,1,2.1,1.2,0.156187401,FORCE_BUY,0.185,0.215,415.87,61.56%,29.21%
4/16/2021,161922.7936,0,1,2.1,1.2,0.157155379,FORCE_BUY,0.185,0.215,417.26,61.92%,29.64%
4/19/2021,161343.8735,161343.8735,0,2.1,1.2,0.194518304,FREE,0.185,0.215,415.21,61.34%,29.00%
4/20/2021,161343.8735,161343.8735,0,1.55,0.85,0.235269153,FORCE_SELL,0.185,0.215,412.17,61.34%,28.06%
4/21/2021,161453.4452,161453.4452,0,1.2,1.25,0.201052165,FREE,0.185,0.215,416.07,61.45%,29.27%
4/22/2021,161453.4452,161453.4452,0,1.6,1.05,0.258542094,FORCE_SELL,0.185,0.215,412.27,61.45%,28.09%
4/23/2021,161453.4452,161453.4452,0,1.6,1.05,0.218392629,FORCE_SELL,0.185,0.215,416.74,61.45%,29.48%
4/26/2021,161453.4452,161453.4452,0,1.6,1.05,0.174930158,FORCE_BUY,0.185,0.215,417.61,61.45%,29.75%
4/27/2021,161519.1915,0,1,-0.5,1.9,0.171598657,FORCE_BUY,0.185,0.215,417.52,61.52%,29.72%
4/28/2021,161840.1879,0,1,1.45,1.4,0.195386885,FREE,0.185,0.215,417.4,61.84%,29.68%
4/29/2021,162360.2131,0,1,1.45,1.3,0.185557747,FREE,0.185,0.215,420.06,62.36%,30.51%
4/30/2021,161698.1505,161698.1505,0,1.3,1.6,0.194979596,FREE,0.185,0.215,417.3,61.70%,29.65%
5/3/2021,161242.5431,0,1,1.3,1.6,0.211881017,FREE,0.185,0.215,418.2,61.24%,29.93%
5/4/2021,160458.744,0,1,1.4,1.2,0.204644105,FREE,0.185,0.21,415.62,60.46%,29.13%
5/5/2021,160895.046,160895.046,0,1.5,1.1,0.214351984,FORCE_SELL,0.185,0.21,415.75,60.90%,29.17%
5/6/2021,160895.046,160895.046,0,1.1,2.05,0.204306976,FREE,0.185,0.21,419.07,60.90%,30.20%
5/7/2021,161070.4458,0,1,1.25,2.15,0.177415007,FORCE_BUY,0.185,0.21,422.12,61.07%,31.15%
5/10/2021,159369.8299,0,1,1.4,-0.5,0.264965375,FORCE_SELL,0.185,0.21,417.94,59.37%,29.85%
5/11/2021,158354.2919,158354.2919,0,2.15,1.5,0.201952512,FREE,0.185,0.21,414.21,58.35%,28.69%
5/12/2021,158354.2919,158354.2919,0,2.2,1.25,0.293125538,FORCE_SELL,0.185,0.21,405.41,58.35%,25.96%
5/13/2021,158354.2919,158354.2919,0,2.15,1.15,0.233425022,FORCE_SELL,0.185,0.21,410.28,58.35%,27.47%
5/14/2021,158354.2919,158354.2919,0,-0.5,2.15,0.199334514,FORCE_BUY,0.24,0.26,416.58,58.35%,29.43%
5/17/2021,158540.9316,0,1,1.7,1.45,0.175930078,FORCE_BUY,0.24,0.26,415.52,58.54%,29.10%
5/18/2021,156396.4792,0,1,1.45,1.4,0.239402528,FORCE_BUY,0.24,0.26,411.94,56.40%,27.99%
5/19/2021,156095.5702,0,1,1.7,-0.5,0.187744725,FREE,0.185,0.245,410.86,56.10%,27.65%
5/20/2021,156301.2548,156301.2548,0,1.5,2.5,0.200050035,FREE,0.185,0.245,415.28,56.30%,29.03%
5/21/2021,155978.3649,0,1,2.05,2.45,0.218296043,FORCE_BUY,0.24,0.26,414.94,55.98%,28.92%
5/24/2021,157619.0963,0,1,1,-0.5,0.179802798,FORCE_BUY,0.24,0.26,419.17,57.62%,30.23%
5/25/2021,157356.2789,0,1,0.65,-0.5,0.204813051,FORCE_BUY,0.24,0.26,418.24,57.36%,29.94%
5/26/2021,157314.979,0,1,0.5,-0.5,0.153564302,FORCE_BUY,0.24,0.26,419.07,57.31%,30.20%
5/27/2021,158110.9402,0,1,0.6,-0.5,0.183843046,FORCE_BUY,0.24,0.26,419.29,58.11%,30.27%
5/28/2021,157705.4506,0,1,0.6,-0.5,0.17575805,FORCE_BUY,0.24,0.26,420.04,57.71%,30.50%
6/1/2021,157423.8605,0,1,1.1,-0.5,0.195591241,FORCE_BUY,0.24,0.26,419.67,57.42%,30.39%
6/2/2021,157926.9681,0,1,1.05,-0.5,0.151686085,FORCE_BUY,0.24,0.26,420.33,57.93%,30.59%
6/3/2021,157078.4434,0,1,0.65,-0.5,0.160551504,FORCE_BUY,0.24,0.26,418.77,57.08%,30.11%
6/4/2021,158674.1204,0,1,0.7,-0.5,0.16442656,FORCE_BUY,0.24,0.26,422.6,58.67%,31.30%
6/7/2021,158546.4662,0,1,-0.5,1.8,0.159944505,FORCE_BUY,0.24,0.26,422.19,58.55%,31.17%
6/8/2021,158584.0115,0,1,0.8,1.85,0.165373559,FORCE_BUY,0.24,0.26,422.28,58.58%,31.20%
6/9/2021,158385.0212,0,1,0.8,1.5,0.189747788,FORCE_BUY,0.21,0.235,421.65,58.39%,31.00%
6/10/2021,159008.2739,0,1,0.5,1.2,0.174630253,FORCE_BUY,0.21,0.235,423.61,59.01%,31.61%
6/11/2021,159346.182,0,1,0.55,1.6,0.147979485,FORCE_BUY,0.185,0.235,424.31,59.35%,31.83%
6/14/2021,159605.2448,0,1,1.15,-0.5,0.154939581,FORCE_BUY,0.205,0.235,425.26,59.61%,32.13%
6/15/2021,159357.4456,0,1,1.15,-0.5,0.177336606,FORCE_BUY,0.205,0.235,424.48,59.36%,31.88%
6/16/2021,159312.3911,159312.3911,0,1.1,-0.5,0.255387864,FORCE_SELL,0.205,0.235,422.11,59.31%,31.15%
6/17/2021,160150.4782,0,1,0.95,-0.5,0.202776197,FORCE_BUY,0.205,0.235,421.97,60.15%,31.10%
6/18/2021,158075.9654,0,1,0.95,-0.5,0.233672082,FREE,0.205,0.235,414.92,58.08%,28.91%
6/21/2021,159337.2098,159337.2098,0,0.7,2.35,0.211074107,FORCE_SELL,0.185,0.21,420.86,59.34%,30.76%
6/22/2021,159337.2098,159337.2098,0,0.7,2,0.200326607,FREE,0.185,0.21,423.11,59.34%,31.46%
6/23/2021,159337.2098,159337.2098,0,-0.5,-0.5,0.217784992,FORCE_SELL,0.185,0.21,422.6,59.34%,31.30%
6/24/2021,159644.941,0,1,-0.5,-0.5,0.168870968,FORCE_BUY,0.185,0.21,425.1,59.64%,32.08%
6/25/2021,160200.3583,0,1,-0.5,2.1,0.16118299,FORCE_BUY,0.185,0.21,426.61,60.20%,32.55%
6/28/2021,160320.4485,0,1,0.45,0.75,0.148889437,FORCE_BUY,0.185,0.21,427.47,60.32%,32.81%
6/29/2021,160714.4946,0,1,-0.5,0.95,0.174966026,FORCE_BUY,0.185,0.21,427.7,60.71%,32.88%
6/30/2021,160939.6637,0,1,-0.5,1.1,0.166745501,FORCE_BUY,0.185,0.21,428.06,60.94%,33.00%
7/1/2021,161513.8451,0,1,0.6,1.55,0.145627326,FORCE_BUY,0.185,0.21,430.43,61.51%,33.73%
7/2/2021,162602.1628,0,1,0.6,1.55,0.170666984,FORCE_BUY,0.185,0.21,433.72,62.60%,34.75%
7/6/2021,162328.1267,0,1,1.5,0.65,0.18899279,FREE,0.185,0.21,432.93,62.33%,34.51%
7/7/2021,163192.0137,0,1,1.2,1.2,0.158558688,FORCE_BUY,0.185,0.21,434.46,63.19%,34.98%
7/8/2021,161520.542,0,1,1.3,1.15,0.188102897,FREE,0.185,0.21,430.92,61.52%,33.88%
7/9/2021,162958.3323,162958.3323,0,1.95,2.5,0.192918152,FREE,0.185,0.21,435.52,62.96%,35.31%
7/12/2021,162958.3323,162958.3323,0,1.95,2.5,0.153816671,FORCE_BUY,0.205,0.225,437.08,62.96%,35.80%
7/13/2021,162958.3323,162958.3323,0,0.95,-0.5,0.21246176,FORCE_BUY,0.24,0.26,435.59,62.96%,35.34%
7/14/2021,162745.6806,0,1,0.8,2.3,0.193313516,FORCE_BUY,0.24,0.26,436.24,62.75%,35.54%
7/15/2021,161827.9208,0,1,1.35,-0.5,0.18088948,FORCE_BUY,0.215,0.24,434.75,61.83%,35.07%
7/16/2021,162398.7226,162398.7226,0,1.15,2.15,0.268537876,FORCE_SELL,0.215,0.24,431.34,62.40%,34.01%
7/19/2021,162398.7226,162398.7226,0,1.1,-0.5,0.306056877,FORCE_SELL,0.215,0.24,424.97,62.40%,32.04%
7/20/2021,162398.7226,162398.7226,0,1.1,1.4,0.246076493,FORCE_SELL,0.215,0.24,431.06,62.40%,33.93%
7/21/2021,162398.7226,162398.7226,0,0.8,1.6,0.171676812,FORCE_BUY,0.215,0.25,434.55,62.40%,35.01%
7/22/2021,163360.5476,0,1,0.8,1.6,0.157392467,FORCE_BUY,0.215,0.25,435.46,63.36%,35.29%
7/23/2021,164393.4803,0,1,-0.5,1.95,0.167496807,FORCE_BUY,0.215,0.25,439.94,64.39%,36.69%
7/26/2021,164943.6292,0,1,-0.5,1.95,0.139094496,FORCE_BUY,0.215,0.25,441.02,64.94%,37.02%
7/27/2021,164198.8698,0,1,1.55,1.45,0.183752833,FORCE_BUY,0.215,0.25,439.01,64.20%,36.40%
7/28/2021,164269.9775,0,1,2.1,-0.5,0.192573117,FORCE_BUY,0.215,0.25,438.83,64.27%,36.34%
7/29/2021,163996.7743,0,1,2.05,-0.5,0.179781501,FORCE_BUY,0.215,0.25,440.65,64.00%,36.91%
7/30/2021,164311.1451,0,1,2.1,-0.5,0.199865093,FORCE_BUY,0.215,0.25,438.51,64.31%,36.24%
8/2/2021,165134.4972,165134.4972,0,0.9,-0.5,0.236024447,FREE,0.215,0.25,437.59,65.13%,35.96%
8/3/2021,165566.8357,0,1,-0.5,2.35,0.186175742,FORCE_BUY,0.215,0.25,441.15,65.57%,37.06%
8/4/2021,165164.5729,0,1,0.75,2.1,0.205115389,FORCE_BUY,0.215,0.25,438.98,65.16%,36.39%
8/5/2021,165908.947,0,1,1,2.1,0.137377023,FORCE_BUY,0.215,0.25,441.76,65.91%,37.25%
8/6/2021,166307.4503,0,1,1,2.1,0.151999433,FORCE_BUY,0.215,0.25,442.49,66.31%,37.48%
8/9/2021,166205.9447,0,1,1,2.1,0.172381961,FORCE_BUY,0.215,0.25,442.13,66.21%,37.37%
8/10/2021,166318.7287,0,1,1,2.1,0.165908245,FORCE_BUY,0.215,0.25,442.68,66.32%,37.54%
8/11/2021,166758.5861,0,1,0.85,1.25,0.134882281,FORCE_BUY,0.215,0.25,443.78,66.76%,37.88%
8/12/2021,167258.5949,0,1,0.75,1.3,0.153809514,FORCE_BUY,0.215,0.25,445.11,67.26%,38.29%
8/13/2021,167465.3655,0,1,0.9,0.75,0.123232193,FORCE_BUY,0.215,0.25,445.92,67.47%,38.54%
8/16/2021,167950.3365,0,1,0.9,0.75,0.185996976,FORCE_BUY,0.215,0.25,446.97,67.95%,38.87%
8/17/2021,166544.2966,0,1,0.55,1.85,0.205494191,FORCE_BUY,0.215,0.25,444.04,66.54%,37.96%
8/18/2021,164920.2077,164920.2077,0,1.1,1.85,0.306079286,FORCE_SELL,0.215,0.25,439.18,64.92%,36.45%
8/19/2021,167358.7392,167358.7392,0,2,1.7,0.223373844,FREE,0.215,0.25,439.86,67.36%,36.66%
8/20/2021,167358.7392,167358.7392,0,-0.5,2.1,0.192673987,FORCE_BUY,0.215,0.25,443.36,67.36%,37.75%
8/23/2021,168498.3598,0,1,-0.5,2.1,0.202871478,FORCE_BUY,0.215,0.25,447.26,68.50%,38.96%
8/24/2021,168419.7523,0,1,0.5,1.95,0.162746431,FORCE_BUY,0.215,0.25,447.97,68.42%,39.18%
8/25/2021,168836.861,0,1,0.5,1.6,0.159721799,FORCE_BUY,0.215,0.25,448.91,68.84%,39.47%
8/26/2021,168169.9251,0,1,0.75,1.45,0.238903349,FREE,0.215,0.25,446.26,68.17%,38.65%
8/27/2021,169703.4696,0,1,1.05,2.15,0.173957042,FORCE_BUY,0.215,0.25,450.25,69.70%,39.89%
8/30/2021,170441.9824,0,1,1.05,2.15,0.168898291,FORCE_BUY,0.215,0.25,452.23,70.44%,40.51%
8/31/2021,170475.8937,0,1,0.85,1.2,0.187570655,FORCE_BUY,0.215,0.25,451.56,70.48%,40.30%
9/1/2021,170302.5693,0,1,0.9,1.2,0.193308377,FORCE_BUY,0.215,0.25,451.8,70.30%,40.37%
9/2/2021,170735.8804,0,1,1.15,1.45,0.171096581,FORCE_BUY,0.215,0.25,453.19,70.74%,40.80%
9/3/2021,170592.6993,0,1,1.05,1,0.167916552,FORCE_BUY,0.215,0.25,453.08,70.59%,40.77%
9/7/2021,169974.76,0,1,1.5,1.05,0.192851394,FORCE_BUY,0.215,0.25,451.46,69.97%,40.27%
9/8/2021,169711.0054,0,1,1.45,0.95,0.180246761,FORCE_BUY,0.215,0.25,450.91,69.71%,40.10%
9/9/2021,169741.1488,169741.1488,0,1.05,1.05,0.250143665,FORCE_SELL,0.215,0.25,448.98,69.74%,39.50%
9/10/2021,169741.1488,169741.1488,0,1.25,1.3,0.306946219,FORCE_SELL,0.215,0.25,445.44,69.74%,38.40%
9/13/2021,170748.3731,0,1,0.7,1.55,0.228160415,FREE,0.215,0.25,446.58,70.75%,38.75%
9/14/2021,169793.8744,0,1,0.95,1.4,0.249014222,FREE,0.215,0.25,444.17,69.79%,38.00%
9/15/2021,171114.9006,0,1,1.3,1.65,0.19451829,FORCE_BUY,0.215,0.25,447.88,71.11%,39.15%
9/16/2021,170477.2955,0,1,0.9,1.95,0.185051556,FORCE_BUY,0.215,0.25,447.17,70.48%,38.93%
9/17/2021,168339.2183,0,1,0.95,1.85,0.232447087,FREE,0.215,0.25,441.4,68.34%,37.14%
9/20/2021,166101.8732,0,1,0.95,1.85,0.217544863,FREE,0.215,0.25,434.04,66.10%,34.85%
9/21/2021,165151.1924,0,1,0.95,1.85,0.240066441,FREE,0.215,0.25,433.63,65.15%,34.73%
9/22/2021,166506.5807,166506.5807,0,2.45,2.4,0.214871653,FREE,0.205,0.23,437.86,66.51%,36.04%
9/23/2021,166506.5807,166506.5807,0,2.45,2.4,0.202339894,FORCE_BUY,0.215,0.25,443.18,66.51%,37.69%
9/24/2021,166506.5807,166506.5807,0,1.2,1.65,0.167579947,FORCE_BUY,0.215,0.25,443.91,66.51%,37.92%
9/27/2021,166487.7613,0,1,-0.5,2,0.18493932,FORCE_BUY,0.215,0.25,442.64,66.49%,37.53%
9/28/2021,163694.9716,0,1,1.95,0.85,0.243979944,FREE,0.215,0.25,433.72,63.69%,34.75%
9/29/2021,164936.916,164936.916,0,1.05,-0.5,0.208768413,FREE,0.195,0.23,434.45,64.94%,34.98%
9/30/2021,164936.916,164936.916,0,1.3,-0.5,0.253150157,FORCE_SELL,0.195,0.23,429.14,64.94%,33.33%
10/1/2021,166233.788,166233.788,0,2.1,1.75,0.215413157,FREE,0.175,0.23,434.24,66.23%,34.92%
10/4/2021,166946.0017,166946.0017,0,1.8,-0.5,0.218185675,FREE,0.175,0.23,428.64,66.95%,33.18%
10/5/2021,166946.0017,166946.0017,0,2,-0.5,0.201263756,FREE,0.175,0.23,433.1,66.95%,34.56%
