side,seen_idx,exec_px,qty,fee,reason,ts,pred,th,gate,pnl,entry_px,entry_idx
buy,452961,320.23,312.275551947038,0.0,5m BUY signal,2020-01-06 04:00:00,0.30611640214920044,-0.5,FREE,,,
sell,453104,323.66,312.275551947038,0.0,5m SELL signal,2020-01-06 15:55:00,4.976672649383545,-0.5,FREE,1071.1051431783426,320.23,452961.0
buy,453119,323.26,312.6619598563953,0.0,5m BUY signal,2020-01-06 17:10:00,-0.4146230220794678,-0.5,FREE,,,
sell,453130,323.44,312.6619598563953,0.0,5m SELL signal,2020-01-06 18:10:00,4.249340534210205,-0.5,FREE,56.27915277415329,323.26,453119.0
buy,453136,323.23,312.8650938834653,0.0,5m BUY signal,2020-01-06 18:45:00,-0.4347163736820221,-0.5,FREE,,,
sell,453144,323.49,312.8650938834653,0.0,5m SELL signal,2020-01-06 19:25:00,3.3915798664093018,-0.5,FREE,81.34492440969814,323.23,453136.0
buy,453158,323.81,312.5559100100744,0.0,5m BUY signal,2020-01-07 04:45:00,0.46701183915138245,-0.5,FREE,,,
sell,453171,323.85,312.5559100100744,0.0,5m SELL signal,2020-01-07 06:05:00,3.882845878601074,-0.5,FREE,12.502236400409371,323.81,453158.0
buy,453176,323.61,312.7877119272043,0.0,5m BUY signal,2020-01-07 06:30:00,0.35606849193573,-0.5,FREE,,,
sell,453186,323.58,312.7877119272043,0.0,5m SELL signal,2020-01-07 07:20:00,3.8239786624908447,-0.5,FREE,-9.383631357825376,323.61,453176.0
buy,453200,323.3,313.0586075638873,0.0,5m BUY signal,2020-01-07 08:30:00,0.6779114007949829,-0.5,FREE,,,
sell,453212,323.13,313.0586075638873,0.0,5m SELL signal,2020-01-07 09:30:00,3.8971920013427734,-0.5,FREE,-53.21996328586582,323.3,453200.0
buy,453214,322.4,313.7674561480115,0.0,5m BUY signal,2020-01-07 09:40:00,1.2087558507919312,-0.5,FREE,,,
sell,453219,322.77,313.7674561480115,0.0,5m SELL signal,2020-01-07 10:05:00,4.260386943817139,-0.5,FREE,116.09395877476568,322.4,453214.0
buy,453239,322.9,313.64113292317643,0.0,5m BUY signal,2020-01-07 11:45:00,0.5197581648826599,-0.5,FREE,,,
sell,453280,323.27,313.64113292317643,0.0,5m SELL signal,2020-01-07 15:10:00,4.252666473388672,-0.5,FREE,116.04721918157671,322.9,453239.0
buy,453286,323.13,313.7770217561824,0.0,5m BUY signal,2020-01-07 15:40:00,0.6116859316825867,-0.5,FREE,,,
sell,453339,322.28,313.7770217561824,0.0,5m SELL signal,2020-01-08 04:05:00,7.332393646240234,-0.5,FREE,-266.7104684927622,323.13,453286.0
