side,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx
buy,100295,212.42,470.76546464551365,0.0,5m BUY signal,2020-01-06 04:00:00,0.20807480434897,1.8690619468688965,1.8499999999999996,FREE,,,
sell,100308,212.64,470.76546464551365,0.0,5m SELL signal,2020-01-06 05:05:00,0.20807480434897,1.7565444707870483,0.9999999999999996,FREE,103.56840222201247,212.42,100295.0
buy,100390,214.48,466.7268202266972,0.0,5m BUY signal,2020-01-06 12:05:00,0.20807480434897,2.2774569988250732,1.8499999999999996,FREE,,,
sell,100397,214.53,466.7268202266972,0.0,5m SELL signal,2020-01-06 12:40:00,0.20807480434897,1.7246283292770386,0.9999999999999996,FREE,23.336341011340167,214.48,100390.0
buy,100537,215.45,464.73383496511195,0.0,5m BUY signal,2020-01-07 08:45:00,0.21792751013336964,1.9180511236190796,1.8499999999999996,FREE,,,
sell,100686,215.24,464.73383496511195,0.0,5m SELL signal,2020-01-08 05:15:00,0.2506235534320907,3.056884527206421,2.499999999999999,FREE,-97.594105342664,215.45,100537.0
buy,100706,215.6,463.95784154865817,0.0,5m BUY signal,2020-01-08 07:00:00,0.2506235534320907,2.6261613368988037,1.8999999999999995,FREE,,,
sell,100762,217.1701,463.95784154865817,0.0,5m SELL signal,2020-01-08 11:40:00,0.2506235534320907,2.523547410964966,2.499999999999999,FREE,728.4602070155465,215.6,100706.0
buy,101139,218.711,460.68908671674603,0.0,5m BUY signal,2020-01-10 12:05:00,0.23893544029195266,1.7083799839019775,-0.5,FREE,,,
sell,101151,219.21,460.68908671674603,0.0,5m SELL signal,2020-01-10 13:05:00,0.23893544029195266,1.882083535194397,1.8499999999999996,FREE,229.88385427165406,218.711,101139.0
buy,101164,218.87,461.40473659787955,0.0,5m BUY signal,2020-01-10 14:10:00,0.23893544029195266,1.6580562591552734,-0.5,FREE,,,
sell,101302,219.91,461.40473659787955,0.0,5m SELL signal,2020-01-13 11:25:00,0.2011476542261975,1.8341398239135742,1.7499999999999996,FREE,479.8609260617911,218.87,101164.0
buy,101468,220.4086,460.36096425112123,0.0,5m BUY signal,2020-01-14 09:40:00,0.26336064862012465,2.4048430919647217,1.6499999999999995,FREE,,,
sell,101581,219.9,460.36096425112123,0.0,5m SELL signal,2020-01-14 19:25:00,0.26336064862012465,1.9887944459915161,1.4999999999999996,FREE,-234.13958641812084,220.4086,101468.0
buy,101587,220.04,460.06806052909275,0.0,5m BUY signal,2020-01-14 19:55:00,0.26336064862012465,2.1380198001861572,1.6499999999999995,FREE,,,
sell,101588,220.06,460.06806052909275,0.0,5m SELL signal,2020-01-15 04:00:00,0.2806188247971407,2.3186686038970947,1.1499999999999997,FREE,9.201361210586562,220.04,101587.0
buy,101638,220.21,459.75467689946936,0.0,5m BUY signal,2020-01-15 08:40:00,0.2806188247971407,2.1635727882385254,2.1499999999999995,FREE,,,
sell,101649,220.7,459.75467689946936,0.0,5m SELL signal,2020-01-15 09:35:00,0.2806188247971407,1.4604511260986328,1.1499999999999997,FREE,225.2797916807311,220.21,101638.0
buy,101696,220.34,460.5058418431192,0.0,5m BUY signal,2020-01-15 13:30:00,0.2806188247971407,2.4093072414398193,2.1499999999999995,FREE,,,
sell,101705,220.5694,460.5058418431192,0.0,5m SELL signal,2020-01-15 14:15:00,0.2806188247971407,1.4437592029571533,1.1499999999999997,FREE,105.64004011881075,220.34,101696.0
buy,101717,220.03,461.63476449498563,0.0,5m BUY signal,2020-01-15 15:15:00,0.2806188247971407,2.1789212226867676,2.1499999999999995,FREE,,,
sell,101725,220.16,461.63476449498563,0.0,5m SELL signal,2020-01-15 15:55:00,0.2806188247971407,1.5882444381713867,1.1499999999999997,FREE,60.012519384346035,220.03,101717.0
buy,101759,220.52,460.8811434392165,0.0,5m BUY signal,2020-01-15 19:05:00,0.2806188247971407,2.230947494506836,2.1499999999999995,FREE,,,
sell,101966,222.93,460.8811434392165,0.0,5m SELL signal,2020-01-17 04:50:00,0.2097519985018109,2.202883005142212,2.1999999999999993,FREE,1110.7235556885103,220.52,101759.0
buy,103441,220.03,466.95556654503724,0.0,5m BUY signal,2020-01-30 04:00:00,0.2924827124730584,2.722459554672241,1.1499999999999997,FREE,,,
sell,103476,220.1,466.95556654503724,0.0,5m SELL signal,2020-01-30 07:00:00,0.2924827124730584,2.6272902488708496,1.6999999999999993,FREE,32.68688965814942,220.03,103441.0
buy,103488,220.01,467.1465851395969,0.0,5m BUY signal,2020-01-30 08:00:00,0.2924827124730584,1.877217411994934,1.1499999999999997,FREE,,,
sell,103489,219.98,467.1465851395969,0.0,5m SELL signal,2020-01-30 08:05:00,0.2924827124730584,2.0798215866088867,1.6999999999999993,FREE,-14.014397554188438,220.01,103488.0
buy,103515,221.05,464.8853462972563,0.0,5m BUY signal,2020-01-30 10:15:00,0.2924827124730584,2.0239062309265137,1.1499999999999997,FREE,,,
sell,103532,220.91,464.8853462972563,0.0,5m SELL signal,2020-01-30 11:40:00,0.2924827124730584,2.658299446105957,1.6999999999999993,FREE,-65.08394848162276,221.05,103515.0
buy,103541,220.44,465.8765280825934,0.0,5m BUY signal,2020-01-30 12:25:00,0.2924827124730584,2.173229932785034,1.1499999999999997,FREE,,,
sell,103563,221.11,465.8765280825934,0.0,5m SELL signal,2020-01-30 14:15:00,0.2924827124730584,2.9221925735473633,1.6999999999999993,FREE,312.137273815345,220.44,103541.0
buy,103599,224.64,458.55572972018444,0.0,5m BUY signal,2020-01-30 17:15:00,0.2924827124730584,1.4909107685089111,1.1499999999999997,FREE,,,
sell,103616,224.53,458.55572972018444,0.0,5m SELL signal,2020-01-30 18:40:00,0.2924827124730584,3.732886791229248,1.6999999999999993,FREE,-50.44113026921351,224.64,103599.0
buy,103623,224.19,459.2511619343995,0.0,5m BUY signal,2020-01-30 19:15:00,0.2924827124730584,1.3566983938217163,1.1499999999999997,FREE,,,
sell,103630,224.54,459.2511619343995,0.0,5m SELL signal,2020-01-30 19:50:00,0.2924827124730584,2.9245352745056152,1.6999999999999993,FREE,160.73790667703722,224.19,103623.0
buy,103986,221.19,466.2066815893578,0.0,5m BUY signal,2020-02-03 18:00:00,0.2068393902265607,2.1934478282928467,2.1499999999999995,FREE,,,
sell,104047,224.86,466.2066815893578,0.0,5m SELL signal,2020-02-04 07:25:00,0.27987174684691224,3.989696741104126,1.6499999999999995,FREE,1710.9785214329506,221.19,103986.0
buy,104054,225.18,465.54416210224264,0.0,5m BUY signal,2020-02-04 08:00:00,0.27987174684691224,1.9752025604248047,-0.5,FREE,,,
