bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
4.8699951171875,0.006435578400330885,6.3499755859375,0.008462346470611488,0.7669313135585075,4.8699951171875,,242,True,False,19.611222791810146,2.005535047036858,13.74266021021905,0.27411416953599754,-0.18783874622238272,-0.9239058315167605,0.006025096939767052,-0.0002491370731023496,42.12334592661733,2025/06/18 18:06,2,3120.0
2.1700439453125,0.002867886918107285,4.20001220703125,0.005520012924657876,0.5166756281516574,2.1700439453125,,381,False,False,39.097431050618695,92.5477535207416,56.91420520732633,0.2975847684057381,0.11938595693402476,-0.3563976229434267,0.0030573075247922136,0.00015753005257345028,51.28001971956459,2025/06/20 14:01,2,4097.0
0.3935546875,0.0005169576624662521,4.76995849609375,0.006305131884083227,0.08250694168980563,0.3935546875,,456,True,False,86.19050606900574,61.117864730845014,77.8329589562855,0.5351197498646537,0.6180909142890414,0.16594232884877536,0.0016737620670135315,0.0008132423160869997,58.45027921915269,2025/06/20 15:38,2,1311.0
1.30999755859375,0.0017232955628933026,2.0,0.002624086548729587,0.654998779296875,1.30999755859375,,486,False,False,50.59434230778302,50.13038854888066,50.43969105481557,0.059815158572476414,0.0496971912087929,-0.020235934727367025,0.002271865988761862,6.532498351843473e-05,53.70614155895966,2025/06/20 16:20,2,2254.0
1.29498291015625,0.001699787296259058,2.0999755859375,0.0027640349930075684,0.6166656978433994,1.29498291015625,,520,True,False,51.036248409663635,-16.83080753252382,28.413896428934482,0.15391357443772027,0.05369861140263765,-0.20042992607016524,0.0023206930010778487,7.055565515472708e-05,43.90689939767225,2025/06/20 17:07,2,1452.0
1.95001220703125,0.002571286419046046,3.94000244140625,0.005168436356846851,0.49492664941985653,1.95001220703125,,578,False,False,66.4894641048933,98.78740113361158,77.25544311446606,0.041642525268258214,0.11617041556110053,0.14905578058568464,0.0019399952493516425,0.0001529279302386083,58.979944933449204,2025/06/20 18:21,2,4917.0
1.20001220703125,0.0015813146056011078,2.0150146484375,0.002662352366617872,0.5955352274792513,1.20001220703125,,635,True,False,43.64131813979966,36.52117544842612,41.267937242675146,-0.14020051182552404,-0.07220702681877356,0.13598697001350096,0.0015507910033016035,-9.525056349944997e-05,48.66437041006419,2025/06/20 19:22,2,5623.0
2.909912109375,0.003819133171481851,2.96002197265625,0.0038698661454179785,0.9830711178011011,2.909912109375,,761,False,False,70.86398824424842,115.76240059826358,85.8301256955868,-0.09612635825082198,0.10112473802439581,0.3945021925504356,0.004654406060679091,0.00013243639347993078,61.50764962534567,2025/06/23 15:06,2,1958.0
2.184814453125,0.0028733948329945614,3.739990234375,0.004943023259378361,0.5841765128272081,2.184814453125,,833,True,False,44.301602400043166,42.07620620377364,43.55980366795332,-0.3854739089492453,-0.3207956166141912,0.12935658467010824,0.006297807540882094,-0.0004224223746159362,46.993337417042014,2025/06/23 17:01,2,1532.0
1.5350341796875,0.0020158695018261453,2.20501708984375,0.002887357415398318,0.6961552301602679,1.5350341796875,,939,False,False,77.02277811969758,101.5813679366234,85.20897472533952,-0.054442660075025254,0.08135405520658878,0.27159343056322804,0.0013237175825979613,0.0001067031931721426,60.01190781364977,2025/06/23 19:11,2,2476.0
8.45001220703125,0.010957818355313344,9.5400390625,0.012526312195795915,0.8857418876036441,8.45001220703125,,1018,True,False,25.076185329006336,-2.7493924071292994,15.800992750294457,-0.34702436134262377,-0.47394092717354397,-0.2538331316618404,0.0033696617446040155,-0.0006203748261659061,39.952964638124264,2025/06/24 14:08,2,5288.0
1.239990234375,0.0016235125792657082,2.19000244140625,0.0028591602415046543,0.5662049552688052,1.239990234375,,1237,False,False,54.31617288330728,90.90845710708429,66.51360095789961,-0.13423205045832137,-0.1100465892424154,0.04837092243181196,0.017130469276820253,-0.00014389505262418022,47.3764197681358,2025/06/24 19:03,2,3096.0
