side,seen_idx,exec_px,qty,fee,reason,ts,pred,th,gate,pnl,entry_px,entry_idx
buy,644657,476.3,209.95171110644552,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-01-12 04:50:00,0.09720190614461899,0.04999999999999982,FORCE_BUY,,,
sell,644862,474.1,209.95171110644552,0.0,5m SELL signal,2024-01-16 06:15:00,3.925122022628784,-0.5,FREE,-461.89376443417774,476.3,644657.0
buy,644905,473.9,210.04031701955228,0.0,5m BUY signal,2024-01-16 09:50:00,1.0943527221679688,-0.0500000000000001,FREE,,,
sell,644978,474.95,210.04031701955228,0.0,5m SELL signal,2024-01-16 15:55:00,3.121044635772705,-0.5,FREE,220.54233287053228,473.9,644905.0
buy,645087,471.82,211.4337004968767,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-01-17 09:25:00,1.5366922616958618,1.2999999999999996,FORCE_BUY,,,
sell,645233,473.25,211.4337004968767,0.0,5m SELL signal,2024-01-18 05:50:00,2.28906512260437,-0.5,FREE,302.3501917105351,471.82,645087.0
buy,645307,473.41,211.36224152457044,0.0,5m BUY signal,2024-01-18 12:00:00,1.876709222793579,-0.5,FREE,,,
sell,645326,473.6001,211.36224152457044,0.0,5m SELL signal,2024-01-18 13:35:00,1.5588418245315552,-0.5,FREE,40.17996211381505,473.41,645307.0
buy,645641,484.2105,206.73070642264202,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-01-22 08:05:00,2.4135687351226807,1.2499999999999996,FORCE_BUY,,,
sell,645972,487.08,206.73070642264202,0.0,5m SELL signal,2024-01-24 04:40:00,1.6102633476257324,1.5499999999999994,FREE,593.2137620797629,484.2105,645641.0
buy,646093,485.89,207.2370134893504,0.0,5m BUY signal,2024-01-24 15:10:00,1.3476531505584717,-0.5,FREE,,,
sell,646960,488.86,207.2370134893504,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2024-01-31 09:30:00,1.4526605606079102,1.2499999999999996,FORCE_SELL,615.4939300633763,485.89,646093.0
buy,647169,484.08,209.28335484714063,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-02-01 10:55:00,2.102882146835327,1.8499999999999996,FORCE_BUY,,,
sell,648614,499.43,209.28335484714063,0.0,5m SELL signal,2024-02-13 06:15:00,0.6224847435951233,-0.5,FREE,3212.4994969036134,484.08,647169.0
buy,648644,494.98,211.16486708818022,0.0,5m BUY signal,2024-02-13 08:45:00,2.120965003967285,1.8499999999999996,FREE,,,
sell,648745,494.51,211.16486708818022,0.0,5m SELL signal,2024-02-13 17:10:00,1.160868763923645,-0.5,FREE,-99.24748753145046,494.98,648644.0
buy,649227,499.65,208.99257164770538,0.0,5m BUY signal,2024-02-16 09:55:00,1.763045310974121,1.7499999999999996,FREE,,,
sell,651431,509.19,208.99257164770538,0.0,5m SELL signal,2024-03-06 05:00:00,0.8290907740592957,-0.5,FREE,1993.7891335191136,499.65,649227.0
buy,651650,511.0,208.25230441740723,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-03-07 08:00:00,1.633487582206726,1.0499999999999996,FORCE_BUY,,,
sell,651850,516.61,208.25230441740723,0.0,5m SELL signal,2024-03-08 09:00:00,1.8641674518585205,1.2499999999999996,FREE,1168.2954277816575,511.0,651650.0
buy,651868,517.6889,207.81829199945517,0.0,5m BUY signal,2024-03-08 10:30:00,1.227187156677246,0.19999999999999984,FREE,,,
sell,652547,517.48,207.81829199945517,0.0,5m SELL signal,2024-03-14 04:00:00,1.7423059940338135,1.1499999999999997,FREE,-43.41324119868025,517.6889,651868.0
buy,652650,513.82,209.29860601743422,0.0,5m BUY signal,2024-03-14 13:00:00,1.3527569770812988,1.2999999999999996,FREE,,,
sell,652660,514.36,209.29860601743422,0.0,5m SELL signal,2024-03-14 13:50:00,1.5939496755599976,1.1499999999999997,FREE,113.02124724940687,513.82,652650.0
buy,652669,514.33,209.31081405153785,0.0,5m BUY signal,2024-03-14 14:35:00,1.8363503217697144,1.2999999999999996,FREE,,,
sell,652685,514.94,209.31081405153785,0.0,5m SELL signal,2024-03-14 15:55:00,1.4915666580200195,1.1499999999999997,FREE,127.67959657144094,514.33,652669.0
buy,652728,514.15,209.63242358786135,0.0,5m BUY signal,2024-03-14 19:30:00,1.634732723236084,1.2999999999999996,FREE,,,
sell,654035,521.13,209.63242358786135,0.0,5m SELL signal,2024-03-26 04:00:00,1.2715420722961426,-0.5,FREE,1463.234316643276,514.15,652728.0
buy,654086,521.6,209.4435293411468,0.0,5m BUY signal,2024-03-26 08:30:00,1.8625824451446533,1.6499999999999995,FREE,,,
sell,654198,519.46,209.4435293411468,0.0,5m SELL signal,2024-03-26 17:55:00,1.4957432746887207,-0.5,FREE,-448.20915279005135,521.6,654086.0
buy,654827,520.4,209.06521089844762,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-04-02 07:45:00,1.6566925048828125,1.5999999999999996,FORCE_BUY,,,
sell,656151,515.65,209.06521089844762,0.0,5m SELL signal,2024-04-11 09:05:00,4.3269805908203125,-0.5,FREE,-993.0597517676262,520.4,654827.0
buy,656225,518.62,207.86794955802804,0.0,5m BUY signal,2024-04-11 15:15:00,1.9397207498550415,1.8999999999999995,FREE,,,
sell,656230,519.17,207.86794955802804,0.0,5m SELL signal,2024-04-11 15:40:00,3.0807363986968994,-0.5,FREE,114.32737225690597,518.62,656225.0
buy,657236,497.42,216.95710540798802,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-04-19 04:00:00,1.7622605562210083,1.5499999999999994,FORCE_BUY,,,
sell,657470,498.26,216.95710540798802,0.0,5m SELL signal,2024-04-22 07:40:00,3.083754062652588,-0.5,FREE,182.24396854270452,497.42,657236.0
buy,657508,496.1,217.9017281608226,0.0,5m BUY signal,2024-04-22 10:50:00,1.5609233379364014,1.5499999999999994,FREE,,,
sell,657517,496.9,217.9017281608226,0.0,5m SELL signal,2024-04-22 11:35:00,1.8787599802017212,-0.5,FREE,174.32138252864817,496.1,657508.0
buy,657887,505.69,214.1141187745709,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-04-24 10:35:00,1.2587299346923828,0.5499999999999998,FORCE_BUY,,,
sell,658589,509.8,214.1141187745709,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2024-04-30 06:45:00,1.459746241569519,1.3499999999999996,FORCE_SELL,880.0090281634893,505.69,657887.0
buy,659126,506.47,215.52190208951416,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-05-03 04:00:00,1.065605878829956,0.5499999999999998,FORCE_BUY,,,
sell,661161,530.08,215.52190208951416,0.0,5m SELL signal,2024-05-20 04:00:00,1.0347888469696045,0.7499999999999998,FREE,5088.4721083334325,506.47,659126.0
buy,661355,529.87,215.60731851135122,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-05-21 05:35:00,0.8991073369979858,-0.5,FORCE_BUY,,,
sell,661545,530.85,215.60731851135122,0.0,5m SELL signal,2024-05-22 07:00:00,1.675309419631958,0.6999999999999997,FREE,211.29517214112812,529.87,661355.0
buy,661555,530.48,215.75770063291887,0.0,5m BUY signal,2024-05-22 07:50:00,1.075744390487671,0.9999999999999996,FREE,,,
sell,661566,530.62,215.75770063291887,0.0,5m SELL signal,2024-05-22 08:45:00,0.971419632434845,0.6999999999999997,FREE,30.206078088605697,530.48,661555.0
buy,661603,530.5399,215.79027535881733,0.0,5m BUY signal,2024-05-22 11:50:00,1.2201825380325317,0.9999999999999996,FREE,,,
sell,661608,530.94,215.79027535881733,0.0,5m SELL signal,2024-05-22 12:15:00,0.8914560079574585,0.6999999999999997,FREE,86.33768917107702,530.5399,661603.0
buy,661624,530.14,216.11591051233728,0.0,5m BUY signal,2024-05-22 13:35:00,1.517966628074646,0.9999999999999996,FREE,,,
sell,661647,529.5158,216.11591051233728,0.0,5m SELL signal,2024-05-22 15:30:00,0.8462414145469666,0.6999999999999997,FREE,-134.8995513417952,530.14,661624.0
buy,661681,530.4,215.75563583647943,0.0,5m BUY signal,2024-05-22 18:20:00,1.1945744752883911,0.9999999999999996,FREE,,,
sell,661688,530.6,215.75563583647943,0.0,5m SELL signal,2024-05-22 18:55:00,0.8727983832359314,0.6999999999999997,FREE,43.151127167305695,530.4,661681.0
buy,661972,529.1495,216.34706330599573,0.0,5m BUY signal,2024-05-24 11:35:00,1.4673646688461304,1.1999999999999997,FREE,,,
sell,661979,529.765,216.34706330599573,0.0,5m SELL signal,2024-05-24 12:10:00,1.5443005561828613,1.0999999999999996,FREE,133.1616174648398,529.1495,661972.0
buy,661988,529.26,216.55349354249486,0.0,5m BUY signal,2024-05-24 12:55:00,1.5085183382034302,1.1999999999999997,FREE,,,
sell,661994,529.61,216.55349354249486,0.0,5m SELL signal,2024-05-24 13:25:00,1.3980534076690674,1.0999999999999996,FREE,75.79372273987812,529.26,661988.0
buy,662008,529.5753,216.56768303778654,0.0,5m BUY signal,2024-05-24 14:35:00,1.5394504070281982,1.1999999999999997,FREE,,,
sell,662066,530.57,216.56768303778654,0.0,5m SELL signal,2024-05-28 04:00:00,1.7965853214263916,1.6999999999999993,FREE,215.41987431770357,529.5753,662008.0
buy,662247,527.6,217.78679982820017,0.0,5m BUY signal,2024-05-29 04:00:00,1.54295015335083,1.0999999999999996,FREE,,,
sell,662274,527.03,217.78679982820017,0.0,5m SELL signal,2024-05-29 06:15:00,1.102586030960083,0.9999999999999996,FREE,-124.13847590208499,527.6,662247.0
buy,662285,526.51,218.00189381674866,0.0,5m BUY signal,2024-05-29 07:10:00,1.1820639371871948,1.0999999999999996,FREE,,,
sell,662353,527.13,218.00189381674866,0.0,5m SELL signal,2024-05-29 12:50:00,1.1901202201843262,0.9999999999999996,FREE,135.16117416638517,526.51,662285.0
buy,662376,526.155,218.4058657384663,0.0,5m BUY signal,2024-05-29 14:45:00,1.239901065826416,1.0999999999999996,FREE,,,
