date,equity,cash,pos,buy_th,sell_th,p_day
2018-10-01,100000.0,100000.0,0,0.3,0.3,0.22379687513831645
2018-10-02,100000.0,100000.0,0,0.3,0.3,0.2048845205890116
2018-10-03,100000.0,100000.0,0,0.3,0.3,0.2816206210568594
2018-10-04,100000.0,100000.0,0,0.3,0.3,0.21276121550777513
2018-10-05,100000.0,100000.0,0,0.3,0.3,0.24007716735772475
2018-10-08,100000.0,100000.0,0,0.3,0.3,0.16477087037481616
2018-10-09,100000.0,100000.0,0,0.3,0.3,0.18111659686538273
2018-10-10,100000.0,100000.0,0,0.3,0.3,0.21983636890609515
2018-10-11,100000.0,100000.0,0,0.3,0.3,0.2099351196714043
2018-10-12,100000.0,100000.0,0,0.3,0.3,0.15153783406819796
2018-10-15,100000.0,100000.0,0,0.3,0.3,0.16251292241914642
2018-10-16,100000.0,100000.0,0,0.3,0.3,0.1582509231709466
2018-10-17,100000.0,100000.0,0,0.3,0.3,0.15658889630704986
2018-10-18,100000.0,100000.0,0,0.3,0.3,0.14586309996900657
2018-10-19,100000.0,100000.0,0,0.3,0.3,0.14505252945867353
2018-10-22,100000.0,100000.0,0,0.3,0.3,0.15136937773709047
2018-10-23,100000.0,100000.0,0,0.3,0.3,0.1516703157754141
2018-10-24,100000.0,100000.0,0,0.3,0.3,0.14569149932685976
2018-10-25,100000.0,100000.0,0,0.3,0.3,0.14752345075994852
2018-10-26,100000.0,100000.0,0,0.3,0.3,0.1447071839810118
2018-10-29,100000.0,100000.0,0,1.9499999999999993,-0.5,0.1470619792466761
2018-10-30,100000.0,100000.0,0,1.9499999999999993,-0.5,0.15450571315215336
2018-10-31,100000.0,100000.0,0,1.6499999999999995,-0.5,0.1498548177971125
2018-11-01,100000.0,100000.0,0,1.6499999999999995,-0.5,0.16096110317294995
2018-11-02,100000.0,100000.0,0,0.6999999999999997,-0.5,0.1562377097475954
2018-11-05,100000.0,100000.0,0,0.6999999999999997,-0.5,0.1646482100593828
2018-11-06,100000.0,100000.0,0,-0.5,1.1499999999999997,0.16720328850837185
2018-11-07,100000.0,100000.0,0,-0.5,1.7499999999999996,0.1678975204614149
2018-11-08,100000.0,100000.0,0,2.1999999999999993,1.3499999999999996,0.1578378017267048
2018-11-09,100000.0,100000.0,0,2.2999999999999994,-0.5,0.16465054475824745
2018-11-12,100000.0,100000.0,0,2.2999999999999994,-0.5,0.16061411750734797
2018-11-13,100000.0,100000.0,0,2.2999999999999994,-0.5,0.16131687171756795
2018-11-14,100000.0,100000.0,0,2.4499999999999993,0.5999999999999996,0.1562697076324364
2018-11-15,100000.0,100000.0,0,-0.5,0.9999999999999996,0.16224386023170487
2018-11-16,100000.0,100000.0,0,-0.5,0.7999999999999998,0.15949114659999908
2018-11-19,100000.0,100000.0,0,-0.5,0.7999999999999998,0.15591495734892677
2018-11-20,100000.0,100000.0,0,2.499999999999999,-0.5,0.23278166764330044
2018-11-21,100000.0,100000.0,0,-0.5,-0.5,0.2271092057347789
2018-11-23,100000.0,100000.0,0,-0.5,-0.5,0.2321323115065225
2018-11-26,100000.0,100000.0,0,-0.5,-0.5,0.21149281815678922
2018-11-27,100000.0,100000.0,0,-0.5,-0.5,0.21294657636928224
2018-11-28,100000.0,100000.0,0,-0.5,-0.5,0.21921147155290577
2018-11-29,100000.0,100000.0,0,1.8999999999999995,-0.5,0.2351267966279731
2018-11-30,100000.0,100000.0,0,1.6499999999999995,-0.5,0.21093132236005518
2018-12-03,100000.0,100000.0,0,0.34999999999999987,2.1499999999999995,0.21468497476595794
2018-12-04,100000.0,100000.0,0,2.0999999999999996,-0.5,0.24109293590399958
2018-12-06,100000.0,100000.0,0,-0.5,-0.5,0.2111275167774016
2018-12-07,100000.0,100000.0,0,2.3999999999999995,-0.5,0.24728934051592355
2018-12-10,100000.0,100000.0,0,-0.5,-0.5,0.17395823180527517
2018-12-11,100000.0,100000.0,0,-0.5,-0.5,0.1675423094223428
2018-12-12,100000.0,100000.0,0,-0.5,-0.5,0.18625585111466983
2018-12-13,100000.0,100000.0,0,-0.5,-0.5,0.19480934866526223
2018-12-14,100000.0,100000.0,0,-0.5,-0.5,0.20166839654982402
2018-12-17,100000.0,100000.0,0,-0.5,-0.5,0.21702365524135603
2018-12-18,100000.0,100000.0,0,-0.5,1.7499999999999996,0.18378335751633937
2018-12-19,100000.0,100000.0,0,-0.5,-0.5,0.20075688358618807
2018-12-20,100000.0,100000.0,0,-0.5,-0.5,0.19756782974928724
2018-12-21,100000.0,100000.0,0,-0.5,-0.5,0.24056501412830147
2018-12-24,100000.0,100000.0,0,2.3999999999999995,-0.5,0.23894670920727298
2018-12-26,100000.0,100000.0,0,2.3999999999999995,-0.5,0.21006047438709355
2018-12-27,100000.0,100000.0,0,1.1999999999999997,-0.5,0.23752732746232855
2018-12-28,100000.0,100000.0,0,1.8999999999999995,-0.5,0.2819154434826528
2018-12-31,100000.0,100000.0,0,1.8999999999999995,-0.5,0.18603350343460137
2019-01-02,100000.0,100000.0,0,-0.5,-0.5,0.15690179637053606
2019-01-03,100000.0,100000.0,0,-0.5,1.6999999999999993,0.27901369606762993
2019-01-04,100000.0,100000.0,0,-0.5,2.2999999999999994,0.15200517040675351
2019-01-07,100000.0,100000.0,0,1.7999999999999994,-0.5,0.18965933555336256
2019-01-08,100000.0,100000.0,0,2.4499999999999993,-0.5,0.1634629969623804
2019-01-09,100000.0,100000.0,0,1.7999999999999994,-0.5,0.3298340103517337
2019-01-10,100000.0,100000.0,0,1.7999999999999994,-0.5,0.2107210250077208
2019-01-11,100000.0,100000.0,0,1.6999999999999993,-0.5,0.1541204281031752
2019-01-14,100000.0,100000.0,0,1.6999999999999993,-0.5,0.1847593356588031
2019-01-15,100000.0,100000.0,0,-0.5,1.0499999999999996,0.21568167397550506
2019-01-16,100000.0,100000.0,0,1.0999999999999996,0.8999999999999997,0.3269671710597329
2019-01-17,100000.0,100000.0,0,-0.5,1.0499999999999996,0.23774251256212622
2019-01-18,100000.0,100000.0,0,-0.5,1.0499999999999996,0.2512734215557368
2019-01-22,100000.0,100000.0,0,-0.5,1.0999999999999996,0.35514160153458096
2019-01-23,100000.0,100000.0,0,-0.5,1.2499999999999996,0.3003956939328469
2019-01-24,100000.0,100000.0,0,-0.5,1.5499999999999994,0.23150485093958673
2019-01-25,100000.0,100000.0,0,-0.5,1.5499999999999994,0.24892640584433443
2019-01-28,100000.0,100000.0,0,2.1999999999999993,1.1999999999999997,0.2650667503554421
2019-01-29,100000.0,100000.0,0,2.0999999999999996,1.1999999999999997,0.27541041128639016
2019-01-30,100000.0,100000.0,0,1.8499999999999996,2.4499999999999993,0.30289964079904974
2019-01-31,100000.0,100000.0,0,1.6999999999999993,2.499999999999999,0.3161738625995539
2019-02-01,100000.0,100000.0,0,-0.5,2.349999999999999,0.26147965766202136
2019-02-04,100000.0,100000.0,0,2.3999999999999995,0.44999999999999973,0.220084127346568
2019-02-05,100000.0,100000.0,0,2.4499999999999993,0.7499999999999998,0.29953369398733837
2019-02-06,100000.0,100000.0,0,2.499999999999999,0.44999999999999973,0.3092716180003349
