date,equity,cash,pos,buy_th,sell_th
2023-10-02,100000.0,100000.0,0,0.3,0.3
2023-10-03,100000.0,100000.0,0,0.3,0.3
2023-10-04,100000.0,100000.0,0,0.3,0.3
2023-10-05,100000.0,100000.0,0,0.3,0.3
2023-10-06,100000.0,100000.0,0,0.3,0.3
2023-10-09,100000.0,100000.0,0,0.3,0.3
2023-10-10,100000.0,100000.0,0,0.3,0.3
2023-10-11,100000.0,100000.0,0,0.3,0.3
2023-10-12,100000.0,100000.0,0,0.3,0.3
2023-10-13,100000.0,100000.0,0,0.3,0.3
2023-10-16,100000.0,100000.0,0,0.3,0.3
2023-10-17,100000.0,100000.0,0,0.3,0.3
2023-10-18,100000.0,100000.0,0,0.3,0.3
2023-10-19,100000.0,100000.0,0,0.3,0.3
2023-10-20,100000.0,100000.0,0,0.3,0.3
2023-10-23,100000.0,100000.0,0,0.3,0.3
2023-10-24,100000.0,100000.0,0,0.3,0.3
2023-10-25,100000.0,100000.0,0,0.3,0.3
2023-10-26,100000.0,100000.0,0,0.3,0.3
2023-10-27,100000.0,100000.0,0,0.3,0.3
2023-10-30,100000.0,100000.0,0,0.3,0.3
2023-10-31,100000.0,100000.0,0,0.7999999999999998,1.5499999999999994
2023-11-01,100000.0,100000.0,0,0.7499999999999998,1.4999999999999996
2023-11-02,100000.0,100000.0,0,0.7499999999999998,-0.5
2023-11-03,100000.0,100000.0,0,0.7499999999999998,-0.5
2023-11-06,100000.0,100000.0,0,0.7499999999999998,-0.5
2023-11-07,100000.0,100000.0,0,0.7499999999999998,-0.5
2023-11-08,100000.0,100000.0,0,0.7499999999999998,-0.5
2023-11-09,100000.0,100000.0,0,-0.5,1.2499999999999996
2023-11-10,100000.0,100000.0,0,-0.5,1.1499999999999997
2023-11-13,100000.0,100000.0,0,-0.5,1.2499999999999996
2023-11-14,100000.0,100000.0,0,2.4499999999999993,1.1999999999999997
2023-11-15,100000.0,100000.0,0,2.499999999999999,1.2499999999999996
2023-11-16,100000.0,100000.0,0,-0.5,1.0999999999999996
2023-11-17,100000.0,100000.0,0,-0.5,-0.5
2023-11-20,100000.0,100000.0,0,-0.5,1.0999999999999996
2023-11-21,100000.0,100000.0,0,1.7499999999999996,0.9999999999999996
2023-11-22,100000.0,100000.0,0,1.6999999999999993,1.1499999999999997
2023-11-24,100000.0,100000.0,0,1.6999999999999993,-0.5
2023-11-27,100000.0,100000.0,0,0.9499999999999997,-0.5
2023-11-28,100000.0,100000.0,0,0.9999999999999996,0.8499999999999996
2023-11-29,100000.0,100000.0,0,1.1999999999999997,0.8499999999999996
2023-11-30,100000.0,100000.0,0,1.0499999999999996,1.1499999999999997
2023-12-01,100000.0,100000.0,0,1.0499999999999996,0.4999999999999998
2023-12-04,100000.0,100000.0,0,1.8499999999999996,1.3499999999999996
2023-12-05,100000.0,100000.0,0,1.8999999999999995,1.2499999999999996
2023-12-06,100000.0,100000.0,0,1.7999999999999994,1.3499999999999996
2023-12-07,100000.0,100000.0,0,1.8999999999999995,2.4499999999999993
2023-12-08,100000.0,100000.0,0,0.7999999999999998,2.0999999999999996
2023-12-11,100000.0,100000.0,0,0.7999999999999998,2.0999999999999996
2023-12-12,100000.0,100000.0,0,0.7999999999999998,2.0999999999999996
2023-12-13,100000.0,100000.0,0,0.7999999999999998,2.0999999999999996
2023-12-14,100000.0,100000.0,0,1.5999999999999996,2.0499999999999994
2023-12-15,100000.0,100000.0,0,1.6499999999999995,2.1999999999999993
2023-12-18,100000.0,100000.0,0,2.499999999999999,0.5999999999999996
2023-12-19,100000.0,100000.0,0,2.499999999999999,0.6499999999999997
2023-12-20,100000.0,100000.0,0,2.499999999999999,-0.5
2023-12-21,100000.0,100000.0,0,2.1499999999999995,0.6499999999999997
2023-12-22,100000.0,100000.0,0,2.1999999999999993,0.6499999999999997
2023-12-26,100000.0,100000.0,0,2.1999999999999993,0.6499999999999997
2023-12-27,100000.0,100000.0,0,2.1999999999999993,0.6499999999999997
2023-12-28,100000.0,100000.0,0,2.1999999999999993,0.6499999999999997
2023-12-29,100000.0,100000.0,0,1.2499999999999996,1.4999999999999996
2024-01-02,99076.76399625781,0.0,1,1.2499999999999996,1.4999999999999996
2024-01-03,98180.60958195874,0.0,1,2.2999999999999994,-0.5
2024-01-04,97636.51583042,0.0,1,2.3999999999999995,0.9499999999999997
2024-01-05,97734.99433748584,0.0,1,2.3999999999999995,0.8499999999999996
2024-01-08,99628.24363582648,0.0,1,2.3999999999999995,0.8499999999999996
