date,equity,cash,pos,qty,bucket_next,prev_reg_score,prev_strength,prev_reg_slope,prev_reg_above_ma,th_buy_today_live,th_sell_today_live,th_buy_bull_base,th_buy_side_base,th_buy_bear_base,th_sell_bull_base,th_sell_side_base,th_sell_bear_base,bucket_today,reg_score,strength,reg_slope,reg_above_ma
2018-10-22,100000.0,100000.0,0,0.0,bear,-0.07369656642456514,-1.0,-0.001499472495404353,-0.04613209929223472,0.5,0.09999999999999998,0.3,0.3,0.3,0.3,0.3,0.3,,,,,
2018-10-23,100000.0,100000.0,0,0.0,bear,-0.0657065747361509,-1.0,-0.001639093500643716,-0.0405261961561465,0.5,0.09999999999999998,0.3,0.3,0.3,0.3,0.3,0.3,,,,,
2018-10-24,100000.0,100000.0,0,0.0,bear,-0.07020188124046706,-1.0,-0.0017441731001893897,-0.04331290795993259,0.5,0.09999999999999998,0.3,0.3,0.3,0.3,0.3,0.3,,,,,
2018-10-25,100000.0,100000.0,0,0.0,bear,-0.13421579841829392,-1.0,-0.0020033960018222994,-0.08547040694188468,0.5,0.09999999999999998,0.3,0.3,0.3,0.3,0.3,0.3,,,,,
2018-10-26,100000.0,100000.0,0,0.0,bear,-0.08568413951276427,-1.0,-0.0020733851080595805,-0.052975989459057016,2.5499999999999994,0.09999999999999998,0.3,0.3,2.349999999999999,0.3,0.3,0.3,,,,,
2018-10-29,100000.0,100000.0,0,0.0,bear,-0.12067053638894845,-1.0,-0.002229058635694401,-0.07598890698791017,2.6499999999999995,0.09999999999999998,0.3,0.3,2.4499999999999993,0.3,0.3,0.3,,,,,
2018-10-30,100000.0,100000.0,0,0.0,bear,-0.1473054033780208,-1.0,-0.0024348530297668767,-0.09333389619248011,2.6499999999999995,0.09999999999999998,0.3,0.3,2.4499999999999993,0.3,0.3,0.3,,,,,
2018-10-31,100000.0,100000.0,0,0.0,bear,-0.12318546877844419,-1.0,-0.002572212472959956,-0.07697922090637621,1.6999999999999995,-0.5,0.3,0.3,1.4999999999999996,0.3,0.3,-0.5,,,,,
2018-11-01,100000.0,100000.0,0,0.0,bear,-0.08922110787492633,-1.0,-0.002653281134125519,-0.054174176315033185,1.2999999999999996,-0.5,0.3,0.3,1.0999999999999996,0.3,0.3,-0.5,,,,,
2018-11-02,100000.0,100000.0,0,0.0,bear,-0.06922433752187095,-1.0,-0.002706461291272031,-0.0407366357653699,1.7499999999999993,-0.5,0.3,0.3,1.5499999999999994,0.3,0.3,-0.5,,,,,
2018-11-05,100000.0,100000.0,0,0.0,bear,-0.09017583635472558,-1.0,-0.0028215708138649297,-0.05447408260875386,1.7499999999999993,-0.5,0.3,0.3,1.5499999999999994,0.3,0.3,-0.5,,,,,
2018-11-06,100000.0,100000.0,0,0.0,bear,-0.09185000963297234,-1.0,-0.002920268061793254,-0.05539280363172838,-0.3,1.0999999999999996,0.3,0.3,-0.5,0.3,0.3,1.2999999999999996,,,,,
2018-11-07,100000.0,100000.0,0,0.0,bear,-0.07894520860523152,-1.0,-0.0029481762735673574,-0.04673378652301963,-0.3,1.9999999999999993,0.3,0.3,-0.5,0.3,0.3,2.1999999999999993,,,,,
2018-11-08,100000.0,100000.0,0,0.0,bear,-0.03233773802481509,-1.0,-0.002860763720179532,-0.01583696457618433,-0.3,1.6999999999999995,0.3,0.3,-0.5,0.3,0.3,1.8999999999999995,,,,,
2018-11-09,100000.0,100000.0,0,0.0,bear,-0.039395830242171984,-1.0,-0.0027485684888498055,-0.020766749850415045,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2018-11-12,100000.0,100000.0,0,0.0,bear,-0.06158317312422151,-1.0,-0.002699295592875981,-0.03565685756372905,2.4999999999999996,-0.5,0.3,0.3,2.2999999999999994,0.3,0.3,-0.5,,,,,
2018-11-13,100000.0,100000.0,0,0.0,bear,-0.10245787931843084,-1.0,-0.002805066824564858,-0.06269511922982418,2.4999999999999996,0.04999999999999977,0.3,0.3,2.2999999999999994,0.3,0.3,0.24999999999999978,,,,,
2018-11-14,100000.0,100000.0,0,0.0,bear,-0.09835866669582355,-1.0,-0.0028598662557061307,-0.059852711952470106,2.4999999999999996,0.04999999999999977,0.3,0.3,2.2999999999999994,0.3,0.3,0.24999999999999978,,,,,
2018-11-15,100000.0,100000.0,0,0.0,bear,-0.10643099498865825,-1.0,-0.0029280319848952684,-0.06509793268931496,-0.3,-1.6653345369377348e-16,0.3,0.3,-0.5,0.3,0.3,0.19999999999999984,,,,,
2018-11-16,100000.0,100000.0,0,0.0,bear,-0.07950966859006242,-1.0,-0.0028715667713145967,-0.04726331218407909,-0.3,0.3499999999999998,0.3,0.3,-0.5,0.3,0.3,0.5499999999999998,,,,,
2018-11-19,100000.0,100000.0,0,0.0,bear,-0.08220469352687085,-1.0,-0.0028313530377870573,-0.04914042294233978,2.5999999999999996,-0.5,0.3,0.3,2.3999999999999995,0.3,0.3,-0.5,,,,,
2018-11-20,100000.0,100000.0,0,0.0,bear,-0.12561848496510092,-1.0,-0.0028908343661965827,-0.07796398791100745,2.5999999999999996,-0.5,0.3,0.3,2.3999999999999995,0.3,0.3,-0.5,,,,,
2018-11-21,100000.0,100000.0,0,0.0,bear,-0.14694411520712594,-1.0,-0.0029874418847238744,-0.09198785970196954,2.6999999999999993,-0.5,0.3,0.3,2.499999999999999,0.3,0.3,-0.5,,,,,
2018-11-23,100000.0,100000.0,0,0.0,bear,-0.13321932236599826,-1.0,-0.0030262744878581612,-0.08276033260161586,-0.3,1.8999999999999997,0.3,0.3,-0.5,0.3,0.3,2.0999999999999996,,,,,
2018-11-26,100000.0,100000.0,0,0.0,bear,-0.13922434413770265,-1.0,-0.003033179100688219,-0.08674987122375866,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2018-11-27,100000.0,100000.0,0,0.0,bear,-0.10384538278563255,-1.0,-0.0029283031547198673,-0.06337364888098196,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2018-11-28,100000.0,100000.0,0,0.0,bear,-0.0957445025459839,-1.0,-0.002778556817218105,-0.05827255472955306,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2018-11-29,100000.0,100000.0,0,0.0,bear,-0.04705912611456102,-1.0,-0.0024971788199991637,-0.026378393103042352,1.3499999999999996,-0.5,0.3,0.3,1.1499999999999997,0.3,0.3,-0.5,,,,,
2018-11-30,100000.0,100000.0,0,0.0,bear,-0.048496718694922586,-1.0,-0.0022055452418671415,-0.027920055312880776,0.9999999999999998,-0.5,0.3,0.3,0.7999999999999998,0.3,0.3,-0.5,,,,,
2018-12-03,100000.0,100000.0,0,0.0,side,-0.034518987180699304,-1.0,-0.0019431441658143928,-0.019126369788837416,0.3396845837706039,0.2603154162293961,0.3,0.3,0.7999999999999998,0.3,0.3,-0.5,,,,,
2018-12-04,100000.0,100000.0,0,0.0,bear,-0.005952687565590589,-0.19842291885301963,-0.0016507895411064242,-0.0006668792948475444,1.0999999999999996,-0.5,0.3,0.3,0.8999999999999997,0.3,0.3,-0.5,,,,,
2018-12-06,100000.0,100000.0,0,0.0,bear,-0.06000303215441581,-1.0,-0.0015167567363067037,-0.0369685079636638,-0.3,0.9499999999999997,0.3,0.3,-0.5,0.3,0.3,1.1499999999999997,,,,,
2018-12-07,100000.0,100000.0,0,0.0,bear,-0.04632178050573669,-1.0,-0.0013300311640063102,-0.028221124675811837,2.3499999999999996,0.5999999999999999,0.3,0.3,2.1499999999999995,0.3,0.3,0.7999999999999998,,,,,
2018-12-10,100000.0,100000.0,0,0.0,bear,-0.09096618482424973,-1.0,-0.0014253154842196276,-0.05779349224772723,-0.3,1.4499999999999995,0.3,0.3,-0.5,0.3,0.3,1.6499999999999995,,,,,
2018-12-11,100000.0,100000.0,0,0.0,bear,-0.07264074881861703,-1.0,-0.0015188264773171528,-0.04538951292444371,-0.3,2.1999999999999993,0.3,0.3,-0.5,0.3,0.3,2.3999999999999995,,,,,
2018-12-12,100000.0,100000.0,0,0.0,bear,-0.06406396338446563,-1.0,-0.0014872991380938114,-0.03973471064678946,-0.3,2.249999999999999,0.3,0.3,-0.5,0.3,0.3,2.4499999999999993,,,,,
2018-12-13,100000.0,100000.0,0,0.0,bear,-0.047689119741162876,-1.0,-0.0014586546631251214,-0.028875437167858342,-0.3,1.1999999999999995,0.3,0.3,-0.5,0.3,0.3,1.3999999999999995,,,,,
2018-12-14,100000.0,100000.0,0,0.0,bear,-0.0432543093512069,-1.0,-0.0013106375888243679,-0.0262149310564892,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2018-12-17,100000.0,100000.0,0,0.0,bear,-0.07440903176941112,-1.0,-0.0012379944286369092,-0.04713003232233359,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2018-12-18,100000.0,100000.0,0,0.0,bear,-0.10291105591278098,-1.0,-0.0013214285966833947,-0.06596451341515386,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2018-12-19,100000.0,100000.0,0,0.0,bear,-0.09059429643389313,-1.0,-0.0013675937242612138,-0.05766101017407299,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2018-12-20,100000.0,100000.0,0,0.0,bear,-0.12157168500478131,-1.0,-0.0014684420571326592,-0.07811090588892222,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2018-12-21,100000.0,100000.0,0,0.0,bear,-0.1375954174236057,-1.0,-0.0016147243608977888,-0.08850082956060823,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2018-12-24,100000.0,100000.0,0,0.0,bear,-0.17738077718268913,-1.0,-0.0020321583541047916,-0.11418953474691651,1.8499999999999994,-0.5,0.3,0.3,1.6499999999999995,0.3,0.3,-0.5,,,,,
2018-12-26,100000.0,100000.0,0,0.0,bear,-0.21106849754685927,-1.0,-0.0023997712423025,-0.1359127892133012,1.8499999999999994,-0.5,0.3,0.3,1.6499999999999995,0.3,0.3,-0.5,,,,,
2018-12-27,100000.0,100000.0,0,0.0,bear,-0.12714439951020612,-1.0,-0.002613061465788954,-0.07953681007522617,1.4999999999999996,-0.5,0.3,0.3,1.2999999999999996,0.3,0.3,-0.5,,,,,
2018-12-28,100000.0,100000.0,0,0.0,bear,-0.11937451434313243,-1.0,-0.0028754959024184165,-0.07383201775725146,1.4999999999999996,-0.5,0.3,0.3,1.2999999999999996,0.3,0.3,-0.5,,,,,
2018-12-31,100000.0,100000.0,0,0.0,bear,-0.11658165235374778,-1.0,-0.0030648941616668625,-0.07159131324583146,2.5999999999999996,-0.5,0.3,0.3,2.3999999999999995,0.3,0.3,-0.5,,,,,
2019-01-02,99421.05976457513,99421.05976457513,0,0.0,bear,-0.10106305790445715,-1.0,-0.0031189638583225764,-0.06113744421965961,2.6999999999999993,2.299999999999999,0.3,0.3,2.499999999999999,0.3,0.3,2.499999999999999,,,,,
2019-01-03,99966.6862361089,0.0,1,668.8971979666036,bear,-0.09215905017410533,-1.0,-0.003089927969846371,-0.055259510843044146,2.4999999999999996,-0.5,0.3,0.3,2.2999999999999994,0.3,0.3,-0.5,,,,,
2019-01-04,102069.85947206723,102069.85947206723,0,0.0,bear,-0.13496524118037098,-1.0,-0.0032230572690523894,-0.08353071291547587,2.6499999999999995,-0.5,0.3,0.3,2.4499999999999993,0.3,0.3,-0.5,,,,,
2019-01-07,102089.46190266534,102089.46190266534,0,0.0,bear,-0.07294067414335656,-1.0,-0.0031894395987266486,-0.04224823689811774,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2019-01-08,102314.14474028046,102314.14474028046,0,0.0,bear,-0.05276423186380651,-1.0,-0.0030687980927605754,-0.029038558390349856,-0.3,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2019-01-09,102288.57898697203,0.0,1,639.8234752422095,side,-0.037679813598440984,-1.0,-0.002782529407963516,-0.019554816916366957,0.45265336198235007,0.1473466380176499,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2019-01-10,102493.7918366458,102493.7918366458,0,0.0,side,-0.02289800429735251,-0.7632668099117503,-0.0024731818815427204,-0.010318972435149565,0.4123746048670976,0.18762539513290238,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,,
2019-01-11,102500.16543082727,0.0,1,637.8355036143577,side,-0.01685619073006464,-0.561873024335488,-0.002203478490159533,-0.006830503506390695,2.6426172075895025,-0.5,0.3,2.499999999999999,-0.5,0.3,-0.5,-0.5,,,,,
2019-01-14,101850.19406700403,101850.19406700403,0,0.0,bear,-0.021392581138425473,-0.7130860379475158,-0.0020538114495854648,-0.010154097859779387,-0.3,-0.5,0.3,2.499999999999999,-0.5,0.3,-0.5,-0.5,,,,,
2019-01-15,102254.34215244924,0.0,1,629.7225160269076,side,-0.032925942379161445,-1.0,-0.001926910065856503,-0.018096808121061292,1.5650523678706532,1.4349476321293457,0.3,1.5499999999999994,-0.5,0.3,1.4499999999999995,-0.5,,,,,
2019-01-16,101989.85869571795,0.0,1,629.7225160269076,side,-0.0022578551805980587,-0.07526183935326862,-0.0017504179277694181,0.0019955990684734637,-0.5,1.250092929306913,0.3,-0.5,-0.5,0.3,1.2499999999999996,-0.5,,,,,
2019-01-17,103091.87309876503,0.0,1,629.7225160269076,side,4.646465345666158e-06,0.00015488217818887193,-0.0015046688050417917,0.003012435253647361,-0.5,1.1749424887302433,0.3,-0.5,-0.5,0.3,0.8999999999999997,-0.5,,,,,
2019-01-18,103721.59561479195,103721.59561479195,0,0.0,bull,0.01374712443651218,0.4582374812170727,-0.0012371932303449835,0.01163913608503142,0.19999999999999998,0.8999999999999999,0.3,-0.5,-0.5,0.3,0.8999999999999997,-0.5,,,,,
2019-01-22,102355.92267039722,0.0,1,632.2559927753242,side,0.03001663333226098,1.0,-0.0010562765627341883,0.022123642013642364,-0.5,0.9190432377626772,0.3,-0.5,-0.5,0.3,0.8999999999999997,-0.5,,,,,
2019-01-23,102438.02421019947,102438.02421019947,0,0.0,side,0.0009521618881338728,0.03173872960446243,-0.0010224910499363029,0.0026797566919618543,2.281318372877289,1.2620897627362637,0.3,2.2999999999999994,-0.5,0.3,1.1499999999999997,-0.5,,,,,
2019-01-24,102438.02421019947,102438.02421019947,0,0.0,side,0.005604488136813204,0.1868162712271068,-0.0009580836083990103,0.005652492641340157,2.2410993599041635,1.7534038405750136,0.3,2.2999999999999994,-0.5,0.3,1.3999999999999995,-0.5,,,,,
2019-01-25,102438.02421019947,102438.02421019947,0,0.0,bull,0.017670192028750704,0.5890064009583569,-0.0009000540799667553,0.013580236179100647,0.19999999999999998,0.8999999999999999,0.3,2.2999999999999994,-0.5,0.3,1.3999999999999995,-0.5,,,,,
2019-01-28,101402.29416799736,0.0,1,625.283925312927,side,0.037608882872094816,1.0,-0.0007153248682093288,0.026503238317815203,2.234509733634489,1.7929415981930616,0.3,2.2999999999999994,-0.5,0.3,1.3999999999999995,-0.5,,,,,
2019-01-29,101627.39638111003,0.0,1,625.283925312927,side,0.019647079909653115,0.6549026636551039,-0.0005656892971295889,0.014229431867361253,2.326954578674743,1.6382725279515378,0.3,2.349999999999999,-0.5,0.3,1.4999999999999996,-0.5,,,,,
2019-01-30,102277.69166343546,102277.69166343546,0,0.0,bull,0.006913626397576914,0.23045421325256382,-0.00032854970961824847,0.005266183684287773,2.0499999999999994,1.6999999999999997,2.1499999999999995,2.349999999999999,-0.5,1.0999999999999996,1.4999999999999996,-0.5,,,,,
2019-01-31,102277.69166343546,102277.69166343546,0,0.0,bull,0.04615280074164102,1.0,-3.966506470887373e-06,0.030776466840702454,0.8999999999999996,0.09999999999999998,0.9999999999999996,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,,
2019-02-01,102149.54955874284,0.0,1,610.3946791678688,bull,0.07051164017513914,1.0,0.0004055552421920348,0.04619664963237535,0.9999999999999997,0.09999999999999998,1.0999999999999996,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,,
2019-02-04,102425.30171897661,0.0,1,607.0366960171672,bull,0.06528160534152729,1.0,0.0008675793161747288,0.0417859115953354,1.9499999999999993,1.5999999999999996,2.0499999999999994,2.349999999999999,-0.5,0.9999999999999996,1.4999999999999996,-0.5,,,,,
2019-02-05,104236.57694887528,0.0,1,610.2844083657803,bull,0.08430988545567389,1.0,0.001229728647039899,0.0537471330097028,2.099999999999999,2.0499999999999994,2.1999999999999993,2.349999999999999,-0.5,1.4499999999999995,1.4999999999999996,-0.5,,,,,
2019-02-06,103803.27501893559,0.0,1,610.2844083657803,bull,0.09719717567570706,1.0,0.0016469005450586314,0.06150431602702078,1.0499999999999996,1.7999999999999998,1.1499999999999997,2.349999999999999,-0.5,1.1999999999999997,1.4999999999999996,-0.5,,,,,
2019-02-07,102295.8725302721,0.0,1,610.2844083657803,bull,0.09126910948429293,1.0,0.0019194220160215845,0.057007228957485445,2.1999999999999993,0.09999999999999998,2.2999999999999994,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,,
2019-02-08,102155.50711634796,102155.50711634796,0,0.0,bull,0.06898760720770564,1.0,0.0021722104308626693,0.04164731727674509,2.349999999999999,1.8999999999999995,2.4499999999999993,2.349999999999999,-0.5,1.2999999999999996,1.4999999999999996,-0.5,,,,,
2019-02-11,102082.91052240053,0.0,1,604.9716162285204,bull,0.07175456548092518,1.0,0.002439038997177272,0.04295829899292891,1.5499999999999994,1.6999999999999997,1.6499999999999995,2.349999999999999,-0.5,1.0999999999999996,1.4999999999999996,-0.5,,,,,
2019-02-12,102663.6832739799,102663.6832739799,0,0.0,bull,0.07018522598782159,1.0,0.0027305045127086107,0.041329141633130506,1.5499999999999994,3.0499999999999994,1.6499999999999995,2.349999999999999,-0.5,2.4499999999999993,1.4999999999999996,-0.5,,,,,
2019-02-13,102663.6832739799,102663.6832739799,0,0.0,bull,0.09387969859299276,1.0,0.003073064986200278,0.056440335756261284,1.5999999999999992,3.0499999999999994,1.6999999999999993,2.349999999999999,-0.5,2.4499999999999993,1.4999999999999996,-0.5,,,,,
2019-02-14,102663.6832739799,102663.6832739799,0,0.0,bull,0.0951634695474829,1.0,0.0033169181582715134,0.056808476715112244,0.14999999999999977,2.9499999999999993,0.24999999999999978,2.349999999999999,-0.5,2.349999999999999,1.4999999999999996,-0.5,,,,,
2019-02-15,103386.20054527647,103386.20054527647,0,0.0,bull,0.09719417760361519,1.0,0.003465883121963475,0.05786435215848318,0.14999999999999977,2.9499999999999993,0.24999999999999978,2.349999999999999,-0.5,2.349999999999999,1.4999999999999996,-0.5,,,,,
2019-02-19,103548.51171022138,0.0,1,601.152462758905,bull,0.10446165935871228,1.0,0.003638557328494483,0.062363991582152556,0.7499999999999997,1.15,0.8499999999999996,2.349999999999999,-0.5,0.5499999999999998,1.4999999999999996,-0.5,,,,,
2019-02-20,103494.40798857309,103494.40798857309,0,0.0,bull,0.10652623284166078,1.0,0.0037074727482818487,0.06360254306454349,0.7999999999999997,1.6499999999999995,0.8999999999999997,2.349999999999999,-0.5,1.0499999999999996,1.4999999999999996,-0.5,,,,,
2019-02-21,103833.67432629831,0.0,1,605.8327459379095,bull,0.10516858413959551,1.0,0.003699190672108962,0.06271400808217908,0.7999999999999997,1.6499999999999995,0.8999999999999997,2.349999999999999,-0.5,1.0499999999999996,1.4999999999999996,-0.5,,,,,
2019-02-22,104790.89006488021,0.0,1,605.8327459379095,bull,0.09683638501118119,1.0,0.00353330391309788,0.057490982181258365,0.7999999999999997,1.6499999999999995,0.8999999999999997,2.349999999999999,-0.5,1.0499999999999996,1.4999999999999996,-0.5,,,,,
2019-02-25,104869.64832185213,0.0,1,605.8327459379095,bull,0.10581872336884032,1.0,0.0032584967196271795,0.06402882213997252,1.7499999999999996,1.9499999999999997,1.8499999999999996,2.349999999999999,-0.5,1.3499999999999996,1.4999999999999996,-0.5,,,,,
2019-02-26,105081.68978293039,0.0,1,605.8327459379095,bull,0.10949252319539063,1.0,0.0031949907111114466,0.06660503404137086,0.8499999999999998,2.0999999999999996,0.9499999999999997,2.349999999999999,-0.5,1.4999999999999996,1.4999999999999996,-0.5,,,,,
2019-02-27,104954.46490628345,0.0,1,605.8327459379095,bull,0.10924346705297129,1.0,0.0031258573681280976,0.066577263299058,1.6499999999999995,1.9499999999999997,1.7499999999999996,2.349999999999999,-0.5,1.3499999999999996,1.4999999999999996,-0.5,,,,,
2019-02-28,105033.22316325537,0.0,1,605.8327459379095,bull,0.10627341235377238,1.0,0.0030286497191489856,0.06479164213088362,0.9499999999999996,2.0499999999999994,1.0499999999999996,2.349999999999999,-0.5,1.4499999999999995,1.4999999999999996,-0.5,,,,,
2019-03-01,105748.10580346211,0.0,1,605.8327459379095,bull,0.09993795431609766,1.0,0.002931575744172361,0.06076215138905372,0.7999999999999997,0.09999999999999998,0.8999999999999997,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,,
2019-03-04,105671.79227492656,105671.79227492656,0,0.0,bull,0.10740669419273545,1.0,0.002853474425145548,0.06589751394486587,0.7999999999999997,0.09999999999999998,0.8999999999999997,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,,
2019-03-05,105702.10546835022,0.0,1,606.2638684734742,bull,0.10387768825331753,1.0,0.002625988807734632,0.06399981455340908,1.3499999999999994,1.7499999999999996,1.4499999999999995,2.349999999999999,-0.5,1.1499999999999997,1.4999999999999996,-0.5,,,,,
2019-03-06,104920.02507801945,0.0,1,606.2638684734742,bull,0.10089910817351015,1.0,0.0025338387159189227,0.06219839468383559,1.2999999999999994,1.7999999999999998,1.3999999999999995,2.349999999999999,-0.5,1.1999999999999997,1.4999999999999996,-0.5,,,,,
2019-03-07,103762.06108923511,0.0,1,606.2638684734742,bull,0.08750702930076483,1.0,0.002445596006803612,0.053446827520235995,1.6999999999999993,0.09999999999999998,1.7999999999999994,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,,
2019-03-08,103616.55776080147,103616.55776080147,0,0.0,bull,0.06325799196769055,1.0,0.0023292946095231,0.03751340542608084,1.6999999999999993,1.1999999999999997,1.7999999999999994,2.349999999999999,-0.5,0.5999999999999996,1.4999999999999996,-0.5,,,,,
2019-03-11,103616.55776080147,103616.55776080147,0,0.0,bull,0.05539818657616374,1.0,0.002225147754680946,0.032481828874747265,1.6999999999999993,1.1999999999999997,1.7999999999999994,2.349999999999999,-0.5,0.5999999999999996,1.4999999999999996,-0.5,,,,,
2019-03-12,103616.55776080147,103616.55776080147,0,0.0,bull,0.08328394586040543,1.0,0.0021955944559550683,0.05113144166169348,1.6999999999999993,1.1999999999999997,1.7999999999999994,2.349999999999999,-0.5,0.5999999999999996,1.4999999999999996,-0.5,,,,,
2019-03-13,103616.55776080147,103616.55776080147,0,0.0,bull,0.08752404785907197,1.0,0.0021569627774989573,0.0540354396843834,1.6999999999999993,1.1999999999999997,1.7999999999999994,2.349999999999999,-0.5,0.5999999999999996,1.4999999999999996,-0.5,,,,,
2019-03-14,103616.55776080147,103616.55776080147,0,0.0,bull,0.09463486141328173,1.0,0.0020948329650121245,0.058900241678830234,0.09999999999999984,0.09999999999999998,0.19999999999999984,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,,
2019-03-15,104010.13842318028,104010.13842318028,0,0.0,bull,0.08765393689506373,1.0,0.0020810623774057215,0.054273833175231045,0.19999999999999982,0.09999999999999998,0.2999999999999998,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,,
2019-03-18,104010.13842318028,104010.13842318028,0,0.0,bull,0.09788359232318002,1.0,0.002084511561594618,0.061086705092264104,0.19999999999999982,0.09999999999999998,0.2999999999999998,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,,
2019-03-19,104010.13842318028,104010.13842318028,0,0.0,bull,0.0934234545122054,1.0,0.0021025816425168462,0.058077139723103244,0.19999999999999982,0.09999999999999998,0.2999999999999998,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,,
2019-03-20,104402.2360881493,0.0,1,580.334830951358,bull,0.09461798743035417,1.0,0.002154556738989034,0.05876954480892471,-0.5,1.5999999999999996,-0.5,2.349999999999999,-0.5,0.9999999999999996,1.4999999999999996,-0.5,,,,,
