bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.3800010681152344,0.010465465539606296,0.6981010437011719,0.019603027000531095,0.5443353387649382,0.3800010681152344,0.010465465539606296,0.002098804020104794,0.3800010681152344,,796,True,False,8.391070742682148,14.746858784416094,10.509666756593463,-0.030620958543731053,-0.04736027492844386,-0.03347863276942561,0.0022264964007222125,-0.0013136541379580842,33.325680296265276,2025/06/23 14:14,"2,3b",6804.0
