bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
4.690673828125,0.004707192384408053,0.00383805314482272,4.690673828125,,1161,True,False,24.794787938865518,3.9553561619632163,17.848310679898084,-0.29536478175940023,-0.4414716025631833,-0.29221364160756613,0.007763550397045402,-0.0004444008384237851,39.38836244106261,2025/06/24 17:29,3a,1132.0
