bsp2_bi_amp,bsp2_break_bi_amp,bsp2_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
0.41500091552734375,0.7400054931640625,0.560807885023816,0.41500091552734375,,138,False,False,,-0.0012779683974520396,0.013500444351222995,0.02955682549735007,0.00014490035904864192,51.49865779767173,2025/06/16 15:48,2,16948.0
0.5250015258789062,0.779998779296875,0.6730799327047224,0.5250015258789062,,285,True,False,,-0.06406021097408457,-0.08460085627753244,-0.04108129060689575,-0.0009076482938317633,30.89433859447854,2025/06/16 18:15,2,13483.0
0.44499969482421875,0.904998779296875,0.4917130332153094,0.44499969482421875,,508,False,False,,-0.012340083345340438,0.012822480461579744,0.050325127613840365,0.00013586665855346358,57.298582567989406,2025/06/17 15:29,2,43380.0
0.1999969482421875,0.21999359130859375,0.9091035200277441,0.1999969482421875,,703,True,False,,-0.02766502489044135,-0.024327172389888574,0.00667570500110555,-0.00026217427715184607,48.669479603612146,2025/06/17 18:44,2,18461.0
0.13500213623046875,0.25499725341796875,0.5294258444783533,0.13500213623046875,,769,False,False,,-0.005182497330850954,-0.008655908414979763,-0.006946822168257618,-9.317768541303479e-05,52.67227162186289,2025/06/17 19:50,2,48228.0
0.29000091552734375,0.5825042724609375,0.49785199738048463,0.29000091552734375,,822,True,False,,0.004177414286073064,-0.0002750568974079215,-0.00890494236696197,-2.972787967862301e-06,51.440119736532175,2025/06/18 14:13,2,6043.0
0.274993896484375,0.31499481201171875,0.8730108750938552,0.274993896484375,,872,False,False,,0.01073941763801783,0.022925424300183295,0.024372013324330928,0.00024694766926170673,59.89620616535422,2025/06/18 15:03,2,15890.0
0.23509979248046875,0.7750015258789062,0.3033539736761796,0.23509979248046875,,972,True,False,,-0.010344140132139988,-0.01902398022927798,-0.017359680194275987,-0.0002040511742920895,48.479557595282444,2025/06/18 17:01,2,15307.0
0.470001220703125,0.8650054931640625,0.5433505618373935,0.470001220703125,,1065,False,False,,-0.013917479090891912,0.016219352492626626,0.06027366316703708,0.0001744208024681635,57.88442889489869,2025/06/18 18:34,2,8221.0
0.5500030517578125,0.8600006103515625,0.6395379783893118,0.5500030517578125,,1121,True,False,,0.0070407025669533526,-0.013569368600755638,-0.04122014233541798,-0.00014689234780324527,46.80013096317458,2025/06/18 19:30,2,36238.0
0.5799942016601562,0.9599990844726562,0.6041612029023516,0.5799942016601562,,1221,False,False,,-0.06148723196019805,-0.03990642680311396,0.04316161031416818,-0.00043312996619387337,41.04326660509048,2025/06/20 14:40,2,76674.0
0.5699996948242188,2.339996337890625,0.2435899943920602,0.5699996948242188,,1289,True,False,,0.15541810181732582,0.08851028082577272,-0.1338156419831062,0.0009876171126015228,47.909065273415656,2025/06/20 15:57,2,16212.0
0.29000091552734375,0.5199966430664062,0.5576976686180436,0.29000091552734375,,1367,False,False,,-0.019258626896365028,-0.016060858797672495,0.006395536197385067,-0.0001783327669065272,52.77684840607341,2025/06/20 17:15,2,26612.0
0.214996337890625,0.9949951171875,0.21607778186725554,0.214996337890625,,1439,True,False,,0.08255401130136611,0.07069126422244665,-0.023725494157838922,0.0007843915762332933,56.05438220887532,2025/06/20 18:28,2,21589.0
0.26999664306640625,0.5400009155273438,0.49999293575778125,0.26999664306640625,,1602,False,False,,0.03802528388174795,0.03924904814189745,0.002447528520298989,0.0004249350797914993,57.28378868577834,2025/06/23 14:42,2,17749.0
0.6531982421875,1.1031951904296875,0.5920967094980567,0.6531982421875,,1725,True,False,,-0.04862181402512705,-0.06890338901418147,-0.04056314997810884,-0.0007567035501944324,39.15607540303255,2025/06/23 17:00,2,42107.0
0.221099853515625,0.25,0.8843994140625,0.221099853515625,,1791,False,False,,0.03506055183568981,0.036901970215367896,0.00368283675935617,0.00040202476043024526,64.80778294539141,2025/06/23 18:06,2,10221.0
0.1300048828125,0.1699981689453125,0.7647428417556772,0.1300048828125,,1842,True,False,,-0.012371900908745521,-0.013003879849065925,-0.0012639578806408064,-0.00014188630201964503,44.02697983726789,2025/06/23 18:57,2,4641.0
