side,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx
buy,247982,406.18,246.1962676645822,0.0,5m BUY signal,2024-01-02 06:25:00,0.20423856627667944,2.320807933807373,2.2499999999999996,FREE,,,
sell,248336,399.08,246.1962676645822,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2024-01-04 04:05:00,0.37425738676052983,1.0548900365829468,-0.5,FORCE_SELL,-1747.9935004185393,406.18,247982.0
buy,249122,406.55,241.67262698212141,0.0,5m BUY signal,2024-01-10 06:25:00,0.28474071151191344,1.1062384843826294,1.0499999999999996,FREE,,,
sell,249215,408.73,241.67262698212141,0.0,5m SELL signal,2024-01-10 14:10:00,0.28474071151191344,2.490807056427002,2.0999999999999996,FREE,526.8463268210263,406.55,249122.0
buy,249653,406.89,242.76549639067684,0.0,5m BUY signal,2024-01-16 04:00:00,0.24311926932043285,1.3505429029464722,0.6999999999999997,FREE,,,
sell,249677,406.77,242.76549639067684,0.0,5m SELL signal,2024-01-16 06:00:00,0.24311926932043285,1.321703314781189,1.1499999999999997,FREE,-29.131859566882326,406.89,249653.0
buy,249716,407.56,242.29492827273438,0.0,5m BUY signal,2024-01-16 09:15:00,0.24311926932043285,1.1816918849945068,0.6999999999999997,FREE,,,
sell,249727,408.91,242.29492827273438,0.0,5m SELL signal,2024-01-16 10:10:00,0.24311926932043285,1.3255337476730347,1.1499999999999997,FREE,327.0981531681969,407.56,249716.0
buy,249749,408.69,242.42535692090294,0.0,5m BUY signal,2024-01-16 12:00:00,0.24311926932043285,0.9366158246994019,0.6999999999999997,FREE,,,
sell,249767,409.075,242.42535692090294,0.0,5m SELL signal,2024-01-16 13:30:00,0.24311926932043285,1.980656623840332,1.1499999999999997,FREE,93.33376241454543,408.69,249749.0
buy,249771,407.88,243.13561067573394,0.0,5m BUY signal,2024-01-16 13:50:00,0.24311926932043285,1.017991542816162,0.6999999999999997,FREE,,,
sell,249781,408.11,243.13561067573394,0.0,5m SELL signal,2024-01-16 14:40:00,0.24311926932043285,1.3644509315490723,1.1499999999999997,FREE,55.92119045542323,407.88,249771.0
buy,249822,409.69,242.19794008365787,0.0,5m BUY signal,2024-01-16 18:05:00,0.24311926932043285,0.9469855427742004,0.6999999999999997,FREE,,,
sell,250229,415.61,242.19794008365787,0.0,5m SELL signal,2024-01-19 04:00:00,0.17401394997501377,3.5503573417663574,2.3999999999999995,FREE,1433.8118052952584,409.69,249822.0
buy,250532,421.2401,238.96083463604023,0.0,5m BUY signal,2024-01-22 13:25:00,0.2071516719372971,2.1941373348236084,1.7499999999999996,FREE,,,
sell,250594,422.0,238.96083463604023,0.0,5m SELL signal,2024-01-22 18:35:00,0.2071516719372971,2.441591501235962,2.3999999999999995,FREE,181.5863382399308,421.2401,250532.0
buy,250611,421.39,239.3067519789482,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-01-23 04:00:00,0.1929180676626653,3.2687079906463623,1.7499999999999996,FORCE_BUY,,,
sell,250802,426.42,239.3067519789482,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2024-01-24 04:00:00,0.26716330257065174,3.0438382625579834,2.499999999999999,FORCE_SELL,1203.7129624541165,421.39,250611.0
buy,251094,426.6,239.2057786658769,0.0,5m BUY signal,2024-01-25 12:30:00,0.27115439487508847,3.136523723602295,-0.5,FREE,,,
sell,251119,424.7,239.2057786658769,0.0,5m SELL signal,2024-01-25 14:35:00,0.27115439487508847,2.8680124282836914,2.499999999999999,FREE,-454.49097946517423,426.6,251094.0
buy,251146,425.22,238.913254784342,0.0,5m BUY signal,2024-01-25 16:50:00,0.27115439487508847,3.3496787548065186,-0.5,FREE,,,
sell,251222,424.83,238.913254784342,0.0,5m SELL signal,2024-01-26 07:10:00,0.23435315165071602,2.196108341217041,2.0999999999999996,FREE,-93.1761693659037,425.22,251146.0
buy,251590,427.84,237.23241873137624,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-01-30 06:05:00,0.22527859801401587,2.467927932739258,-0.5,FORCE_BUY,,,
sell,251768,420.37,237.23241873137624,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2024-01-31 04:55:00,0.2852944887019487,1.983686923980713,-0.5,FORCE_SELL,-1772.1261679233735,427.84,251590.0
buy,252021,419.08,237.96266073806586,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-02-01 10:00:00,0.19679830680626234,3.1760125160217285,2.499999999999999,FORCE_BUY,,,
sell,252141,426.75,237.96266073806586,0.0,5m SELL signal,2024-02-02 04:00:00,0.2313574962476164,3.2557435035705566,-0.5,FREE,1825.173607860969,419.08,252021.0
buy,252191,426.41,238.1524013741929,0.0,5m BUY signal,2024-02-02 08:15:00,0.2313574962476164,1.6817548274993896,-0.5,FREE,,,
sell,252207,424.92,238.1524013741929,0.0,5m SELL signal,2024-02-02 09:35:00,0.2313574962476164,2.152660369873047,-0.5,FREE,-354.8470780475496,426.41,252191.0
buy,252733,427.77,236.56572081240395,0.0,5m BUY signal,2024-02-07 05:40:00,0.2065961809226465,1.551458477973938,-0.5,FREE,,,
sell,252743,428.35,236.56572081240395,0.0,5m SELL signal,2024-02-07 06:30:00,0.2065961809226465,1.0418643951416016,-0.5,FREE,137.20811807120398,427.77,252733.0
buy,252816,430.97,235.1275645868465,0.0,5m BUY signal,2024-02-07 12:35:00,0.2065961809226465,1.6285165548324585,-0.5,FREE,,,
sell,252826,432.19,235.1275645868465,0.0,5m SELL signal,2024-02-07 13:25:00,0.2065961809226465,2.1998209953308105,-0.5,FREE,286.8556287959458,430.97,252816.0
buy,252853,432.165,235.14116631099043,0.0,5m BUY signal,2024-02-07 15:40:00,0.2065961809226465,1.7533366680145264,-0.5,FREE,,,
sell,252872,432.43,235.14116631099043,0.0,5m SELL signal,2024-02-07 17:15:00,0.2065961809226465,1.5774562358856201,-0.5,FREE,62.31240907240925,432.165,252853.0
buy,252880,432.27,235.22820123501884,0.0,5m BUY signal,2024-02-07 17:55:00,0.2065961809226465,2.066178560256958,-0.5,FREE,,,
sell,252905,432.38,235.22820123501884,0.0,5m SELL signal,2024-02-08 04:00:00,0.19739739731397474,1.823230266571045,1.6499999999999995,FREE,25.875102135855283,432.27,252880.0
buy,252925,432.16,235.3479490235039,0.0,5m BUY signal,2024-02-08 05:40:00,0.19739739731397474,2.095609188079834,1.7999999999999994,FREE,,,
sell,252944,431.7,235.3479490235039,0.0,5m SELL signal,2024-02-08 07:15:00,0.19739739731397474,2.359051465988159,1.6499999999999995,FREE,-108.26005655082035,432.16,252925.0
