bsp1_bi_amp,bsp1_bi_amp_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
1.685028076171875,0.005303250047543399,1.685028076171875,0.2803749398666574,322,False,False,78.7182656466768,114.11602151282398,90.5175176020592,0.10750641983319331,0.25099351104569223,0.28697418242499784,0.005760524632515044,0.0007877443939953792,62.37779466654315,2025/06/20 15:16,1,1719.0,1
