bsp1_bi_amp,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume
11.254066156304525,11.254066156304525,0.6573881311699772,82,True,False,,-0.6246906503572538,-1.141656213063893,-1.0339311254132784,-0.04298044194120513,32.6120324773552,2008/03/17,1p,367900.0
3.727686971122889,3.727686971122889,0.04563962109304764,152,False,False,,0.7999155797317075,0.8222475795631823,0.04466399966294965,0.026192311823257198,62.233892386744834,2008/06/25,1p,151400.0
5.715790602191323,5.715790602191323,0.12535638319478554,256,True,False,,-1.5842228762265491,-1.657338321740328,-0.1462308910275576,-0.12022144216581938,29.489581235250682,2008/11/20,1p,875700.0
3.3904194184662586,3.3904194184662586,0.16664722387848313,659,True,False,,-0.6392050125386636,-0.6954697620482264,-0.11252949901912568,-0.026475560987704067,33.13440882533749,2010/06/30,1p,3091000.0
3.2129083841835566,3.2129083841835566,0.21664710425611658,837,True,False,,-0.22319158687148524,-0.29558157490904335,-0.14477997607511622,-0.009388725038245954,39.20922761911421,2011/03/15,1p,1128700.0
4.774994565097561,4.774994565097561,1.1343940978649711,916,False,False,,0.2692218178994519,0.3417233349954927,0.1450030341920816,0.010245868847733812,63.080062132596346,2011/07/07,1p,623800.0
6.842980058480357,6.842980058480357,0.46562296601423386,978,True,False,,-0.7248777546670644,-0.8773845612489914,-0.3050136131638541,-0.03141242034206682,39.36529481155458,2011/10/04,1p,1500000.0
4.632985412336943,4.632985412336943,1.025346205672784,1567,True,False,,-0.31705616497655054,-0.5920418864327672,-0.5499714429124334,-0.01568759455354406,34.27642793756199,2014/02/07,1p,1524700.0
20.76243350851618,20.76243350851618,0.5987474747996917,2719,False,False,,1.851278119192001,2.3312576483908742,0.9599590583977466,0.01430722977725352,59.999908740240976,2018/09/05,1p,677500.0
25.94846701174056,25.94846701174056,0.6060502876040592,2795,True,False,,-1.6552388075857345,-3.316915516296973,-3.323353417422477,-0.023914981055441216,29.687364005666893,2018/12/24,1p,580400.0
94.63630380777192,94.63630380777192,0.8347315665055738,3192,False,False,,11.929630172233171,13.805096055264471,3.7509317660625996,0.0401500811578755,64.99304270358239,2020/07/23,1p,370900.0
43.87292266775745,43.87292266775745,0.730137028134193,3261,True,False,,-0.337479258905466,-1.4604704646205846,-2.245982411430237,-0.004342282542862941,44.50745113599882,2020/10/29,1p,438800.0
133.98552382004277,133.98552382004277,0.7770779911135133,3709,False,False,,17.08120357332628,20.31315061528079,6.463894083909018,0.045081663802272486,68.13043887973278,2022/08/11,1p,235700.0
119.05951496822149,119.05951496822149,0.5904296323231009,3829,False,False,,10.524047779733387,15.951239508980336,10.8543834584939,0.032249641045955124,71.60804922824069,2023/02/02,1p,903400.0
104.95217232595081,104.95217232595081,1.8200815597379896,3948,False,False,,8.827314524344692,15.164049808845334,12.673470569001285,0.03116479897160894,81.6648004431349,2023/07/26,1p,776100.0
68.9144642429589,68.9144642429589,0.5527387506237686,4017,True,False,,-9.474962079841244,-11.818396407936973,-4.686868656191457,-0.024234758729983732,31.04099221499088,2023/11/01,1p,687400.0
