feature,importance
feat_bsp2s_bi_amp_rate,0.102858335
klu_open,0.090697736
klu_high,0.068593636
feat_break_bi_amp_rate,0.06833861
klu_close,0.042227637
feat_bsp2s_break_bi_klu_cnt,0.038211837
feat_bsp2_break_bi_bi_klu_cnt,0.032775827
feat_bsp2s_break_bi_amp_rate,0.032230575
feat_bsp3_bi_klu_cnt,0.029896224
feat_bsp2s_break_bi_amp,0.029053073
klu_low,0.027269917
feat_bi_amp_rate,0.024566079
feat_bsp2_break_bi_amp,0.024340909
feat_divergence_rate,0.021898413
feat_zs_cnt,0.021813849
feat_ppo,0.020554392
feat_break_bi_klu_cnt,0.020492582
feat_volume,0.017940493
feat_bsp2_break_bi_amp_rate,0.016542356
feat_bsp1_bi_amp_rate,0.015846716
feat_macd_value,0.015628101
feat_bsp3_zs_height,0.014148597
feat_bsp1_bi_klu_cnt,0.013620939
feat_break_bi_amp,0.012955555
feat_bi_klu_cnt,0.011914217
feat_bsp1_bi_amp,0.011369396
feat_bsp2_bi_amp,0.01132807
feat_bsp3_bi_amp,0.011304657
feat_bsp3_bi_amp_rate,0.011148476
feat_macd_dea,0.010459699
feat_rsi,0.0093233455
feat_macd_diff,0.0089906845
feat_bi_amp,0.008683014
feat_kdj_d,0.008647429
feat_bsp2s_bi_klu_cnt,0.00801858
feat_bsp2_retrace_rate,0.0073697306
dmi_plus,0.0071429573
dmi_adx,0.0063729635
upper_shadow,0.006192248
feat_bsp2s_bi_amp,0.005914036
feat_bsp2s_lv,0.0053516147
feat_bsp2_bi_klu_cnt,0.005334764
dmi_minus,0.004868774
price_change_pct,0.0047534565
feat_bsp2_bi_amp_rate,0.0045922115
high_low_spread_pct,0.004574084
feat_kdj_k,0.0045266044
feat_bsp2s_retrace_rate,0.004425298
feat_kdj_j,0.0043047406
feat_level,0.0036910232
lower_shadow,0.0036509174
is_bullish_candle,0.0018248035
body_size,0.0014197351
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
