feature,importance
klu_low,0.07659156
klu_open,0.075978905
klu_high,0.07084228
feat_bsp2_bi_klu_cnt,0.040395748
feat_break_bi_amp,0.037728235
feat_bsp3_bi_amp,0.035358023
klu_close,0.032703456
feat_bsp2s_break_bi_amp_rate,0.032086246
feat_zs_cnt,0.031982183
feat_break_bi_amp_rate,0.029918993
feat_bsp3_zs_height,0.02929314
feat_divergence_rate,0.0271098
feat_bsp1_bi_amp_rate,0.026027055
feat_bsp3_bi_klu_cnt,0.025590556
feat_bsp2_break_bi_bi_klu_cnt,0.0244946
feat_bsp2_break_bi_amp,0.02439369
feat_bsp2s_lv,0.023169825
feat_bsp2s_break_bi_klu_cnt,0.023048047
feat_macd_value,0.018859575
feat_bsp1_bi_klu_cnt,0.017939944
feat_bi_klu_cnt,0.017744105
feat_bi_amp_rate,0.016215498
feat_ppo,0.0143482685
feat_bsp2s_bi_klu_cnt,0.014179674
feat_bsp2_break_bi_amp_rate,0.013974738
feat_break_bi_klu_cnt,0.013252232
feat_macd_dea,0.011567081
feat_level,0.010758344
feat_bsp3_bi_amp_rate,0.0106108915
feat_bsp1_bi_amp,0.010480508
feat_bsp2s_break_bi_amp,0.010333978
feat_bsp2_bi_amp_rate,0.009453939
dmi_minus,0.009446064
upper_shadow,0.008999639
feat_bsp2_bi_amp,0.008835527
feat_bi_amp,0.008806313
feat_bsp2_retrace_rate,0.008519689
feat_kdj_j,0.008485027
feat_volume,0.008172005
dmi_adx,0.008052284
feat_rsi,0.0080339005
feat_macd_diff,0.0075377976
lower_shadow,0.0073614446
feat_kdj_d,0.007171451
feat_kdj_k,0.007165167
high_low_spread_pct,0.0071059577
price_change_pct,0.007086277
dmi_plus,0.0063534337
feat_bsp2s_retrace_rate,0.005846121
feat_bsp2s_bi_amp,0.00561126
body_size,0.0021752922
feat_bsp2s_bi_amp_rate,0.0018829381
is_bullish_candle,0.000921311
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
