bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
4.6400146484375,0.017962273602035766,28,6.1400146484375,0.02434774695362727,6,0.7557009085667707,,,,,,,,,4.6400146484375,0.017962273602035766,28,0.0035080304592340133,4.6400146484375,,108,True,False,29.895765560765245,-0.10631387666217762,19.895072414956104,0.013636670402920303,-0.12507130132433986,-0.2774159434545203,0.006188928451386849,-0.000491652272882962,41.80545811751942,2025/05/12 16:00,"2,3b",7357.0
2.103790283203125,0.008374627709792552,11,4.1299896240234375,0.01617447201087226,33,0.5093936001596081,,,,,,,,,2.103790283203125,0.008374627709792552,11,0.004367673774366015,2.103790283203125,,181,False,False,73.79332004319929,90.54314162327796,79.37659390322551,-0.3895033054313629,-0.23086422504732695,0.3172781607680719,0.007120822125038995,-0.0009129025063502607,48.86273722202191,2025/05/13 15:35,"2,3b",9150.0
0.545013427734375,0.002113151269517719,11,8.875015258789062,0.03563690771783861,200,0.06140985810640043,,,,,,,,,0.545013427734375,0.002113151269517719,11,0.004810968710169091,0.545013427734375,,446,True,False,34.539609459446716,-16.838976892312168,17.41341400886042,0.24838162229291255,0.1794581080802118,-0.13784702842540153,0.01662975040018972,0.0006972861284582627,51.57711673547709,2025/05/16 18:10,"2,3b",3528.0
,,,,,,,1.040008544921875,0.0040122239852089635,6,2.920013427734375,0.011119624371156031,53,1.0,0.19520709007869735,1.040008544921875,0.0040122239852089635,6,0.0030471375843852183,1.040008544921875,,727,False,False,47.37431558637612,57.88158773347415,50.876739635408796,-0.21519001182954417,-0.18676345051022736,0.056853122638633624,0.005453998371457733,-0.0007184621167736157,44.83399413747971,2025/05/22 15:40,"2s,3b",7707.0
3.380218505859375,0.012729601555644815,29,8.089996337890625,0.03142356167916965,155,0.4178269512963375,,,,,,,,,3.380218505859375,0.012729601555644815,29,0.0021950375088404376,3.380218505859375,,961,True,False,18.559224032132374,18.182591616685023,18.433679893649924,-0.358244948164655,-0.4016976872799205,-0.08690547823053096,0.0056080867456101266,-0.001525703855455213,41.31514628468418,2025/05/28 15:45,"2,3b",6618.0
1.144989013671875,0.00423787491565252,12,3.55999755859375,0.013352327746570636,18,0.32162634800349754,,,,,,,,,1.144989013671875,0.00423787491565252,12,0.0022772833100390953,1.144989013671875,,1813,True,False,40.9112360757484,18.89519565027578,33.57255593392419,0.4408078332375209,0.3796191620618288,-0.1223773423513842,0.008084404495187528,0.0014111310495702933,55.13876222826709,2025/06/12 15:20,"2,3b",20946.0
,,,,,,,0.610015869140625,0.002344862131280137,9,3.08502197265625,0.011768828495722755,17,1.0,0.5542981501632209,0.610015869140625,0.002344862131280137,9,0.0032738971294943926,0.610015869140625,,2223,False,False,51.021165493459364,86.72252637324459,62.921619120054444,-0.144545324102773,-0.15809514471044395,-0.02709964121534192,0.005253854371377238,-0.000606292331604106,45.38709745707686,2025/06/20 17:00,"2s,3b",4783.0
,,,,,,,,,,,,,,,1.980010986328125,0.0074920954876409466,15,0.002344862131280137,1.980010986328125,,2296,True,False,24.48182661070083,43.158350963412275,30.70733472827131,0.20602576194026484,0.08367709276342339,-0.2446973383536829,0.019784652694121708,0.0003183899533685418,46.18710154493541,2025/06/23 16:35,3b,10775.0
,,,,,,,,,,,,,,,0.689971923828125,0.0025737539480297274,5,0.0037279343405497898,0.689971923828125,,2677,True,False,46.82592796461077,-7.443057837183517,28.73626603067934,0.37379171700838193,0.28230899271335375,-0.18296544859005637,0.005310530806556982,0.0010559114043437786,54.29621298888266,2025/06/30 15:55,3b,11358.0
,,,,,,,,,,,,,,,0.839996337890625,0.003069825395246293,6,0.0023214860029372804,0.839996337890625,,2913,True,False,66.78834482495621,13.487362916688113,49.02135085553351,0.2465580557974038,0.20553827683619375,-0.08203955792242013,0.004362338810551728,0.0007528432264735409,49.471749751241404,2025/07/03 16:05,3b,6937.0
